racerName_1,count,mean,count_rank_1,ratio_rank_1,count_rank_2,ratio_rank_2,count_rank_3,ratio_rank_3,count_rank_4,ratio_rank_4,count_rank_5,ratio_rank_5,count_rank_6,ratio_rank_6,rank_ratio_rank_1
坪　井　　康　晴,49,1.816326530612245,32.0,0.6530612244897959,5.0,0.10204081632653061,3.0,0.061224489795918366,7.0,0.14285714285714285,2.0,0.04081632653061224,0.0,0.0,355.0
坪　口　　竜　也,43,1.627906976744186,28.0,0.6511627906976745,7.0,0.16279069767441862,2.0,0.046511627906976744,3.0,0.06976744186046512,2.0,0.046511627906976744,0.0,0.0,361.5
垣　内　　清　美,24,2.0,14.0,0.5833333333333334,3.0,0.125,3.0,0.125,2.0,0.08333333333333333,1.0,0.041666666666666664,1.0,0.041666666666666664,499.0
堀　本　　和　也,35,1.4285714285714286,28.0,0.8,4.0,0.11428571428571428,1.0,0.02857142857142857,0.0,0.0,1.0,0.02857142857142857,1.0,0.02857142857142857,49.5
堀　本　　裕　也,27,2.0,16.0,0.5925925925925926,2.0,0.07407407407407407,4.0,0.14814814814814814,3.0,0.1111111111111111,2.0,0.07407407407407407,0.0,0.0,478.5
堀之内　　紀代子,45,1.7333333333333334,28.0,0.6222222222222222,11.0,0.24444444444444444,0.0,0.0,3.0,0.06666666666666667,2.0,0.044444444444444446,1.0,0.022222222222222223,435.0
堂　原　　洋　史,26,2.8076923076923075,8.0,0.3076923076923077,6.0,0.23076923076923078,4.0,0.15384615384615385,3.0,0.11538461538461539,1.0,0.038461538461538464,4.0,0.15384615384615385,1018.5
堤　　　　　　昇,45,2.066666666666667,23.0,0.5111111111111111,7.0,0.15555555555555556,9.0,0.2,3.0,0.06666666666666667,1.0,0.022222222222222223,2.0,0.044444444444444446,658.0
堤　　　　健　一,25,2.68,8.0,0.32,6.0,0.24,1.0,0.04,7.0,0.28,2.0,0.08,1.0,0.04,998.5
堤　　　　啓　輔,21,2.380952380952381,10.0,0.47619047619047616,4.0,0.19047619047619047,2.0,0.09523809523809523,1.0,0.047619047619047616,2.0,0.09523809523809523,2.0,0.09523809523809523,727.0
塚　崎　　　　勝,26,3.230769230769231,5.0,0.19230769230769232,6.0,0.23076923076923078,2.0,0.07692307692307693,6.0,0.23076923076923078,5.0,0.19230769230769232,2.0,0.07692307692307693,1125.5
塚　田　　修　二,24,3.0416666666666665,8.0,0.3333333333333333,4.0,0.16666666666666666,3.0,0.125,2.0,0.08333333333333333,2.0,0.08333333333333333,5.0,0.20833333333333334,982.5
塩　崎　　優　司,36,2.111111111111111,15.0,0.4166666666666667,9.0,0.25,7.0,0.19444444444444445,3.0,0.08333333333333333,2.0,0.05555555555555555,0.0,0.0,838.5
塩　崎　　桐　加,35,1.7142857142857142,21.0,0.6,6.0,0.17142857142857143,3.0,0.08571428571428572,2.0,0.05714285714285714,2.0,0.05714285714285714,0.0,0.0,467.5
塩　田　　北　斗,56,1.25,47.0,0.8392857142857143,6.0,0.10714285714285714,0.0,0.0,0.0,0.0,1.0,0.017857142857142856,1.0,0.017857142857142856,16.0
塩　田　　雄　一,27,1.8888888888888888,12.0,0.4444444444444444,8.0,0.2962962962962963,1.0,0.037037037037037035,5.0,0.18518518518518517,0.0,0.0,0.0,0.0,786.0
増　田　　　　進,32,2.46875,9.0,0.28125,8.0,0.25,5.0,0.15625,6.0,0.1875,3.0,0.09375,0.0,0.0,1055.0
増　田　　弘　喜,30,3.1333333333333333,2.0,0.06666666666666667,9.0,0.3,8.0,0.26666666666666666,6.0,0.2,4.0,0.13333333333333333,1.0,0.03333333333333333,1170.0
夏　山　　亮　平,20,2.95,7.0,0.35,4.0,0.2,0.0,0.0,3.0,0.15,4.0,0.2,2.0,0.1,956.0
外　崎　　　　悟,35,2.057142857142857,15.0,0.42857142857142855,9.0,0.2571428571428571,4.0,0.11428571428571428,3.0,0.08571428571428572,3.0,0.08571428571428572,0.0,0.0,815.0
多　田　　有　佑,22,2.727272727272727,7.0,0.3181818181818182,6.0,0.2727272727272727,1.0,0.045454545454545456,4.0,0.18181818181818182,2.0,0.09090909090909091,2.0,0.09090909090909091,1003.0
多羅尾　　達　之,20,2.9,4.0,0.2,4.0,0.2,5.0,0.25,1.0,0.05,3.0,0.15,2.0,0.1,1121.5
大　上　　卓　人,46,1.6521739130434783,30.0,0.6521739130434783,8.0,0.17391304347826086,3.0,0.06521739130434782,1.0,0.021739130434782608,1.0,0.021739130434782608,2.0,0.043478260869565216,358.0
大　串　　重　幸,26,1.9230769230769231,14.0,0.5384615384615384,3.0,0.11538461538461539,4.0,0.15384615384615385,2.0,0.07692307692307693,2.0,0.07692307692307693,0.0,0.0,597.5
大　井　　清　貴,25,2.4,11.0,0.44,5.0,0.2,2.0,0.08,3.0,0.12,3.0,0.12,1.0,0.04,792.5
大　場　　　　敏,64,1.796875,39.0,0.609375,13.0,0.203125,3.0,0.046875,5.0,0.078125,3.0,0.046875,1.0,0.015625,451.0
大　場　　広　孝,34,1.9705882352941178,14.0,0.4117647058823529,13.0,0.38235294117647056,3.0,0.08823529411764706,3.0,0.08823529411764706,0.0,0.0,1.0,0.029411764705882353,848.0
大　塚　　康　雅,30,2.6666666666666665,12.0,0.4,5.0,0.16666666666666666,3.0,0.1,4.0,0.13333333333333333,3.0,0.1,3.0,0.1,874.0
大　塚　　浩　二,22,2.8636363636363638,8.0,0.36363636363636365,3.0,0.13636363636363635,4.0,0.18181818181818182,1.0,0.045454545454545456,3.0,0.13636363636363635,3.0,0.13636363636363635,937.5
大　山　　千　広,75,1.7866666666666666,51.0,0.68,8.0,0.10666666666666667,6.0,0.08,3.0,0.04,5.0,0.06666666666666667,2.0,0.02666666666666667,281.0
大　峯　　　　豊,54,1.5555555555555556,39.0,0.7222222222222222,8.0,0.14814814814814814,2.0,0.037037037037037035,3.0,0.05555555555555555,1.0,0.018518518518518517,1.0,0.018518518518518517,180.0
大　崎　　　　翔,24,2.4583333333333335,12.0,0.5,3.0,0.125,2.0,0.08333333333333333,2.0,0.08333333333333333,3.0,0.125,2.0,0.08333333333333333,679.5
大　川　　茂　実,25,3.08,7.0,0.28,6.0,0.24,2.0,0.08,2.0,0.08,4.0,0.16,4.0,0.16,1057.5
大　平　　誉史明,53,1.830188679245283,28.0,0.5283018867924528,15.0,0.2830188679245283,6.0,0.11320754716981132,1.0,0.018867924528301886,1.0,0.018867924528301886,2.0,0.03773584905660377,623.0
大　庭　　元　明,54,1.8703703703703705,32.0,0.5925925925925926,11.0,0.2037037037037037,1.0,0.018518518518518517,7.0,0.12962962962962962,2.0,0.037037037037037035,1.0,0.018518518518518517,478.5
大　橋　　栄里佳,20,2.55,11.0,0.55,1.0,0.05,2.0,0.1,0.0,0.0,4.0,0.2,2.0,0.1,571.5
大　橋　　純一郎,34,1.4705882352941178,23.0,0.6764705882352942,5.0,0.14705882352941177,3.0,0.08823529411764706,2.0,0.058823529411764705,0.0,0.0,0.0,0.0,290.5
大　池　　佑　来,24,1.125,22.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.041666666666666664,0.0,0.0,1.0
大　澤　　大　夢,36,1.9166666666666667,19.0,0.5277777777777778,7.0,0.19444444444444445,3.0,0.08333333333333333,4.0,0.1111111111111111,1.0,0.027777777777777776,1.0,0.027777777777777776,624.0
大　澤　　普　司,47,1.5106382978723405,32.0,0.6808510638297872,11.0,0.23404255319148937,1.0,0.02127659574468085,2.0,0.0425531914893617,0.0,0.0,1.0,0.02127659574468085,279.0
大　瀧　　明日香,49,1.8979591836734695,30.0,0.6122448979591837,5.0,0.10204081632653061,6.0,0.12244897959183673,5.0,0.10204081632653061,3.0,0.061224489795918366,0.0,0.0,448.0
大　熊　　辰　弥,24,3.3333333333333335,3.0,0.125,4.0,0.16666666666666666,8.0,0.3333333333333333,4.0,0.16666666666666666,1.0,0.041666666666666664,4.0,0.16666666666666666,1157.5
大　田　　　　誠,27,2.6666666666666665,14.0,0.5185185185185185,2.0,0.07407407407407407,1.0,0.037037037037037035,3.0,0.1111111111111111,3.0,0.1111111111111111,4.0,0.14814814814814814,644.0
大　田　　直　弥,27,2.2962962962962963,9.0,0.3333333333333333,9.0,0.3333333333333333,5.0,0.18518518518518517,1.0,0.037037037037037035,2.0,0.07407407407407407,1.0,0.037037037037037035,982.5
大　町　　利　克,23,2.3043478260869565,9.0,0.391304347826087,6.0,0.2608695652173913,4.0,0.17391304347826086,1.0,0.043478260869565216,2.0,0.08695652173913043,1.0,0.043478260869565216,892.0
大　石　　和　彦,22,2.772727272727273,6.0,0.2727272727272727,6.0,0.2727272727272727,4.0,0.18181818181818182,2.0,0.09090909090909091,1.0,0.045454545454545456,3.0,0.13636363636363635,1063.0
大　神　　康　司,59,1.5932203389830508,41.0,0.6949152542372882,9.0,0.15254237288135594,4.0,0.06779661016949153,3.0,0.05084745762711865,1.0,0.01694915254237288,1.0,0.01694915254237288,255.0
大　西　　　　賢,22,2.8636363636363638,8.0,0.36363636363636365,3.0,0.13636363636363635,4.0,0.18181818181818182,1.0,0.045454545454545456,3.0,0.13636363636363635,3.0,0.13636363636363635,937.5
大　西　　隆　洋,21,2.6666666666666665,4.0,0.19047619047619047,9.0,0.42857142857142855,4.0,0.19047619047619047,1.0,0.047619047619047616,0.0,0.0,3.0,0.14285714285714285,1127.5
大　谷　　健　太,28,2.9642857142857144,9.0,0.32142857142857145,4.0,0.14285714285714285,2.0,0.07142857142857142,5.0,0.17857142857142858,2.0,0.07142857142857142,5.0,0.17857142857142858,996.0
大　谷　　直　弘,51,1.6666666666666667,31.0,0.6078431372549019,11.0,0.21568627450980393,4.0,0.0784313725490196,1.0,0.0196078431372549,2.0,0.0392156862745098,1.0,0.0196078431372549,455.0
大　賀　　広　幸,39,1.5897435897435896,27.0,0.6923076923076923,7.0,0.1794871794871795,2.0,0.05128205128205128,1.0,0.02564102564102564,1.0,0.02564102564102564,1.0,0.02564102564102564,260.5
大　野　　芳　顕,38,1.394736842105263,28.0,0.7368421052631579,7.0,0.18421052631578946,1.0,0.02631578947368421,2.0,0.05263157894736842,0.0,0.0,0.0,0.0,147.0
大久保　　信一郎,47,1.8297872340425532,28.0,0.5957446808510638,9.0,0.19148936170212766,4.0,0.0851063829787234,2.0,0.0425531914893617,4.0,0.0851063829787234,0.0,0.0,474.0
大豆生田　　　蒼,20,2.55,7.0,0.35,5.0,0.25,2.0,0.1,3.0,0.15,2.0,0.1,1.0,0.05,956.0
大須賀　　　　友,24,2.25,12.0,0.5,4.0,0.16666666666666666,2.0,0.08333333333333333,3.0,0.125,2.0,0.08333333333333333,1.0,0.041666666666666664,679.5
天　野　　　　誠,29,2.0,16.0,0.5517241379310345,6.0,0.20689655172413793,3.0,0.10344827586206896,1.0,0.034482758620689655,1.0,0.034482758620689655,2.0,0.06896551724137931,568.0
天　野　　友　和,34,2.0588235294117645,18.0,0.5294117647058824,8.0,0.23529411764705882,2.0,0.058823529411764705,2.0,0.058823529411764705,2.0,0.058823529411764705,2.0,0.058823529411764705,621.5
天　野　　晶　夫,62,1.6935483870967742,42.0,0.6774193548387096,9.0,0.14516129032258066,4.0,0.06451612903225806,4.0,0.06451612903225806,1.0,0.016129032258064516,2.0,0.03225806451612903,288.5
太　田　　克　哉,24,3.4166666666666665,3.0,0.125,6.0,0.25,7.0,0.2916666666666667,0.0,0.0,2.0,0.08333333333333333,6.0,0.25,1157.5
太　田　　和　美,59,1.7118644067796611,36.0,0.6101694915254238,11.0,0.1864406779661017,3.0,0.05084745762711865,6.0,0.1016949152542373,2.0,0.03389830508474576,0.0,0.0,450.0
奈　須　　啓　太,40,1.675,26.0,0.65,7.0,0.175,3.0,0.075,2.0,0.05,2.0,0.05,0.0,0.0,367.5
奥　平　　拓　也,37,1.8108108108108107,24.0,0.6486486486486487,3.0,0.08108108108108109,7.0,0.1891891891891892,1.0,0.02702702702702703,0.0,0.0,2.0,0.05405405405405406,372.5
奥　田　　　　誠,37,1.7297297297297298,23.0,0.6216216216216216,6.0,0.16216216216216217,5.0,0.13513513513513514,1.0,0.02702702702702703,2.0,0.05405405405405406,0.0,0.0,438.0
妹　尾　　忠　幸,43,1.7209302325581395,26.0,0.6046511627906976,5.0,0.11627906976744186,10.0,0.23255813953488372,2.0,0.046511627906976744,0.0,0.0,0.0,0.0,459.0
妻　鳥　　晋　也,35,2.342857142857143,15.0,0.42857142857142855,7.0,0.2,2.0,0.05714285714285714,5.0,0.14285714285714285,3.0,0.08571428571428572,2.0,0.05714285714285714,815.0
宇　土　　泰　就,20,2.25,7.0,0.35,7.0,0.35,1.0,0.05,0.0,0.0,3.0,0.15,1.0,0.05,956.0
宇　野　　博　之,24,2.6666666666666665,7.0,0.2916666666666667,4.0,0.16666666666666666,3.0,0.125,2.0,0.08333333333333333,4.0,0.16666666666666666,2.0,0.08333333333333333,1045.0
宇　野　　弥　生,46,1.7608695652173914,33.0,0.717391304347826,5.0,0.10869565217391304,2.0,0.043478260869565216,1.0,0.021739130434782608,2.0,0.043478260869565216,3.0,0.06521739130434782,197.0
宇佐見　　　　淳,44,1.4090909090909092,35.0,0.7954545454545454,5.0,0.11363636363636363,1.0,0.022727272727272728,2.0,0.045454545454545456,0.0,0.0,1.0,0.022727272727272728,55.5
宇田川　　信　一,24,2.7083333333333335,9.0,0.375,4.0,0.16666666666666666,4.0,0.16666666666666666,2.0,0.08333333333333333,2.0,0.08333333333333333,3.0,0.125,917.5
守　屋　　大　地,22,3.272727272727273,7.0,0.3181818181818182,1.0,0.045454545454545456,4.0,0.18181818181818182,3.0,0.13636363636363635,3.0,0.13636363636363635,4.0,0.18181818181818182,1003.0
守　屋　　美　穂,71,1.323943661971831,58.0,0.8169014084507042,8.0,0.11267605633802817,2.0,0.028169014084507043,1.0,0.014084507042253521,2.0,0.028169014084507043,0.0,0.0,34.0
守　田　　俊　介,67,1.4477611940298507,50.0,0.746268656716418,10.0,0.14925373134328357,4.0,0.05970149253731343,0.0,0.0,3.0,0.04477611940298507,0.0,0.0,129.0
安　東　　幸　治,36,2.111111111111111,18.0,0.5,9.0,0.25,3.0,0.08333333333333333,0.0,0.0,5.0,0.1388888888888889,1.0,0.027777777777777776,679.5
安　田　　政　彦,65,1.476923076923077,49.0,0.7538461538461538,7.0,0.1076923076923077,5.0,0.07692307692307693,3.0,0.046153846153846156,0.0,0.0,1.0,0.015384615384615385,116.0
安　藤　　裕　貴,28,2.1785714285714284,16.0,0.5714285714285714,4.0,0.14285714285714285,0.0,0.0,5.0,0.17857142857142858,1.0,0.03571428571428571,2.0,0.07142857142857142,521.5
安　達　　裕　樹,50,1.54,37.0,0.74,6.0,0.12,2.0,0.04,0.0,0.0,2.0,0.04,2.0,0.04,141.0
安河内　　　　将,41,1.6097560975609757,30.0,0.7317073170731707,1.0,0.024390243902439025,2.0,0.04878048780487805,3.0,0.07317073170731707,2.0,0.04878048780487805,1.0,0.024390243902439025,162.0
室　田　　泰　史,46,1.9782608695652173,26.0,0.5652173913043478,8.0,0.17391304347826086,6.0,0.13043478260869565,1.0,0.021739130434782608,3.0,0.06521739130434782,2.0,0.043478260869565216,537.5
宮　下　　元　胤,32,2.15625,13.0,0.40625,7.0,0.21875,5.0,0.15625,4.0,0.125,1.0,0.03125,1.0,0.03125,862.5
宮　内　　由紀英,29,3.0689655172413794,7.0,0.2413793103448276,7.0,0.2413793103448276,2.0,0.06896551724137931,7.0,0.2413793103448276,2.0,0.06896551724137931,4.0,0.13793103448275862,1085.0
宮　地　　元　輝,57,1.5087719298245614,45.0,0.7894736842105263,5.0,0.08771929824561403,2.0,0.03508771929824561,2.0,0.03508771929824561,1.0,0.017543859649122806,2.0,0.03508771929824561,63.5
宮　地　　博　士,24,3.1666666666666665,7.0,0.2916666666666667,2.0,0.08333333333333333,5.0,0.20833333333333334,3.0,0.125,4.0,0.16666666666666666,3.0,0.125,1045.0
宮　地　　秀　祈,31,2.161290322580645,13.0,0.41935483870967744,9.0,0.2903225806451613,3.0,0.0967741935483871,4.0,0.12903225806451613,1.0,0.03225806451612903,1.0,0.03225806451612903,832.0
宮　崎　　　　奨,47,2.0425531914893615,18.0,0.3829787234042553,19.0,0.40425531914893614,1.0,0.02127659574468085,4.0,0.0851063829787234,3.0,0.06382978723404255,1.0,0.02127659574468085,903.5
宮　嵜　　隆太郎,33,2.484848484848485,16.0,0.48484848484848486,5.0,0.15151515151515152,2.0,0.06060606060606061,3.0,0.09090909090909091,4.0,0.12121212121212122,3.0,0.09090909090909091,706.0
宮　本　　夏　樹,30,2.2,16.0,0.5333333333333333,4.0,0.13333333333333333,3.0,0.1,3.0,0.1,3.0,0.1,1.0,0.03333333333333333,611.0
宮　本　　紀　美,27,3.925925925925926,3.0,0.1111111111111111,3.0,0.1111111111111111,2.0,0.07407407407407407,8.0,0.2962962962962963,7.0,0.25925925925925924,4.0,0.14814814814814814,1162.0
宮　本　　裕　之,35,1.7142857142857142,21.0,0.6,7.0,0.2,3.0,0.08571428571428572,4.0,0.11428571428571428,0.0,0.0,0.0,0.0,467.5
宮　武　　英　司,37,1.9189189189189189,20.0,0.5405405405405406,8.0,0.21621621621621623,2.0,0.05405405405405406,3.0,0.08108108108108109,1.0,0.02702702702702703,2.0,0.05405405405405406,589.5
宮　田　　政　勝,22,2.3636363636363638,12.0,0.5454545454545454,2.0,0.09090909090909091,3.0,0.13636363636363635,1.0,0.045454545454545456,1.0,0.045454545454545456,3.0,0.13636363636363635,579.5
宮　西　　真　昭,27,3.3703703703703702,5.0,0.18518518518518517,4.0,0.14814814814814814,4.0,0.14814814814814814,3.0,0.1111111111111111,6.0,0.2222222222222222,4.0,0.14814814814814814,1130.0
宮　迫　　暢　彦,29,1.8620689655172413,17.0,0.5862068965517241,5.0,0.1724137931034483,3.0,0.10344827586206896,2.0,0.06896551724137931,2.0,0.06896551724137931,0.0,0.0,492.5
宮　野　　　　仁,20,2.1,10.0,0.5,5.0,0.25,1.0,0.05,1.0,0.05,3.0,0.15,0.0,0.0,679.5
宮之原　　輝　紀,43,1.6046511627906976,28.0,0.6511627906976745,7.0,0.16279069767441862,5.0,0.11627906976744186,0.0,0.0,0.0,0.0,2.0,0.046511627906976744,361.5
富　山　　弘　幸,39,1.9487179487179487,14.0,0.358974358974359,17.0,0.4358974358974359,6.0,0.15384615384615385,1.0,0.02564102564102564,0.0,0.0,1.0,0.02564102564102564,947.0
富　樫　　麗　加,32,2.0,13.0,0.40625,12.0,0.375,3.0,0.09375,2.0,0.0625,2.0,0.0625,0.0,0.0,862.5
富　永　　　　茂,23,2.782608695652174,7.0,0.30434782608695654,6.0,0.2608695652173913,3.0,0.13043478260869565,2.0,0.08695652173913043,2.0,0.08695652173913043,3.0,0.13043478260869565,1027.0
富　永　　修　一,27,2.259259259259259,15.0,0.5555555555555556,3.0,0.1111111111111111,3.0,0.1111111111111111,2.0,0.07407407407407407,1.0,0.037037037037037035,3.0,0.1111111111111111,558.0
富　永　　大　一,29,2.206896551724138,12.0,0.41379310344827586,7.0,0.2413793103448276,2.0,0.06896551724137931,4.0,0.13793103448275862,2.0,0.06896551724137931,1.0,0.034482758620689655,844.5
富　永　　正　人,35,1.6857142857142857,21.0,0.6,7.0,0.2,5.0,0.14285714285714285,1.0,0.02857142857142857,1.0,0.02857142857142857,0.0,0.0,467.5
富　澤　　祐　作,23,3.6956521739130435,5.0,0.21739130434782608,2.0,0.08695652173913043,1.0,0.043478260869565216,4.0,0.17391304347826086,3.0,0.13043478260869565,7.0,0.30434782608695654,1111.5
寳　田　　亮　治,22,2.1363636363636362,9.0,0.4090909090909091,5.0,0.22727272727272727,5.0,0.22727272727272727,2.0,0.09090909090909091,1.0,0.045454545454545456,0.0,0.0,853.0
寺　島　　美　里,23,3.6956521739130435,4.0,0.17391304347826086,3.0,0.13043478260869565,2.0,0.08695652173913043,2.0,0.08695652173913043,5.0,0.21739130434782608,6.0,0.2608695652173913,1137.5
寺　嶋　　　　雄,25,2.4,12.0,0.48,4.0,0.16,3.0,0.12,2.0,0.08,1.0,0.04,3.0,0.12,718.5
寺　本　　昇　平,35,2.3714285714285714,12.0,0.34285714285714286,9.0,0.2571428571428571,6.0,0.17142857142857143,5.0,0.14285714285714285,3.0,0.08571428571428572,0.0,0.0,970.5
寺　本　　重　宣,42,1.4047619047619047,31.0,0.7380952380952381,5.0,0.11904761904761904,2.0,0.047619047619047616,3.0,0.07142857142857142,0.0,0.0,0.0,0.0,143.0
寺　田　　　　祥,57,1.7543859649122806,41.0,0.7192982456140351,4.0,0.07017543859649122,3.0,0.05263157894736842,1.0,0.017543859649122806,4.0,0.07017543859649122,3.0,0.05263157894736842,193.5
寺　田　　千　恵,63,1.6031746031746033,45.0,0.7142857142857143,10.0,0.15873015873015872,1.0,0.015873015873015872,3.0,0.047619047619047616,3.0,0.047619047619047616,1.0,0.015873015873015872,207.0
小　倉　　康　典,25,2.16,8.0,0.32,10.0,0.4,3.0,0.12,0.0,0.0,1.0,0.04,2.0,0.08,998.5
小　坂　　宗　司,39,1.5897435897435896,27.0,0.6923076923076923,6.0,0.15384615384615385,3.0,0.07692307692307693,2.0,0.05128205128205128,0.0,0.0,1.0,0.02564102564102564,260.5
小　坂　　尚　哉,52,1.3076923076923077,41.0,0.7884615384615384,5.0,0.09615384615384616,3.0,0.057692307692307696,2.0,0.038461538461538464,0.0,0.0,0.0,0.0,65.0
小　宮　　淳　史,48,1.7083333333333333,24.0,0.5,18.0,0.375,3.0,0.0625,2.0,0.041666666666666664,1.0,0.020833333333333332,0.0,0.0,679.5
小　山　　　　勉,45,2.0,25.0,0.5555555555555556,10.0,0.2222222222222222,1.0,0.022222222222222223,5.0,0.1111111111111111,2.0,0.044444444444444446,2.0,0.044444444444444446,558.0
小　川　　広　大,21,3.3333333333333335,6.0,0.2857142857142857,2.0,0.09523809523809523,2.0,0.09523809523809523,5.0,0.23809523809523808,2.0,0.09523809523809523,4.0,0.19047619047619047,1051.0
小　川　　時　光,26,2.6153846153846154,11.0,0.4230769230769231,4.0,0.15384615384615385,3.0,0.11538461538461539,2.0,0.07692307692307693,4.0,0.15384615384615385,2.0,0.07692307692307693,826.0
小　川　　知　行,36,2.611111111111111,13.0,0.3611111111111111,6.0,0.16666666666666666,7.0,0.19444444444444445,3.0,0.08333333333333333,6.0,0.16666666666666666,1.0,0.027777777777777776,943.0
小　松　　卓　司,20,2.65,7.0,0.35,4.0,0.2,2.0,0.1,1.0,0.05,2.0,0.1,3.0,0.15,956.0
小　林　　　　享,24,2.4583333333333335,8.0,0.3333333333333333,6.0,0.25,6.0,0.25,1.0,0.041666666666666664,1.0,0.041666666666666664,2.0,0.08333333333333333,982.5
小　林　　　　泰,43,2.0,25.0,0.5813953488372093,6.0,0.13953488372093023,5.0,0.11627906976744186,3.0,0.06976744186046512,2.0,0.046511627906976744,2.0,0.046511627906976744,503.5
小　林　　一　樹,33,1.8181818181818181,18.0,0.5454545454545454,7.0,0.21212121212121213,3.0,0.09090909090909091,2.0,0.06060606060606061,1.0,0.030303030303030304,1.0,0.030303030303030304,579.5
小　林　　基　樹,27,2.7037037037037037,11.0,0.4074074074074074,5.0,0.18518518518518517,3.0,0.1111111111111111,1.0,0.037037037037037035,3.0,0.1111111111111111,4.0,0.14814814814814814,858.0
小　林　　孝　弘,20,2.85,8.0,0.4,4.0,0.2,1.0,0.05,0.0,0.0,4.0,0.2,3.0,0.15,874.0
小　林　　文　彦,26,2.230769230769231,13.0,0.5,6.0,0.23076923076923078,0.0,0.0,3.0,0.11538461538461539,3.0,0.11538461538461539,1.0,0.038461538461538464,679.5
小　林　　遼　太,20,1.65,13.0,0.65,3.0,0.15,2.0,0.1,2.0,0.1,0.0,0.0,0.0,0.0,367.5
小　森　　信　雄,23,2.782608695652174,5.0,0.21739130434782608,6.0,0.2608695652173913,0.0,0.0,9.0,0.391304347826087,1.0,0.043478260869565216,1.0,0.043478260869565216,1111.5
小　池　　公　生,33,1.7272727272727273,21.0,0.6363636363636364,4.0,0.12121212121212122,5.0,0.15151515151515152,2.0,0.06060606060606061,1.0,0.030303030303030304,0.0,0.0,398.0
小　池　　礼　乃,22,2.0,11.0,0.5,4.0,0.18181818181818182,5.0,0.22727272727272727,1.0,0.045454545454545456,0.0,0.0,1.0,0.045454545454545456,679.5
小　澤　　　　学,21,3.5714285714285716,2.0,0.09523809523809523,3.0,0.14285714285714285,4.0,0.19047619047619047,6.0,0.2857142857142857,5.0,0.23809523809523808,1.0,0.047619047619047616,1166.0
小　澤　　和　也,26,2.769230769230769,8.0,0.3076923076923077,4.0,0.15384615384615385,6.0,0.23076923076923078,3.0,0.11538461538461539,4.0,0.15384615384615385,1.0,0.038461538461538464,1018.5
小　畑　　実　成,44,1.7045454545454546,25.0,0.5681818181818182,12.0,0.2727272727272727,3.0,0.06818181818181818,3.0,0.06818181818181818,1.0,0.022727272727272728,0.0,0.0,526.0
小　羽　　正　作,28,1.6071428571428572,18.0,0.6428571428571429,5.0,0.17857142857142858,4.0,0.14285714285714285,0.0,0.0,1.0,0.03571428571428571,0.0,0.0,383.5
小　芦　　るり華,22,2.1363636363636362,12.0,0.5454545454545454,3.0,0.13636363636363635,1.0,0.045454545454545456,4.0,0.18181818181818182,2.0,0.09090909090909091,0.0,0.0,579.5
小　菅　　文　隆,20,2.9,7.0,0.35,4.0,0.2,2.0,0.1,2.0,0.1,1.0,0.05,4.0,0.2,956.0
小　西　　英　輝,24,2.9583333333333335,8.0,0.3333333333333333,5.0,0.20833333333333334,2.0,0.08333333333333333,2.0,0.08333333333333333,3.0,0.125,4.0,0.16666666666666666,982.5
小　野　　信　樹,23,3.0869565217391304,8.0,0.34782608695652173,3.0,0.13043478260869565,2.0,0.08695652173913043,3.0,0.13043478260869565,3.0,0.13043478260869565,4.0,0.17391304347826086,962.5
小　野　　勇　作,38,1.8157894736842106,20.0,0.5263157894736842,10.0,0.2631578947368421,4.0,0.10526315789473684,3.0,0.07894736842105263,1.0,0.02631578947368421,0.0,0.0,625.0
小　野　　生　奈,54,1.7037037037037037,36.0,0.6666666666666666,8.0,0.14814814814814814,3.0,0.05555555555555555,0.0,0.0,5.0,0.09259259259259259,1.0,0.018518518518518517,316.5
小　野　　達　哉,48,1.5833333333333333,37.0,0.7708333333333334,4.0,0.08333333333333333,1.0,0.020833333333333332,3.0,0.0625,2.0,0.041666666666666664,1.0,0.020833333333333332,85.0
小　黒　　竜　吾,25,3.12,7.0,0.28,3.0,0.12,2.0,0.08,8.0,0.32,3.0,0.12,2.0,0.08,1057.5
小野寺　　智　洋,45,1.8666666666666667,28.0,0.6222222222222222,6.0,0.13333333333333333,5.0,0.1111111111111111,3.0,0.06666666666666667,1.0,0.022222222222222223,2.0,0.044444444444444446,435.0
尾　上　　雅　也,24,3.125,9.0,0.375,2.0,0.08333333333333333,3.0,0.125,3.0,0.125,1.0,0.041666666666666664,6.0,0.25,917.5
尾　崎　　鉄　也,30,2.8666666666666667,10.0,0.3333333333333333,7.0,0.23333333333333334,2.0,0.06666666666666667,4.0,0.13333333333333333,2.0,0.06666666666666667,5.0,0.16666666666666666,982.5
尾　嶋　　一　広,50,1.68,33.0,0.66,8.0,0.16,5.0,0.1,1.0,0.02,2.0,0.04,1.0,0.02,335.0
尾　形　　栄　治,24,2.6666666666666665,6.0,0.25,5.0,0.20833333333333334,5.0,0.20833333333333334,4.0,0.16666666666666666,1.0,0.041666666666666664,2.0,0.08333333333333333,1078.0
山　一　　鉄　也,56,1.4285714285714286,42.0,0.75,7.0,0.125,5.0,0.08928571428571429,1.0,0.017857142857142856,1.0,0.017857142857142856,0.0,0.0,122.5
