date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-11-13,戸　田,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,0.22,0.19,0.19,0.16, 64, 52, 72, 19, 61, 39, 30.14, 35.19, 40.51, 36.00, 31.08, 40.96, 50.68, 51.85, 55.70, 57.33, 48.65, 59.04, 45, 33, 57, 59, 37, 46, 35.21, 25.45, 38.96, 26.15, 37.31, 25.76, 49.30, 47.27, 58.44, 46.15, 53.73, 46.97,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.86,28.95,41.25,38.64,36.00,35.71,34.29,36.75,31.58,33.33,30.49,25.51,42.86,50.00,57.50,52.27,56.00,57.14,53.33,55.56,51.58,50.00,52.44,51.02,中　山　　　　将,鋤　柄　　貴　俊,松　本　　浩　貴,長　野　　道　臣,木　村　　浩　士,森　　　　智　也,4797,3934,3860,3796,4113,4633, 5.24, 4.79, 5.55, 5.61, 5.36, 5.57, 5.40, 5.52, 5.27, 5.13, 5.32, 5.03
2019-11-13,江戸川,1,.13,,.35,.26,.37,,,,,.14,.15,.15,,.11,.34,,,,.19,.29,.28,,.39,,,,,.10,.27,.12,,.19,.09,,,,.21,,.16,.18,.27,,,,,.24,,.25,.15,.24,,,,,4,,2,5,3,,,,,3,5,1,,2,6,,,,4,1,5,,2,,,,,4,6,2,,1,5,,,,3,,5,4,2,,,,,2,,4,3,5,,,,,4,,2,5,3,,,,,3,5,1,,2,6,,,,4,1,5,,2,,,,,4,6,2,,1,5,,,,3,,5,4,2,,,,,2,,4,3,5,,,,,7,,1,5,1,,,,,2,8,5,,2,6,,,,1,5,1,,1,,,,,2,10,7,,4,8,,,,7,,2,7,6,,,,,4,,1,8,7,,,,,３,,６,６,５,,,,,１,５,３,,４,４,,,,５,６,４,,６,,,,,４,６,２,,１,４,,,,５,,２,５,６,,,,,６,,１,３,４,,,,,0.20,0.20,0.22,0.13,0.21,0.17, 54, 15, 27, 61, 71, 21, 38.74, 33.63, 31.46, 29.73, 38.18, 34.82, 55.86, 47.79, 58.43, 38.74, 52.73, 51.79, 62, 30, 12, 34, 49, 51, 41.44, 28.18, 29.36, 27.52, 22.64, 28.44, 57.66, 38.18, 38.53, 39.45, 48.11, 39.45,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,23.53,25.93,31.58,43.33,50.00,30.77,10.00,15.79,16.87,28.38,38.67,35.48,47.06,44.44,52.63,56.67,60.00,38.46,28.89,28.95,31.33,44.59,65.33,54.84,久保田　　美　紀,田　中　　浩　之,宮　地　　博　士,小　林　　一　樹,角　　　　ひとみ,金　子　　　　萌,3182,3709,3964,4009,3334,4793, 3.88, 4.63, 5.26, 6.27, 6.30, 4.77, 3.51, 3.70, 4.00, 5.12, 5.95, 5.31
2019-11-13,蒲　郡,1,.33,,.13,.23,.15,,,,,.11,.24,.24,,.22,,,,,.28,.27,.17,,.16,,,,,.07,.09,.15,,.14,,,,,.26,.23,.09,,.07,.19,,,,.18,,.24,.16,.11,,,,,6,,2,5,5,,,,,5,3,1,,6,,,,,5,2,4,,1,,,,,2,6,4,,2,,,,,3,6,2,,1,4,,,,5,,4,2,1,,,,,6,,2,3,5,,,,,5,3,1,,6,,,,,5,2,4,,1,,,,,2,6,3,,5,,,,,3,6,2,,1,4,,,,5,,4,2,1,,,,,1,,1,8,10,,,,,2,9,8,,1,,,,,1,9,12,,3,,,,,4,8,2,,8,,,,,1,6,7,,4,10,,,,3,,4,9,5,,,,,４,,４,４,４,,,,,５,５,３,,６,,,,,２,６,３,,６,,,,,５,４,４,,６,,,,,３,６,５,,１,２,,,,３,,５,３,４,,,,,0.17,0.14,0.14,0.13,0.16,0.15, 70, 37, 65, 47, 25, 72, 42.86, 32.50, 33.07, 37.21, 30.43, 30.77, 60.20, 50.00, 44.09, 51.94, 47.83, 50.43, 39, 69, 45, 58, 23, 54, 33.70, 43.41, 41.22, 31.58, 29.91, 30.77, 52.17, 55.04, 58.78, 47.37, 45.30, 46.15,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,35.00,44.12,34.62,33.33,69.23,52.53,50.77,51.56,50.93,53.68,56.31,43.18,55.00,50.00,53.85,44.44,76.92,69.70,66.15,68.75,68.52,70.59,72.82,64.39,松　崎　　祐太郎,吉　田　　拡　郎,須　藤　　博　倫,宮　地　　元　輝,山　口　　達　也,河　村　　　　了,4451,4166,3983,4445,4370,4308, 6.60, 6.74, 6.58, 4.78, 7.62, 6.96, 6.65, 7.10, 6.93, 7.31, 7.04, 6.64
2019-11-13,三　国,1,.09,.03,.21,.12,.11,.15,,,,.09,.13,.12,,.06,.19,,,,.23,,.31,.19,.21,,,,,.26,,.17,.18,.21,.21,,,,.24,,.16,.22,.21,,,,,.23,,.03,.33,.15,,,,,4,3,5,2,4,1,,,,3,2,1,,5,4,,,,4,,1,5,2,,,,,1,,2,5,3,6,,,,6,,3,2,1,,,,,6,,4,5,4,,,,,5,3,6,2,4,1,,,,3,2,1,,5,4,,,,4,,1,5,2,,,,,1,,2,5,3,6,,,,6,,3,2,1,,,,,6,,4,5,4,,,,,5,10,3,12,5,11,,,,3,9,1,,3,9,,,,2,,4,9,1,,,,,7,,2,10,5,9,,,,9,,2,7,8,,,,,4,,1,8,6,,,,,２,４,４,６,１,１,,,,５,５,４,,２,１,,,,２,,５,４,５,,,,,１,,５,５,５,４,,,,６,,落,３,４,,,,,４,,２,６,６,,,,,0.16,0.17,0.22,0.18,   -,0.15, 71, 69, 13, 18, 63, 48, 19.69, 27.41, 24.22, 22.46, 32.61, 29.93, 33.07, 40.74, 44.53, 39.86, 54.35, 50.36, 60, 69, 52, 62, 14, 43, 28.87, 39.39, 36.49, 29.66, 45.64, 34.85, 42.25, 49.24, 51.35, 44.83, 61.07, 44.70,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,45.45,21.30, 0.00,38.10, 0.00, 0.00,38.02,29.41,10.42,18.00,12.50,26.19,63.64,38.89, 0.00,61.90, 0.00,14.29,48.76,43.14,22.92,32.00,18.75,40.48,落　合　　直　子,西　橋　　奈　未,西　澤　　日花里,高　田　　　　綾,高　石　　梨　菜,戸　敷　　晃　美,4289,4961,4720,4694,4690,4936, 6.36, 4.18, 0.00, 5.81, 0.00, 2.29, 5.44, 4.86, 3.29, 3.76, 3.53, 4.50
2019-11-13,児　島,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.23,0.17,0.22,0.21,   -, 69, 56, 54, 59, 49, 48, 35.53, 45.51, 33.88, 32.75, 39.11, 33.99, 50.76, 58.99, 52.46, 53.80, 56.44, 51.23, 20, 45, 42, 31, 72, 32, 47.54, 38.69, 48.95, 36.54, 39.70, 34.03, 66.67, 54.27, 65.26, 49.52, 56.28, 46.60,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,40.00,33.33,18.75, 0.00,33.33, 0.00,32.32,20.48,18.75,21.11,18.84, 0.00,57.50,44.44,31.25,15.38,47.62, 0.00,49.49,34.94,25.00,51.11,40.58, 0.00,三　好　　勇　人,蒲　原　　健　太,谷　村　　啓　司,寺　島　　吉　彦,増　田　　弘　喜,川　崎　　智　稔,4331,4873,4046,4723,3065,5109, 5.80, 5.11, 4.50, 2.38, 5.14, 0.00, 5.23, 4.23, 3.89, 4.94, 4.36, 0.00
2019-11-13,下　関,1,.21,.16,.19,,.25,.13,,,,.21,,.04,.21,.22,,,,,.19,.34,.22,,.10,,,,,.17,.16,.25,.10,.26,,,,,.24,,.11,.17,.16,.12,,,,.24,.24,.26,,.29,.16,,,,5,1,6,,2,5,,,,6,,1,4,5,,,,,5,2,6,,5,,,,,4,3,2,5,1,,,,,1,,5,3,5,1,,,,2,6,5,,4,1,,,,5,1,6,,2,5,,,,6,,1,3,5,,,,,5,2,4,,3,,,,,4,3,2,5,1,,,,,1,,6,3,5,2,,,,2,6,5,,4,1,,,,4,10,8,,6,11,,,,1,,3,8,1,,,,,1,6,3,,3,,,,,1,5,2,6,6,,,,,2,,1,6,2,8,,,,2,11,5,,7,12,,,,３,２,４,,２,５,,,,３,,２,５,６,,,,,４,３,５,,３,,,,,５,４,１,５,１,,,,,３,,５,６,５,１,,,,４,５,６,,６,３,,,,0.17,0.20,0.16,0.19,0.20,0.21, 44, 63, 20, 21, 70, 68, 42.06, 37.01, 33.06, 40.65, 35.29, 28.33, 58.73, 53.54, 55.37, 59.35, 47.90, 40.83, 63, 66, 15, 61, 18, 58, 65.35, 27.59, 31.78, 27.50, 26.85, 27.97, 77.95, 42.24, 47.29, 45.00, 41.67, 44.07,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.86,13.04,20.69,35.29,27.08,26.32,36.21,23.44,25.00,36.05,21.69,12.50,54.29,39.13,34.48,50.00,47.92,31.58,62.07,29.69,40.74,48.84,43.37,20.83,中　里　　英　夫,大古場　　　　貴,水　原　　　　慎,福　田　　　　理,柳　瀬　　興　志,芦　村　　幸　香,3406,3926,4691,3982,3661,4670, 5.71, 3.96, 3.90, 5.12, 5.25, 3.74, 5.79, 4.22, 4.43, 5.36, 4.73, 3.00
2019-11-13,若　松,1,.19,,,,,,,,,.18,,,,,,,,,.18,.17,,,,,,,,.15,.06,,,,,,,,.10,,,,,,,,,.16,,,,,,,,,5,,,,,,,,,1,,,,,,,,,4,2,,,,,,,,3,5,,,,,,,,1,,,,,,,,,6,,,,,,,,,5,,,,,,,,,1,,,,,,,,,4,2,,,,,,,,2,5,,,,,,,,1,,,,,,,,,6,,,,,,,,,3,,,,,,,,,2,,,,,,,,,4,10,,,,,,,,1,5,,,,,,,,1,,,,,,,,,2,,,,,,,,,６,,,,,,,,,５,,,,,,,,,５,３,,,,,,,,４,４,,,,,,,,５,,,,,,,,,６,,,,,,,,,0.17,0.19,0.15,0.18,0.19,   -, 24, 49, 36, 18, 42, 28, 26.19, 26.67, 29.11, 34.15, 33.33, 22.47, 44.05, 42.22, 44.30, 58.54, 53.85, 37.08, 14,  6, 31, 20, 10, 50, 34.80, 36.53, 36.24, 31.19, 39.63, 36.82, 48.53, 54.79, 55.46, 44.95, 57.60, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,22.58,15.38,42.86,11.11, 0.00, 0.00,25.00,20.73,26.00,25.64,12.82, 0.00,35.48,38.46,42.86,44.44, 0.00, 0.00,46.67,36.59,41.00,51.28,15.38, 0.00,山　口　　俊　英,吉　本　　正　昭,安　藤　　裕　貴,小　寺　　拳　人,水　野　　暁　広,真　田　　翔　磨,3051,3036,3831,4800,3856,5119, 4.03, 4.62, 4.86, 3.89, 0.00, 0.00, 4.50, 4.35, 4.76, 5.15, 2.87, 0.00
2019-11-13,芦　屋,1,.17,.06,.17,.22,.07,.06,,,,.15,,.17,.16,.14,,,,,.14,,.10,.19,.21,,,,,.21,.11,.31,,.13,,,,,.28,,.21,.17,.21,,,,,.18,,.23,.25,.11,,,,,3,5,1,4,3,2,,,,4,,3,1,6,,,,,5,,2,4,6,,,,,5,6,5,,3,,,,,6,,4,3,2,,,,,6,,6,5,3,,,,,3,5,1,4,4,2,,,,5,,3,1,6,,,,,5,,2,4,6,,,,,5,6,5,,3,,,,,6,,4,3,2,,,,,5,,6,4,3,,,,,8,12,4,9,2,11,,,,10,,2,6,7,,,,,7,,3,11,4,,,,,1,7,4,,5,,,,,4,,1,7,3,,,,,5,,1,5,7,,,,,４,４,１,４,２,２,,,,２,,２,２,４,,,,,３,,４,５,４,,,,,６,４,５,,４,,,,,６,,６,５,６,,,,,６,,５,６,３,,,,,0.16,0.18,0.16,0.20,0.15,0.20, 19, 58, 40, 14, 50, 63, 23.97, 26.98, 36.00, 39.37, 33.08, 40.00, 44.63, 45.24, 52.00, 58.27, 47.69, 60.00, 59, 20, 29, 46, 13,  4, 21.79, 46.67, 55.79, 28.97, 21.79, 36.73, 39.74, 56.19, 71.58, 43.93, 39.74, 55.10,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.21,12.50, 0.00, 0.00, 0.00, 0.00,31.31,23.75,24.07, 2.99, 2.86, 3.33,63.79,31.25, 6.25, 0.00,17.65, 6.25,51.52,38.75,31.48, 5.97,14.29, 8.33,川　原　　正　明,高　倉　　孝　太,吉　崎　　悠　司,重　冨　　勇　哉,原　田　　才一郎,中　尾　　智　博,3912,4520,4833,5027,5028,4996, 6.03, 4.19, 2.31, 0.00, 2.35, 1.47, 5.53, 4.36, 4.13, 2.00, 2.40, 2.10
2019-11-13,福　岡,1,.11,.15,.10,,.17,.11,.12,,,.13,,.13,.19,.09,,.13,,,.16,,.15,.07,.13,,.11,.18,,.28,,.20,,.23,.22,.11,,,.14,,.11,.08,.09,,.12,,,.14,.20,.07,,.21,.08,.18,,,3,4,5,,6,2,1,,,1,,6,2,4,,3,,,6,,3,2,1,,4,6,,4,,2,,3,4,4,,,6,,3,1,2,,5,,,3,5,1,,2,5,4,,,3,4,5,,6,2,1,,,1,,6,2,4,,3,,,6,,3,2,1,,4,5,,5,,2,,4,3,3,,,6,,3,1,2,,4,,,3,6,1,,2,5,4,,,6,10,7,,3,10,5,,,7,,1,11,5,,2,,,1,,5,10,4,,2,7,,9,,4,,3,12,3,,,4,,1,6,4,,3,,,1,9,7,,1,5,9,,,２,５,５,,６,４,１,,,３,,６,５,４,,３,,,４,,３,４,２,,６,５,,４,,４,,４,６,５,,,６,,２,１,４,,４,,,６,５,２,,５,３,５,,,0.15,0.18,0.15,0.19,0.15,0.13,121,147,140,115,129,166, 28.26, 29.67, 29.89, 42.11, 43.18, 46.59, 50.00, 50.55, 43.68, 57.89, 60.23, 61.36, 65, 39, 20, 33, 37, 56, 38.61, 44.44, 37.84, 25.33, 32.17, 26.60, 54.46, 61.11, 58.56, 38.67, 47.83, 45.74,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,47.50,52.94,55.26,46.43,50.00,75.00,46.36,46.67,50.00,48.97,50.44,47.66,67.50,64.71,73.68,57.14,60.00,87.50,60.91,62.50,61.21,66.90,71.68,63.28,池　永　　　　太,杉　山　　正　樹,秦　　　　英　悟,山　本　　隆　幸,山　田　　雄　太,大　上　　卓　人,4364,4084,4427,4025,4150,4682, 6.83, 6.65, 7.18, 6.46, 6.70, 8.13, 6.47, 6.91, 6.77, 6.61, 6.67, 6.91
2019-11-13,戸　田,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.18,0.17,0.15,0.19,0.18, 67, 62, 65, 54, 66, 24, 36.99, 35.44, 24.64, 37.50, 44.16, 35.53, 53.42, 53.16, 42.03, 60.94, 55.84, 51.32, 39, 53, 22, 40, 16, 50, 30.00, 38.67, 22.39, 17.65, 38.96, 32.93, 51.43, 58.67, 38.81, 31.37, 54.55, 52.44,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,18.18, 0.00,28.13,27.78,31.25,15.38,24.72,29.17,19.18,51.18,14.29,23.19,27.27,42.86,40.63,66.67,53.13,30.77,35.96,44.79,39.73,70.87,31.17,40.58,村　田　　浩　司,大須賀　　　　友,坂　東　　　　満,高　野　　哲　史,品　川　　賢　次,小　松　　卓　司,4226,4518,3286,4512,3653,4329, 3.36, 4.14, 4.81, 5.61, 5.22, 3.62, 4.31, 4.98, 4.33, 7.06, 3.94, 4.51
