date,venue,raceNumber,CS_ST_1_1,CS_ST_1_10,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_10,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_10,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_10,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_10,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-10-12,桐　生,1,.22,,,,,,,,,,.29,,,,,,,,,,.33,,,,,,,,,,.18,,.10,,,,,,,,.28,,,,,,,,,,.19,,,,,,,,,,3,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,3,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,3,,,,,,,,,,8,,,,,,,,,,5,,10,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,５,,,,,,,,,,６,,,,,,,,,,５,,,,,,,,,,６,,１,,,,,,,,５,,,,,,,,,,４,,,,,,,,,,0.22,0.17,0.19,0.16,0.18,0.20, 68, 65, 59, 26, 54, 12, 28.57, 35.71, 26.32, 28.28, 33.18, 36.67, 46.19, 50.00, 39.71, 41.92, 48.39, 57.14, 63, 17, 21, 40, 26, 67, 30.41, 34.87, 34.33, 26.36, 26.72, 35.32, 47.37, 51.28, 48.93, 42.64, 46.56, 54.23,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,21.70,20.83,24.32,25.00,30.00,22.55,10.96,25.26,16.67,43.86,25.97,20.55,38.68,37.50,51.35,50.00,50.00,37.25,34.25,46.32,34.38,59.65,48.05,34.25,栗　原　　謙　治,井　上　　尚　悟,池　田　　雷　太,高　橋　　正　男,大　串　　重　幸,高　柳　　成　聡,3419,4750,3340,4133,4241,3296, 4.37, 4.21, 4.81, 4.31, 5.25, 4.22, 3.92, 4.79, 4.11, 5.98, 4.99, 3.90
2019-10-12,多摩川,1,.12,,,,,,,,,,.18,,.22,,,,,,,,.19,,,,,,,,,,.21,,,,,,,,,,.18,,,,,,,,,,.07,,.11,,,,,,,,5,,,,,,,,,,6,,6,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,4,,5,,,,,,,,5,,,,,,,,,,5,,6,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,4,,5,,,,,,,,11,,,,,,,,,,3,,9,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,3,,10,,,,,,,,２,,,,,,,,,,５,,４,,,,,,,,５,,,,,,,,,,６,,,,,,,,,,５,,,,,,,,,,６,,６,,,,,,,,0.16,0.17,0.15,0.18,0.14,0.20,150,122,170,123,155,140, 30.00, 28.75, 35.90, 18.06, 39.02, 28.38, 43.75, 48.75, 53.85, 30.56, 58.54, 44.59, 11, 43, 55, 50, 28, 34, 37.66, 24.66, 46.25, 23.19, 42.86, 42.31, 46.75, 47.95, 66.25, 34.78, 64.29, 56.41,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0, 0.00, 6.25, 0.00,58.33,21.05,25.81,48.39, 5.06,20.59,34.21,20.83,16.87, 0.00,12.50,14.29,69.44,52.63,41.94,74.19,13.92,23.53,49.12,45.83,32.53,尾　嶋　　一　広,島　倉　　　　都,渡　邉　　昌　成,井　上　　大　輔,澤　　　　大　介,大　西　　　　賢,4472,4987,4756,4410,3852,4465, 0.00, 2.13, 3.43, 6.83, 4.84, 4.39, 6.69, 2.67, 3.88, 5.24, 4.64, 4.10
2019-10-12,蒲　郡,1,.15,,,.37,.08,.26,,.17,.07,.29,.10,,.17,.27,,.15,.08,.09,,.18,.20,,.13,.35,,.17,.10,.39,,.29,.26,,.17,.26,,.23,.25,.21,,.18,.20,.18,.14,.22,,.31,.14,.14,,.21,.21,,.17,.35,,.34,.14,.17,,.23,2,,,4,3,1,,5,3,4,4,,2,1,,5,3,6,,6,4,,3,5,,1,2,4,,5,5,,2,1,,3,6,4,,2,3,3,5,2,,3,6,1,,4,6,,6,6,,6,6,6,,6,2,,,5,3,1,,6,3,4,4,,2,1,,6,3,5,,6,4,,3,6,,1,2,2,,5,5,,2,1,,3,6,4,,2,3,3,5,2,,4,6,1,,4,5,,6,4,,5,6,5,,4,1,,,1,7,2,,1,5,1,3,,10,3,,1,6,4,,5,2,,7,1,,3,9,6,,4,2,,6,2,,4,8,1,,6,4,11,10,6,,2,7,5,,4,1,,7,1,,1,5,1,,2,２,,,２,４,６,,５,４,６,４,,４,６,,２,５,６,,５,４,,５,５,,２,６,６,,５,５,,６,４,,６,４,４,,４,３,３,５,５,,２,３,２,,４,６,,６,６,,６,６,６,,５,0.23,0.16,0.21,0.17,0.18,   -, 27, 22, 74, 54, 13, 59, 41.25, 36.11, 32.26, 40.86, 36.84, 40.34, 55.00, 48.15, 54.84, 55.91, 48.25, 52.94, 34, 47, 19, 67, 16, 29, 32.89, 35.14, 43.62, 40.74, 30.28, 27.27, 43.42, 48.65, 56.38, 53.09, 42.20, 46.36,F0,F0,F0,F1,F0,F1,L0,L0,L0,L0,L0,L0,12.50,12.50,22.22,40.91,35.14, 0.00, 6.06,19.54,13.33,35.06,21.59, 0.00,12.50,18.75,55.56,54.55,54.05, 0.00,16.67,33.33,24.00,50.65,32.95, 2.22,山　本　　修　次,南　部　　圭　史,川　俣　　昌　史,小　林　　遼　太,池　田　　剛　規,滝　沢　　　　崚,3633,4221,3791,4638,4674,5077, 2.13, 3.69, 5.00, 5.68, 5.24, 0.00, 2.79, 3.95, 3.09, 5.04, 4.13, 1.33
2019-10-12,三　国,1,.16,,.17,.08,.19,.22,.11,,,,.06,,,.09,.12,.09,,,,,.12,,.12,.09,,.03,,,,,.16,,.17,.16,,.12,,,,,.19,,,.14,.17,.17,.21,,,,.14,,.12,.09,,.07,,,,,1,,5,6,4,2,6,,,,6,,,4,5,4,,,,,2,,5,3,,4,,,,,6,,3,6,,1,,,,,3,,,6,4,2,1,,,,4,,1,5,,2,,,,,1,,3,6,4,2,5,,,,6,,,3,5,4,,,,,2,,5,6,,4,,,,,6,,3,5,,1,,,,,3,,,6,4,2,1,,,,4,,1,5,,2,,,,,4,,12,6,11,2,10,,,,7,,,2,6,5,,,,,1,,11,2,,4,,,,,2,,9,8,,7,,,,,2,,,1,10,3,9,,,,2,,8,9,,1,,,,,２,,６,５,２,２,３,,,,５,,,３,６,６,,,,,２,,３,５,,１,,,,,４,,４,５,,１,,,,,５,,,５,３,４,４,,,,６,,２,６,,５,,,,,0.16,0.18,0.19,0.17,0.17,0.14, 17, 31, 49, 62, 42, 52, 34.26, 42.86, 35.00, 17.86, 26.32, 30.25, 52.78, 58.04, 49.17, 35.71, 37.72, 54.62, 27, 14, 19, 22, 70, 51, 41.74, 46.28, 37.93, 34.45, 37.19, 33.05, 62.61, 61.16, 56.90, 55.46, 52.89, 49.15,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,51.06,33.33,33.03,11.11,19.23,36.36,58.54,20.19,41.49,20.24,29.41,25.56,65.96,50.00,53.21,44.44,23.08,54.55,69.11,42.31,63.83,42.86,45.88,40.00,枝　尾　　　　賢,増　田　　　　進,木　田　　峰由季,梶　原　　　　正,雑　賀　　勇　貴,吉　田　　健太郎,4148,3569,4587,3714,4639,4021, 6.38, 5.53, 5.40, 4.11, 3.85, 5.91, 7.02, 4.68, 6.03, 4.60, 5.07, 4.53
2019-10-12,尼　崎,1,.12,,,,,,,,,,.25,,,,,,,,,,.25,,,,,,,,,,.19,,.19,,,,,,,,.15,,,,,,,,,,.28,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,,4,,3,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,,6,,3,,,,,,,,6,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,4,,,,,,,,,,8,,,,,,,,,,7,,11,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,４,,,,,,,,,,５,,,,,,,,,,５,,,,,,,,,,３,,２,,,,,,,,６,,,,,,,,,,６,,,,,,,,,,0.19,0.16,0.19,0.17,0.21,0.18, 15, 63, 53, 12, 47, 38, 32.26, 15.22, 40.86, 32.63, 29.67, 31.11, 52.69, 39.13, 54.84, 51.58, 45.05, 52.22, 23, 33, 22, 16,  7, 42, 36.63, 18.18, 42.16, 27.96, 29.00, 55.00, 59.41, 26.26, 60.78, 35.48, 55.00, 66.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,22.68,11.54,21.43,50.00, 0.00,23.81,25.88,20.43,27.50,53.85, 0.00,24.39,40.21,26.92,50.00,60.00, 0.00,38.10,50.59,31.18,42.50,67.52, 1.23,29.27,木　村　　亮　太,守　屋　　大　地,山　来　　和　人,山　一　　鉄　也,金　子　　千　穂,小　野　　信　樹,4648,4672,3141,3514,5030,3305, 4.81, 3.31, 4.86, 6.33, 0.00, 4.33, 4.86, 4.05, 4.49, 6.74, 1.58, 3.88
2019-10-12,鳴　門,1,.04,,.19,.11,,,,,,,.07,,.17,.18,,,,,,,.25,,.15,.16,,,,,,,.17,,,.13,.15,,,,,,.25,,.18,.21,,,,,,,.21,,,.27,.19,,,,,,2,,3,5,,,,,,,3,,6,1,,,,,,,2,,5,1,,,,,,,5,,,2,4,,,,,,4,,1,5,,,,,,,2,,,5,1,,,,,,2,,3,5,,,,,,,3,,6,1,,,,,,,2,,5,1,,,,,,,5,,,2,4,,,,,,4,,1,6,,,,,,,2,,,5,1,,,,,,6,,10,9,,,,,,,3,,10,7,,,,,,,1,,9,6,,,,,,,4,,,4,9,,,,,,5,,9,1,,,,,,,7,,,3,8,,,,,,３,,１,５,,,,,,,３,,６,４,,,,,,,２,,５,３,,,,,,,５,,,４,１,,,,,,４,,６,３,,,,,,,２,,,２,６,,,,,,0.16,0.16,0.16,0.19,0.19,0.17, 70, 38, 19, 36, 39, 74, 41.94, 30.00, 26.32, 39.39, 21.11, 31.25, 59.14, 50.00, 44.21, 54.55, 33.33, 47.92, 57, 18, 59, 55, 23, 33, 31.07, 32.65, 30.30, 19.15, 40.54, 34.65, 44.66, 48.98, 46.46, 36.17, 57.66, 52.48,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,28.57,27.27,29.81, 0.00,44.44,28.93,39.05,31.65,20.69,17.91,34.00,28.40,47.62,45.45,45.19, 0.00,55.56,43.80,60.00,43.04,37.93,35.82,55.00,45.68,上　田　　洋　平,今　井　　裕　梨,武　田　　信　一,神　田　　達　也,服　部　　　　剛,松　本　　弓　雄,3896,4240,3587,4457,4417,4390, 4.86, 5.00, 4.82, 0.00, 5.89, 4.81, 5.76, 4.70, 4.14, 4.12, 5.48, 4.73
2019-10-12,児　島,1,.09,,,.17,.17,.19,.11,.15,.05,,.41,,,.11,.09,.28,,.34,.15,,.25,,.08,.22,,.12,.22,.12,,,.04,,,.09,.20,.14,,.16,.47,,.18,,.15,.12,,.08,.25,.08,,,.14,,,.20,.24,.34,,.46,.20,,2,,,4,3,5,1,3,6,,2,,,3,6,4,,5,1,,2,,6,3,,4,1,6,,,5,,,4,6,5,,6,6,,1,,5,2,,6,3,4,,,5,,,5,6,1,,2,5,,2,,,4,3,5,1,3,6,,2,,,3,6,4,,5,1,,2,,5,3,,4,1,6,,,5,,,4,6,5,,6,5,,1,,5,2,,6,3,4,,,3,,,5,4,1,,2,4,,7,,,4,11,4,10,6,12,,2,,,5,10,6,,1,5,,1,,7,1,,1,7,9,,,6,,,3,9,1,,2,8,,4,,10,4,,1,9,2,,,7,,,2,8,4,,1,8,,１,,,２,２,４,２,１,４,,４,,,５,５,３,,６,２,,６,,５,６,,２,６,４,,,６,,,５,５,４,,４,５,,４,,６,６,,６,４,１,,,６,,,６,４,６,,５,４,,0.14,0.17,0.19,0.18,0.16,0.20, 54, 22, 20, 48, 55, 13, 32.93, 22.22, 27.08, 35.48, 29.90, 30.72, 51.83, 36.11, 44.79, 53.76, 48.45, 51.63, 49, 52, 23, 17, 54, 44, 34.39, 33.53, 30.68, 36.26, 41.57, 29.05, 53.44, 49.10, 48.30, 57.14, 58.43, 44.13,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,34.29, 0.00, 5.56,11.11, 8.33, 0.00,37.14,27.54, 9.41, 3.51,18.18, 6.56,42.86, 0.00,11.11,11.11,16.67, 0.00,54.29,46.38,24.71,10.53,25.45, 8.20,中　村　　泰　平,門　間　　雄　大,牧　山　　敦　也,山　田　　真　聖,染　川　　直　哉,田　邉　　亮　蔵,4910,4895,4981,5067,4859,4995, 4.80, 0.00, 1.89, 2.44, 2.50, 0.00, 5.53, 5.12, 3.11, 2.37, 3.49, 2.15
2019-10-12,徳　山,1,.22,,.12,.19,.27,.18,,,,,.11,,,.17,.25,.24,,,,,.11,,.19,.28,,.21,.15,,,,.12,,,.23,.23,.05,,,,,.17,,.21,.11,,.17,,,,,.11,,,.21,.28,.23,,,,,4,,5,1,2,5,,,,,1,,,4,5,3,,,,,2,,1,6,,6,6,,,,2,,,6,5,1,,,,,4,,6,1,,2,,,,,6,,,6,6,6,,,,,4,,5,1,2,6,,,,,1,,,4,5,3,,,,,2,,1,4,,6,5,,,,2,,,6,5,1,,,,,4,,6,1,,2,,,,,6,,,6,5,6,,,,,8,,12,2,9,7,,,,,7,,,1,7,7,,,,,3,,10,5,,2,8,,,,8,,,2,6,6,,,,,4,,10,7,,1,,,,,6,,,3,10,6,,,,,４,,２,１,２,５,,,,,２,,,５,６,３,,,,,５,,１,４,,５,３,,,,３,,,６,５,３,,,,,５,,６,２,,２,,,,,６,,,６,５,６,,,,,0.16,0.18,0.17,0.16,0.18,0.16, 73, 53, 69, 27, 61, 57, 33.85, 33.33, 32.80, 34.92, 35.94, 35.23, 44.27, 47.40, 50.26, 54.50, 48.44, 52.85, 71, 30, 55, 64, 21, 58, 55.56, 41.67, 38.10, 35.79, 35.11, 34.21, 70.00, 56.25, 52.38, 53.68, 55.32, 52.63,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00,21.05,30.77,11.11,24.74, 0.00,42.52,33.33,24.21,33.68,13.33, 7.46,63.57,42.11,53.85,40.74,40.21, 0.00,67.72,43.75,43.16,52.63,33.33,16.42,前　野　　竜　一,本　橋　　克　洋,重　富　　伸　也,萩　原　　知　哉,佐　藤　　駿　介,松　井　　友　汰,4015,3655,4213,4440,4846,5049, 6.59, 4.21, 5.19, 4.33, 4.22, 1.25, 6.35, 4.96, 4.63, 5.23, 3.78, 2.70
2019-10-12,若　松,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.13,0.15,0.18,0.15,0.18, 36, 44, 12, 17, 63, 70, 35.29, 31.88, 36.67, 34.48, 37.04, 45.76, 43.14, 49.28, 58.33, 55.17, 48.15, 61.02, 29, 26, 51, 56, 13, 36, 33.71, 39.68, 36.41, 32.98, 29.95, 32.45, 48.57, 61.90, 50.26, 47.12, 50.76, 46.81,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,48.78,40.00,46.67,54.10,56.52, 0.00,56.90,51.43,55.34,44.09,57.84,48.85,70.73,48.00,46.67,85.25,76.09, 0.00,75.86,62.86,73.79,65.59,73.53,63.36,木　下　　翔　太,山　田　　祐　也,萩　原　　秀　人,佐　藤　　大　介,田　村　　隆　信,深　井　　利　寿,4659,4757,4061,3813,4028,3918, 7.12, 6.12, 5.73, 7.28, 8.07, 0.00, 7.54, 6.54, 7.52, 6.27, 7.86, 6.42
2019-10-12,福　岡,1,.14,,,.14,.22,.13,.21,.19,.17,,.07,,.25,.25,.19,.04,,.19,.25,,.16,,.15,.17,.21,.13,,.26,.24,,.28,,.17,.22,,.23,.24,.28,,,.08,,.22,.15,.17,.35,.19,.19,,,.09,,,.09,.13,.17,,.27,.04,,5,,,4,1,2,6,2,3,,5,,1,4,3,2,,6,2,,2,,6,5,3,4,,1,2,,2,,6,1,,3,4,5,,,4,,3,1,2,4,5,6,,,6,,,6,6,6,,6,6,,5,,,4,1,2,6,2,3,,5,,1,4,3,2,,6,2,,2,,6,5,3,4,,1,2,,2,,6,1,,3,4,5,,,4,,3,1,2,4,5,6,,,5,,,4,6,6,,4,6,,12,,,6,10,7,12,3,10,,1,,6,5,10,1,,1,5,,5,,10,2,6,8,,5,11,,3,,8,7,,3,10,3,,,1,,8,5,10,3,7,9,,,6,,,3,8,7,,2,7,,５,,,２,１,３,５,４,４,,４,,３,６,４,５,,２,５,,３,,６,６,３,２,,１,５,,３,,５,６,,４,６,３,,,１,,４,１,２,３,６,５,,,６,,,４,６,５,,３,４,,0.16,0.19,0.15,0.20,0.20,   -,143,145,127,134,113,106, 32.79, 50.85, 35.29, 26.47, 28.17, 42.25, 44.26, 62.71, 54.41, 45.59, 45.07, 61.97, 49, 30, 56, 63, 73, 75, 68.85, 29.85, 30.00, 27.94, 42.19, 36.23, 80.33, 50.75, 46.67, 47.06, 53.13, 59.42,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,47.83,26.32,25.00,31.03,31.03, 0.00,54.96,16.67,16.98,16.18,23.00, 2.17,69.57,47.37,35.00,44.83,44.83, 0.00,76.34,38.46,30.19,35.29,38.00, 6.52,香　川　　素　子,田　村　　美　和,道　上　　千　夏,池　田　　奈津美,福　島　　陽　子,高　憧　　四　季,3900,3207,3509,4874,3357,5088, 6.39, 4.53, 4.50, 4.72, 5.00, 0.00, 7.02, 4.04, 3.68, 4.10, 4.24, 1.74
