date,venue,raceNumber,CS_ST_1_1,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-12,平和島,5,.22,,.15,.24,.11,.24,.07,,,,.16,,,,.15,.12,.17,,,,,.17,,,.20,.18,,.29,.15,,,,.19,,,,.32,.11,.03,,.46,,,.24,,,.19,.21,,.29,.19,,,,.16,,,,.24,.11,.16,,,,,5,,4,3,5,2,1,,,,6,,,,5,3,1,,,,,1,,,3,2,,4,5,,,,6,,,,3,6,2,,1,,,5,,,3,1,,2,4,,,,3,,,,1,5,2,,,,,5,,4,3,6,2,1,,,,6,,,,5,3,1,,,,,1,,,3,2,,4,5,,,,6,,,,3,5,2,,1,,,5,,,3,1,,2,4,,,,3,,,,1,5,2,,,,,8,,12,3,9,4,11,,,,3,,,,3,11,2,,,,,1,,,8,6,,4,8,,,,6,,,,2,7,6,,1,,,5,,,9,2,,1,12,,,,5,,,,1,11,5,,,,,３,,３,４,３,１,１,,,,２,,,,３,３,１,,,,,６,,,４,２,,５,４,,,,５,,,,６,４,３,,５,,,４,,,３,４,,３,５,,,,２,,,,２,６,２,,,,,0.15,0.14,0.18,0.20,0.19,0.16, 74, 37, 24, 29, 21, 11, 35.05, 39.29, 32.22, 30.93, 33.02, 33.05, 49.48, 61.61, 50.00, 39.18, 50.00, 52.54, 30, 28, 52, 22, 47, 74, 32.32, 26.60, 31.63, 32.65, 37.76, 32.98, 42.42, 45.74, 45.92, 46.94, 56.12, 51.06,F1,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,50.00, 0.00,14.29, 0.00,36.84,19.48,46.40,42.03,16.95,12.50,26.39,24.14,66.67, 0.00,14.29, 0.00,52.63,37.66,64.00,62.32,30.51,25.00,45.83,31.03,松　尾　　　　拓,野　中　　一　平,田　川　　大　貴,竹　下　　大　樹,妻　鳥　　晋　也,伏　島　　祐　介,4808,4850,4966,5018,4821,4815, 7.22, 0.00, 3.00, 0.00, 5.11, 4.19, 6.65, 6.12, 3.86, 3.43, 5.13, 3.88
2019-12-12,多摩川,5,.31,,.28,,,,,,,,.19,,,,,,,,,,,.14,,,,,,,,,,,.18,,,,,,,,,,,.19,,,.15,,,,,,,,.14,,,.14,,,,,,,,6,,3,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,5,,,3,,,,,,,,5,,,2,,,,,,,,6,,3,,,,,,,,5,,,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,6,,,3,,,,,,,,5,,,2,,,,,,,,3,,9,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,6,,,,,,,,,,,2,,,10,,,,,,,,6,,,12,,,,,,,,４,,６,,,,,,,,３,,,,,,,,,,,２,,,,,,,,,,,４,,,,,,,,,,,４,,,２,,,,,,,,２,,,４,,,,,,,,0.20,0.18,0.17,0.18,0.15,0.13,134,141,173,133,143,123, 38.74, 38.18, 37.61, 35.45, 33.63, 26.36, 55.86, 48.18, 55.05, 54.55, 46.02, 39.09, 30, 66, 43, 26, 45, 70, 36.51, 30.70, 26.61, 28.70, 28.95, 23.30, 58.73, 47.37, 44.95, 45.22, 51.75, 38.83,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,45.83, 0.00,13.33,37.50,57.14,45.16,23.08,25.66,26.42,21.21,30.08,44.55,54.17, 0.00,40.00,37.50,57.14,61.29,30.77,44.25,44.34,33.33,44.72,66.36,菅　沼　　佳　昭,東　　　　潤　樹,寺　嶋　　　　雄,植　田　　太　一,小　宮　　淳　史,北　野　　輝　季,3922,4574,3870,4679,3890,4483, 5.67, 0.00, 3.93, 4.63, 6.57, 6.10, 4.10, 4.71, 4.87, 3.82, 4.99, 6.41
2019-12-12,　津　,5,.17,,,,,,,,,,.24,,,.27,,,,,,,,.14,,,,,,,,,,,.14,,,.23,,,,,,,,.21,,,,.46,,,,,,,.17,,,,,,,,,,,3,,,,,,,,,,1,,,3,,,,,,,,6,,,,,,,,,,,1,,,5,,,,,,,,6,,,,6,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,1,,,3,,,,,,,,6,,,,,,,,,,,1,,,5,,,,,,,,5,,,,6,,,,,,,2,,,,,,,,,,,6,,,,,,,,,,2,,,7,,,,,,,,7,,,,,,,,,,,3,,,9,,,,,,,,4,,,,1,,,,,,,1,,,,,,,,,,,３,,,,,,,,,,１,,,５,,,,,,,,６,,,,,,,,,,,６,,,５,,,,,,,,６,,,,６,,,,,,,３,,,,,,,,,,,0.19,0.23,0.16,0.19,   -,0.18, 54, 31, 21, 59, 23, 48, 40.38, 32.00, 30.19, 45.28, 18.60, 42.00, 59.62, 46.00, 56.60, 60.38, 32.56, 66.00, 72, 61, 44, 46, 49, 58, 34.78, 50.77, 41.94, 43.48, 32.81, 38.60, 56.52, 72.31, 62.90, 56.52, 54.69, 54.39,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,47.62,41.76,11.11, 0.00, 0.00,17.65,40.74,30.08,23.61,36.51, 0.00,15.00,61.90,55.49,16.67, 0.00, 0.00,23.53,64.44,41.46,40.28,47.62, 0.00,32.50,平　野　　和　明,松　本　　庸　平,畑　田　　汰　一,大　澤　　真　菜,柴　田　　愛　梨,齋　藤　　智　裕,4142,4358,5042,4414,5108,3583, 6.29, 5.69, 2.56, 0.00, 0.00, 3.24, 6.07, 4.77, 4.33, 5.17, 1.29, 3.76
2019-12-12,尼　崎,5,.13,,.16,,,,,,,,.13,,,.12,,,,,,,,.11,,,.26,,,,,,,,.17,,,.16,,,,,,,,.18,,,,.13,,,,,,,.26,,,,,,,,,,,3,,4,,,,,,,,4,,,5,,,,,,,,6,,,2,,,,,,,,3,,,6,,,,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,3,,5,,,,,,,,4,,,5,,,,,,,,6,,,2,,,,,,,,3,,,6,,,,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,6,,10,,,,,,,,6,,,11,,,,,,,,1,,,9,,,,,,,,7,,,12,,,,,,,,3,,,,1,,,,,,,4,,,,,,,,,,,６,,６,,,,,,,,２,,,６,,,,,,,,３,,,４,,,,,,,,２,,,５,,,,,,,,４,,,,５,,,,,,,１,,,,,,,,,,,0.17,0.17,0.21,0.15,0.20,0.19, 24, 16, 11, 56, 18, 29, 40.65, 31.25, 38.26, 41.04, 30.15, 32.14, 50.41, 48.44, 53.04, 57.46, 49.26, 47.14, 37,  2,  9, 21, 51, 54, 24.46, 37.86, 25.93, 36.15, 35.25, 36.96, 44.60, 52.86, 41.48, 52.31, 48.20, 56.52,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.84,45.93,21.05,64.44,23.53,35.29,30.77,35.45,16.22,47.83,21.43,20.45,52.63,65.19,31.58,73.33,41.18,52.94,51.28,57.27,39.19,68.84,38.10,36.36,吉　田　　隆　義,明　石　　正　之,増　田　　弘　喜,天　野　　晶　夫,篠　原　　俊　夫,吉　本　　正　昭,3231,3828,3065,3621,3187,3036, 5.47, 6.39, 4.26, 7.07, 4.35, 5.18, 4.88, 5.87, 4.39, 6.64, 4.57, 4.31
2019-12-12,鳴　門,5,.13,,,.21,.21,,,,,,.20,,,,.18,.16,,,,,,.19,,,.17,.11,.12,,,,,,.15,,,.15,.09,,,,,,,.08,,,.15,.14,,,,,,,.22,,,.12,.15,.10,,,,,,6,,,3,4,,,,,,4,,,,6,3,,,,,,1,,,4,2,5,,,,,,2,,,5,6,,,,,,,2,,,6,3,,,,,,,4,,,3,2,5,,,,,,6,,,3,4,,,,,,4,,,,6,3,,,,,,1,,,4,2,5,,,,,,2,,,5,6,,,,,,,2,,,6,3,,,,,,,4,,,3,2,5,,,,,,7,,,1,6,,,,,,4,,,,1,8,,,,,,3,,,11,3,7,,,,,,4,,,10,3,,,,,,,7,,,11,10,,,,,,,3,,,10,6,11,,,,,,６,,,５,６,,,,,,６,,,,６,３,,,,,,２,,,５,３,３,,,,,,４,,,４,２,,,,,,,２,,,６,２,,,,,,,１,,,６,２,６,,,,,,0.15,0.21,0.17,0.20,0.17,0.17, 78, 39, 72, 63, 14, 67, 38.71, 23.88, 28.79, 37.31, 36.09, 32.85, 54.84, 38.06, 48.48, 61.94, 54.14, 48.91, 27, 11, 60, 67, 23, 33, 37.93, 37.12, 40.69, 41.10, 36.96, 36.50, 57.93, 50.76, 62.07, 56.85, 57.97, 53.28,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00, 0.00,38.64, 0.00,62.96,60.00, 1.67,20.20,31.20,40.58,27.97,50.00, 0.00,10.00,53.41,14.29,70.37,85.00, 5.00,41.41,52.80,55.07,43.22,67.54,濱　崎　　寿里矢,齋　藤　　達　希,川　田　　正　人,坂　　　　咲友理,安　東　　幸　治,星　　　　栄　爾,4997,4740,4116,4534,4122,4216, 1.07, 2.50, 5.76, 2.14, 6.78, 7.45, 1.53, 4.39, 5.26, 5.54, 4.85, 6.43
2019-12-12,丸　亀,5,.08,,,,,,,,,,.14,,,.12,,,,,,,,.25,,,.11,,,,,,,,.07,,,.12,,,,,,,,.28,,,,.13,,,,,,,.23,,,.11,,,,,,,,2,,,,,,,,,,3,,,5,,,,,,,,1,,,5,,,,,,,,3,,,6,,,,,,,,5,,,,1,,,,,,,3,,,4,,,,,,,,2,,,,,,,,,,3,,,6,,,,,,,,1,,,5,,,,,,,,3,,,6,,,,,,,,6,,,,1,,,,,,,3,,,4,,,,,,,,7,,,,,,,,,,2,,,9,,,,,,,,5,,,10,,,,,,,,7,,,12,,,,,,,,2,,,,1,,,,,,,3,,,11,,,,,,,,１,,,,,,,,,,５,,,３,,,,,,,,３,,,３,,,,,,,,５,,,３,,,,,,,,２,,,,１,,,,,,,１,,,４,,,,,,,,0.19,0.17,0.15,0.12,0.20,0.21, 25,  8, 15, 43, 64,  4, 25.64, 29.73, 31.17, 25.61, 36.36, 19.51, 38.46, 41.89, 48.05, 43.90, 55.84, 29.27, 34, 58, 59, 63, 65, 57, 42.86,  0.00, 45.45, 30.00,  0.00, 41.67, 66.67, 22.22, 72.73, 60.00,  0.00, 58.33,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.11,22.22,47.06,57.14,33.33,55.26,28.95,14.47,37.50,42.98,27.17,52.46,55.56,55.56,64.71,85.71,47.62,81.58,54.39,39.47,63.28,55.37,48.91,77.05,下　河　　誉　史,田野邊　　秀　樹,前　田　　聖　文,片　橋　　幸　貴,小　野　　勇　作,山　口　　裕　二,4151,3575,4570,4677,4006,3944, 5.50, 4.89, 5.88, 6.86, 5.48, 7.16, 5.25, 4.08, 5.80, 5.87, 5.25, 6.66
2019-12-12,宮　島,5,.26,,,.17,.12,,,,,,.18,,,,.28,.21,,,,,,.21,,,.19,.16,,,,,,,.06,,,.18,.21,,,,,,,.21,,,.15,.07,,.15,,,,,.22,,,.22,.23,.14,,,,,,5,,,5,2,,,,,,5,,,,3,4,,,,,,2,,,6,5,,,,,,,2,,,3,6,,,,,,,2,,,6,1,,5,,,,,3,,,5,2,1,,,,,,5,,,6,2,,,,,,5,,,,3,6,,,,,,2,,,6,4,,,,,,,2,,,3,6,,,,,,,2,,,6,1,,4,,,,,3,,,5,2,1,,,,,,11,,,3,11,,,,,,6,,,,2,6,,,,,,2,,,7,7,,,,,,,5,,,11,7,,,,,,,1,,,10,5,,1,,,,,4,,,12,8,12,,,,,,３,,,２,２,,,,,,６,,,,３,５,,,,,,２,,,２,４,,,,,,,２,,,２,３,,,,,,,２,,,６,２,,２,,,,,１,,,４,１,１,,,,,,0.20,0.18,0.20,0.13,0.15,0.18, 32, 30, 62, 31, 45, 17, 22.92, 20.83, 21.43, 39.39, 46.00, 43.75, 45.83, 37.50, 39.29, 57.58, 68.00, 58.33, 55, 50, 31, 22, 41, 60, 25.00, 11.43, 18.42, 30.77, 46.88, 13.89, 39.29, 28.57, 34.21, 38.46, 75.00, 25.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,52.08,20.00, 0.00,32.56,20.00,50.00,43.41,22.73,61.43,38.74,22.06,53.79,68.75,30.00, 0.00,58.14,20.00,57.14,63.57,48.86,81.43,58.56,35.29,76.52,藤　丸　　光　一,吉　田　　　　稔,金　子　　龍　介,瀬　尾　　達　也,堂　原　　洋　史,鳥　飼　　　　眞,3297,2841,3795,2942,3503,3703, 6.48, 4.10, 0.00, 5.70, 3.53, 6.71, 6.02, 5.02, 7.39, 5.83, 3.93, 6.96
2019-12-12,下　関,5,.21,,.20,.22,.17,.16,,,,,.23,,,.24,.19,,.21,.13,,,,.38,,,.21,.31,,.15,.23,,,,.04,,,.12,.17,.19,.10,,,,,.03,,,,.12,.17,.06,,.19,,,.14,,,,.19,,.31,.17,,,,1,,4,6,3,5,,,,,2,,,6,1,,3,6,,,,2,,,6,3,,1,5,,,,5,,,1,2,3,6,,,,,4,,,,2,5,5,,2,,,6,,,,6,,6,6,,,,1,,4,6,3,5,,,,,2,,,5,1,,3,6,,,,2,,,6,3,,1,5,,,,5,,,1,2,3,6,,,,,3,,,,2,5,4,,2,,,6,,,,6,,5,6,,,,7,,12,4,10,9,,,,,1,,,10,2,,2,6,,,,5,,,9,1,,2,10,,,,3,,,10,3,12,9,,,,,2,,,,1,6,6,,1,,,2,,,,5,,1,7,,,,４,,５,６,３,３,,,,,２,,,６,４,,４,５,,,,６,,,４,４,,３,５,,,,３,,,１,１,４,５,,,,,１,,,,３,６,６,,５,,,３,,,,６,,５,６,,,,0.18,0.19,0.22,0.14,0.18,   -, 30, 27, 47, 13, 41, 19, 22.76, 36.49, 31.33, 36.91, 32.00, 32.65, 43.45, 52.03, 52.00, 52.35, 46.67, 50.34, 45, 49, 21, 17, 18, 62, 26.35, 33.09, 20.77, 35.37, 25.35, 46.36, 45.27, 46.04, 34.62, 51.02, 40.85, 63.58,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.86,23.91,15.79,62.50, 2.38, 0.00,48.82,15.15,15.29,52.94, 9.38, 0.00,57.14,36.96,36.84,83.33, 4.76, 0.00,63.78,27.27,28.24,69.41,12.50, 0.00,田　中　　和　也,佐々木　　　　巌,宮　地　　博　士,山　本　　英　志,上　野　　　　励,山　田　　　　丈,4357,4153,3964,3888,4820,5104, 5.89, 4.22, 4.63, 7.25, 1.83, 0.00, 6.48, 3.79, 3.80, 6.55, 2.75, 1.38
2019-12-12,唐　津,5,.29,,,,,,,,,,.28,,,,,,,,,,,.18,,,.31,,,,,,,,.11,,,.16,,,,,,,,.37,,,.19,,,,,,,,.23,,,,.30,,,,,,,6,,,,,,,,,,5,,,,,,,,,,,2,,,6,,,,,,,,6,,,3,,,,,,,,6,,,3,,,,,,,,3,,,,5,,,,,,,6,,,,,,,,,,5,,,,,,,,,,,2,,,6,,,,,,,,6,,,3,,,,,,,,6,,,3,,,,,,,,3,,,,5,,,,,,,3,,,,,,,,,,9,,,,,,,,,,,2,,,12,,,,,,,,6,,,10,,,,,,,,2,,,6,,,,,,,,9,,,,1,,,,,,,４,,,,,,,,,,６,,,,,,,,,,,１,,,５,,,,,,,,５,,,５,,,,,,,,６,,,１,,,,,,,,３,,,,３,,,,,,,0.22,0.19,0.17,0.18,0.25,0.24, 49, 81, 88, 73, 55, 79, 38.46, 35.80, 34.18, 37.89, 36.31, 37.82, 53.85, 46.30, 51.90, 54.66, 54.14, 54.49, 64, 52, 58, 68, 14, 65, 33.33, 26.76, 26.25, 33.33, 27.54, 23.68, 46.15, 40.85, 38.75, 45.83, 52.17, 39.47,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,32.50,53.13,13.79,16.22, 4.23,18.75,27.85,40.35,25.53,20.75,11.82, 0.00,52.50,65.63,27.59,32.43,16.90,34.38,49.37,60.53,29.79,39.62,30.00,喜　多　　那由夏,富　樫　　麗　加,佐々木　　裕　美,三　松　　直　美,橋谷田　　佳　織,山　本　　梨　菜,4246,4758,4045,3943,3355,4994, 0.00, 5.23, 6.59, 3.66, 3.86, 2.82, 3.78, 4.95, 6.04, 4.23, 4.17, 3.91
2019-12-12,大　村,5,.21,,,.14,.11,.11,,.07,.17,.09,.31,.33,,,.31,.16,.08,,.03,.12,.23,.11,,.17,.25,.27,,.23,,.14,.17,.16,.11,,,.18,.09,,.03,,.09,.06,.11,.23,.15,,.05,.21,,.04,.01,.20,,.13,.10,.13,,.18,.07,,.25,.16,.14,,.12,6,,,2,3,1,,4,5,6,2,6,,,6,6,4,,1,3,3,6,,5,2,5,,5,,1,3,3,2,,,6,4,,1,,3,5,3,6,1,,4,5,,3,1,2,,4,2,4,,5,1,,6,3,4,,1,6,,,2,3,1,,4,5,6,2,6,,,5,6,4,,1,3,3,6,,5,2,4,,5,,1,3,3,2,,,6,4,,1,,3,5,3,6,1,,4,5,,3,1,2,,4,2,4,,5,1,,6,3,4,,1,3,,,3,9,1,,3,7,11,8,7,,,4,11,3,,1,7,3,1,,1,5,4,,1,,3,8,4,3,,,11,10,,8,,4,10,10,5,12,,9,12,,3,11,6,,5,1,8,,10,8,,1,5,4,,4,４,,,６,３,２,,２,２,３,３,５,,,４,３,６,,１,４,６,６,,５,５,６,,４,,５,５,６,２,,,５,３,,１,,２,２,５,３,１,,４,６,,２,１,６,,２,５,３,,４,３,,３,３,４,,１,0.14,0.14,0.18,0.15,0.15,0.17, 73, 20, 69, 30, 31, 70, 38.78, 31.52, 33.67, 45.74, 51.61, 34.18, 54.08, 48.91, 53.06, 67.02, 61.29, 46.84, 66, 45, 50, 76, 36, 59, 39.20, 32.78, 38.66, 43.96, 34.25, 36.26, 54.55, 53.89, 52.06, 57.14, 54.14, 51.65,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,63.74,39.39,43.48,33.33,66.04,31.25,53.33,54.24,43.24,41.13,48.48,64.84,81.29,54.55,60.87,62.96,73.58,56.25,71.85,72.88,63.96,64.52,64.39,79.69,下　條　　雄太郎,仲　谷　　颯　仁,山　崎　　裕　司,中　野　　次　郎,瓜　生　　正　義,坂　口　　　　周,4352,4848,4163,4075,3783,3984, 7.57, 6.48, 6.41, 7.37, 7.83, 5.50, 7.02, 7.17, 6.31, 6.93, 7.39, 7.67
