date,venue,raceNumber,CS_ST_1_1,CS_ST_1_10,CS_ST_1_11,CS_ST_1_12,CS_ST_1_13,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_12,CS_ST_2_13,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_12,CS_ST_3_13,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_12,CS_ST_4_13,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_12,CS_ST_5_13,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_12,CS_ST_6_13,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_10,CS_cource_1_11,CS_cource_1_12,CS_cource_1_13,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_12,CS_cource_2_13,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_12,CS_cource_3_13,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_12,CS_cource_4_13,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_12,CS_cource_5_13,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_12,CS_cource_6_13,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_10,CS_frame_1_11,CS_frame_1_12,CS_frame_1_13,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_12,CS_frame_2_13,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_12,CS_frame_3_13,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_12,CS_frame_4_13,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_12,CS_frame_5_13,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_12,CS_frame_6_13,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_10,CS_race_1_11,CS_race_1_12,CS_race_1_13,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_12,CS_race_2_13,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_12,CS_race_3_13,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_12,CS_race_4_13,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_12,CS_race_5_13,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_12,CS_race_6_13,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_10,CS_rank_1_11,CS_rank_1_12,CS_rank_1_13,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_12,CS_rank_2_13,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_12,CS_rank_3_13,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_12,CS_rank_4_13,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_12,CS_rank_5_13,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_12,CS_rank_6_13,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-15,桐　生,1,.24,,,,,.15,.17,,,,,,,.19,,,,,,.27,,,,,,,.19,,,,,,.35,.27,,,,,,.21,,,,,.16,.19,.23,,,,,,.04,,,,,,.22,,,,,,,.21,,,,,,.22,,,,,,,3,,,,,6,4,,,,,,,1,,,,,,5,,,,,,,2,,,,,,5,5,,,,,,2,,,,,6,5,1,,,,,,4,,,,,,2,,,,,,,6,,,,,,6,,,,,,,3,,,,,6,4,,,,,,,1,,,,,,6,,,,,,,2,,,,,,5,6,,,,,,2,,,,,6,5,1,,,,,,4,,,,,,2,,,,,,,6,,,,,,6,,,,,,,2,,,,,8,6,,,,,,,2,,,,,,10,,,,,,,8,,,,,,1,9,,,,,,4,,,,,12,7,11,,,,,,4,,,,,,2,,,,,,,6,,,,,,6,,,,,,,３,,,,,３,４,,,,,,,２,,,,,,５,,,,,,,２,,,,,,６,４,,,,,,４,,,,,６,５,１,,,,,,３,,,,,,６,,,,,,,６,,,,,,６,,,,,,,0.18,0.18,0.20,0.16,0.17,   -, 73, 21, 71, 15, 17, 38, 15.38, 25.00, 37.50, 22.22, 33.33, 40.00, 38.46, 62.50, 62.50, 44.44, 33.33, 50.00, 37, 54, 75, 49, 33, 13, 49.38, 37.19, 31.78, 30.19, 36.51, 31.25, 65.98, 55.78, 50.00, 48.58, 55.19, 52.21,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,21.69,17.39,20.00,16.00,25.81, 0.00,17.95,23.23,22.50,46.21, 9.26, 1.52,43.37,26.09,42.86,56.00,41.94, 0.00,37.18,38.38,37.50,62.88,22.22, 3.03,今　泉　　　　徹,堤　　　　健　一,高　野　　心　吾,川　上　　　　剛,伏　見　　　　卓,石　原　　　　光,3827,3460,4527,4189,4860,5076, 4.65, 4.26, 4.00, 5.24, 4.45, 0.00, 4.23, 4.37, 4.23, 6.18, 3.07, 1.65
2019-12-15,戸　田,1,.12,,,,,.14,.07,,,,,,,.31,,,,,,.13,.25,,,,,,.09,,,,,.18,.18,,,,,,,.19,,,,,.25,.14,,,,,,,.08,,,,,,.26,.15,,,,,,.14,,,,,,.25,.13,,,,,,6,,,,,5,3,,,,,,,3,,,,,,5,4,,,,,,1,,,,,2,6,,,,,,,5,,,,,3,2,,,,,,,1,,,,,,4,3,,,,,,6,,,,,,5,6,,,,,,6,,,,,5,3,,,,,,,3,,,,,,5,4,,,,,,1,,,,,2,6,,,,,,,5,,,,,3,2,,,,,,,1,,,,,,4,2,,,,,,6,,,,,,5,6,,,,,,7,,,,,11,7,,,,,,,1,,,,,,2,8,,,,,,3,,,,,10,2,,,,,,,6,,,,,10,5,,,,,,,5,,,,,,1,6,,,,,,2,,,,,,1,5,,,,,,６,,,,,６,３,,,,,,,３,,,,,,４,４,,,,,,４,,,,,転,５,,,,,,,６,,,,,４,３,,,,,,,転,,,,,,３,３,,,,,,３,,,,,,６,５,,,,,,0.17,0.19,0.18,0.18,0.19,   -, 41, 19, 26, 73, 51, 35, 34.88, 35.64, 23.38, 37.00, 27.87, 22.86, 51.16, 55.45, 50.65, 49.00, 47.54, 34.29, 22, 60, 58, 17, 18, 53, 25.00, 36.27, 36.84, 37.86, 33.01, 41.05, 42.39, 55.88, 54.74, 53.40, 50.49, 60.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,31.25,16.67,18.75,25.00,18.75, 0.00,35.19,11.86,10.84,23.29,36.14,13.33,43.75,33.33,31.25,37.50,43.75, 0.00,54.63,18.64,26.51,39.73,56.63,26.67,松　田　　隆　司,水　野　　暁　広,柴　田　　友　和,星　野　　政　彦,沢　田　　昭　宏,山　本　　稔太朗,4100,3856,4023,3246,4411,5120, 4.94, 4.67, 3.88, 4.00, 4.38, 0.00, 5.45, 3.12, 3.69, 4.58, 5.63, 3.07
2019-12-15,江戸川,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.21,0.18,0.20,0.21,0.22, 52, 27, 45, 30, 58, 66, 37.96, 30.25, 26.67, 33.63, 35.71, 37.50, 52.55, 52.10, 45.93, 51.33, 48.57, 53.68, 61, 64, 15, 17, 28, 37, 30.30, 32.84, 34.85, 36.30, 42.42, 31.34, 47.73, 47.76, 54.55, 47.41, 60.61, 45.52,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,17.07, 5.56,21.88,15.00,15.38, 6.67,14.89,14.06,27.71,19.18,30.19, 4.82,24.39,16.67,34.38,40.00,33.33,13.33,21.28,23.44,40.96,31.51,58.49,12.05,行　谷　　吉　範,永　瀬　　　　巧,多　田　　有　佑,高　柳　　成　聡,畑　　　　竜　生,宇留田　　翔　平,3393,4322,4169,3296,4962,5010, 3.61, 2.83, 4.09, 4.20, 3.97, 2.00, 3.17, 3.52, 4.67, 3.74, 5.26, 2.69
2019-12-15,多摩川,1,.18,,,,,.19,.22,.19,.16,,.26,,,.38,,,,,.11,.18,,.14,.16,.17,,,.20,,,,,,.06,.11,.15,,.12,.22,,.22,,,,,.20,.22,.20,.22,.08,.17,,,.42,,,,,.20,.33,,.06,,.09,.20,,.18,,,,,,.17,.18,.05,,.09,.24,,6,,,,,3,1,2,5,,2,,,1,,,,,4,2,,3,5,4,,,5,,,,,,4,3,1,,2,5,,6,,,,,4,3,5,2,1,3,,,6,,,,,6,6,,6,,5,5,,3,,,,,,4,5,2,,1,4,,6,,,,,4,1,2,5,,3,,,1,,,,,4,2,,3,5,4,,,6,,,,,,4,3,1,,2,5,,6,,,,,4,3,5,2,1,3,,,5,,,,,6,6,,6,,5,6,,3,,,,,,4,5,2,,1,4,,6,,,,,11,7,12,4,,10,,,4,,,,,10,11,,1,9,3,,,5,,,,,,4,9,4,,1,8,,7,,,,,12,2,10,4,9,5,,,4,,,,,9,1,,2,,1,10,,6,,,,,,5,9,2,,3,8,,６,,,,,５,５,１,４,,５,,,２,,,,,５,３,,５,４,５,,,４,,,,,,５,４,１,,２,３,,３,,,,,６,４,６,２,１,２,,,５,,,,,３,５,,４,,６,４,,４,,,,,,６,５,３,,２,６,,0.17,0.18,0.16,0.17,   -,0.18,182,122,179,140,146,133, 43.64, 25.69, 28.36, 24.55, 33.33, 35.45, 59.09, 44.04, 50.75, 41.82, 46.85, 54.55, 48, 32, 14, 11, 36, 26, 30.77, 26.96, 33.91, 34.82, 33.62, 28.70, 51.28, 44.35, 45.22, 44.64, 51.72, 45.22,F1,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,38.89,20.00,30.30,22.22, 0.00,37.50,35.43,34.41,26.67,45.59,11.32,21.21,50.00,40.00,51.52,33.33, 0.00,37.50,54.33,52.69,38.67,67.65,20.75,33.33,和　田　　操　拓,大　田　　直　弥,竹　本　　太　樹,青　木　　玄　太,佐　藤　　　　航,植　田　　太　一,4649,4396,4162,4448,5087,4679, 5.61, 4.67, 5.03, 4.22, 1.86, 4.63, 5.61, 5.35, 4.36, 6.43, 2.85, 3.82
2019-12-15,浜名湖,1,.18,,,,,.26,,,,,,,,.28,,,,,,,,,,,,,.14,,,,,.23,,,,,,,,.13,,,,,,,,,,,,,.15,,,,,,,,,,,,,.11,,,,,,,,,,,,,4,,,,,4,,,,,,,,3,,,,,,,,,,,,,2,,,,,6,,,,,,,,6,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,4,,,,,,,,3,,,,,,,,,,,,,2,,,,,6,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,9,,,,,,,,6,,,,,,,,,,,,,2,,,,,9,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,５,,,,,４,,,,,,,,６,,,,,,,,,,,,,５,,,,,６,,,,,,,,６,,,,,,,,,,,,,６,,,,,,,,,,,,,４,,,,,,,,,,,,,0.20,0.16,0.17,   -,0.20,0.18, 65, 64, 20, 66, 33, 72, 29.17, 27.27, 38.10, 53.85, 33.33, 40.74, 66.67, 59.09, 52.38, 73.08, 50.00, 55.56, 26, 37, 15, 45, 14,  6, 29.58, 32.47, 23.64, 35.81, 28.00, 34.33, 49.30, 48.05, 40.00, 55.41, 49.60, 52.99,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,27.78,30.43,10.53, 0.00,15.79,25.00,25.00,24.10,23.08, 3.70,12.70,16.18,44.44,56.52,15.79, 0.00,36.84,31.25,38.75,33.73,28.21, 5.56,25.40,36.76,川　合　　理　司,長　畑　　友　輔,岩　橋　　裕　馬,中　島　　秀　治,坂　本　　徳　克,馬　野　　　　耀,3839,4274,4917,5075,3565,4977, 4.77, 5.87, 2.47, 0.00, 4.05, 4.13, 4.19, 4.43, 4.03, 2.02, 3.68, 3.93
2019-12-15,蒲　郡,1,.29,,,,,.24,.13,,,,,,,.18,,,,,,.21,.25,,,,,,.15,,,,,.24,.25,,,,,,,.20,,,,,.17,.32,,,,,,,.38,,,,,.12,.24,,,,,,,.15,,,,,,.38,.06,,,,,,2,,,,,3,4,,,,,,,1,,,,,,6,4,,,,,,4,,,,,2,5,,,,,,,2,,,,,6,5,,,,,,,4,,,,,3,1,,,,,,,6,,,,,,6,6,,,,,,2,,,,,3,4,,,,,,,1,,,,,,6,4,,,,,,4,,,,,2,5,,,,,,,2,,,,,6,5,,,,,,,4,,,,,3,1,,,,,,,4,,,,,,6,5,,,,,,2,,,,,6,3,,,,,,,1,,,,,,3,11,,,,,,3,,,,,9,1,,,,,,,1,,,,,7,6,,,,,,,2,,,,,11,4,,,,,,,4,,,,,,1,5,,,,,,２,,,,,５,６,,,,,,,１,,,,,,５,５,,,,,,６,,,,,２,５,,,,,,,３,,,,,４,４,,,,,,,６,,,,,３,１,,,,,,,５,,,,,,６,６,,,,,,0.25,0.21,0.22,0.17,0.17,   -, 51, 45, 13, 52, 40, 55, 40.32, 31.97, 34.19, 32.31, 31.19, 35.86, 49.19, 46.26, 48.39, 50.77, 48.62, 51.72, 28, 18, 68, 70, 59, 14, 35.92, 31.85, 30.66, 33.85, 21.88, 28.70, 52.82, 49.04, 51.82, 53.85, 43.75, 40.87,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0, 5.56,27.94,20.00,20.00,22.22, 0.00, 3.70,29.91,28.75,28.57,26.19, 0.00,38.89,52.94,40.00,60.00,48.15, 0.00,16.67,48.60,43.75,50.00,51.19, 0.00,椎　名　　政　浩,牧　原　　　　崇,嶋　　　　義　信,井　上　　　　茂,黄金井　　力　良,芝　田　　京　介,3138,4303,4529,4669,4432,5103, 3.83, 5.25, 4.08, 4.80, 4.85, 0.00, 2.98, 5.29, 4.70, 4.97, 5.01, 1.60
2019-12-15,常　滑,1,.11,,,,,,.20,.16,,,,,,.16,,,,,.25,.27,,,,,,,.27,,,,,,.21,.32,,,,,,.24,,,,,,.23,.30,,,,,,.18,,,,,.12,.21,,,,,,,.14,,,,,.17,.07,,,,,,,5,,,,,,3,3,,,,,,4,,,,,6,1,,,,,,,6,,,,,,3,4,,,,,,6,,,,,,4,2,,,,,,5,,,,,3,1,,,,,,,6,,,,,6,6,,,,,,,4,,,,,,6,3,,,,,,4,,,,,6,1,,,,,,,5,,,,,,3,4,,,,,,5,,,,,,3,2,,,,,,6,,,,,3,1,,,,,,,5,,,,,6,6,,,,,,,7,,,,,,3,9,,,,,,3,,,,,9,2,,,,,,,1,,,,,,1,6,,,,,,7,,,,,,2,7,,,,,,2,,,,,7,7,,,,,,,2,,,,,8,8,,,,,,,３,,,,,,３,３,,,,,,３,,,,,６,５,,,,,,,６,,,,,,５,６,,,,,,５,,,,,,３,６,,,,,,３,,,,,２,３,,,,,,,６,,,,,６,転,,,,,,,0.17,0.19,   -,0.18,0.16,   -, 19, 50, 67, 13, 28, 62, 30.53, 32.98, 25.77, 47.06, 31.87, 33.33, 47.37, 47.87, 40.21, 67.65, 48.35, 55.91, 14, 55, 58, 40, 20, 48, 33.33, 14.29,  0.00,  0.00,  0.00, 25.00, 66.67, 14.29,  0.00,  0.00,  0.00, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,40.82,42.31,28.57, 0.00,40.48, 0.00,20.27,32.50, 0.00, 0.00,39.17, 0.00,57.14,50.00,39.56,11.11,64.29, 0.00,39.19,50.00, 0.00, 0.00,62.50, 0.00,畔　柳　　俊　吾,乃　村　　康　友,木　幡　　純　也,古　場　　健　也,寺　本　　重　宣,砂　長　　知　輝,4306,4618,4785,5024,4086,5112, 5.84, 5.50, 4.64, 2.00, 6.17, 0.00, 4.35, 5.30, 0.00, 1.43, 5.98, 1.00
2019-12-15,びわこ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.20,0.23,0.20,0.20,   -, 16, 19, 31, 69, 39, 62, 31.93, 30.33, 17.27, 27.97, 35.19, 31.25, 43.70, 49.18, 33.64, 50.85, 50.00, 53.13, 19, 38, 13, 40, 17, 36, 33.08, 36.52, 22.76, 41.10, 33.10, 35.66, 50.00, 54.78, 39.02, 50.68, 49.30, 50.35,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,48.13, 8.70,10.37, 0.00,21.88, 0.00,49.59, 8.00,13.04, 1.92,22.22, 0.00,63.13, 8.70,22.22, 0.00,34.38, 0.00,70.25,16.00,26.09, 3.85,30.16,11.11,北　中　　元　樹,川　島　　拓　郎,山　本　　修　次,西　山　　祐　希,大古場　　　　貴,川　崎　　智　稔,3965,4918,3633,4986,3926,5109, 6.19, 2.30, 3.21, 1.31, 3.91, 0.00, 6.54, 3.16, 3.48, 1.85, 4.08, 2.00
2019-12-15,尼　崎,1,.19,,,,,,.06,.27,.16,,.21,.22,,.23,,,,,,.10,.32,.23,,.18,.18,,.12,,,,,.21,.17,.14,.11,.14,.08,.19,,.17,,,,,,.31,.24,.15,,.22,,,.13,,,,,.16,.16,,.21,,.13,,,.06,,,,,,.39,,.17,.26,.12,,,4,,,,,,1,5,2,,6,3,,2,,,,,,4,6,1,,5,3,,3,,,,,4,1,1,5,5,2,2,,5,,,,,,6,3,5,,1,,,3,,,,,4,1,,6,,4,,,4,,,,,,2,,1,3,5,,,4,,,,,,1,5,2,,6,3,,2,,,,,,4,6,1,,5,3,,3,,,,,4,2,1,5,6,3,2,,5,,,,,,6,2,3,,1,,,3,,,,,5,1,,6,,4,,,4,,,,,,2,,1,3,5,,,7,,,,,,1,9,6,,3,8,,8,,,,,,4,9,3,,6,10,,3,,,,,12,4,10,8,12,5,10,,8,,,,,,2,9,2,,3,,,6,,,,,10,5,,3,,6,,,1,,,,,,2,,4,8,3,,,３,,,,,,１,５,４,,３,３,,２,,,,,,５,６,３,,５,６,,１,,,,,４,１,１,１,３,２,５,,４,,,,,,４,４,６,,５,,,６,,,,,６,４,,６,,４,,,４,,,,,,６,,２,６,６,,,0.20,0.18,0.18,0.20,0.17,0.16, 68, 75, 65, 54, 24, 47, 32.37, 41.46, 34.29, 42.74, 40.65, 30.14, 46.76, 58.54, 47.86, 54.70, 50.41, 45.89,  3, 43, 41, 36, 37,  4, 27.59, 31.65, 39.86, 29.58, 24.46, 30.28, 42.07, 45.32, 55.07, 48.59, 44.60, 44.37,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,27.62,20.00,35.29,38.10,36.84,28.57,20.73,14.58,49.02,21.28,30.77,11.11,35.24,33.33,35.29,57.14,52.63,35.71,31.71,27.08,64.71,40.43,51.28,16.67,渡　　　　修　平,幸　本　　　　誠,仲　口　　博　崇,井　川　　真　人,吉　田　　隆　義,福　本　　忠　治,3535,2935,3554,3585,3231,3325, 4.53, 4.20, 5.59, 5.38, 5.47, 4.36, 3.79, 3.48, 6.60, 4.36, 4.88, 3.31
