date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-05-10,唐　津,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.20,0.17,0.19,0.18,0.19, 89, 54, 79, 47, 83, 72, 13.04, 31.82, 31.03, 24.24, 32.26, 19.35, 26.09, 40.91, 48.28, 39.39, 48.39, 35.48, 18, 57, 32, 38, 47, 36, 30.39, 31.36, 26.67, 31.90, 29.89, 28.09, 46.96, 44.97, 41.82, 47.24, 46.55, 41.01,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,58.06,45.28,21.05,39.71,22.22, 0.00,51.26,41.75,20.88,18.82,25.61,27.08,74.19,56.60,52.63,55.88,55.56, 0.00,73.95,59.22,35.16,30.59,41.46,44.79,吉　村　　正　明,川　添　　英　正,金　子　　猛　志,松　田　　英　数,雑　賀　　勇　貴,一　色　　雅　昭,4108,3566,3482,3729,4639,3536, 7.58, 6.09, 4.89, 5.40, 5.56, 2.14, 6.91, 5.94, 4.26, 3.87, 4.74, 4.80
2019-05-10,大　村,1,.21,,.21,.17,.11,,,.22,,.41,,.19,.32,,.23,,.15,,.15,.14,,.21,.13,.26,,.17,,,.17,,.26,.09,.12,,,.24,,.13,.17,.32,,,6,,5,2,6,,,6,,2,,4,3,,5,,2,,3,6,,3,2,3,,1,,,2,,6,2,1,,,6,,5,6,6,,,6,,5,2,3,,,5,,2,,4,3,,5,,2,,3,6,,3,2,5,,1,,,2,,6,4,1,,,6,,5,6,6,,,1,,4,8,3,,,2,,2,,1,5,,6,,6,,2,7,,2,6,2,,2,,,5,,3,9,1,,,5,,1,6,6,,,５,,５,５,６,,,５,,３,,６,６,,４,,４,,５,５,,６,５,５,,４,,,３,,６,５,１,,,６,,６,５,６,,,0.21,0.22,0.17,0.18,0.13,0.20, 44, 32, 21, 50, 18, 47, 35.18, 28.86, 33.00, 34.78, 32.98, 30.89, 52.26, 43.62, 46.50, 52.66, 47.87, 47.64, 13, 24, 27, 59, 21, 56, 38.30, 31.91, 40.35, 26.67, 34.04,  9.09, 53.19, 48.94, 52.63, 37.78, 51.06, 22.73,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 6.25, 3.23,16.67,15.00,35.90, 0.00,27.27, 2.50,20.69,18.42,26.89, 0.00,25.00,19.35,27.78,50.00,43.59, 0.00,40.91,10.00,37.93,38.16,41.18, 1.92,貫地谷　　直　人,山　田　　貴　愛,吉　田　　祐　貴,原　　　　義　昭,宮　嵜　　隆太郎,荒　牧　　凪　沙,4097,4755,4724,3058,3825,5041, 2.81, 2.71, 3.33, 4.55, 4.92, 2.17, 4.72, 2.15, 3.72, 3.92, 4.59, 1.62
2019-05-10,桐　生,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.20,0.18,0.15,0.19,0.21, 51, 32, 60, 72, 46, 45, 44.55, 24.04, 26.55, 28.85, 35.34, 33.96, 56.36, 43.27, 38.05, 43.27, 53.45, 47.17, 19, 60, 52, 21, 57, 70, 34.44, 21.67, 28.24, 34.07, 35.79, 31.73, 53.33, 38.33, 37.65, 48.35, 48.42, 46.15,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,32.76,27.27,22.22,58.82,44.44, 0.00,21.79,32.79,42.06,44.68,41.94, 0.00,41.38,40.91,44.44,64.71,51.85, 0.00,33.33,52.46,61.11,56.03,53.76, 1.52,今　井　　裕　梨,茶　谷　　　　桜,香　川　　素　子,宇　野　　弥　生,松　瀬　　弘　美,金　子　　千　穂,4240,3994,3900,4183,3474,5030, 4.79, 4.91, 5.89, 6.88, 5.81, 1.06, 4.04, 5.27, 5.98, 5.89, 5.59, 1.23
2019-05-10,戸　田,2,.33,.23,,,,,,.13,,,,,,,.34,.09,,,,,,.27,.22,,,,,,.19,,,,,,,.11,,,,,,,6,6,,,,,,4,,,,,,,2,2,,,,,,4,1,,,,,,3,,,,,,,5,,,,,,,6,5,,,,,,4,,,,,,,1,2,,,,,,5,6,,,,,,3,,,,,,,5,,,,,,,2,10,,,,,,1,,,,,,,3,7,,,,,,3,10,,,,,,2,,,,,,,9,,,,,,,６,４,,,,,,転,,,,,,,６,４,,,,,,５,１,,,,,,４,,,,,,,４,,,,,,,0.21,0.18,0.16,0.19,0.21,0.17, 74, 40, 54, 70, 20, 33, 32.40, 35.11, 36.22, 39.11, 30.46, 28.98, 45.25, 51.60, 55.68, 59.22, 52.87, 51.70, 32,  1, 57,  5, 28, 11, 38.86, 36.02, 33.03, 34.51, 47.78, 48.26, 56.57, 47.31, 52.29, 56.19, 66.11, 62.79,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,29.17, 7.14,33.33,44.44, 7.69, 0.00,24.75,15.31,25.88,46.67,10.47, 1.41,50.00,14.29,53.33,66.67, 7.69,25.00,44.55,25.51,41.18,57.14,29.07, 9.86,山　崎　　善　庸,岩　橋　　裕　馬,胡　本　　悟　志,間　嶋　　仁　志,渡　邉　　　　健,中　村　　かなえ,4103,4917,3878,3362,5044,4998, 5.22, 3.07, 4.80, 6.56, 2.31, 3.13, 4.60, 3.40, 4.73, 6.15, 3.26, 2.31
2019-05-10,浜名湖,2,.21,.18,,,,,,.16,.16,,,,,,.24,,,,,,,.27,.21,,,,,,.19,,,,,,,.17,.18,,,,,,2,5,,,,,,2,1,,,,,,1,,,,,,,1,5,,,,,,1,,,,,,,1,6,,,,,,2,5,,,,,,5,1,,,,,,1,,,,,,,1,5,,,,,,1,,,,,,,1,5,,,,,,2,6,,,,,,8,12,,,,,,9,,,,,,,5,11,,,,,,7,,,,,,,2,7,,,,,,５,６,,,,,,２,２,,,,,,２,,,,,,,２,５,,,,,,５,,,,,,,１,４,,,,,,0.16,0.15,0.17,0.17,0.17,0.19, 21, 19, 61, 60, 46, 24, 33.09, 24.81, 30.22, 24.03, 33.85, 38.46, 47.79, 36.43, 48.20, 46.51, 53.08, 51.75, 66, 33, 12, 38, 27,  2, 34.78, 38.89, 57.14, 30.43, 36.00, 26.09, 43.48, 55.56, 71.43, 60.87, 56.00, 34.78,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.86, 0.00,34.38,37.50,25.00,22.22,34.02,51.85,33.02,29.73,26.67,40.95,78.57, 0.00,46.88,56.25,33.33,48.15,48.45,65.74,49.06,52.25,43.33,61.90,鈴　木　　裕　隆,石　川　　真　二,宮　地　　秀　祈,角　浜　　　　修,平　池　　仁　志,齊　藤　　　　優,4231,3473,3742,3430,3553,4247, 6.00, 0.00, 5.28, 5.31, 4.25, 4.93, 5.01, 6.74, 5.02, 5.15, 4.68, 5.71
2019-05-10,常　滑,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.13,0.19,0.16,0.17,   -, 56, 52, 21, 43, 59, 67, 36.45, 33.17, 33.17, 48.89, 33.01, 30.77, 46.31, 50.00, 52.97, 63.33, 54.55, 51.44, 17, 54, 65, 44, 52,  4, 26.32, 35.19, 36.54, 27.45, 36.28, 22.62, 38.95, 49.07, 50.96, 40.20, 60.18, 29.76,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,20.83,23.08, 0.00,40.74,35.71, 0.00,30.53,14.55,17.20,41.46,45.80, 0.00,29.17,38.46, 0.00,66.67,50.00, 0.00,48.42,27.27,36.56,59.76,64.12, 0.00,佐　藤　　　　旭,鈴　谷　　一　平,佐　藤　　謙史朗,寺　本　　重　宣,柴　田　　　　光,前　田　　　　翔,4273,4877,4729,4086,3532,5089, 3.83, 4.38, 0.00, 6.11, 5.57, 0.00, 4.91, 3.45, 4.27, 6.02, 6.08, 0.00
2019-05-10,　津　,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,0.13,0.15,0.17,0.13, 12, 23, 28, 38, 62, 39, 39.29, 31.58, 31.43, 39.07, 36.43, 33.33, 53.57, 54.89, 48.57, 53.64, 55.00, 47.15, 13, 27, 15, 53, 72, 29, 37.04, 45.58, 33.11, 33.56, 52.27, 34.84, 54.81, 67.35, 50.99, 50.00, 65.15, 52.26,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,40.63,60.00,57.14,86.67,37.50,58.62,50.00,40.00,53.40,64.29,51.38,58.62,56.25,70.00,74.73,96.67,62.50,82.76,67.02,61.67,67.96,82.54,66.97,81.90,村　岡　　賢　人,江　夏　　　　満,新　田　　雄　史,久　田　　敏　之,古　賀　　繁　輝,池　田　　浩　二,4584,4136,4344,4188,4294,3941, 6.47, 6.20, 7.31, 8.87, 5.75, 8.17, 6.87, 6.18, 7.39, 7.81, 6.74, 8.21
2019-05-10,びわこ,2,.30,.13,.18,,.21,,,.32,.14,.30,.20,.12,.22,,.15,,.27,.21,.17,,,.26,,.42,.36,.10,,,.17,,.13,.17,.19,.12,,.15,,.45,.23,.10,.16,,5,6,4,,3,,,1,4,3,3,2,1,,2,,5,4,1,,,6,,2,1,3,,,3,,5,6,2,1,,5,,1,3,6,2,,5,6,4,,3,,,1,4,3,6,2,1,,2,,5,4,1,,,6,,2,1,3,,,3,,4,6,2,1,,5,,1,3,4,2,,4,10,10,,10,,,5,12,3,9,9,12,,4,,3,11,6,,,5,,3,8,5,,,5,,4,12,1,7,,7,,1,7,4,11,,６,４,２,,４,,,２,２,１,３,２,４,,４,,５,３,４,,,４,,４,６,２,,,１,,５,６,３,３,,２,,３,５,２,２,,0.20,0.17,0.17,0.20,0.18,0.14, 24, 64, 57, 66, 50, 17, 34.42, 38.03, 29.61, 45.81, 30.00, 33.33, 54.42, 53.52, 49.51, 59.11, 45.71, 51.75, 37, 39, 41, 62, 16, 64, 45.10, 32.74, 31.34, 32.73, 33.78, 30.97, 57.65, 49.78, 45.62, 45.91, 53.33, 49.12,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,28.95,65.48,14.29,20.00,15.22,44.44,19.77,56.92,36.73, 9.84,23.91,49.22,50.00,73.81,14.29,20.00,39.13,62.09,39.53,67.69,51.02,21.31,43.48,70.31,土　性　　雅　也,吉　川　　昭　男,淺　香　　文　武,東　口　　　　晃,吉　永　　浩　則,片　橋　　幸　貴,4340,3582,3712,4664,4047,4677, 4.92, 7.70, 3.43, 3.70, 4.26, 6.04, 4.36, 7.04, 5.38, 3.00, 4.43, 6.48
2019-05-10,宮　島,2,.24,,.28,.24,.23,,,.20,,.23,.18,.31,,,.23,.30,.22,,.39,.32,,.12,.23,.40,,.12,.10,,.32,,.28,.35,.26,,,.19,.20,.25,,.17,.24,,5,,3,2,6,,,4,,2,6,3,,,4,6,2,,6,4,,5,6,2,,5,1,,6,,6,6,6,,,3,2,6,,4,1,,5,,3,2,6,,,4,,2,6,3,,,4,6,2,,5,3,,4,6,2,,5,1,,6,,4,6,6,,,3,2,5,,4,1,,9,,1,5,3,,,7,,3,9,6,,,2,8,9,,4,8,,1,6,2,,2,7,,9,,2,6,9,,,2,9,7,,2,6,,３,,２,４,３,,,５,,６,６,６,,,５,４,３,,６,５,,４,６,５,,５,２,,５,,６,６,６,,,３,６,６,,３,３,,0.19,0.20,0.22,0.19,0.20,0.17, 62, 41, 65, 31, 71, 15, 32.14, 37.66, 38.31, 25.00, 31.76, 38.97, 48.57, 52.60, 55.19, 47.14, 58.78, 53.68, 68, 45, 72, 51, 39, 17, 21.10, 33.33, 32.47, 38.82, 23.15, 32.12, 37.61, 51.77, 47.40, 56.58, 40.74, 48.91,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,16.22,22.22,11.11, 0.00, 0.00,36.00,21.31,10.53,12.70,34.21, 0.00,24.05,35.14,22.22,29.63, 0.00, 0.00,44.00,32.79,21.05,30.16,46.05, 2.13,46.84,豊　田　　泰　洋,関　野　　　　龍,塚　本　　太二郎,岩　谷　　　　真,渡　辺　　空　依,北　川　　敏　弘,4429,4745,3281,3382,5031,3211, 4.19, 3.67, 3.41, 0.00, 0.00, 5.20, 4.02, 3.08, 3.44, 5.18, 1.45, 4.75
2019-05-10,徳　山,2,.13,.19,.17,.10,.04,.09,,.17,.24,.03,.21,.11,,,.15,.26,.10,.17,.11,,,.24,.21,.15,.14,.14,,,.13,.26,.13,,.24,,,.16,.17,.03,,.21,.19,,4,2,1,3,5,6,,2,5,1,4,5,,,1,2,4,5,2,,,1,4,3,6,2,,,3,1,4,,2,,,5,1,2,,3,4,,4,2,1,3,5,6,,2,5,1,4,3,,,1,2,4,5,2,,,1,5,3,6,2,,,3,1,4,,2,,,5,1,2,,3,4,,3,12,4,9,2,7,,4,12,1,7,8,,,1,7,8,12,7,,,2,9,7,12,6,,,3,10,5,,1,,,3,8,1,,1,5,,２,６,２,２,２,４,,５,３,１,２,６,,,１,４,５,６,３,,,１,３,５,４,５,,,４,１,４,,５,,,６,２,３,,４,６,,0.16,0.17,0.15,0.15,0.21,0.23, 66, 75, 74, 38, 61, 45, 29.70, 41.11, 48.54, 36.56, 27.06, 37.37, 49.50, 52.22, 56.31, 45.16, 38.82, 57.58, 17, 40, 54, 27, 43, 13,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00,43.86,16.67,38.89,23.40,21.05,45.05,39.84,45.54,54.03,35.56,29.82,91.67,57.89,66.67,55.56,42.55,31.58,63.06,56.10,63.37,67.74,57.78,42.98,吉　田　　一　郎,佐々木　　裕　美,福　田　　雅　一,船　岡　　洋一郎,長谷川　　　　巌,村　上　　奈　穂,3349,4045,3543,4398,3176,4844, 7.67, 6.04, 5.67, 6.28, 4.43, 4.32, 6.15, 5.69, 6.25, 6.85, 5.62, 4.76
2019-05-10,下　関,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,0.16,0.14,0.20,0.15,0.18, 31, 52, 59, 25, 30, 46, 39.39, 42.86, 20.59, 21.21, 25.00, 32.35, 51.52, 60.71, 50.00, 42.42, 43.75, 50.00, 16, 60, 61, 33, 12, 17, 42.86, 36.36, 18.18, 40.00, 28.57, 33.33, 57.14, 45.45, 36.36, 52.00, 50.00, 57.58,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,19.15,25.00,26.98,12.50,20.00,19.23,16.67,16.13,22.67,16.13,25.00,21.18,31.91,37.50,39.68,12.50,40.00,42.31,35.71,37.10,37.33,24.19,47.62,30.59,吉　岡　　　　誠,多羅尾　　達　之,榮　田　　将　彦,椎　原　　　　健,澤　　　　大　介,堤　　　　健　一,3567,3859,4007,4490,3852,3460, 3.94, 4.00, 4.73, 3.00, 4.07, 4.50, 4.21, 4.13, 4.23, 3.44, 4.90, 3.84
2019-05-10,若　松,2,.11,.20,.11,,,,,.13,.24,.19,,,,,.27,,.20,.13,,,,.18,,.29,.12,,,,.23,.19,.25,.25,,,,.11,,.13,.22,,,,6,3,4,,,,,4,6,1,,,,,5,,2,4,,,,2,,3,6,,,,4,3,2,1,,,,3,,5,4,,,,6,3,4,,,,,4,6,1,,,,,5,,2,4,,,,2,,3,6,,,,4,3,2,1,,,,3,,5,4,,,,5,10,8,,,,,3,8,4,,,,,1,,3,9,,,,6,,1,8,,,,4,12,5,12,,,,5,,1,10,,,,３,４,３,,,,,３,６,２,,,,,４,,５,６,,,,５,,４,５,,,,２,５,３,１,,,,４,,１,２,,,,0.15,0.17,0.20,0.20,0.18,0.19, 65, 61, 72, 32, 29, 45, 34.29, 31.84, 31.03, 28.09, 26.28, 39.67, 50.86, 51.40, 45.98, 47.75, 41.03, 59.78,  3, 36, 22, 40,  8, 54, 21.59, 34.74, 39.81, 33.70, 22.62, 32.97, 44.32, 47.37, 51.46, 55.43, 34.52, 50.55,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,22.22,20.00,10.00, 5.00,12.50,30.00,32.74,22.55,13.48, 5.13,43.94,29.03,30.56,30.00,30.00,25.00,37.50,50.00,53.10,37.25,26.97,15.38,65.15,47.58,山　本　　景士郎,村　田　　浩　司,中　村　　　　格,池　田　　奈津美,海　野　　ゆかり,阪　本　　勇　介,4564,4226,3879,4874,3618,4562, 4.19, 3.50, 4.00, 3.25, 6.25, 5.80, 5.34, 4.27, 3.87, 2.90, 6.44, 5.06
2019-05-10,唐　津,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.15,0.17,0.19,0.23,0.18, 90, 44, 43, 50, 76, 56, 33.33, 51.52, 44.44, 22.73, 30.77, 50.00, 50.00, 63.64, 61.11, 45.45, 46.15, 64.71, 26, 19, 12, 64, 27, 22, 42.21, 35.09, 44.79, 39.66, 25.68, 25.60, 62.99, 51.46, 61.96, 56.90, 43.72, 45.83,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,52.63,44.44,24.14,00.00,19.23, 3.66,57.60,45.76,28.13,36.36,17.82,17.44,78.95,77.78,41.38,00.00,30.77, 9.76,70.40,65.25,43.75,62.63,39.60,36.05,松　田　　竜　馬,森　野　　正　弘,川　崎　　公　靖,渡　辺　　　　豊,市　川　　美　宏,横　田　　貴　満,4336,4601,4271,3303,4229,4949, 6.74, 6.56, 4.24, 9.70, 4.08, 2.27, 6.79, 6.32, 4.95, 5.74, 4.34, 3.97
2019-05-10,大　村,2,.14,,.11,.27,.27,,,.16,.22,.04,,.19,,,.21,.31,.25,,.13,,,.11,,.08,.24,.03,,,.23,.16,.21,,.14,,,.40,.11,.17,,.11,.10,,2,,3,6,5,,,3,6,6,,4,,,5,4,4,,2,,,1,,3,6,4,,,5,2,6,,6,,,2,4,1,,3,5,,2,,3,6,5,,,3,4,6,,3,,,5,4,3,,2,,,1,,3,6,2,,,4,2,5,,6,,,2,4,1,,3,5,,3,,1,8,4,,,1,7,5,,6,,,3,10,2,,8,,,3,,5,10,9,,,2,7,7,,1,,,2,8,1,,1,6,,３,,５,４,３,,,６,６,６,,４,,,５,６,２,,２,,,１,,５,５,５,,,２,４,５,,５,,,４,６,２,,２,２,,0.17,0.15,0.19,0.17,0.15,0.15, 35, 24, 49, 33, 58, 74, 28.29, 34.00, 27.40, 27.78, 34.67, 43.72, 44.08, 48.00, 48.63, 45.68, 51.76, 56.28, 63, 30, 20, 51, 22, 37, 27.50, 15.91, 29.17, 31.82, 23.40, 26.19, 45.00, 27.27, 52.08, 45.45, 44.68, 40.48,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,14.29, 0.00,22.22,15.91,12.50, 9.42,19.05,19.54,41.49,17.95,15.49,19.35,23.81, 6.06,51.85,36.36,20.83,20.29,34.92,43.68,53.19,38.46,30.99,35.48,野　田　　貴　博,高　岡　　竜　也,富　永　　大　一,浦　田　　晃　嗣,宗　行　　治　哉,田　川　　大　貴,3365,4950,4555,4143,4991,4966, 3.57, 2.09, 5.19, 4.39, 3.21, 3.15, 4.19, 4.39, 5.50, 4.17, 3.86, 4.19
