date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-05-31,桐　生,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.18,0.16,0.15,0.15,0.16, 39, 63, 21, 61, 50, 12, 33.33, 27.64, 37.40, 31.97, 25.60, 34.92, 54.17, 50.41, 50.41, 49.18, 44.00, 56.35, 67, 13, 61, 63, 54, 74, 43.12, 32.11, 31.34, 29.03, 46.15, 45.45, 63.30, 50.46, 49.25, 47.31, 66.35, 60.61,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,50.00,41.46,70.00,66.19,55.10,66.67,40.76,53.85,56.25,63.38,52.43,65.16,70.00,63.41,85.00,87.05,83.67,88.89,60.51,67.83,72.50,80.28,70.87,76.13,羽　野　　直　也,高　野　　哲　史,秦　　　　英　悟,久　田　　敏　之,前　沢　　丈　史,馬　場　　貴　也,4831,4512,4427,4188,4366,4262, 6.90, 5.98, 7.55, 8.12, 7.55, 8.11, 6.53, 6.76, 7.01, 7.73, 6.85, 7.93
2019-05-31,戸　田,1,.15,,,,,,,,,.37,.13,,,,,,,,.35,,,,,,,,,.27,.26,,,,,,,,.27,.16,,,,,,,,.17,.29,,,,,,,,4,,,,,,,,,6,5,,,,,,,,2,,,,,,,,,6,3,,,,,,,,1,2,,,,,,,,2,1,,,,,,,,4,,,,,,,,,6,5,,,,,,,,2,,,,,,,,,6,3,,,,,,,,1,2,,,,,,,,2,1,,,,,,,,4,,,,,,,,,1,7,,,,,,,,1,,,,,,,,,2,9,,,,,,,,4,8,,,,,,,,2,6,,,,,,,,６,,,,,,,,,４,５,,,,,,,,落,,,,,,,,,６,６,,,,,,,,５,５,,,,,,,,４,６,,,,,,,,0.16,0.19,0.19,0.19,0.17,0.14, 22, 77, 24, 26, 75, 32, 35.89, 32.82, 33.65, 37.02, 33.50, 35.35, 50.24, 49.23, 48.08, 51.93, 51.72, 55.56, 52, 40, 15, 33, 39, 34, 34.74, 32.45, 37.77, 29.73, 40.19, 33.04, 53.52, 47.55, 55.32, 46.49, 56.94, 52.23,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,31.58,16.22,28.74, 0.00,21.05,31.78,21.11,12.28,29.59,17.76, 6.52, 0.00,42.11,32.43,48.28, 0.00,31.58,42.06,40.00,26.32,55.10,42.99,26.09,小　倉　　康　典,越　智　　照　浩,鈴　木　　秀　茉,関　根　　彰　人,岡　部　　　　浩,石　井　　孝　之,4203,4010,4840,4258,3361,4766, 0.00, 5.16, 3.51, 4.98, 0.00, 3.53, 4.58, 4.48, 3.14, 5.20, 4.55, 3.35
2019-05-31,江戸川,1,.16,,,,,,,,,.37,,,,,,,,,.14,,,,,,,,,.19,.19,,,,,,,,.14,,,,,,,,,.16,.20,,,,,,,,3,,,,,,,,,6,,,,,,,,,4,,,,,,,,,6,3,,,,,,,,1,,,,,,,,,6,6,,,,,,,,3,,,,,,,,,6,,,,,,,,,4,,,,,,,,,6,3,,,,,,,,1,,,,,,,,,6,6,,,,,,,,7,,,,,,,,,8,,,,,,,,,5,,,,,,,,,1,9,,,,,,,,4,,,,,,,,,2,7,,,,,,,,２,,,,,,,,,６,,,,,,,,,３,,,,,,,,,６,３,,,,,,,,５,,,,,,,,,６,６,,,,,,,,0.19,0.22,0.21,0.23,0.22,   -, 41, 59, 17, 62, 55, 52, 27.78, 35.29, 31.25, 31.25, 42.11, 30.77, 44.44, 47.06, 37.50, 50.00, 52.63, 53.85, 14, 27, 18, 62, 71, 52, 71.43, 37.50, 12.50, 46.67, 20.00, 33.33, 92.86, 50.00, 25.00, 66.67, 33.33, 40.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,10.00, 4.76, 0.00,26.32, 0.00,10.87, 8.70, 6.67,27.27,20.90, 0.00, 0.00,10.00, 9.52, 0.00,47.37, 0.00,15.22,13.04,16.67,40.91,29.85, 0.00,白　石　　佳　江,坂　本　　奈　央,梅　内　　夕貴奈,村　上　　奈　穂,黒　澤　　めぐみ,山　崎　　小葉音,4338,4510,4929,4844,4791,5069, 0.00, 2.60, 2.29, 0.00, 4.79, 0.00, 2.67, 2.96, 2.63, 4.55, 4.00, 1.15
2019-05-31,住之江,1,.17,.22,,,,,,,,.24,,,,,,,,,.22,,,,,,,,,.15,,,,,,,,,.24,,,,,,,,,.13,.16,,,,,,,,4,3,,,,,,,,6,,,,,,,,,5,,,,,,,,,5,,,,,,,,,4,,,,,,,,,3,2,,,,,,,,4,3,,,,,,,,5,,,,,,,,,5,,,,,,,,,5,,,,,,,,,4,,,,,,,,,3,2,,,,,,,,3,8,,,,,,,,6,,,,,,,,,3,,,,,,,,,10,,,,,,,,,4,,,,,,,,,1,5,,,,,,,,４,６,,,,,,,,６,,,,,,,,,５,,,,,,,,,５,,,,,,,,,４,,,,,,,,,３,３,,,,,,,,0.19,0.17,0.19,0.14,0.17,0.16, 72, 21, 37, 29, 11, 81, 37.50, 38.89, 61.11, 19.05, 22.50, 46.15, 62.50, 55.56, 72.22, 42.86, 40.00, 76.92, 27, 32, 11, 12, 66, 58, 48.84, 16.67, 33.33, 44.19, 47.73, 24.39, 60.47, 41.67, 47.22, 51.16, 63.64, 43.90,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,16.95, 0.00, 0.00, 0.00, 0.00,39.13,21.62,34.11,17.50,11.43,16.98,35.04,37.29, 0.00, 0.00, 0.00, 0.00,60.87,43.24,55.04,37.50,22.86,30.19,54.70,井　上　　尚　悟,北　川　　太　一,森　下　　　　勇,定　野　　久　恵,後　藤　　盛　也,和　田　　操　拓,4750,4718,3652,3298,4889,4649, 4.25, 0.00, 0.00, 0.00, 1.60, 5.43, 4.46, 5.34, 4.24, 3.60, 3.66, 5.60
2019-05-31,児　島,1,.12,,,,,,,,,.12,,,,,,,,,.11,,,,,,,,,.12,,,,,,,,,.15,.16,,,,,,,,.14,.08,,,,,,,,2,,,,,,,,,6,,,,,,,,,6,,,,,,,,,5,,,,,,,,,4,1,,,,,,,,3,2,,,,,,,,2,,,,,,,,,6,,,,,,,,,6,,,,,,,,,5,,,,,,,,,4,1,,,,,,,,3,2,,,,,,,,4,,,,,,,,,5,,,,,,,,,12,,,,,,,,,3,,,,,,,,,1,7,,,,,,,,4,10,,,,,,,,６,,,,,,,,,５,,,,,,,,,４,,,,,,,,,５,,,,,,,,,５,６,,,,,,,,４,２,,,,,,,,0.15,0.16,0.16,0.14,0.15,0.14, 20, 46, 71, 16, 18, 50, 28.57, 23.26, 27.50, 29.41, 28.79, 57.58, 47.62, 39.53, 55.00, 41.18, 42.42, 69.70, 68, 47, 15, 65, 41, 70, 37.50, 27.08, 39.60, 27.36, 50.53, 51.72, 63.54, 42.71, 57.43, 49.06, 63.16, 68.97,F0,F0,F0,F1,F1,F0,L0,L0,L0,L0,L0,L0,55.17,62.07,59.63,32.14,60.00,55.56,52.90,57.59,58.21,46.21,51.90,48.68,68.97,82.76,72.48,57.14,80.00,55.56,65.94,73.42,68.66,68.18,65.82,65.13,船　岡　　洋一郎,古　結　　　　宏,吉　田　　拡　郎,仲　谷　　颯　仁,石　橋　　道　友,上　野　　真之介,4398,4002,4166,4848,4096,4503, 6.41, 7.38, 7.22, 5.79, 7.10, 7.78, 6.73, 7.18, 7.20, 7.03, 6.78, 7.01
2019-05-31,宮　島,1,.19,.32,.13,,.27,.25,,,,.20,.08,.24,,.37,,,,,.06,,.16,.18,.03,,,,,.32,,.10,.15,.16,,,,,.17,,.17,.10,.13,,,,,.29,.22,.16,,.17,.28,,,,2,6,5,,1,2,,,,4,6,1,,4,,,,,5,,4,3,6,,,,,2,,5,4,1,,,,,5,,2,6,3,,,,,4,1,5,,3,2,,,,2,6,3,,1,2,,,,4,6,1,,3,,,,,5,,4,2,6,,,,,2,,5,4,1,,,,,5,,2,6,1,,,,,4,1,5,,3,2,,,,3,12,12,,5,10,,,,1,5,2,,4,,,,,9,,2,6,3,,,,,5,,4,10,8,,,,,2,,2,9,4,,,,,2,7,5,,2,6,,,,２,４,５,,１,５,,,,５,４,１,,４,,,,,３,,３,２,２,,,,,５,,３,２,１,,,,,２,,４,６,１,,,,,６,４,５,,４,５,,,,0.16,0.19,0.13,0.16,0.19,0.18, 32, 16, 37, 35, 17, 41, 41.67, 27.87, 29.01, 24.00, 30.57, 34.88, 58.97, 43.44, 48.15, 42.00, 45.86, 49.42, 44, 25, 50, 11, 54, 69, 34.34, 27.33, 45.22, 31.41, 27.86, 28.79, 51.20, 42.67, 63.06, 51.28, 42.14, 40.91,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,25.00,21.51,15.79,21.74, 0.00,16.67,43.67,17.17,21.74,29.76,22.95,25.84,42.86,38.71,26.32,43.48, 0.00,16.67,62.03,33.33,31.88,47.62,36.07,34.83,松　山　　将　吾,加　藤　　雅　之,山　下　　昂　大,小　池　　修　平,立　具　　敬　司,赤　池　　修　平,4828,3372,4842,4907,4865,4636, 4.75, 4.33, 3.53, 4.61, 0.00, 2.42, 6.22, 4.15, 3.74, 5.00, 4.03, 4.26
2019-05-31,徳　山,1,.17,.19,,,,,,,,.05,,,,,,,,,.12,,,,,,,,,.00,,,,,,,,,.18,,,,,,,,,.29,,,,,,,,,4,6,,,,,,,,6,,,,,,,,,2,,,,,,,,,2,,,,,,,,,4,,,,,,,,,6,,,,,,,,,3,6,,,,,,,,6,,,,,,,,,2,,,,,,,,,2,,,,,,,,,4,,,,,,,,,6,,,,,,,,,7,12,,,,,,,,4,,,,,,,,,6,,,,,,,,,11,,,,,,,,,3,,,,,,,,,3,,,,,,,,,１,４,,,,,,,,４,,,,,,,,,６,,,,,,,,,２,,,,,,,,,３,,,,,,,,,６,,,,,,,,,0.17,0.15,0.17,0.17,0.22,   -, 57, 31, 63, 64, 15, 28, 35.96, 30.91, 29.57, 36.84, 36.36, 42.34, 55.26, 48.18, 45.22, 58.77, 57.27, 53.15, 67, 53, 69, 31, 74, 11, 45.45, 30.00, 22.22, 20.00, 30.00, 11.11, 54.55, 55.00, 33.33, 60.00, 30.00, 22.22,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,35.82, 3.85,18.75,20.41, 0.00, 0.00,43.31,15.19,19.57,22.02,30.30, 5.26,53.73,15.38,37.50,34.69, 0.00, 0.00,66.88,37.97,29.35,35.78,45.45,10.53,岡　瀬　　正　人,秋　田　　健太郎,藤　井　　　　理,瀬　川　　公　則,後　藤　　隼　之,西　岡　　成　美,3746,3808,3846,4005,4676,5056, 5.93, 2.69, 4.18, 4.16, 0.00, 0.00, 6.28, 4.09, 4.02, 4.22, 4.78, 2.21
2019-05-31,下　関,1,.15,,.17,.15,.12,.13,,,,.19,,.25,.11,.24,,,,,.12,,.26,.19,.15,.19,,,,.11,,.24,.25,.12,,,,,.35,,.25,.21,.23,,,,,.18,,.15,.28,.28,,,,,6,,1,3,5,3,,,,6,,2,5,1,,,,,1,,6,3,2,5,,,,5,,3,6,2,,,,,6,,3,1,4,,,,,1,,4,5,3,,,,,6,,1,4,5,3,,,,6,,2,5,1,,,,,1,,6,3,2,5,,,,4,,3,5,2,,,,,6,,3,1,4,,,,,1,,4,5,3,,,,,8,,5,10,7,11,,,,4,,2,9,8,,,,,4,,7,11,1,10,,,,3,,2,10,6,,,,,2,,1,6,2,,,,,6,,2,8,4,,,,,３,,１,４,４,２,,,,６,,５,４,１,,,,,２,,４,５,４,６,,,,３,,６,５,６,,,,,５,,６,６,４,,,,,５,,１,３,６,,,,,0.18,0.18,0.17,0.20,0.16,0.21, 34, 24, 51, 43, 60, 38, 39.53, 36.96, 44.19, 44.44, 58.33, 38.64, 51.16, 50.00, 58.14, 60.00, 79.17, 59.09, 38, 24, 49, 62, 17, 39, 43.75, 23.26, 18.75, 64.44, 30.95, 52.27, 68.75, 39.53, 28.13, 80.00, 54.76, 63.64,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,31.58,20.00,34.29,19.44,33.33,22.22,34.88,26.32,23.85,17.58,17.78,17.28,52.63,30.00,45.71,41.67,44.44,22.22,58.14,38.95,36.70,26.37,26.67,40.74,河　合　　三　弘,松　下　　哲　也,泉　　　　啓　文,半　田　　尚　也,寺　本　　武　司,塚　田　　修　二,3690,4252,3775,4708,3571,3377, 5.32, 4.40, 4.89, 4.56, 4.89, 3.56, 5.41, 4.62, 4.17, 3.89, 3.56, 4.35
2019-05-31,唐　津,1,.18,,.14,.16,.13,.15,.21,.14,,.21,.18,.21,,.07,.13,.12,,,.28,.20,.12,,.06,.28,.12,,,.16,.33,.07,,.01,.12,.06,,,.25,.41,.14,,.15,,.18,.31,,.31,.34,.20,,.15,,.06,.19,,1,,2,3,4,5,3,2,,1,3,5,,4,6,5,,,4,1,2,,5,6,6,,,4,4,6,,5,1,3,,,4,1,5,,2,,3,6,,5,6,6,,6,,6,5,,1,,2,3,4,5,3,2,,1,3,5,,4,6,5,,,4,1,2,,5,6,6,,,4,3,6,,5,1,3,,,4,1,6,,2,,3,6,,5,4,6,,5,,6,4,,1,,7,12,7,11,4,9,,5,9,10,,4,10,10,,,3,8,6,,4,9,11,,,2,6,2,,1,8,12,,,1,6,3,,8,,1,5,,1,5,4,,3,,1,7,,１,,２,３,１,４,２,６,,１,２,６,,４,４,６,,,２,３,３,,３,６,５,,,６,１,３,,２,１,５,,,４,６,４,,６,,３,３,,６,６,６,,５,,６,４,,0.15,0.17,0.18,0.15,0.21,0.23, 44, 67, 73, 63, 41, 59, 50.00, 17.14, 41.67, 32.43, 27.91, 33.33, 65.91, 37.14, 52.78, 48.65, 41.86, 44.44, 13, 40, 41, 50, 36, 16, 31.67, 30.23, 32.97, 38.86, 26.74, 39.76, 48.89, 47.67, 51.89, 56.57, 41.71, 60.24,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.59,14.71,25.93,33.33,23.36, 0.00,42.86,23.44,23.36,34.07,21.93, 0.00,46.34,26.47,37.04,48.15,43.93, 0.00,53.25,35.16,39.25,52.75,40.35, 5.71,佐　藤　　大　佑,本　岡　　勝　利,大　町　　利　克,浜　崎　　準　也,中　島　　昂　章,大　賀　　龍之介,4610,4219,3948,4782,4661,5009, 5.59, 3.74, 4.78, 4.70, 4.61, 0.00, 5.61, 4.43, 4.43, 5.30, 4.79, 1.86
2019-05-31,桐　生,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.17,0.15,0.16,0.13, 42, 67, 28, 13, 58, 57, 40.16, 34.92, 29.41, 34.92, 31.40, 29.17, 60.63, 51.59, 44.54, 50.79, 46.28, 51.67, 15, 29, 52, 69, 46, 39, 33.65, 48.21, 29.52, 33.04, 29.09, 26.47, 52.88, 64.29, 41.90, 46.09, 44.55, 39.71,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,37.93,47.17,44.83,44.44,52.94,42.78,44.97,45.00,46.76,56.67,53.91,35.09,51.72,64.15,55.17,55.56,82.35,63.89,57.05,68.33,69.78,69.17,67.83,55.26,下　出　　卓　矢,金　子　　拓　矢,佐　藤　　大　介,桑　原　　　　悠,松　井　　　　繁,関　　　　浩　哉,4415,4305,3813,4497,3415,4851, 5.59, 6.49, 6.07, 6.67, 7.82, 6.01, 6.30, 6.33, 6.47, 7.38, 7.41, 6.14
