date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-27,戸　田,1,16.9,13.2,27.0,150.5,24.4,27.6,48.3,255.9,14.4,28.0,24.8,127.4,45.6,71.4,55.0,313.3,517.9,568.1,500.3,715.9,32.6,20.4,36.3,174.0,61.6,52.1,62.0,321.3,27.5,45.7,34.0,210.6,62.0,76.9,54.3,255.9,398.4,687.9,575.5,506.0,80.8,76.3,95.3,438.1,98.9,78.1,89.7,451.5,96.7,83.0,101.4,461.0,146.5,106.4,139.5,682.6,946.8,822.9,871.8,1143,25.3,56.8,40.5,200.1,35.3,56.2,42.2,207.6,101.2,82.9,104.4,409.5,51.7,49.0,94.8,189.7,553.8,465.9,607.3,470.9,122.1,175.0,113.6,530.4,123.5,132.4,95.4,369.9,209.1,162.7,192.2,759.1,113.7,92.6,167.0,423.3,830.7,693.3,946.8,667.1,391.3,1240,1334,1354,1467,1601,1174,880.5,1240,1143,1420,1693,1206,1060,1518,1240,1334,1294,1726,1420,trifecta
2019-11-27,多摩川,1,18.1,14.3,47.0,156.7,17.1,9.6,27.4,161.2,10.7,8.5,13.6,90.6,65.5,62.2,42.2,228.2,694.2,688.5,454.0,756.7,83.8,63.0,182.6,525.0,185.0,133.9,284.7,875.0,87.2,136.5,180.6,661.4,407.7,500.0,355.9,1292,1647,1584,1217,1750,91.1,45.2,85.9,677.4,222.8,178.7,321.8,1166,54.5,110.2,92.7,583.3,180.2,337.3,196.2,1473,2333,3500,1555,2709,20.4,17.2,20.3,144.0,46.8,74.4,73.1,248.5,37.9,74.6,69.8,435.2,31.4,50.9,56.1,132.0,482.7,600.0,688.5,415.8,298.9,230.7,150.5,800.0,488.3,717.9,446.8,2100,334.6,730.4,368.4,2048,150.2,306.5,278.1,626.8,2153,3500,4000,1500,2100,2625,1312,2153,3230,3230,2153,4200,2625,3111,2000,3652,1826,2270,1354,1787,2333,4200,5600,1866,trifecta
2019-11-27,蒲　郡,1,18.5,21.8,21.7,63.8,19.2,14.0,11.6,37.2,32.4,24.2,25.0,54.6,20.2,16.5,28.8,42.1,150.8,118.1,136.8,113.4,85.9,87.4,75.9,230.4,179.3,235.9,194.8,404.8,190.5,308.5,193.0,443.4,134.1,234.6,214.7,459.6,673.6,729.3,658.5,678.8,71.5,46.7,37.7,100.9,128.6,152.1,130.1,388.7,84.3,193.0,88.9,177.9,60.5,116.2,99.7,145.1,274.9,490.2,333.0,286.5,102.6,95.4,76.3,166.8,196.5,347.4,213.6,441.2,148.0,343.3,158.4,279.2,91.7,160.7,131.5,162.2,392.2,504.2,422.2,335.5,57.8,37.3,59.1,78.1,114.7,171.6,210.6,319.7,68.8,149.5,122.9,181.2,98.4,193.5,154.0,185.3,161.3,257.2,208.1,244.4,565.6,377.1,457.2,382.0,802.2,1050,840.4,774.0,507.1,1192,565.6,639.4,795.0,865.1,774.0,735.3,459.6,840.4,551.5,658.5,trifecta
2019-11-27,　津　,1,18.6,12.3,20.6,34.2,22.8,11.6,17.8,34.2,12.4,10.9,7.8,14.2,29.4,32.0,17.3,29.6,74.0,80.4,46.3,60.0,196.6,125.4,218.5,308.2,576.3,688.4,938.7,1392,259.2,737.5,527.2,769.6,688.4,1795,953.1,1529,1392,2950,1906,1877,211.8,92.2,134.6,229.0,541.1,638.7,1116,1318,167.4,579.0,359.1,440.9,300.0,1077,516.3,804.6,815.2,1492,924.7,1318,75.1,78.5,38.3,59.6,196.6,613.4,402.3,518.4,181.9,659.1,394.6,478.4,64.4,205.1,257.0,93.3,160.5,538.7,536.4,199.5,226.5,192.1,100.1,163.2,527.2,1568,750.9,1361,384.8,1966,831.6,1277,133.6,453.8,520.6,216.2,353.0,1277,1116,373.2,931.6,866.5,378.9,512.0,1290,3348,2950,3022,1180,3097,1475,1906,455.5,2031,1424,632.2,666.1,2881,1822,662.6,trifecta
2019-11-27,住之江,1,11.0,6.7,17.7,160.6,22.5,22.5,38.3,220.8,11.5,23.2,20.4,199.8,52.3,102.0,55.2,372.3,895.2,978.5,1001,576.4,31.2,14.3,29.7,278.6,82.0,92.5,170.7,642.4,24.8,63.5,36.5,370.7,92.0,182.5,72.9,772.0,1558,1957,1790,1790,135.0,117.8,177.1,623.3,199.4,155.5,298.4,1202,174.9,157.0,189.9,850.0,396.9,404.5,309.3,885.8,1314,2337,2404,1912,24.1,66.5,34.6,347.7,29.8,72.1,39.0,377.3,152.1,145.5,159.0,956.3,45.0,37.6,96.3,287.2,1314,2337,1202,1476,172.8,290.1,176.4,1152,174.2,362.7,153.2,1558,475.4,592.6,431.5,2157,129.0,121.6,303.8,744.7,2103,2550,2475,1870,2157,2475,2214,3658,3658,3236,2901,4007,2003,3116,2901,3236,1618,2629,3236,2337,3116,2157,3116,2629,trifecta
2019-11-27,尼　崎,1,15.6,22.9,32.8,139.9,12.9,8.0,7.2,65.4,30.2,18.3,30.6,125.8,50.7,20.0,38.6,166.3,401.1,234.4,409.9,443.9,74.2,101.5,125.0,471.8,99.6,179.0,171.6,750.2,202.2,319.2,279.9,781.4,267.9,357.2,392.7,1210,1875,1875,1172,1500,29.3,15.9,13.6,108.2,80.4,115.5,102.3,500.1,35.1,79.6,35.1,156.2,33.7,77.9,43.7,171.2,394.8,675.8,457.4,449.2,175.6,108.7,130.2,581.5,254.3,463.1,407.7,815.4,116.3,265.0,123.1,460.2,189.9,295.3,186.1,520.9,1027,1000,1190,987.1,258.7,106.2,222.6,1000,396.9,539.7,449.2,1744,128.6,369.5,207.8,974.3,312.5,468.8,288.5,842.9,1705,2679,1562,1013,1229,824.4,1471,1531,2143,1875,1500,3125,1103,2143,1339,1056,2206,1471,1974,1630,2273,3751,1562,1875,trifecta
2019-11-27,丸　亀,1,9.1,9.3,80.6,11.7,12.8,14.2,85.6,14.0,14.8,20.5,86.6,21.3,207.0,226.8,215.0,258.6,18.2,22.2,22.0,131.0,61.3,41.3,286.9,58.6,150.8,242.2,696.2,218.3,116.4,322.2,966.6,292.8,1005,1048,1777,1293,145.7,282.0,288.6,921.9,74.5,64.3,209.1,61.3,162.6,234.2,614.6,225.2,128.8,261.3,568.9,173.7,559.3,711.1,1082,881.1,113.5,247.0,173.1,544.0,54.9,82.1,181.6,63.1,97.3,251.4,448.5,203.6,149.0,268.3,507.9,197.5,259.9,391.9,538.2,502.8,122.3,217.8,223.7,541.1,642.3,535.3,490.4,726.7,976.1,1094,1144,1345,777.8,1443,1199,1605,599.8,995.6,1059,1094,1199,1310,1531,1363,91.4,105.3,92.6,408.0,161.8,318.1,283.6,966.6,159.0,385.9,254.6,985.8,154.6,297.2,280.4,816.1,1244,1486,1422,1580,trifecta
2019-11-27,児　島,1,9.3,15.0,17.1,40.8,9.4,7.1,10.8,26.0,22.2,13.1,24.9,29.8,36.3,25.3,31.1,51.0,103.6,76.0,68.0,108.8,77.9,109.6,121.8,240.1,174.3,579.7,514.7,932.5,351.6,523.1,794.4,824.9,296.5,549.9,510.7,869.5,1191,1649,1649,1608,60.1,42.4,54.7,110.5,150.3,315.4,371.9,498.8,83.4,257.3,196.7,206.2,156.9,351.6,265.9,385.3,409.8,794.4,480.2,748.2,112.6,74.3,124.2,113.0,255.3,483.8,540.7,480.2,156.9,363.5,363.5,293.8,215.2,363.5,385.3,302.1,218.1,420.5,399.6,440.7,241.9,161.6,224.9,466.2,440.7,691.9,766.0,1462,365.6,699.4,540.7,960.4,437.7,677.3,757.0,881.4,677.3,1608,1261,1054,723.0,514.7,434.7,748.2,1313,2797,1787,2573,846.6,2797,1128,1532,506.6,1072,1005,1398,974.9,1949,1739,1237,trifecta
2019-11-27,徳　山,1,8.7,9.1,9.4,50.9,12.4,11.1,9.4,45.2,17.0,18.0,12.9,46.9,14.7,14.1,13.5,31.4,160.9,153.6,140.9,104.7,137.9,142.6,151.7,450.7,362.3,843.4,703.4,1340,380.7,1018,645.5,1617,372.6,956.5,709.8,1388,1668,2905,2376,2571,203.4,210.8,129.6,603.3,418.3,917.4,901.5,1782,475.3,1170,817.0,1803,247.8,881.3,757.8,739.9,2011,3076,2905,962.4,166.3,221.5,127.0,330.2,404.3,1466,956.5,1413,528.2,1162,1128,1803,197.8,596.4,637.7,493.3,1097,1340,2490,1285,109.3,98.0,103.4,157.5,277.6,881.3,656.3,974.3,236.2,950.7,761.5,667.5,243.9,713.0,843.4,630.0,404.3,896.4,691.0,901.5,1235,1466,1059,847.9,1668,3735,3201,3137,2413,4357,3268,992.8,1845,2341,3486,2614,1089,2704,986.6,1890,trifecta
2019-11-27,下　関,1,7.8,6.5,15.3,6.0,14.4,25.2,43.7,24.5,14.4,36.4,51.0,24.6,45.2,83.5,72.7,44.5,14.2,43.6,36.3,44.4,51.9,37.2,79.5,37.8,209.5,480.6,630.8,362.6,174.5,618.0,644.2,249.2,388.2,729.6,818.4,480.6,122.8,401.0,417.6,369.2,175.5,276.5,371.5,221.8,292.5,388.2,946.3,566.0,611.7,877.7,1009,976.8,1009,992.8,976.8,1044,618.0,776.4,1187,1514,171.0,362.6,269.1,205.3,281.6,890.6,704.2,688.2,807.5,841.1,1636,1408,605.6,747.7,1236,651.2,435.7,841.1,1164,890.6,344.1,611.7,593.7,334.6,432.6,946.3,890.6,560.7,1211,1477,1892,1552,865.2,1236,1636,1062,455.3,688.2,1121,1121,99.2,317.0,232.9,285.6,161.9,696.1,696.1,658.3,576.8,992.8,1408,1477,535.9,1009,1376,1211,576.8,776.4,1552,1261,trifecta
