date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-13,戸　田,1,12.8,26.6,23.1,45.6,13.9,21.4,14.3,31.5,44.9,41.2,73.2,93.5,40.1,31.1,72.4,70.7,91.2,79.4,172.8,134.4,30.9,65.7,50.8,91.6,46.6,89.3,66.2,113.3,137.6,150.5,232.6,301.0,124.6,113.6,262.1,218.7,211.5,243.0,418.3,315.8,29.5,42.5,26.8,51.1,45.4,73.4,59.8,90.8,78.7,104.4,81.9,115.1,45.4,66.1,91.5,84.1,115.1,148.7,192.9,146.1,153.0,134.4,184.8,214.8,214.0,199.6,220.5,263.4,154.3,174.7,182.3,216.1,216.1,227.3,231.7,220.5,313.1,301.0,355.8,338.2,136.8,83.7,235.6,194.6,182.0,157.0,310.4,271.9,91.2,147.1,217.0,195.7,314.9,335.1,284.6,339.3,293.0,297.0,276.0,364.1,369.0,284.6,567.8,468.3,452.8,493.6,676.5,550.7,317.6,505.0,526.9,436.6,702.5,707.0,633.5,676.5,468.3,458.5,416.7,637.1,trifecta
2019-11-13,江戸川,1,44.6,35.9,66.4,59.7,61.6,63.3,81.4,90.9,38.4,64.9,50.5,47.6,111.3,122.7,86.0,97.7,105.8,131.6,89.3,121.9,75.9,49.7,101.9,77.7,117.9,75.6,137.0,122.9,46.7,60.8,42.8,31.6,156.1,182.8,81.8,100.9,128.7,146.8,61.8,116.9,142.1,136.7,169.2,173.1,162.7,107.9,182.8,161.1,149.5,109.4,129.3,122.5,261.1,232.7,180.7,245.0,258.1,230.7,180.1,260.5,50.6,98.8,49.1,43.3,48.9,68.8,36.2,26.7,137.8,100.8,115.6,97.1,49.5,43.5,79.6,22.8,45.7,30.3,73.1,25.1,214.7,245.5,136.8,137.8,291.3,347.9,153.7,203.3,318.0,371.2,290.5,324.5,127.8,127.8,170.5,63.7,162.2,178.7,199.2,79.2,176.1,222.4,155.2,169.2,191.7,245.5,101.4,192.0,303.2,294.4,233.1,300.8,132.4,84.8,185.9,83.6,189.4,208.6,245.0,98.4,trifecta
2019-11-13,蒲　郡,1,25.9,50.6,24.1,51.5,28.5,44.1,17.9,51.6,87.7,73.9,68.3,115.1,20.5,16.8,43.0,22.6,59.0,59.6,103.9,40.8,70.2,122.6,64.4,126.8,100.4,105.6,80.5,158.7,255.4,184.1,222.9,329.6,105.1,101.5,217.1,149.2,263.0,300.8,430.2,206.1,92.9,124.8,51.7,117.7,120.3,128.2,92.4,183.2,220.9,195.4,138.9,264.7,64.6,90.1,117.6,97.4,271.1,324.3,426.6,191.7,271.4,249.4,142.1,265.1,358.7,325.9,201.4,386.8,355.6,315.3,211.0,365.8,138.3,176.1,184.1,160.6,445.3,496.5,531.6,271.4,31.7,25.5,51.1,27.7,65.0,60.0,130.2,77.4,44.3,60.3,85.2,61.9,117.4,160.9,115.7,117.7,48.8,77.3,71.1,108.1,213.7,229.9,391.2,112.7,318.7,358.1,496.5,233.9,390.5,443.3,520.6,258.0,632.6,624.8,626.7,526.0,129.5,188.2,198.1,345.3,trifecta
2019-11-13,三　国,1,5.2,4.8,19.9,8.7,12.9,19.9,60.3,31.8,12.3,26.0,59.3,27.3,74.6,126.0,140.4,155.1,24.7,57.1,46.6,113.5,24.7,24.2,57.9,37.3,121.8,209.4,483.0,310.9,106.0,254.2,458.5,245.6,340.9,796.2,867.7,805.0,170.4,464.4,355.1,703.4,151.5,248.5,447.2,330.0,214.3,470.4,857.4,658.6,501.4,638.3,1282,862.5,979.1,1197,1393,2041,878.2,1057,1558,2229,115.0,303.7,389.5,210.9,194.7,540.7,739.3,424.9,568.2,706.8,1106,1042,724.5,1123,1725,1027,390.5,512.0,923.0,999.3,512.0,1035,1035,1097,652.7,1541,1745,1541,1509,2041,2898,2957,1725,1985,3083,2498,1525,1628,2786,3293,230.7,731.8,483.0,872.9,301.2,1132,872.9,1610,1159,1685,2195,3018,805.0,1073,2100,2415,1610,2300,3450,3018,trifecta
2019-11-13,児　島,1,6.2,8.0,11.3,107.4,7.2,8.3,9.1,76.3,16.6,16.3,20.3,153.1,24.6,20.4,28.7,115.0,228.0,261.1,301.1,279.7,63.4,75.9,78.7,383.8,183.5,353.6,324.4,1066,287.4,528.9,469.7,414.1,304.1,353.6,487.9,1258,983.5,1748,1907,1851,91.7,95.5,87.9,319.5,191.3,383.8,322.8,953.7,250.7,452.8,414.1,1368,190.1,266.7,419.6,796.8,968.4,1701,2098,1498,149.8,168.3,157.3,662.6,286.1,557.0,515.9,1085,331.3,542.6,456.1,1430,260.1,419.6,484.2,925.7,1258,1124,1573,1798,222.4,189.6,319.5,542.6,425.3,577.5,828.2,1398,322.8,611.1,655.7,1234,379.2,582.8,786.8,1748,874.2,1851,1967,2517,807.0,912.3,1049,850.6,1463,1851,2622,2736,1339,2421,2098,1907,1907,2861,2997,2030,1104,2170,1907,2861,trifecta
2019-11-13,下　関,1,8.9,8.6,17.9,94.9,11.2,6.9,12.5,82.3,10.9,8.9,14.0,64.9,38.9,33.5,32.6,122.1,242.2,248.0,260.3,284.5,127.6,110.7,185.3,489.4,336.7,587.3,520.6,1595,264.0,467.6,560.4,1439,506.3,815.7,627.4,1707,1079,1835,1835,1334,162.7,89.3,135.2,324.8,356.3,378.4,573.5,1668,152.6,368.9,311.0,853.6,330.6,573.5,464.6,1265,1334,1835,1790,1631,52.1,55.1,46.1,136.7,118.0,309.7,215.2,453.1,136.4,343.0,243.9,573.5,63.6,127.6,163.1,149.8,380.3,661.3,622.1,354.6,198.9,265.0,155.2,447.6,442.2,834.2,528.1,1147,429.3,884.5,632.8,1468,139.8,316.4,386.3,410.1,824.8,1095,1287,649.6,1184,1562,1129,1468,1835,3191,2936,2447,2719,3495,3058,2368,1359,2719,2719,1095,1595,1529,1668,917.6,trifecta
2019-11-13,若　松,1,12.2,19.2,53.8,205.8,10.1,9.0,28.5,115.0,24.1,17.9,78.6,247.3,107.7,98.4,176.8,435.4,492.4,548.8,666.9,823.2,34.2,48.4,105.1,379.0,50.9,66.2,110.4,516.5,88.1,94.9,188.1,650.5,202.6,180.4,301.0,994.1,1549,1351,1053,1197,16.4,12.9,34.5,174.4,36.4,30.0,81.4,331.3,20.5,27.8,38.0,135.1,93.2,97.2,94.2,379.0,506.6,521.6,483.3,731.8,69.5,42.9,130.1,399.1,98.4,99.2,205.8,414.8,42.1,66.6,84.1,235.2,167.2,178.6,158.2,351.2,554.6,554.6,487.8,731.8,311.7,292.7,411.6,560.5,337.7,292.7,435.4,1013,309.9,376.3,360.8,1121,446.5,424.9,399.1,598.7,1121,1463,1549,1145,1197,1386,1225,1317,2395,1549,1505,2395,1699,1756,1145,2395,2026,1951,1463,1549,1386,1254,1505,1424,trifecta
2019-11-13,芦　屋,1,2.4,11.0,14.6,27.6,5.0,21.6,22.9,49.3,49.6,66.1,135.0,208.6,68.1,91.9,187.3,251.9,140.2,214.5,363.7,392.0,13.5,51.8,57.9,77.1,40.8,161.7,165.9,217.0,275.4,425.9,607.6,779.5,274.3,422.4,816.5,939.0,416.5,670.7,1201,1201,37.2,119.0,141.4,209.3,67.1,274.7,234.7,289.7,339.7,524.3,664.2,846.6,427.7,515.1,620.4,1128,810.1,943.3,1666,1895,315.8,373.5,626.0,947.6,497.8,819.8,1007,1434,538.0,1076,1519,1967,690.9,1022,1173,1070,1415,1666,1878,1601,387.6,555.3,868.0,879.1,572.2,926.4,1519,1796,823.0,1116,2045,2519,1122,1486,1652,1652,1812,1930,2648,2005,791.5,1267,1666,1986,1104,1780,2489,2582,1721,2025,2347,3083,2295,2869,2830,2197,2718,3038,2951,2459,trifecta
2019-11-13,福　岡,1,7.3,13.8,9.8,23.0,9.8,16.1,11.4,23.6,25.2,28.7,39.9,45.0,19.6,22.0,52.6,39.5,67.8,71.8,102.3,79.7,38.4,71.3,47.6,89.9,96.2,254.1,169.4,269.8,240.9,385.6,386.2,440.9,145.6,257.8,478.8,371.9,343.5,484.2,744.9,539.1,66.5,87.1,62.6,99.6,123.0,295.7,234.2,265.4,261.2,384.5,402.8,387.3,168.3,271.2,477.1,287.9,316.9,515.7,625.5,492.4,212.9,253.8,244.5,249.4,379.4,595.6,601.0,574.6,414.3,647.2,675.6,587.5,376.2,558.7,773.5,485.1,473.6,726.3,789.9,661.9,105.3,115.1,255.0,157.2,194.4,325.6,642.4,436.5,251.4,419.7,835.3,445.4,489.6,720.3,940.5,621.0,337.8,531.4,603.8,753.5,396.1,471.1,516.7,471.9,577.2,979.3,1122,1216,751.3,1045,1275,1080,865.8,1136,1398,1199,583.6,1033,997.9,1162,trifecta
2019-11-13,戸　田,2,43.0,15.7,51.2,84.8,74.5,51.1,105.6,202.2,14.1,33.1,32.9,52.1,119.6,202.5,93.1,241.7,273.5,426.8,187.5,485.4,57.1,19.1,44.9,69.0,113.0,76.8,143.5,204.4,18.7,43.4,27.4,34.7,105.0,171.1,59.5,142.1,195.6,351.3,118.0,224.3,231.6,156.6,287.7,406.3,280.7,164.3,332.0,491.0,151.9,147.5,225.9,295.7,426.8,429.6,346.5,775.5,698.8,915.0,785.1,985.9,15.4,45.8,29.0,42.1,17.2,39.2,23.7,29.8,92.2,74.3,110.6,145.5,40.8,33.8,87.7,47.6,85.4,58.2,169.5,73.4,316.3,471.0,198.4,550.5,384.2,545.8,179.6,351.3,683.7,611.4,519.1,993.6,164.1,139.3,329.4,239.0,883.2,387.7,877.1,381.9,680.1,908.4,432.6,1222,698.8,1397,295.0,632.7,770.8,1609,1051,1532,398.7,274.7,1051,485.4,1353,565.2,1630,557.8,trifecta
