date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-10,桐　生,1,29.6,19.5,20.7,206.3,47.1,43.0,42.1,250.3,18.8,34.7,16.1,177.9,26.1,44.9,24.1,238.6,674.6,583.7,629.3,695.4,79.9,48.1,46.6,456.1,144.0,115.4,104.8,574.7,62.5,88.0,42.2,408.1,68.9,106.7,54.5,592.9,1357,1005,1543,1173,123.3,104.3,118.4,822.3,148.4,135.5,112.6,632.9,115.6,127.1,90.4,756.1,183.1,129.7,120.3,1093,1846,1325,1280,1733,25.7,48.0,19.2,210.9,40.4,53.8,20.5,273.4,88.5,71.4,48.6,405.2,22.8,17.1,35.2,161.4,516.7,557.7,629.3,399.5,62.0,120.8,57.4,471.3,83.2,124.7,62.9,776.9,212.5,169.4,157.1,1390,54.1,46.3,99.3,326.5,962.9,1104,1390,996.9,1656,2299,1238,1846,2449,2397,1942,2503,1173,2620,1817,2682,1482,1846,1877,1444,1942,2347,2299,1846,trifecta
2019-11-10,江戸川,1,24.5,10.9,25.7,11.8,51.6,54.8,73.5,49.4,17.3,55.2,31.2,15.8,47.4,99.8,59.6,35.5,23.8,58.0,23.1,33.1,55.4,29.3,54.7,26.4,128.3,203.7,269.4,159.4,64.8,184.7,137.5,80.5,130.1,341.4,199.4,161.8,75.6,192.9,114.8,159.8,131.7,160.6,197.0,122.8,181.1,327.7,296.4,240.6,246.0,352.5,318.1,277.5,316.5,410.1,582.2,440.6,234.5,291.1,376.9,490.3,60.9,159.8,71.1,51.5,96.3,348.7,155.6,116.6,247.9,400.0,381.3,385.8,101.5,159.8,412.7,103.8,80.2,114.4,318.1,121.6,151.3,366.3,163.4,131.7,232.9,658.7,345.0,284.7,609.4,716.6,893.3,758.3,198.8,332.7,795.2,177.6,186.3,282.3,592.8,235.4,81.1,229.6,82.7,126.6,129.1,345.0,235.4,307.6,429.0,423.4,572.0,701.2,135.2,205.7,472.5,218.1,241.5,354.4,645.6,262.9,trifecta
2019-11-10,平和島,1,18.4,44.5,8.8,124.4,24.8,40.5,18.2,140.0,87.4,89.9,64.5,295.5,10.1,18.7,42.9,116.7,272.3,472.8,437.7,324.7,41.3,78.0,19.6,147.7,81.7,176.4,56.3,451.1,196.3,259.2,105.1,656.6,24.9,40.3,72.0,261.5,585.1,1284,603.0,664.0,61.9,109.4,41.7,295.5,88.7,193.1,65.8,404.7,169.8,213.3,112.1,469.0,45.3,51.8,91.4,234.5,809.5,469.0,720.7,447.7,221.3,214.9,142.0,465.3,286.8,353.8,143.0,484.4,271.1,351.7,178.5,552.3,125.2,107.8,181.2,303.0,895.4,968.8,480.4,729.6,20.0,33.9,78.1,173.8,25.1,41.9,77.9,234.5,52.2,61.1,126.8,298.4,114.5,97.5,172.8,349.7,332.0,404.7,562.8,527.6,703.5,1374,985.0,720.7,895.4,1641,1846,1231,1906,552.3,1477,1206,1231,1790,2188,1158,1018,1036,1231,1036,trifecta
2019-11-10,蒲　郡,1,10.9,14.8,19.6,46.7,9.6,8.0,10.0,25.6,21.5,15.0,23.8,47.0,33.9,23.9,38.7,57.1,145.6,106.3,164.1,138.1,60.1,84.4,108.3,188.6,128.1,235.9,280.8,438.6,241.0,332.4,487.2,660.1,365.2,501.3,644.7,815.4,885.7,956.0,1174,1216,34.7,27.3,30.7,61.0,102.0,139.0,175.3,285.2,69.2,134.2,98.5,156.3,93.8,198.8,141.6,204.9,306.6,508.7,417.5,377.2,176.8,117.3,173.8,268.6,364.8,465.1,557.8,776.6,158.7,385.6,249.9,402.3,310.8,513.4,387.7,547.9,785.4,983.1,710.8,990.1,224.4,147.5,272.3,272.8,504.0,709.0,1046,943.0,241.9,666.4,497.7,647.7,481.3,855.7,649.2,813.0,698.3,1436,1145,1540,1078,723.8,1352,840.1,1621,1777,1800,2291,1008,1873,1800,1414,2023,2640,2310,2691,990.1,2217,1515,2745,trifecta
2019-11-10,常　滑,1,10.1,26.2,12.7,45.6,10.5,21.0,7.7,33.7,46.3,45.7,41.8,116.7,16.1,10.3,28.2,31.2,131.2,90.8,211.9,87.8,61.3,111.7,56.4,129.4,113.1,433.9,185.3,519.4,247.5,658.6,439.0,819.6,115.6,210.7,241.0,281.5,534.5,433.9,878.1,550.5,82.3,105.9,33.7,116.7,132.2,485.3,203.7,455.3,277.3,526.9,279.4,466.8,64.0,181.6,204.9,149.9,323.5,576.3,614.7,302.3,267.2,302.3,179.0,376.3,392.3,752.7,567.4,567.4,409.8,857.7,400.9,585.4,152.4,302.3,307.3,197.2,542.4,635.9,1024,439.0,71.4,33.4,104.4,81.4,153.6,281.5,444.3,312.5,68.0,239.5,299.8,199.3,201.5,405.3,380.2,233.4,157.6,317.9,271.2,380.2,614.7,594.9,899.6,368.8,723.2,1603,1271,922.1,604.6,1603,1603,368.8,1117,1418,1603,801.8,323.5,670.6,472.8,658.6,trifecta
2019-11-10,　津　,1,5.2,8.0,5.7,60.3,10.7,14.8,11.2,47.5,15.6,23.0,17.9,112.3,12.3,18.2,20.8,76.8,244.4,287.1,331.6,240.2,93.0,118.1,108.5,403.6,308.4,821.3,751.4,2435,291.8,654.0,840.9,2825,298.0,1070,1139,1642,793.6,3924,5045,3210,174.8,207.7,157.3,619.6,222.8,894.1,630.7,1722,464.7,941.8,706.3,1217,346.2,802.7,759.5,1261,1962,1811,2278,2825,226.4,299.3,200.6,776.2,428.1,1308,905.6,954.5,551.8,699.3,917.3,1722,253.1,619.6,679.2,811.9,1642,1909,811.9,2077,121.5,155.2,180.6,334.7,287.1,905.6,1070,2140,441.4,1308,1239,1811,337.9,666.4,994.9,1103,1103,2077,2616,2616,1962,2140,2716,1962,2943,7848,7848,5886,3210,7063,3363,4709,4155,8829,3531,1197,2435,3363,3924,3924,trifecta
2019-11-10,三　国,1,20.8,17.0,71.1,209.8,21.6,11.9,51.3,176.6,15.2,12.1,27.1,98.1,153.8,142.6,91.8,405.6,582.5,657.1,497.8,797.5,47.7,49.2,161.7,273.3,82.3,61.6,215.6,533.4,74.6,70.1,156.3,433.4,415.9,457.6,338.7,1453,1073,1346,1148,1979,39.0,20.8,80.2,324.0,67.2,45.5,166.4,442.8,24.1,33.0,44.6,162.0,180.9,237.0,122.9,717.4,1001,782.3,613.0,1140,23.7,18.5,30.4,109.0,45.0,47.6,79.9,231.0,24.4,34.8,44.7,135.7,42.0,62.2,59.7,126.9,255.1,311.1,262.0,300.3,430.0,371.6,204.3,928.1,654.5,705.1,452.5,1642,488.9,617.6,263.7,1416,175.7,266.2,211.1,493.3,1392,1626,1610,1039,1610,1866,1208,2003,2416,1845,1535,1626,2381,1766,1102,2784,1173,1480,1039,1208,2003,2220,2161,1303,trifecta
2019-11-10,びわこ,1,9.6,11.4,20.4,53.3,15.5,9.4,14.8,37.5,11.0,10.1,9.4,23.6,29.4,27.1,24.1,54.2,122.9,91.0,73.6,118.8,153.2,116.4,220.6,383.0,347.8,497.3,994.6,1232,210.7,555.8,776.6,1090,616.2,1532,1157,1349,944.9,2267,1382,2577,153.6,76.8,119.6,320.3,365.7,515.4,977.5,1232,130.9,436.1,337.4,449.9,293.7,708.6,520.1,809.9,960.9,1049,745.9,1417,73.0,60.6,52.4,96.0,159.7,407.8,277.9,472.4,130.6,442.9,308.1,375.4,82.6,246.5,269.9,159.7,213.9,413.8,520.1,322.1,258.8,198.2,146.1,244.3,506.2,1491,929.4,1349,375.4,1771,717.6,1111,168.2,493.0,534.8,341.5,510.7,1259,1417,726.8,944.9,833.7,578.5,859.0,1667,691.4,1417,3779,1453,2834,1491,766.1,584.4,1718,1349,1012,1133,2465,1955,1232,trifecta
2019-11-10,鳴　門,1,47.6,67.2,123.1,113.6,43.8,7.4,12.0,18.2,39.1,7.7,8.4,13.3,138.5,28.2,20.0,41.7,73.7,21.2,18.4,31.8,411.5,474.6,837.0,692.0,641.8,1179,1423,1588,866.3,1588,1935,1876,1720,1876,1848,2580,1096,2064,2252,2752,263.5,69.7,109.2,124.7,499.5,755.3,999.0,1126,90.9,469.2,138.1,202.0,224.0,673.2,225.2,543.3,221.2,897.6,335.7,565.6,218.8,58.0,54.2,65.9,711.9,1251,1277,1376,83.1,550.5,148.5,217.3,96.4,568.2,176.9,199.1,122.1,720.2,213.9,257.0,746.2,269.8,186.8,297.0,1049,2337,2337,2880,411.5,1795,434.6,1277,222.4,1391,380.0,531.6,533.9,2030,1290,884.8,134.2,52.4,42.5,83.8,509.7,860.2,917.6,1440,152.7,648.5,206.8,503.5,117.8,545.7,190.5,286.0,367.6,1361,804.4,536.2,trifecta
2019-11-10,宮　島,1,6.4,6.1,20.3,21.3,10.0,9.2,25.8,22.0,11.0,13.9,27.8,18.8,64.4,67.6,66.2,96.2,68.3,62.9,51.4,123.6,94.3,58.5,205.9,210.9,266.4,469.9,923.0,1013,116.1,423.6,738.4,728.0,506.7,1615,1174,2067,574.3,1435,1260,1230,129.8,90.0,203.5,191.4,258.4,344.5,975.2,549.8,191.4,374.5,601.0,234.9,492.2,760.1,749.1,1260,522.1,1148,738.4,1914,85.5,131.5,133.5,97.5,160.5,522.1,506.7,449.4,226.7,555.7,630.3,356.4,199.5,416.8,749.1,311.3,200.3,434.3,497.0,497.0,487.6,361.4,371.8,615.3,630.3,1325,939.8,1615,453.4,2584,1914,2153,361.4,939.8,1566,680.1,861.4,1033,2461,1099,445.5,430.7,285.5,795.2,662.6,3692,1360,2584,906.8,1988,1123,3445,325.0,923.0,1099,1325,1123,2349,2247,1566,trifecta
