date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-25,多摩川,1,29.7,16.5,77.6,45.1,34.8,14.8,56.5,36.0,11.7,8.5,18.7,8.2,149.9,122.5,81.4,139.5,79.0,64.5,32.9,135.9,163.1,113.3,319.4,266.0,361.7,422.0,899.5,768.1,158.2,409.3,529.9,402.1,899.5,911.5,854.6,1243,768.1,1667,776.9,1519,274.5,96.2,251.3,218.4,395.1,468.2,785.8,876.5,103.5,397.4,322.4,143.9,458.8,949.5,615.9,1085,406.9,1158,357.9,1199,30.1,20.4,27.2,13.2,90.7,238.2,219.8,150.9,54.3,205.3,160.8,69.2,47.5,120.1,145.7,50.4,27.8,94.1,60.6,53.7,605.0,484.8,281.3,657.3,719.6,1486,976.7,1519,633.0,1667,876.5,2205,218.4,743.1,683.6,345.2,1158,1486,1953,555.8,488.3,429.9,150.5,776.9,1020,1314,1005,2205,348.8,1243,468.2,2972,147.0,574.5,333.5,429.9,1314,1847,2734,610.4,trifecta
2019-11-25,浜名湖,1,19.5,15.0,36.7,57.1,26.0,17.3,35.3,47.2,16.3,16.2,21.1,26.5,62.3,65.8,47.3,89.1,122.7,114.3,85.9,163.2,89.6,57.0,100.0,122.9,167.6,218.1,342.4,349.3,82.4,193.9,128.7,124.0,219.1,368.3,226.5,293.2,318.8,600.5,241.5,413.5,84.4,42.3,81.5,85.4,160.2,191.4,292.2,297.2,48.6,131.6,68.9,73.9,151.6,281.0,140.9,202.9,219.7,415.5,193.9,310.9,40.8,38.5,35.6,43.5,66.8,136.5,97.0,106.4,51.9,115.6,68.1,78.6,47.6,79.6,80.8,51.3,86.3,126.3,124.8,87.8,210.2,215.4,134.2,233.1,298.2,518.8,283.7,398.5,240.2,509.7,257.8,495.3,134.4,215.9,208.2,143.0,366.8,413.5,573.0,244.9,386.2,387.9,238.9,466.3,592.4,1082,377.9,613.1,544.5,1069,521.8,1069,250.5,318.8,454.2,273.1,762.4,730.6,1069,330.8,trifecta
2019-11-25,蒲　郡,1,13.9,11.9,74.3,26.7,17.6,12.7,74.2,22.8,11.8,12.7,50.0,12.7,174.0,192.7,154.4,164.9,40.8,44.4,29.9,118.3,45.0,40.2,172.9,74.7,105.0,141.5,384.8,203.3,88.3,155.3,360.8,149.9,442.1,787.2,593.7,787.2,226.3,362.0,241.0,769.7,88.5,62.2,243.9,96.2,155.3,212.5,432.9,315.8,111.8,197.1,567.8,178.2,527.4,747.5,944.6,962.1,209.5,364.6,249.1,936.1,34.6,43.7,86.0,29.9,73.2,153.0,235.6,108.1,97.7,181.9,387.7,151.4,168.4,265.7,345.2,176.1,42.7,66.7,112.3,113.8,490.1,445.9,432.9,580.5,851.7,1082,1141,1528,674.7,1282,1267,1761,499.5,1129,1129,499.5,775.4,1623,1761,604.1,163.3,184.5,105.2,354.6,266.4,504.4,293.5,903.6,281.6,499.5,321.7,1008,108.8,183.9,260.4,288.6,524.8,962.1,1105,419.0,trifecta
2019-11-25,常　滑,1,16.8,17.4,70.5,85.3,14.7,7.5,23.0,34.7,17.3,10.4,24.9,31.1,130.0,78.5,74.3,178.5,198.1,120.4,107.5,232.8,77.0,87.4,209.3,246.6,146.9,150.3,336.2,380.4,158.1,194.1,343.2,384.8,516.1,459.2,599.8,993.8,765.3,739.8,559.5,1148,50.3,20.5,49.2,63.2,122.1,124.6,224.1,317.0,30.4,88.1,57.4,69.0,160.4,297.2,154.1,391.6,188.6,416.1,175.2,367.8,59.5,28.4,46.7,57.0,108.2,147.9,192.4,214.7,36.9,116.4,74.8,84.6,80.1,178.5,116.4,111.5,109.3,213.4,147.3,143.5,459.2,288.2,276.2,486.0,646.4,554.8,700.9,1073,326.4,599.8,369.9,1040,247.5,493.2,265.2,389.3,665.8,1056,1109,672.5,1008,532.6,486.0,1056,1387,1479,1387,1548,599.8,1447,554.8,1548,449.9,965.0,520.2,774.2,1210,1958,2017,1280,trifecta
2019-11-25,　津　,1,23.2,19.5,55.7,44.7,22.8,8.6,27.9,16.3,17.6,7.9,15.6,8.6,102.3,64.3,44.1,50.4,58.3,28.3,19.4,46.2,197.7,160.6,349.9,299.7,595.1,651.8,1207,1052,349.9,688.2,1109,684.3,1119,1710,1324,1735,892.6,1664,985.5,1502,294.7,107.9,199.6,160.8,562.5,595.1,1339,821.2,163.3,481.2,456.2,325.9,463.1,1244,805.1,954.9,342.1,1324,562.5,1018,75.5,47.6,42.7,29.3,213.5,528.7,416.1,259.3,118.7,459.6,283.8,178.0,74.3,202.6,214.6,82.7,49.5,181.9,139.0,87.7,483.1,377.8,223.9,282.5,1244,2799,1502,1415,724.6,2324,1130,1599,214.2,680.6,651.8,275.5,461.3,1353,1466,515.4,274.9,158.5,91.5,180.8,669.5,1502,815.8,1466,341.2,1324,595.1,1001,121.6,502.8,401.2,313.4,419.0,1399,1130,515.4,trifecta
2019-11-25,三　国,1,4.2,5.4,114.5,24.1,6.3,8.2,113.5,23.8,9.5,13.3,168.7,32.4,307.7,255.5,511.0,515.8,71.9,70.1,87.9,475.1,33.6,48.7,371.0,165.6,81.2,185.5,773.8,455.1,152.5,240.7,1083,525.9,1062,2083,2083,1022,531.0,752.3,820.7,1867,52.4,65.2,282.1,192.0,89.8,182.3,796.5,547.1,155.2,279.2,1083,459.0,652.6,1547,1593,2462,488.0,902.8,601.8,2006,115.7,126.2,552.7,214.1,214.1,479.3,1354,595.2,196.2,381.4,1177,552.7,1041,1934,1354,1464,345.0,694.4,629.8,1128,873.6,564.2,1259,2355,1321,2355,1231,3186,820.7,2708,3009,3611,1692,3009,2850,4166,2257,4166,4166,4166,541.6,541.6,677.1,2579,773.8,1354,1805,3869,547.1,967.2,1128,2850,902.8,1354,1259,3186,3009,3869,2708,3186,trifecta
2019-11-25,住之江,1,14.6,23.9,28.7,175.0,12.2,11.8,9.7,161.9,44.8,28.6,49.8,379.8,57.2,30.9,70.0,500.2,842.5,757.1,926.1,1218,39.0,74.3,78.1,495.8,62.8,95.6,72.4,663.0,163.8,158.9,225.0,941.6,196.2,139.9,271.3,1334,1350,1672,1556,1750,22.8,16.1,12.5,161.0,45.7,55.0,42.6,411.9,33.2,56.2,26.0,306.1,23.5,40.6,28.9,213.8,732.4,806.1,991.6,722.9,199.7,112.9,171.8,1028,296.4,213.8,267.4,1259,102.2,167.7,86.3,1047,206.7,239.9,118.7,941.6,2490,1624,2286,1578,223.6,87.4,243.6,1303,313.8,198.6,358.0,1778,82.9,156.7,112.8,794.7,313.8,398.7,148.4,1494,3112,3735,2241,2948,1932,1514,2733,2546,2114,2873,1778,3614,1867,2873,2286,1837,3295,2155,2606,2733,2873,3864,2075,2733,trifecta
2019-11-25,尼　崎,1,24.5,61.6,159.4,668.4,23.2,28.0,52.2,299.8,98.1,54.1,116.3,490.9,348.9,168.6,385.2,1353,1353,1180,1585,1789,34.8,64.6,142.6,533.4,28.5,15.1,30.7,182.5,88.2,36.0,106.0,454.7,351.1,115.1,196.7,866.8,1387,815.8,1180,1541,24.1,26.4,43.0,130.8,19.3,8.8,16.0,100.8,21.3,10.7,14.8,67.8,61.8,35.9,35.3,119.5,417.1,295.1,306.5,320.6,171.7,121.4,270.6,770.5,176.1,56.2,167.6,603.0,78.3,38.9,60.1,217.5,296.6,193.3,114.3,399.1,1290,853.5,486.6,652.7,853.5,357.9,894.8,2054,739.7,261.7,571.9,1681,306.5,201.0,207.0,1008,616.4,447.4,218.4,693.5,1789,1320,1087,1180,2133,2219,2774,3082,2412,1499,1981,4267,1681,1109,730.0,1353,1087,2133,1087,1353,3467,3962,1849,1585,trifecta
2019-11-25,丸　亀,1,19.1,25.0,112.1,102.9,13.5,6.0,35.0,30.1,24.8,11.6,57.0,47.0,240.0,149.7,195.7,277.6,298.0,140.2,164.6,379.2,86.3,115.3,372.0,287.5,130.8,141.8,587.1,439.0,203.0,196.9,649.8,563.4,1353,919.5,1146,1874,716.7,847.5,965.0,2215,27.4,9.1,48.1,26.3,68.4,56.7,252.5,147.2,12.7,35.5,48.4,29.2,157.4,298.0,157.7,222.0,104.2,248.6,90.1,267.7,93.9,34.9,126.9,100.3,175.9,183.5,461.9,394.6,35.4,91.5,131.0,87.1,253.1,459.7,307.4,281.7,226.6,477.8,223.5,409.5,937.2,538.5,632.9,812.2,1572,1392,1233,1233,597.9,1412,937.2,1233,840.2,1454,994.6,984.5,1146,1433,1160,847.5,1547,706.3,727.3,1949,2707,2707,1652,2953,706.3,1989,553.8,1522,755.5,1547,658.5,1476,3898,2707,3481,1772,trifecta
2019-11-25,児　島,1,11.1,7.0,11.4,32.4,18.0,18.1,23.4,57.6,9.2,17.4,13.1,33.9,21.7,42.9,31.8,57.7,86.0,119.4,101.4,100.8,58.2,37.5,48.7,102.9,242.6,399.6,418.1,862.7,124.0,312.3,214.8,372.2,137.2,385.4,293.8,369.7,452.9,862.7,603.9,566.1,231.2,192.0,239.4,489.6,308.8,527.7,507.9,1065,303.6,787.7,662.8,787.7,498.6,624.7,776.4,1087,988.2,1430,1045,1811,63.9,116.3,57.0,105.3,114.4,374.8,165.7,286.0,308.8,671.0,543.5,543.5,84.1,121.5,295.4,141.5,280.1,445.5,527.7,305.3,93.2,221.8,110.9,166.7,142.6,441.9,307.0,352.9,424.6,584.4,799.3,449.2,144.5,258.8,517.6,289.1,301.9,418.1,765.5,472.6,610.7,1156,744.5,610.7,905.9,1941,1294,1132,1509,2013,2174,2264,891.0,1207,1156,1235,679.4,921.2,2090,1087,trifecta
2019-11-25,下　関,1,8.4,9.4,7.2,38.8,20.1,26.0,20.8,104.8,15.5,28.8,19.2,61.9,16.7,25.1,26.3,53.6,127.8,264.4,198.5,158.9,46.0,31.1,33.4,106.5,189.5,321.9,297.0,651.9,91.4,221.4,137.2,388.2,112.9,285.5,159.7,299.5,554.3,1102,751.1,673.1,202.0,180.9,159.9,548.4,349.0,493.6,433.7,1139,313.1,582.3,362.4,977.9,255.9,491.2,417.9,729.9,1177,1594,1502,1102,57.6,132.3,47.7,145.1,94.3,307.5,117.2,297.0,281.6,456.6,344.3,639.8,63.7,95.0,192.6,147.6,361.1,392.6,518.2,316.0,90.0,133.4,79.6,169.9,147.4,391.1,205.2,398.6,265.1,548.4,460.7,863.8,94.4,150.6,316.0,252.2,351.3,458.6,660.2,417.9,1091,1699,1619,856.6,1419,2159,1102,1126,2205,2591,1727,2073,1671,1091,1727,885.9,909.2,987.2,1818,909.2,trifecta
