date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-01-01,浜名湖,1,12.4,114.0,14.8,25.4,22.9,215.3,37.2,49.5,370.4,590.1,557.3,604.9,34.8,56.1,360.4,85.8,64.5,86.8,342.9,110.8,12.2,104.9,13.9,24.3,19.3,125.5,17.6,30.3,485.4,350.9,399.9,461.2,23.1,22.3,175.2,33.7,53.4,55.0,301.7,63.4,50.4,416.5,82.7,93.1,40.9,240.7,47.0,54.0,1037,544.7,1146,841.8,116.7,73.5,559.9,127.2,128.2,100.0,570.5,182.1,786.8,1468,1267,859.8,940.5,567.8,926.0,1146,1383,684.0,1672,1770,1486,1104,2508,1486,1433,1308,1084,2271,70.6,118.7,668.8,126.0,60.0,60.6,402.6,73.1,146.9,91.4,978.7,156.5,1203,802.5,1399,1267,146.2,110.7,195.4,704.0,132.8,190.7,918.9,257.2,118.9,130.4,665.1,158.1,259.4,185.4,1399,399.9,1433,1337,1852,1881,338.1,211.9,433.0,1352,trifecta
2019-01-01,蒲　郡,1,6.6,18.9,16.5,32.3,6.3,11.4,8.4,18.2,37.0,24.9,47.8,67.7,29.9,19.5,60.2,46.7,85.8,55.0,110.1,81.8,59.8,148.8,152.3,228.9,107.0,325.4,267.6,519.3,358.9,484.2,674.2,613.2,354.7,431.2,762.7,1119,910.7,1196,976.2,1488,33.6,49.4,36.8,77.2,81.0,230.6,189.4,355.7,128.1,274.2,211.8,326.2,85.3,173.1,262.4,283.1,248.5,693.3,572.9,453.6,215.6,176.0,267.6,386.1,425.2,601.1,583.9,865.5,265.8,557.2,521.5,777.2,394.9,938.7,656.1,735.1,1070,1173,808.1,1525,232.4,141.7,312.1,305.8,398.8,500.1,903.9,953.4,187.4,458.7,629.0,578.3,510.6,1151,744.1,1119,601.1,1605,722.1,1649,797.6,450.3,992.1,757.9,1245,1584,1402,1794,528.2,1794,1649,897.3,1258,1564,2000,2392,835.8,2440,877.9,1718,trifecta
2019-01-01,常　滑,1,6.0,10.9,13.2,36.3,8.6,11.7,14.8,40.7,20.8,22.0,33.2,60.7,33.2,35.1,54.1,83.0,86.9,99.2,110.4,136.0,44.4,64.8,90.3,158.1,96.8,159.5,209.7,535.9,166.9,226.0,300.4,318.0,241.8,285.5,429.7,834.7,423.5,1058,571.1,1157,50.7,56.8,65.0,161.6,91.9,152.5,189.1,423.5,102.2,134.1,164.4,379.1,108.7,207.2,227.2,479.6,464.2,842.8,796.5,1071,101.1,102.2,113.0,293.3,168.9,203.3,305.6,507.7,139.3,197.3,253.8,459.3,129.9,239.8,258.3,332.6,629.1,775.1,683.6,811.3,177.5,147.9,232.1,431.9,284.6,361.7,563.7,1021,240.4,392.8,529.3,1173,310.0,574.9,532.6,811.3,673.0,1173,1295,1009,316.8,449.8,485.0,542.6,479.6,1058,868.1,1173,638.3,1098,1085,1222,811.3,1009,1033,986.5,834.7,1240,1523,1276,trifecta
2019-01-01,　津　,1,5.9,11.4,15.8,8.1,8.3,19.0,20.5,12.5,23.9,35.4,54.2,32.8,38.4,48.0,88.8,50.4,20.1,27.1,46.4,58.8,39.6,78.3,100.3,41.7,101.3,303.3,293.1,144.8,324.2,661.5,1087,328.2,504.3,723.3,1625,707.7,139.1,253.1,411.3,639.0,93.1,213.0,212.3,114.5,175.7,612.3,648.4,315.6,606.6,1012,739.5,860.4,532.9,838.5,689.2,760.9,275.9,449.2,914.1,901.6,281.8,482.2,449.2,295.8,512.2,1290,1196,788.2,807.6,1567,788.2,1415,774.3,1567,783.5,1241,423.2,689.2,1253,1605,466.8,434.4,802.7,532.9,854.8,1645,1755,1343,933.6,1430,927.0,1709,1253,2483,953.9,2800,960.9,1218,1828,3061,148.2,222.3,427.4,504.3,230.5,430.2,871.8,1185,396.5,524.4,1125,1625,661.5,1175,1625,2483,907.8,1115,1605,2437,trifecta
2019-01-01,鳴　門,1,28.1,13.5,32.4,265.5,52.9,25.5,59.5,382.6,6.3,11.5,4.3,69.2,38.8,58.4,16.1,245.9,558.4,737.9,318.8,727.5,476.0,189.9,382.6,1244,698.0,1043,1173,2066,278.4,974.6,487.3,1147,645.6,1122,597.1,2648,1949,3228,2295,3332,658.0,335.4,662.2,2066,645.6,1065,993.3,2198,374.3,922.3,722.4,1986,965.5,898.3,788.6,2198,4304,3973,4491,4132,18.4,32.4,8.0,84.2,88.5,231.1,116.3,564.5,137.1,273.3,205.3,754.0,14.7,48.2,81.7,94.0,284.5,717.4,626.1,287.7,202.9,325.8,62.6,593.7,459.1,922.3,382.6,1666,800.8,1215,732.6,3562,61.7,194.5,346.6,379.8,1639,2718,3562,819.9,1565,3038,1002,3689,1781,4132,2295,4132,5437,5165,3973,4304,1087,2648,4304,1122,3332,3689,4695,1147,trifecta
2019-01-01,丸　亀,1,7.8,5.7,64.2,85.3,9.8,9.3,88.2,104.8,6.5,9.7,54.2,76.6,312.7,323.2,278.2,453.0,262.4,302.9,238.7,490.8,33.6,25.6,259.8,266.3,80.1,91.9,540.9,773.8,45.4,84.4,397.0,409.3,1060,1308,1204,2304,1000,1493,1395,2585,47.2,45.6,259.8,327.2,75.2,84.2,555.0,671.0,59.8,73.7,391.2,401.5,803.1,1092,1127,1710,955.1,2038,1204,2120,24.2,35.8,138.4,122.1,42.4,80.7,265.7,296.9,64.4,84.6,349.9,381.3,391.2,570.0,706.8,650.4,375.9,595.6,436.2,855.0,1060,1092,803.1,1860,1606,2524,1127,2208,1178,2650,2038,4417,963.8,1631,1682,1827,2865,4417,3786,2465,1308,1656,1092,2585,1927,3655,2208,3786,1767,5580,1710,4609,1039,2120,1493,2409,3420,4240,4077,2038,trifecta
2019-01-01,宮　島,1,4.5,19.2,21.0,5.9,7.9,41.0,39.1,13.2,50.9,83.3,84.0,71.2,59.8,98.0,135.6,85.1,11.1,18.2,56.5,54.3,30.5,73.2,76.2,30.9,97.2,346.7,420.9,176.9,265.0,508.9,691.1,484.7,367.9,746.6,1033,691.1,104.9,208.7,514.0,530.0,88.4,328.9,307.1,105.6,146.7,503.9,695.8,253.8,741.2,889.5,1311,1504,1065,1504,1294,1504,223.3,358.9,1278,1440,192.2,362.7,281.0,260.2,316.6,672.9,608.8,655.7,805.4,905.2,1763,1420,376.0,571.4,947.1,705.4,584.5,905.2,805.4,1065,356.4,627.5,568.2,338.7,516.6,1278,1162,1232,1076,2131,2324,2176,686.5,1149,1526,983.5,780.8,1401,1894,1382,95.7,163.1,396.4,374.6,151.0,361.4,824.9,769.1,303.5,422.6,1175,1549,763.3,1065,1676,1203,874.2,1401,2435,1526,trifecta
2019-01-01,徳　山,1,9.0,9.0,13.6,157.6,10.7,6.5,9.3,166.3,9.8,8.1,9.1,118.7,20.4,20.2,17.8,149.2,504.0,608.2,512.0,594.2,207.2,200.8,299.8,841.2,454.5,974.0,1222,3810,563.2,1335,1295,1799,857.9,1506,1750,3084,3701,6168,3925,5397,190.5,111.8,175.0,846.7,421.9,988.9,1044,2313,206.9,660.9,401.0,1472,490.7,1210,647.7,3409,3409,5181,4318,5397,127.7,99.4,84.2,516.1,358.8,631.9,522.3,1933,259.6,775.7,522.3,1750,150.1,344.5,361.8,696.4,2272,2590,1349,2756,310.6,223.7,178.1,1097,893.4,1750,1363,3598,556.0,1962,835.7,4626,272.7,575.7,619.8,1146,4178,3810,6818,3321,2444,3012,2756,3409,3409,6168,3701,3701,5181,6818,2816,5888,3409,4318,5397,4982,4798,4982,5888,4467,trifecta
2019-01-01,下　関,1,16.0,7.2,9.4,61.1,26.6,25.8,27.6,96.5,8.5,21.7,6.8,34.1,14.0,29.1,10.7,36.5,156.9,202.0,113.9,113.9,242.0,134.8,143.0,396.1,545.2,838.0,921.9,1748,301.8,1067,404.0,897.4,347.2,1024,454.7,1584,1004,2740,1913,2414,290.5,195.0,220.9,566.5,492.2,774.1,930.3,1560,340.3,938.9,489.9,930.3,454.7,1034,689.8,1193,1448,1779,1779,1988,69.6,130.6,35.8,119.8,223.3,831.2,239.1,852.1,328.1,824.4,452.7,838.0,56.0,156.9,260.6,146.5,349.6,768.2,756.7,327.1,90.2,157.7,55.8,168.7,264.7,866.7,323.9,852.1,446.7,1221,689.8,1317,84.2,213.9,349.6,220.9,551.1,1114,1193,539.4,1045,1207,913.6,1236,1207,3271,2897,2668,2028,4409,2157,2668,1267,2358,2358,1024,1428,2600,2816,994.2,trifecta
2019-01-01,若　松,1,12.1,8.6,66.6,21.9,19.4,22.3,96.6,41.2,13.0,27.0,74.2,31.7,172.3,233.8,185.3,225.9,58.6,77.5,64.6,192.8,36.0,25.3,155.1,58.6,61.2,41.8,273.9,81.0,46.7,49.6,237.7,73.9,542.6,603.2,474.4,593.7,159.0,151.0,121.8,472.5,51.4,45.1,197.5,75.7,65.6,42.4,287.8,72.7,61.6,48.5,196.2,56.0,534.9,564.2,415.4,555.9,144.6,117.3,91.2,423.1,43.2,75.7,188.0,77.1,56.9,68.4,260.7,79.9,102.4,74.0,307.3,97.0,376.7,348.9,480.5,328.7,115.9,96.4,114.4,253.1,493.0,695.7,659.3,766.2,929.5,1157,612.9,1059,1090,1303,1050,1206,1169,852.6,1134,804.2,1111,1274,1512,1012,206.9,282.1,242.8,619.6,228.6,253.7,196.8,776.7,371.8,277.9,207.3,986.1,242.3,182.6,199.3,459.1,945.0,1157,1288,921.9,trifecta
