date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-10-25,桐　生,1,17.3,11.4,67.9,50.0,32.2,30.6,127.9,131.2,10.7,20.3,45.8,37.8,199.2,301.2,174.8,361.3,215.0,353.2,190.2,498.8,25.8,19.4,86.0,67.5,56.3,45.1,163.2,105.0,25.4,35.6,91.4,65.9,315.7,361.3,268.0,554.1,280.3,305.5,223.8,795.2,92.2,95.5,367.6,337.6,99.3,83.0,296.5,193.7,99.3,84.5,284.1,209.7,760.2,586.6,696.2,1166,666.9,579.4,505.5,1275,14.3,29.5,44.0,40.2,18.8,26.4,57.3,38.3,66.4,53.4,178.4,138.3,70.6,71.0,135.0,88.5,91.3,84.2,171.0,146.0,481.1,754.2,366.2,837.3,603.4,778.9,484.8,1000,1258,1086,1118,2436,314.1,395.1,757.2,646.5,1387,1450,2135,1195,547.7,945.6,510.9,1712,696.2,1111,472.8,1881,1044,1275,860.0,3334,508.2,438.9,742.4,1258,2111,2568,3519,1638,trifecta
2019-10-25,江戸川,1,16.5,55.7,15.2,17.2,43.8,164.7,68.8,100.9,155.5,235.4,275.3,311.7,33.5,64.8,194.8,53.4,47.7,137.9,272.4,77.3,22.1,65.2,14.0,14.0,43.9,114.6,42.9,48.2,159.0,165.4,218.9,160.0,22.0,43.9,127.7,21.1,31.5,66.4,153.7,29.5,104.6,324.7,151.3,205.6,99.6,228.5,95.1,132.9,435.3,320.7,516.1,590.3,215.8,114.7,463.8,164.7,365.8,211.1,628.4,213.5,300.8,526.5,447.8,466.6,327.4,371.1,412.3,412.3,660.4,447.8,771.6,811.7,499.5,437.8,756.6,418.9,654.8,544.9,714.9,548.8,49.6,132.0,250.5,68.0,42.9,78.9,199.3,37.9,208.9,133.2,499.5,195.3,432.9,367.6,530.1,447.8,70.9,47.8,119.7,243.5,75.6,314.2,399.6,145.3,70.9,196.7,343.3,75.8,437.8,271.5,787.1,328.8,708.4,496.3,938.9,695.8,136.7,79.9,225.8,466.6,trifecta
2019-10-25,多摩川,1,9.2,7.6,46.9,17.7,15.1,18.1,74.1,39.6,9.2,15.2,42.3,16.2,129.0,158.0,120.0,127.2,48.7,76.5,39.0,130.6,35.0,29.1,160.3,57.2,90.9,155.2,407.4,205.5,62.9,155.8,349.6,126.1,555.0,792.9,584.3,693.8,172.1,510.4,215.5,634.3,111.5,112.9,400.0,233.7,136.6,236.2,522.4,363.9,173.4,258.1,608.3,333.8,541.5,634.3,555.0,1432,389.5,528.6,493.4,1138,32.2,60.9,79.8,40.3,60.2,142.3,238.7,121.0,135.8,171.4,376.3,216.6,129.8,242.6,376.3,192.2,73.8,127.6,231.2,212.4,358.1,498.9,302.0,349.6,522.4,1083,522.4,944.8,740.1,906.2,1009,1200,267.5,472.4,727.9,367.0,528.6,1009,1480,555.0,264.3,498.9,178.3,472.4,400.0,925.1,422.9,944.8,740.1,944.8,944.8,1268,213.4,389.5,727.9,569.3,653.0,1032,1585,672.8,trifecta
2019-10-25,常　滑,1,11.6,15.9,20.4,15.6,14.9,19.9,24.6,18.6,25.5,31.4,43.5,29.6,35.6,40.0,55.0,32.3,31.6,36.2,53.8,42.1,56.0,79.9,62.1,53.2,160.3,273.3,223.9,178.7,187.5,337.3,261.7,259.2,119.4,192.4,219.1,130.4,155.3,271.4,349.0,210.5,100.0,124.0,97.7,79.6,193.3,237.1,202.0,246.5,257.6,389.5,411.3,245.8,198.1,281.9,378.5,223.3,144.5,259.2,277.0,257.6,152.7,199.0,118.9,104.5,278.0,466.0,294.2,277.0,329.1,479.9,428.9,310.1,169.7,291.0,417.7,168.6,183.2,290.0,371.5,219.7,123.1,121.9,143.9,78.0,182.8,347.5,355.2,183.2,255.1,491.6,563.8,280.9,190.6,353.6,510.3,195.7,103.7,188.8,252.7,245.0,100.5,113.0,171.9,115.3,173.0,292.1,443.0,337.3,168.3,299.7,383.9,307.7,279.0,497.7,507.1,385.8,137.1,276.1,333.1,326.4,trifecta
2019-10-25,三　国,1,7.5,45.6,4.3,8.2,19.6,65.7,23.5,33.1,95.6,124.4,95.1,144.3,7.1,21.0,59.4,12.2,20.2,32.6,108.2,22.8,127.5,228.0,69.9,105.4,308.7,725.7,396.3,440.0,594.4,1432,1802,1552,159.6,508.0,1034,353.6,282.2,607.4,1074,313.9,168.8,404.9,203.2,154.7,355.9,1214,532.2,642.3,887.0,859.7,931.3,735.2,410.8,582.1,1188,614.0,303.7,681.4,707.3,522.2,469.5,765.5,635.0,698.5,657.4,1926,1926,1926,1164,1643,1362,1188,873.1,1596,1746,1299,997.8,1995,1596,1643,82.7,173.0,458.0,125.5,160.5,570.2,1270,317.5,396.3,582.1,821.7,614.0,821.7,1693,1034,1330,229.9,312.1,698.5,1188,162.4,252.8,649.7,196.7,286.5,745.0,1470,375.0,385.3,776.1,716.4,821.7,1164,1746,1270,1926,292.5,423.3,859.7,1470,trifecta
2019-10-25,びわこ,1,27.0,8.7,10.2,102.7,52.8,36.1,45.3,214.9,7.5,24.7,5.0,69.5,13.2,34.5,8.5,98.2,485.2,741.8,393.6,440.8,258.8,107.3,100.8,659.4,521.2,1151,1244,1543,175.7,1168,264.2,1307,229.6,1071,299.0,2143,2337,6429,4821,5510,448.5,383.8,387.6,1042,682.7,1574,1102,1607,507.5,1353,1118,2337,598.0,1244,1244,3214,3086,7013,4060,7715,35.3,105.2,18.2,185.0,98.2,443.3,133.0,695.0,344.4,749.0,584.4,1677,25.8,67.3,200.9,164.1,695.0,1186,1677,929.5,65.0,174.1,40.6,287.8,157.4,659.4,227.5,1377,421.5,1134,866.8,2085,43.9,114.9,374.5,320.1,795.3,2204,3354,1330,2030,2967,1307,1483,4821,7013,5934,5934,7013,4538,4538,8572,2030,4060,4286,2967,1978,3506,5143,2571,trifecta
2019-10-25,鳴　門,1,11.5,10.7,59.1,34.3,9.2,4.8,29.5,18.2,8.1,5.9,29.0,18.6,141.8,101.6,107.4,147.0,73.3,48.7,57.3,143.8,193.5,176.6,526.9,401.7,507.2,895.0,1466,1323,408.4,765.6,1399,1096,1580,1995,1932,1963,1040,2028,1714,2063,117.0,61.1,248.9,116.3,340.0,579.6,1031,869.5,125.4,283.0,658.0,300.5,737.7,1096,1086,1181,272.9,1137,760.8,1254,64.3,53.3,103.8,91.3,221.3,445.9,869.5,637.3,121.0,307.4,624.2,328.1,291.9,590.9,614.8,518.0,250.9,498.8,494.8,599.6,1137,640.6,828.1,1352,1844,2484,2254,2135,1254,2213,2135,2484,1096,1645,1816,1714,1739,1844,2386,1816,461.1,333.5,466.4,989.6,1077,1714,1502,1790,588.0,1580,1281,1739,724.5,1242,1170,1816,1690,1816,2296,2028,trifecta
2019-10-25,丸　亀,1,11.9,27.3,38.7,32.1,10.1,5.9,9.5,7.2,37.5,16.5,38.5,31.1,71.9,27.6,60.0,59.9,53.8,24.1,52.6,70.9,163.3,231.4,464.0,275.9,276.7,599.3,923.4,535.4,473.8,741.7,1740,1560,1103,1239,1885,1206,718.2,793.8,1885,1707,58.3,25.7,39.0,27.2,185.8,314.2,417.0,398.6,105.9,303.6,218.5,149.5,174.0,445.7,330.2,270.1,97.5,344.0,204.2,268.5,304.7,159.0,309.9,228.5,426.8,741.7,808.0,1414,253.4,665.4,569.1,400.4,541.8,1222,845.7,628.4,499.9,1103,511.2,675.3,660.5,268.5,471.3,411.3,973.0,1392,1131,1533,367.8,1414,932.9,565.6,655.7,1740,1222,923.4,611.4,1740,808.0,1117,450.2,186.5,599.3,572.7,735.7,1330,2262,1587,310.9,1090,861.8,896.0,1064,2320,1028,1533,786.9,2207,923.4,1616,trifecta
2019-10-25,児　島,1,17.3,50.1,14.2,17.2,27.9,82.1,26.6,28.8,128.3,172.8,163.4,140.4,20.6,30.3,85.1,22.3,29.8,38.4,100.2,29.1,46.2,118.7,35.5,37.7,90.5,261.2,72.0,63.9,352.6,563.7,408.5,290.7,64.3,75.7,227.4,40.6,74.7,79.7,228.9,54.4,111.3,246.7,88.5,88.3,140.8,380.9,115.3,103.8,493.7,620.2,584.4,423.3,130.1,126.3,371.7,87.3,138.4,128.7,371.4,107.1,493.7,601.0,607.6,447.1,597.0,1057,812.7,635.3,854.8,1206,1047,866.4,730.1,901.5,1021,464.4,636.2,685.1,905.2,489.9,66.6,100.3,220.3,52.3,87.7,119.5,303.5,60.1,152.3,146.9,447.1,109.1,413.9,482.5,576.1,255.5,49.7,47.3,75.9,147.2,80.6,105.1,272.2,66.7,103.1,115.7,325.0,74.5,167.5,151.3,478.8,134.1,564.4,572.4,696.9,405.2,64.5,60.3,98.2,210.5,trifecta
2019-10-25,若　松,1,12.2,24.0,170.4,27.4,15.5,12.7,87.6,15.0,29.9,23.9,210.8,23.8,377.8,357.7,293.3,536.6,41.2,29.7,40.1,323.4,46.0,51.5,363.2,53.6,81.9,69.1,374.8,83.4,103.1,95.5,445.5,80.5,1242,1073,638.1,1049,123.6,139.3,104.2,787.1,45.4,26.7,188.1,29.8,85.8,62.5,312.7,72.1,49.4,67.3,265.3,36.6,568.9,481.8,621.3,646.9,55.6,82.1,50.7,352.4,108.5,94.0,403.6,67.7,143.1,142.2,417.9,100.0,104.7,113.7,429.3,77.0,704.8,549.1,800.4,449.7,61.6,71.6,74.9,390.2,843.3,726.5,1210,1523,1523,1431,774.1,1816,828.5,800.4,944.5,1749,1073,761.7,1073,749.6,2361,1686,2361,1389,103.3,84.3,87.1,536.6,136.4,170.4,114.9,715.5,98.7,149.4,96.3,597.7,87.9,104.2,98.5,542.8,1431,1242,1210,1049,trifecta
