date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-09,桐　生,1,37.6,9.3,35.8,154.5,70.0,38.2,95.5,347.0,5.9,17.7,9.3,78.0,75.4,148.0,40.2,376.7,488.9,1134,536.6,1111,144.7,34.6,110.1,514.1,367.9,350.3,666.7,1719,43.1,195.0,102.3,474.2,234.0,658.7,206.7,1466,1719,2619,1719,3235,277.1,149.6,380.6,1009,443.6,371.6,604.4,956.6,159.6,332.3,331.3,1222,719.0,797.2,550.0,2115,2820,2391,1642,2683,8.0,26.7,10.8,94.0,20.4,89.0,36.4,216.5,83.7,165.4,148.8,449.0,18.6,27.9,82.5,106.9,236.5,353.7,552.8,321.6,205.2,450.8,106.6,873.1,299.7,833.4,243.4,1134,1047,1264,769.3,3056,96.0,168.2,402.9,643.3,1964,2037,3235,1864,1549,3548,1392,3438,2115,5000,2000,3548,4400,5238,3929,6471,1617,1719,2683,2292,3056,3235,5500,3056,trifecta
2019-11-09,平和島,1,54.5,48.6,164.4,373.5,47.3,8.0,38.2,160.0,23.9,5.5,14.6,80.0,206.0,72.0,51.5,419.3,833.8,612.9,405.1,843.6,187.7,141.7,325.9,747.0,407.4,381.4,573.7,1175,210.9,303.8,478.0,703.0,805.7,762.9,762.9,1195,2241,2048,1156,1629,159.7,28.1,88.7,409.7,318.7,263.6,555.9,515.9,24.1,152.5,58.4,221.3,192.2,459.7,156.2,907.7,969.1,1280,657.9,1156,29.2,9.2,14.2,72.2,104.3,122.1,158.3,426.8,16.3,84.6,33.6,140.3,20.7,72.2,32.2,77.9,200.8,387.6,215.3,206.6,348.1,195.9,103.1,459.7,779.4,805.7,710.0,1353,328.9,710.0,236.6,1086,94.4,297.5,130.3,285.7,982.3,1379,1236,696.2,1434,1525,885.3,1707,2048,2988,1838,4218,2109,2868,1328,2868,1024,1463,931.3,996.0,1887,2561,1887,1039,trifecta
2019-11-09,常　滑,1,9.9,16.8,45.4,132.9,8.8,6.4,21.9,53.3,17.9,11.3,27.8,89.3,119.0,83.9,106.9,287.2,303.4,201.9,288.7,459.0,53.5,62.5,149.6,475.2,118.3,140.5,323.5,756.4,154.3,198.1,310.4,880.4,511.5,467.0,559.4,1491,1096,1451,1534,2983,35.0,23.2,60.4,138.4,83.5,86.3,191.8,301.7,44.4,87.4,86.9,190.4,166.2,260.7,208.9,323.5,389.1,511.5,355.6,459.0,53.8,36.9,55.5,151.7,115.2,148.3,154.7,348.7,57.1,113.5,100.3,209.7,71.8,95.0,106.5,138.7,246.3,348.7,235.5,220.1,296.7,255.7,229.5,426.2,389.1,506.6,397.8,577.5,314.0,447.5,370.4,565.3,207.3,274.0,287.2,276.8,571.3,590.2,654.9,397.8,531.7,327.4,531.7,688.5,813.7,1013,959.0,1096,355.6,688.5,639.3,910.3,506.6,654.9,647.0,429.6,880.4,959.0,1096,583.7,trifecta
2019-11-09,　津　,1,4.5,8.7,23.7,86.5,5.0,6.3,14.2,83.4,20.1,17.1,52.0,142.8,73.4,60.2,111.6,323.4,448.8,395.1,634.5,702.0,34.2,59.3,135.2,397.5,80.3,146.3,276.1,846.0,274.9,301.3,717.2,1137,622.5,891.7,891.7,2062,1609,3142,2062,1534,26.6,25.7,47.8,190.1,67.8,128.8,239.9,599.8,90.5,152.3,201.1,599.8,244.4,385.8,368.6,1118,1346,1940,1571,1999,208.8,139.2,420.3,956.3,385.8,468.0,795.0,725.1,236.5,407.3,646.9,1374,554.5,795.0,903.9,1199,1064,1269,749.8,1499,616.7,583.9,795.0,733.2,1118,1346,1499,868.2,903.9,1466,1434,4124,999.8,1609,1434,2275,5499,2639,4713,3666,2639,2639,2999,5998,5499,3666,6598,6598,2999,6598,3881,3473,2869,6598,2869,6598,5998,4124,5076,5998,trifecta
2019-11-09,びわこ,1,6.7,16.0,7.1,30.9,11.9,17.6,8.9,40.9,23.0,26.6,22.2,50.1,11.8,12.8,27.5,39.6,96.5,108.3,111.2,88.4,93.6,131.7,73.0,259.8,255.7,684.7,459.7,876.5,297.4,811.5,773.4,1460,167.7,398.4,747.0,722.4,952.7,1603,2347,1264,142.6,179.6,115.3,375.6,322.2,552.4,418.7,677.7,353.4,801.6,479.8,730.4,255.7,424.1,592.2,670.8,966.7,1114,1369,1195,147.0,205.4,132.2,246.2,284.5,699.3,314.5,738.6,403.3,876.5,552.4,755.6,160.3,292.1,429.6,375.6,581.7,755.6,561.8,782.6,87.0,101.4,151.8,203.5,158.7,351.5,561.8,581.7,287.0,509.6,821.7,1114,239.0,486.9,706.8,597.6,483.3,832.1,1195,1173,626.0,773.4,864.9,581.7,952.7,1398,2120,1153,1114,1460,1776,1685,1027,1776,1528,1494,657.3,1114,1565,1565,trifecta
2019-11-09,鳴　門,1,12.3,21.9,13.7,22.7,10.6,15.2,6.9,14.4,27.9,25.2,22.9,33.2,17.5,12.6,27.2,16.4,37.5,36.2,52.8,30.1,194.8,331.8,195.1,396.7,376.6,1197,978.7,1635,620.7,775.0,1719,1836,394.3,1277,1764,1382,1368,1943,2198,1943,92.4,91.8,58.4,100.5,266.0,964.6,568.1,924.7,162.7,427.0,312.5,316.2,143.4,344.6,401.4,322.3,380.9,1099,876.3,525.8,304.0,208.5,207.5,298.6,556.3,1764,1064,1441,451.4,944.2,601.2,838.0,338.5,993.2,757.5,517.7,705.7,1165,912.1,1008,196.8,137.6,261.3,163.3,406.3,1289,1676,1382,309.6,1000,905.9,687.6,475.4,1426,944.2,766.2,348.2,957.7,698.3,899.8,519.7,482.3,670.4,354.7,1382,1719,2095,2198,924.7,1764,1943,1186,1218,1943,2095,1787,521.7,1676,1090,1615,trifecta
2019-11-09,宮　島,1,20.0,15.1,102.2,36.7,21.4,9.0,85.2,19.5,11.8,7.4,47.6,8.6,181.6,229.7,123.9,192.2,57.7,42.4,29.3,181.1,251.9,177.5,631.2,323.7,508.0,600.8,1179,892.7,309.3,584.0,822.2,473.4,1096,1358,1115,1524,771.4,1249,631.2,1602,138.5,52.1,325.4,91.4,303.3,238.5,743.9,557.9,60.0,220.8,245.0,77.1,624.9,710.1,562.9,516.4,212.5,477.0,175.0,600.8,43.4,27.1,75.1,22.4,134.0,225.5,270.5,162.3,57.7,194.6,179.5,63.1,163.1,339.6,292.0,139.1,42.5,122.0,68.5,116.5,694.3,584.0,400.5,534.1,918.9,905.6,833.2,822.2,781.1,976.4,718.2,771.4,428.0,694.3,650.9,378.7,631.2,578.6,657.7,488.2,292.0,187.6,98.4,459.4,512.2,771.4,499.9,856.0,281.4,801.1,194.0,752.8,102.4,303.3,173.5,296.1,752.8,880.1,781.1,508.0,trifecta
2019-11-09,徳　山,1,6.8,16.6,11.0,73.1,6.2,12.3,5.1,43.1,37.3,32.6,43.1,147.6,17.5,11.7,37.4,51.8,258.3,201.6,342.8,192.4,93.8,185.7,117.1,477.0,205.5,638.7,379.3,1342,624.5,1281,846.1,2287,325.8,541.5,795.0,1350,2242,3346,3736,2802,59.2,76.4,34.9,151.0,155.5,527.5,285.9,954.1,259.8,685.6,477.0,1132,73.4,191.1,288.9,360.4,1057,2176,2038,1266,339.2,278.1,321.2,815.3,640.6,1660,904.1,2410,463.2,1446,1143,2519,465.1,859.0,954.1,1211,2198,3029,1966,2734,98.9,64.3,187.9,155.5,258.3,400.3,789.4,754.9,102.5,270.1,423.8,502.7,353.0,918.9,1014,1149,414.4,757.4,687.7,1173,1126,1143,1484,792.2,2519,3933,4152,2577,2038,4003,3449,2637,2637,4671,4311,3249,1225,1868,2057,2911,trifecta
2019-11-09,若　松,1,6.5,26.6,7.8,38.6,11.7,62.3,13.0,60.8,76.9,136.5,124.4,206.9,13.2,17.8,71.0,49.3,117.7,157.3,241.2,127.1,23.5,69.6,22.3,74.9,58.7,248.5,63.5,199.9,231.1,413.8,349.1,478.3,48.2,69.9,235.7,165.5,234.4,428.8,780.7,284.3,63.8,190.6,53.0,201.3,94.9,352.1,103.1,319.5,475.6,562.9,498.5,622.2,69.8,90.5,257.0,180.3,405.6,442.5,570.7,371.1,284.3,510.8,347.7,540.9,403.7,780.7,409.7,827.6,919.5,1009,622.2,636.6,492.6,422.2,591.1,662.0,504.6,582.8,467.5,811.3,35.6,53.8,160.6,94.3,65.7,98.0,262.7,177.9,83.1,101.4,322.0,206.9,306.5,333.7,481.1,392.2,171.7,187.2,283.4,415.8,417.9,725.9,759.2,386.7,656.8,1061,1532,725.9,725.9,951.2,973.6,347.7,909.4,1379,1217,1313,452.2,570.7,752.3,1235,trifecta
2019-11-09,福　岡,1,14.9,15.4,10.1,36.9,19.2,19.9,13.0,45.4,24.8,30.7,21.7,53.1,14.0,17.9,24.4,25.7,104.9,141.9,141.0,83.2,65.0,70.9,42.0,127.7,174.4,296.7,181.3,472.9,204.3,374.4,229.5,508.7,83.6,182.1,216.1,208.8,450.8,916.8,806.7,528.3,85.8,84.9,52.9,148.9,175.2,251.6,187.3,362.4,175.3,284.9,171.8,305.0,84.3,150.0,169.8,187.7,504.0,728.1,591.9,440.6,173.2,187.8,110.0,243.2,274.0,496.4,279.4,557.8,271.7,481.1,280.3,466.2,137.9,217.2,288.9,213.5,491.9,710.8,710.8,462.9,45.8,57.8,83.9,64.9,87.2,186.3,225.2,188.9,106.3,213.1,279.4,247.4,158.8,256.5,316.1,233.1,121.2,195.2,254.7,264.5,567.4,1179,1022,388.5,833.2,1947,1613,911.7,1582,2179,1849,1337,1502,1779,1838,1022,383.6,630.5,1000,798.8,trifecta
