date,venue,raceNumber, 1-2-3, 1-2-4, 1-2-5, 1-2-6, 1-3-2, 1-3-4, 1-3-5, 1-3-6, 1-4-2, 1-4-3, 1-4-5, 1-4-6, 1-5-2, 1-5-3, 1-5-4, 1-5-6, 1-6-2, 1-6-3, 1-6-4, 1-6-5, 2-1-3, 2-1-4, 2-1-5, 2-1-6, 2-3-1, 2-3-4, 2-3-5, 2-3-6, 2-4-1, 2-4-3, 2-4-5, 2-4-6, 2-5-1, 2-5-3, 2-5-4, 2-5-6, 2-6-1, 2-6-3, 2-6-4, 2-6-5, 3-1-2, 3-1-4, 3-1-5, 3-1-6, 3-2-1, 3-2-4, 3-2-5, 3-2-6, 3-4-1, 3-4-2, 3-4-5, 3-4-6, 3-5-1, 3-5-2, 3-5-4, 3-5-6, 3-6-1, 3-6-2, 3-6-4, 3-6-5, 4-1-2, 4-1-3, 4-1-5, 4-1-6, 4-2-1, 4-2-3, 4-2-5, 4-2-6, 4-3-1, 4-3-2, 4-3-5, 4-3-6, 4-5-1, 4-5-2, 4-5-3, 4-5-6, 4-6-1, 4-6-2, 4-6-3, 4-6-5, 5-1-2, 5-1-3, 5-1-4, 5-1-6, 5-2-1, 5-2-3, 5-2-4, 5-2-6, 5-3-1, 5-3-2, 5-3-4, 5-3-6, 5-4-1, 5-4-2, 5-4-3, 5-4-6, 5-6-1, 5-6-2, 5-6-3, 5-6-4, 6-1-2, 6-1-3, 6-1-4, 6-1-5, 6-2-1, 6-2-3, 6-2-4, 6-2-5, 6-3-1, 6-3-2, 6-3-4, 6-3-5, 6-4-1, 6-4-2, 6-4-3, 6-4-5, 6-5-1, 6-5-2, 6-5-3, 6-5-4,placeBed
2019-11-15,戸　田,1,18.5,37.6,42.8,85.8,19.9,22.8,22.0,61.8,50.8,43.3,48.5,95.6,65.7,41.0,71.1,87.7,187.6,186.5,261.3,181.4,46.0,80.4,63.5,155.1,55.2,74.5,46.7,130.0,132.3,106.2,119.4,189.1,130.1,81.6,153.6,151.9,365.5,322.1,410.6,268.4,33.4,38.8,29.0,87.1,54.9,65.1,40.8,110.2,63.5,75.7,51.0,92.4,51.1,54.1,62.4,70.1,195.7,229.4,187.6,130.7,97.0,78.8,64.6,109.7,130.8,109.8,100.1,157.9,99.3,99.6,72.5,116.8,68.5,86.8,71.1,66.4,190.3,213.0,185.3,121.8,138.1,86.2,118.1,135.7,181.2,120.9,194.6,200.8,98.7,101.0,116.9,121.6,120.4,156.1,115.6,124.5,193.9,186.7,160.3,165.6,559.5,565.9,685.0,500.3,669.3,685.0,755.6,615.9,474.4,591.0,376.8,301.0,796.6,694.7,468.3,336.2,468.3,477.4,311.8,307.9,trifecta
2019-11-15,蒲　郡,1,8.6,12.7,9.4,17.0,13.5,19.0,12.5,22.8,24.0,28.0,29.5,35.6,20.7,23.5,41.9,26.0,54.1,69.1,90.8,52.6,50.4,60.0,51.3,76.1,135.3,357.1,252.6,392.2,199.9,417.8,353.9,423.0,202.0,411.6,467.5,340.8,306.3,879.8,844.7,513.7,78.8,92.1,74.4,124.1,137.6,330.9,266.8,323.6,138.1,214.4,196.8,205.6,120.8,190.0,208.9,183.1,355.8,638.9,734.3,495.3,150.4,146.7,162.2,195.4,198.4,552.9,424.3,530.6,177.9,283.0,288.0,302.9,332.5,511.8,658.8,499.7,547.4,885.4,1207,857.9,161.5,163.0,248.0,176.0,289.8,625.8,652.5,543.1,277.3,621.6,837.0,507.1,471.5,734.3,930.3,742.2,333.8,637.4,771.3,1197,458.2,530.6,939.8,452.1,690.1,1582,1610,1240,754.4,1912,2333,1181,1480,1639,1776,2238,518.6,1197,1197,2353,trifecta
2019-11-15,　津　,1,14.7,4.3,11.3,7.5,38.4,51.0,70.5,69.7,8.8,36.1,22.4,14.8,26.2,75.2,37.3,26.7,21.3,78.5,28.4,33.9,269.5,110.5,148.2,149.9,682.2,1078,1591,1966,279.7,983.1,518.2,675.3,386.4,1285,777.3,561.8,390.9,1966,891.4,689.2,581.3,661.9,539.1,675.3,983.1,1261,1554,1261,1337,1857,2476,2785,941.6,1078,1759,825.3,1215,1453,2387,997.8,184.6,510.3,254.2,208.9,342.8,1392,624.8,718.8,1193,1630,2785,795.9,451.7,846.2,2089,534.8,423.1,835.6,1172,566.5,86.2,284.4,124.9,64.0,200.7,759.7,339.3,251.3,624.8,879.6,805.4,495.2,264.2,407.6,1044,302.5,83.3,132.9,283.2,161.8,192.1,642.8,306.6,146.6,365.3,1910,915.8,636.7,1028,2228,2906,1028,561.8,1095,3038,675.3,181.1,348.2,602.3,417.8,trifecta
2019-11-15,三　国,1,12.4,24.1,58.1,49.0,7.2,5.7,17.6,16.8,32.1,17.2,56.1,46.2,138.3,77.6,123.5,205.4,110.5,65.7,104.1,197.6,52.7,95.1,194.4,197.6,83.6,188.2,375.6,342.4,234.7,260.7,508.6,456.3,596.7,643.7,783.5,1184,533.1,581.0,783.5,1140,20.1,16.2,37.1,41.3,56.8,112.8,212.2,185.1,40.6,95.4,110.3,107.3,123.9,237.5,202.0,315.9,133.6,274.5,234.3,380.2,107.7,60.0,161.6,109.2,203.3,270.2,453.6,384.0,80.3,207.4,263.8,198.9,259.8,408.2,361.6,368.5,161.7,360.8,261.6,423.8,457.6,275.5,426.2,646.4,674.5,843.1,711.6,1212,332.2,799.7,633.2,1092,510.3,635.8,680.4,795.6,861.9,1463,1372,1020,451.0,301.2,345.5,799.7,635.8,771.8,838.6,1261,359.1,791.5,649.1,1212,402.9,896.7,683.4,881.5,1202,1521,1551,1184,trifecta
2019-11-15,尼　崎,1,13.9,10.4,64.9,45.7,17.2,11.0,54.0,36.5,9.0,8.5,37.2,15.5,136.4,167.4,115.1,163.6,109.8,105.4,55.7,199.1,66.5,56.4,210.3,146.8,121.4,171.0,458.3,455.4,98.7,156.4,473.5,258.1,662.1,777.2,993.1,1402,399.4,1153,500.0,1324,101.1,58.4,230.6,146.5,181.0,202.0,518.1,446.9,72.7,135.6,258.1,145.6,541.7,638.4,611.1,831.4,312.2,768.9,301.7,1459,22.3,22.6,57.1,26.4,52.3,85.1,221.3,107.6,50.4,83.4,198.6,90.7,139.9,243.2,294.2,141.6,57.4,95.3,113.3,142.4,621.8,928.6,493.1,872.0,1021,1459,1625,1986,1172,1349,1051,1430,496.5,1036,940.9,831.4,1554,1881,3575,1881,406.2,581.3,234.4,1135,521.9,1662,563.0,1702,1007,2553,681.0,2979,231.4,461.3,467.3,905.1,1702,2553,2750,1986,trifecta
2019-11-15,児　島,1,5.9,11.2,11.9,84.7,8.4,13.4,14.4,98.8,24.2,24.8,38.7,169.4,28.7,35.3,65.3,206.7,227.6,413.4,446.2,479.4,24.6,46.0,34.6,234.7,56.9,143.9,104.5,617.3,145.8,213.5,231.1,850.3,94.2,131.7,246.2,609.0,850.3,1453,1126,1287,38.9,62.2,52.4,268.2,67.5,162.1,119.2,518.0,117.3,183.9,180.9,441.8,121.8,141.2,227.6,437.5,1024,979.7,919.7,1048,86.8,76.7,88.8,304.5,143.0,215.6,176.7,474.3,128.0,242.2,195.9,518.0,137.3,176.7,195.0,402.3,592.9,790.6,1001,790.6,99.0,133.7,211.5,406.0,153.2,250.3,324.2,682.8,203.9,288.8,459.8,1073,269.8,333.8,441.8,919.7,625.9,804.7,1155,1408,958.8,1502,1073,1185,1502,1877,2371,1609,1609,1609,1251,1669,1669,2503,2146,3219,1126,1502,1669,2650,trifecta
2019-11-15,徳　山,1,11.0,10.2,15.2,101.0,12.7,7.6,8.7,51.1,12.7,10.5,10.4,73.1,23.0,16.9,17.7,72.9,329.8,274.6,320.2,270.5,184.0,144.1,189.1,667.4,454.8,1034,870.8,1360,357.9,892.6,618.2,1807,472.9,984.9,740.0,1680,1487,1763,3173,2746,159.7,79.0,88.3,392.3,442.1,898.2,793.4,1386,151.6,602.6,246.2,820.8,201.1,686.6,311.1,802.3,736.2,1373,1472,1552,100.7,87.1,62.8,256.4,309.8,736.2,468.2,1400,186.4,763.7,319.5,991.8,102.6,278.9,231.8,432.8,802.3,1428,1263,1082,149.0,111.4,88.7,296.9,366.2,820.8,643.3,1386,228.5,860.3,428.9,1373,153.9,521.2,343.3,640.4,820.8,1586,1569,1231,978.2,1098,1275,1400,1720,2303,3104,3038,1472,2069,2011,2380,1660,2746,2011,1807,1535,2596,1807,1854,trifecta
2019-11-15,若　松,1,9.7,14.6,21.8,100.9,11.7,10.4,16.0,100.4,20.4,19.3,27.1,105.6,45.8,37.0,56.7,190.5,315.5,308.6,288.5,368.1,30.7,36.3,45.4,180.7,56.6,72.8,55.4,331.8,83.7,87.7,90.0,453.1,110.9,88.0,128.0,565.5,851.6,744.1,1009,918.0,48.9,45.3,52.9,270.8,71.5,89.0,75.7,401.6,74.3,103.0,96.7,441.8,103.0,116.8,134.3,441.8,728.7,594.0,841.5,1009,69.5,63.3,65.5,234.0,107.4,141.9,99.8,477.6,96.1,143.9,122.5,477.6,96.1,104.5,127.3,318.4,490.9,642.6,654.5,570.0,134.3,130.9,158.4,374.0,207.3,155.7,195.2,894.8,175.8,166.3,228.7,906.2,206.0,185.5,225.1,693.0,812.5,1198,1285,1240,955.2,1039,894.8,1333,1309,1285,1683,1963,1240,1240,1178,1285,1285,1504,1504,1724,1359,1643,1472,1570,trifecta
2019-11-15,芦　屋,1,4.0,3.1,64.2,11.2,16.3,23.6,174.8,58.7,9.1,24.9,149.4,41.6,241.7,428.6,465.4,402.9,45.7,96.4,84.1,303.8,17.9,18.1,151.0,35.7,120.6,231.4,792.5,361.3,87.2,212.6,774.2,274.5,691.4,1208,1460,1244,166.5,413.8,398.1,840.0,189.4,253.4,938.6,624.5,291.1,589.5,1513,898.4,420.0,746.7,2754,1615,1976,2301,3054,2545,1217,1527,1750,3170,106.9,252.6,677.4,290.1,187.7,615.4,1411,717.9,538.4,777.8,3230,1768,1570,2366,3170,2434,569.5,781.4,1263,2100,971.1,1931,1570,1680,1263,2024,2074,2210,2507,2470,3818,3574,2545,2400,4000,3907,2366,2270,3428,3294,214.0,541.9,382.7,857.2,298.4,884.2,579.3,1226,1235,1448,1600,2366,672.0,875.0,1615,2400,1083,1826,2270,2584,trifecta
2019-11-15,大　村,1,6.9,42.0,11.7,24.0,7.3,28.1,9.2,18.2,89.8,96.5,157.8,179.7,22.3,21.6,99.9,39.7,52.8,51.7,180.2,70.5,30.9,134.1,45.9,76.9,61.1,245.9,103.0,170.0,359.5,497.3,636.0,735.0,112.3,138.9,560.6,211.3,213.3,297.9,893.9,319.5,31.1,102.0,36.0,62.9,62.1,247.7,91.8,132.0,272.2,497.3,405.8,560.6,82.4,109.8,325.8,148.3,144.4,208.6,508.8,227.3,318.0,416.0,475.9,453.1,537.8,787.5,778.2,972.8,636.0,826.9,743.3,972.8,826.9,987.3,816.7,580.2,816.7,972.8,882.0,1181,94.9,113.6,441.0,146.0,156.3,218.3,826.9,281.5,183.7,246.8,612.5,335.8,769.2,870.4,882.0,760.3,207.3,281.5,319.5,546.7,216.1,201.0,642.2,291.4,312.0,410.8,1084,453.1,238.8,410.8,931.7,490.0,958.7,1084,1297,1350,344.5,421.3,585.4,1160,trifecta
