boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 57, 58, 43, 75, 64, 32, 25.30, 29.89, 44.83, 31.33, 23.26, 22.99, 45.78, 43.68, 60.92, 46.99, 39.53, 42.53,2019-04-09, 54, 22, 53, 34, 27, 26, 38.98, 40.35, 30.67, 34.85, 32.26, 24.00, 57.63, 63.16, 56.00, 50.00, 51.61, 46.00,1,桐　生
 68, 29, 39, 61, 38, 63, 38.06, 33.73, 34.36, 39.35, 36.26, 31.45, 52.26, 46.39, 48.47, 54.84, 55.56, 47.17,2019-04-09, 54, 16, 41,  7, 23, 37, 43.83, 34.69, 31.03, 42.42, 35.75, 40.83, 55.56, 51.02, 49.43, 59.39, 49.16, 57.40,1,戸　田
147,175,133,136,159,130, 35.25, 34.78, 28.04, 31.43, 34.21, 34.75, 56.83, 50.00, 40.19, 47.86, 49.12, 52.48,2019-04-09, 14, 35, 68, 27, 21, 41, 38.26, 27.41, 36.00, 39.86, 36.65, 40.97, 53.69, 45.19, 54.29, 57.97, 54.66, 56.94,1,多摩川
 72, 48, 50, 23, 53, 34, 31.11, 34.32, 33.33, 37.64, 34.76, 31.85, 51.67, 46.15, 47.22, 51.69, 51.34, 44.59,2019-04-09, 42, 43, 26, 39, 56, 24, 47.30, 26.03, 37.31, 29.17, 48.39, 37.66, 63.51, 49.32, 62.69, 43.06, 62.37, 55.84,1,常　滑
 20, 62, 16, 15, 24, 17, 25.42, 25.29, 32.31, 36.26, 34.92, 31.47, 43.50, 40.23, 51.79, 51.65, 56.61, 50.76,2019-04-09, 51, 55, 67, 45, 49, 13, 35.98, 30.15, 33.18, 27.62, 31.88, 33.81, 55.14, 49.25, 46.45, 43.09, 50.24, 54.76,1,びわこ
 41, 34, 57, 60, 59, 66, 26.35, 34.30, 34.76, 32.94, 25.68, 35.48, 39.86, 49.42, 50.00, 47.65, 43.24, 48.39,2019-04-09, 36, 64, 17, 44, 33, 37, 26.74, 29.21, 32.93, 23.60, 30.00, 42.53, 41.86, 43.82, 54.88, 39.33, 56.25, 57.47,1,丸　亀
 12, 32, 52, 25, 62, 27, 11.11, 16.67,  5.56, 21.05, 45.00, 40.00, 11.11, 41.67, 50.00, 26.32, 50.00, 60.00,2019-04-09, 69, 35, 19, 13, 40, 68, 30.51, 21.67, 43.86, 24.56, 11.67, 36.07, 57.63, 35.00, 56.14, 36.84, 30.00, 57.38,1,児　島
 55, 72, 33, 45, 37, 31, 24.05, 32.91, 40.51, 40.26, 34.62, 30.99, 34.18, 50.63, 62.03, 61.04, 58.97, 45.07,2019-04-09, 31, 70, 72, 71, 17, 55, 44.23, 29.53, 35.32, 32.46, 35.71, 47.30, 60.38, 47.15, 53.19, 43.86, 53.78, 65.77,1,徳　山
 41, 42, 69, 32, 62, 50, 20.00, 25.00, 22.22, 21.43, 22.22, 50.00, 33.33, 37.50, 33.33, 35.71, 44.44, 50.00,2019-04-09, 14, 70, 59, 15, 52, 45, 14.29, 85.71, 20.00, 30.77, 33.33, 25.00, 42.86,100.00, 46.67, 46.15, 55.56, 37.50,1,下　関
169,118,120,103,119,160, 33.57, 41.26, 42.07, 38.24, 39.87, 29.29, 48.25, 58.74, 59.15, 53.68, 49.67, 46.43,2019-04-09, 27, 13, 20, 67, 47, 74, 33.51, 37.28, 36.53, 28.13, 25.74, 30.43, 49.21, 53.85, 54.49, 36.72, 47.79, 41.30,1,福　岡
 84, 87, 78, 85, 89, 41,  0.00,  0.00,  0.00,  0.00,  0.00, 25.00,  0.00,  0.00,  0.00,  0.00,  0.00, 50.00,2019-04-09, 30, 64, 67, 49, 29, 58, 33.58, 35.17, 27.27, 26.09, 34.21, 30.67, 51.82, 53.79, 51.30, 49.28, 53.29, 54.00,1,唐　津
