boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 41, 32, 60, 22, 37, 51, 38.18, 30.28, 25.53, 37.00, 29.52, 18.56, 49.09, 54.13, 44.68, 52.00, 49.52, 39.18,2019-01-19, 11, 59, 60, 12, 63, 35, 47.75, 37.76, 33.93, 37.24, 25.76, 31.52, 62.16, 59.18, 51.79, 53.10, 42.42, 53.26,1,戸　田
 47, 37, 51, 33, 22, 64, 33.54, 32.05, 29.05, 40.59, 41.32, 34.19, 47.83, 48.72, 50.00, 57.06, 57.49, 54.84,2019-01-19, 31, 40, 38, 45, 29, 55, 24.84, 40.85, 44.38, 34.36, 28.10, 36.97, 45.22, 55.49, 63.31, 47.24, 44.44, 50.91,1,江戸川
 14, 23, 50, 12, 28, 59, 36.36, 40.58, 27.54, 28.07, 41.94, 30.30, 52.73, 52.17, 44.93, 43.86, 59.68, 48.48,2019-01-19, 30,  8,  7,  3, 64, 43, 27.38, 40.22, 33.12, 23.53, 27.75, 35.26, 50.60, 52.51, 48.41, 40.52, 45.66, 52.02,1,浜名湖
 18, 35, 75, 29, 40, 13, 32.92, 36.14, 31.01, 37.41, 37.35, 36.31, 54.04, 55.42, 44.19, 53.24, 54.22, 58.10,2019-01-19, 69, 57, 53, 11, 31, 65, 31.03, 28.13, 27.34, 36.49, 30.51, 38.46, 50.34, 41.41, 46.88, 50.68, 48.02, 63.31,1,蒲　郡
 59, 60, 67, 55, 13, 52, 25.81, 32.00, 32.79, 31.25, 26.61, 30.71, 48.39, 44.80, 52.46, 55.36, 46.79, 52.76,2019-01-19, 55, 58, 14,  3, 38, 13, 57.14, 32.00, 25.93, 34.62, 46.15, 42.31, 80.00, 72.00, 48.15, 38.46, 61.54, 53.85,1,常　滑
 30, 16, 31, 19, 18, 57, 28.79, 36.11, 40.51, 38.57, 28.79, 39.02, 42.42, 54.17, 64.56, 58.57, 51.52, 57.32,2019-01-19, 12, 16, 17, 23, 28, 52, 40.79, 36.84, 22.73, 29.41, 25.00, 29.73, 56.58, 58.95, 42.05, 44.71, 33.33, 51.35,1,　津　
 18, 38, 70, 26, 62, 11, 36.97, 41.10, 35.76, 30.63, 32.93, 36.05, 51.52, 51.53, 50.91, 40.63, 53.05, 56.46,2019-01-19, 11, 44,  4, 22, 64, 35, 37.36, 23.75, 38.73, 32.92, 38.95, 32.37, 55.75, 41.88, 61.27, 48.45, 57.56, 49.71,1,尼　崎
 58, 77, 62, 27, 68, 64, 35.37, 23.68, 29.73, 29.87, 29.22, 39.24, 53.05, 42.11, 46.62, 40.91, 48.05, 50.63,2019-01-19, 25, 53, 58, 72, 71, 11, 30.43, 33.13, 38.55, 38.61, 37.50, 34.86, 48.45, 44.79, 53.61, 51.27, 51.88, 50.86,1,鳴　門
 58,  1, 14, 50,  6, 44, 32.08, 33.71, 39.05, 23.08, 28.00, 40.21, 50.00, 48.31, 58.10, 44.23, 46.00, 52.58,2019-01-19, 15, 30, 34, 19, 26, 62, 51.61, 37.50, 27.03, 11.11, 26.92, 22.22, 61.29, 59.38, 40.54, 25.93, 42.31, 22.22,1,丸　亀
 73, 39, 52, 70, 27, 63, 36.49, 36.73, 29.86, 38.99, 36.52, 36.87, 51.18, 49.39, 49.31, 53.67, 59.55, 55.05,2019-01-19, 48, 23, 16, 18, 57, 40, 30.00,  0.00, 20.00, 30.00,  0.00, 20.00, 60.00,  0.00, 60.00, 40.00,  0.00, 30.00,1,児　島
