boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 72, 51, 20, 67, 32, 24, 30.00, 50.00, 33.85, 33.33, 22.06, 40.85, 47.14, 57.35, 53.85, 52.17, 38.24, 57.75,2019-03-09, 48, 25, 40, 66, 32, 50, 34.00, 36.84, 27.91, 31.91, 37.21, 32.61, 64.00, 50.00, 34.88, 53.19, 51.16, 54.35,1,桐　生
 74, 18, 56, 34, 22, 21, 31.62, 28.06, 35.66, 37.76, 35.71, 36.43, 46.32, 45.32, 53.15, 54.55, 52.86, 48.57,2019-03-09, 23, 25,  6,  4,  9, 30, 35.63, 42.45, 25.50, 26.52, 42.65, 33.55, 49.38, 60.43, 46.31, 40.15, 50.74, 46.71,1,戸　田
 72, 54, 28, 70, 64, 63, 36.46, 27.59, 40.70, 39.81, 44.12, 33.66, 55.21, 42.53, 55.81, 49.51, 66.67, 64.36,2019-03-09,  8, 37, 10, 26,  5, 15, 41.67, 35.90, 32.72, 32.68, 33.18, 27.08, 55.09, 52.99, 52.53, 50.24, 45.74, 47.92,1,浜名湖
 74, 39, 44, 49, 45, 47, 32.14, 37.50, 36.54, 31.96, 35.00, 27.68, 48.81, 52.27, 49.04, 49.48, 62.50, 49.11,2019-03-09, 41, 64, 28, 40, 39, 23, 37.86, 36.28, 29.41, 38.74, 36.94, 34.51, 52.43, 52.21, 38.24, 54.05, 51.35, 52.21,1,　津　
 22, 66, 71, 56, 51, 64, 38.34, 30.15, 35.05, 40.40, 32.16, 34.36, 55.96, 49.25, 50.52, 56.06, 51.76, 44.62,2019-03-09, 31, 16, 22, 38, 24, 71, 39.04, 35.53, 33.33, 28.80, 28.89, 34.54, 58.29, 56.35, 51.85, 42.93, 40.56, 48.45,1,鳴　門
  9, 27, 54, 44, 13, 56, 25.93, 33.58, 33.33, 36.76, 39.57, 38.28, 43.70, 50.00, 45.45, 49.26, 53.24, 50.00,2019-03-09, 44, 33, 25, 40, 43, 50, 23.81, 30.00, 18.64, 34.43, 40.63, 45.31, 44.44, 62.00, 30.51, 55.74, 57.81, 62.50,1,丸　亀
 17, 54, 36, 27, 29, 28,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-09, 23, 52, 57, 33, 35, 66, 21.62, 46.34, 27.91, 21.62, 24.39, 53.85, 35.14, 63.41, 39.53, 32.43, 36.59, 76.92,1,児　島
 33, 34, 32, 14, 23, 63, 38.33, 30.00, 35.38, 35.59, 40.32, 32.20, 56.67, 45.00, 50.77, 50.85, 53.23, 49.15,2019-03-09, 45, 48, 53, 29, 58, 52, 30.13, 23.20, 36.49, 29.50, 37.63, 30.28, 48.91, 36.60, 54.98, 42.00, 58.06, 49.08,1,徳　山
 41, 59, 71, 24, 50, 51, 26.36, 30.61, 26.39, 40.00, 31.91, 26.95, 51.16, 47.62, 38.89, 58.00, 44.68, 48.94,2019-03-09, 11, 10, 51, 47,  4, 35, 26.79, 44.44, 35.09, 59.65, 20.00, 38.71, 50.00, 68.25, 43.86, 77.19, 35.38, 48.39,1,若　松
133,143,104,117,169,168, 28.93, 36.76, 37.80, 40.74, 34.13, 25.62, 45.45, 55.15, 48.82, 54.07, 49.21, 42.15,2019-03-09, 17, 47, 71, 29, 13, 32, 39.18, 29.41, 45.97, 32.90, 39.86, 36.50, 50.52, 48.74, 70.16, 52.26, 55.24, 56.20,1,福　岡
 23, 18, 74, 51, 71, 62, 34.44, 34.00, 50.66, 25.37, 27.91, 37.50, 50.99, 50.00, 61.18, 44.78, 42.64, 54.17,2019-03-09, 64, 56, 50, 75, 68, 45, 30.00, 11.11,  0.00, 27.27, 70.00, 37.50, 50.00, 33.33,  0.00, 45.45, 90.00, 50.00,1,大　村
 25, 35, 40, 61, 73, 28, 40.00, 23.08, 24.24, 41.54, 25.76, 31.82, 58.46, 40.00, 34.85, 60.00, 40.91, 39.39,2019-03-09, 68, 46, 70, 69, 36, 12, 38.30, 28.57, 37.74, 34.04, 36.17, 42.22, 48.94, 50.00, 52.83, 44.68, 44.68, 64.44,2,桐　生
 11, 71, 15, 17, 53, 69, 32.82, 35.25, 27.66, 45.35, 28.47, 41.43, 44.27, 53.96, 48.23, 58.14, 43.80, 57.86,2019-03-09, 18, 53, 64, 15, 55, 56, 27.03, 36.00, 29.80, 42.64, 44.44, 34.25, 49.55, 52.00, 47.02, 58.14, 61.73, 52.74,2,戸　田
 43, 17, 19, 16, 12, 69, 25.84, 44.12, 25.27, 39.60, 34.09, 33.66, 44.94, 59.80, 37.36, 59.41, 48.86, 44.55,2019-03-09, 18, 23, 34, 63, 45, 58, 36.45, 42.59, 36.65, 38.97, 38.14, 38.89, 49.26, 57.41, 58.82, 57.75, 53.95, 56.84,2,浜名湖
 59, 48, 40, 61, 60, 35, 27.45, 37.07, 26.88, 44.44, 43.30, 42.00, 45.10, 54.31, 43.01, 56.57, 59.79, 51.00,2019-03-09, 58, 50, 36, 73, 32, 38, 28.45, 29.20, 29.03, 37.37, 28.09, 26.32, 48.28, 42.48, 49.46, 59.60, 39.33, 42.98,2,　津　
 26, 68, 38, 15, 67, 28, 30.21, 30.37, 34.55, 42.86, 35.20, 30.61, 47.92, 49.74, 45.03, 60.71, 55.10, 42.35,2019-03-09, 19, 12, 21, 70, 57, 76, 31.03, 25.27, 45.37, 46.39, 31.94, 28.36, 47.78, 45.16, 60.19, 62.37, 49.74, 43.78,2,鳴　門
 17, 11,  4, 49, 58,  6, 27.07, 21.80, 27.74, 32.06, 35.29, 27.61, 43.61, 48.87, 43.07, 48.85, 51.47, 44.78,2019-03-09, 22, 31, 47, 21, 10,  5, 46.38, 30.91, 46.77, 20.34, 21.05, 11.63, 63.77, 47.27, 66.13, 40.68, 29.82, 23.26,2,丸　亀
 34, 22, 39, 53, 20, 45,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-09, 46, 36, 61, 67, 24, 50, 34.21, 46.15, 46.34, 39.13, 30.00, 35.00, 47.37, 56.41, 68.29, 54.35, 45.00, 57.50,2,児　島
 17, 28, 26, 21, 24, 55, 25.00, 36.21, 32.76, 30.95, 30.36, 24.19, 45.00, 44.83, 43.10, 52.38, 42.86, 33.87,2019-03-09, 55, 70, 38, 41, 24, 23, 46.88, 27.91, 28.19, 28.83, 32.34, 36.19, 65.63, 45.35, 43.62, 48.47, 49.25, 53.33,2,徳　山
 43, 21, 22, 60, 68, 19, 31.47, 41.67, 35.51, 33.61, 24.11, 31.54, 46.15, 59.03, 54.35, 50.00, 41.96, 47.65,2019-03-09, 13, 50, 22, 54, 37,  5, 25.81, 40.00, 53.33, 36.36, 26.67, 34.43, 51.61, 50.00, 63.33, 58.18, 35.56, 52.46,2,若　松
