boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 43, 17, 68, 74, 27, 34,  0.00, 33.33,  0.00,  0.00, 71.43, 55.56,  0.00, 66.67,  0.00,  0.00, 71.43, 77.78,2019-07-11, 19, 53, 22, 55, 49,  4, 62.50,  0.00, 33.33,  0.00,  0.00, 44.44, 75.00,  0.00, 44.44,  0.00,  0.00, 77.78,1,戸　田
 45, 10, 67, 15, 43, 63, 25.64, 27.27, 25.00, 35.71, 37.84, 31.82, 43.59, 48.48, 52.50, 54.76, 56.76, 54.55,2019-07-11, 11, 20, 28, 31, 41, 15, 27.78, 33.33, 36.59, 30.95, 37.50, 30.30, 47.22, 48.72, 56.10, 45.24, 65.00, 45.45,1,江戸川
 60, 49, 38, 50, 40, 58, 36.59, 30.00, 20.00, 20.00, 29.41, 36.59, 43.90, 33.33, 34.29, 48.57, 50.00, 53.66,2019-07-11, 61, 46, 63, 45, 40, 36, 44.00, 34.15, 46.00, 45.45, 25.71, 18.18, 60.00, 46.34, 68.00, 63.64, 37.14, 27.27,1,蒲　郡
 38, 66, 67, 45, 40, 74, 16.67, 28.57, 33.33, 12.50, 26.67, 85.71, 16.67, 42.86, 50.00, 37.50, 53.33,100.00,2019-07-11,  5, 49,  9, 40, 28, 61, 33.33, 34.48, 36.73, 41.01, 39.55, 37.59, 54.26, 50.34, 51.70, 58.27, 60.45, 58.16,1,常　滑
 24, 32, 75, 56, 22, 14, 34.97, 25.77, 25.29, 28.40, 34.00, 31.10, 48.47, 41.72, 40.59, 46.30, 45.33, 48.78,2019-07-11, 58, 20, 63, 57, 30, 48, 30.26, 31.52, 32.74, 39.89, 31.46, 28.27, 48.21, 50.30, 47.02, 57.45, 46.07, 42.41,1,　津　
 21, 20, 44, 40, 16, 62, 36.00, 44.90, 35.71, 42.00, 33.33, 18.87, 54.00, 55.10, 50.00, 66.00, 45.61, 35.85,2019-07-11, 50, 49, 66, 25, 33, 42, 17.39, 28.30, 33.33, 13.33, 17.95, 15.38, 41.30, 41.51, 45.61, 35.56, 35.90, 25.00,1,三　国
 13, 49, 12, 58, 70, 67, 11.11, 61.11, 30.77, 44.44, 40.00, 68.42, 22.22, 61.11, 53.85, 55.56, 70.00, 94.74,2019-07-11, 50, 22, 57, 59, 34, 33, 25.00, 24.14,  0.00,  0.00, 19.23,  5.56, 45.00, 48.28,  0.00, 11.11, 42.31,  5.56,1,びわこ
 39, 60, 41, 61, 69, 48, 21.69, 40.78, 41.07, 20.29, 42.31, 38.39, 42.17, 59.22, 51.79, 34.78, 57.69, 55.36,2019-07-11, 70, 51, 72, 61, 22, 37, 47.54, 23.62, 44.35, 45.08, 36.29, 31.20, 63.93, 44.09, 63.71, 65.57, 52.42, 47.20,1,児　島
 56, 35, 64, 38, 59, 49, 36.00, 27.27, 26.92, 32.31, 39.61, 37.82, 48.00, 44.63, 36.54, 49.74, 51.69, 55.44,2019-07-11, 50, 23, 70, 52, 16, 26, 42.05, 31.79, 25.58, 29.82, 39.57, 34.65, 59.49, 49.74, 43.60, 47.95, 54.01, 53.47,1,宮　島
 59, 25, 55, 64, 23, 66, 21.74, 29.58, 50.79, 20.31, 31.25, 32.86, 43.48, 47.89, 66.67, 42.19, 48.44, 57.14,2019-07-11, 53, 21, 26, 24, 51, 44, 33.33, 21.43, 30.00, 28.57, 35.94, 34.25, 60.26, 28.57, 48.33, 48.57, 57.81, 50.68,1,下　関
 60, 27, 72, 58, 34, 47, 35.00, 20.00, 22.22, 11.11, 18.18, 11.11, 60.00, 50.00, 33.33, 22.22, 81.82, 16.67,2019-07-11,  2, 33, 49,  8, 29, 35, 30.00, 36.17, 51.47, 21.88, 31.25, 34.00, 44.29, 51.06, 67.65, 35.94, 45.31, 46.67,1,若　松
 21, 36, 65, 60, 25, 51, 34.15, 30.00, 46.43, 21.43, 31.91, 29.55, 43.90, 42.50, 57.14, 35.71, 44.68, 45.45,2019-07-11, 34, 13, 31, 57, 20, 39, 50.00, 25.00,  0.00, 33.33, 33.33, 26.32, 70.00, 25.00, 12.50, 44.44, 44.44, 47.37,1,芦　屋
131,162,163,160,133,161,  0.00, 40.00, 45.45, 11.11, 62.50, 10.00, 14.29, 60.00, 72.73, 22.22, 75.00, 40.00,2019-07-11, 43, 37, 34, 61, 42, 46, 66.67, 50.00, 54.55, 22.22,  0.00, 54.55, 77.78, 61.11, 81.82, 33.33, 28.57, 81.82,1,福　岡
 44, 69, 43, 48, 55, 63, 25.00,  0.00, 53.85, 10.00,  0.00,  0.00, 25.00,  0.00, 76.92, 20.00,  0.00,  0.00,2019-07-11, 50, 18, 38, 20, 23, 55, 33.33, 27.27, 50.00, 30.86, 52.94, 28.57, 45.16, 48.05, 66.33, 48.15, 69.41, 41.67,1,大　村
 70, 73, 60, 33, 31, 36,  0.00,  0.00,  0.00, 42.86, 33.33,100.00,  0.00,  0.00, 33.33, 57.14, 44.44,100.00,2019-07-11, 26,  1, 62, 57, 27,  7,  0.00,  0.00,  0.00,  0.00, 12.50, 37.50, 14.29,  0.00,  0.00,  0.00, 37.50, 37.50,2,戸　田
 21, 59, 35, 11, 24, 60, 23.68, 35.90, 34.21, 25.00, 19.44, 55.00, 42.11, 46.15, 42.11, 33.33, 27.78, 72.50,2019-07-11, 34, 16, 26, 32, 40, 64, 32.56, 39.02, 32.35, 31.43, 31.71, 28.57, 44.19, 53.66, 52.94, 60.00, 56.10, 45.71,2,江戸川
