boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 11, 19, 60, 12, 47, 72, 30.43, 40.83, 25.00, 34.75, 36.59, 38.79, 43.48, 58.33, 43.52, 59.32, 56.10, 53.45,2019-02-02, 41, 58, 12, 42, 48, 26, 28.10, 37.23, 36.42, 29.17, 34.07, 37.50, 47.93, 56.93, 51.66, 43.75, 48.15, 60.71,1,戸　田
 29, 11, 22, 46, 63, 18, 39.19, 32.97, 32.60, 26.42, 41.01, 32.35, 54.73, 51.10, 48.07, 42.45, 56.18, 53.53,2019-02-02, 30, 12, 16, 76, 68, 69, 35.58, 35.57, 41.94, 33.92, 37.50, 30.52, 52.15, 51.68, 60.65, 54.97, 53.29, 50.00,1,蒲　郡
 72, 19, 25, 24, 55, 66, 31.34, 30.58, 30.40, 38.52, 30.51, 37.86, 50.75, 46.28, 46.40, 54.81, 53.39, 61.43,2019-02-02, 33, 60, 49, 23, 43,  3, 29.63, 32.43, 32.50, 20.51, 29.41, 31.25, 44.44, 43.24, 40.00, 41.03, 58.82, 34.38,1,常　滑
 19, 14, 38, 62, 68, 25, 37.50, 33.33, 41.30, 31.18, 27.14, 39.51, 60.00, 53.62, 53.26, 49.46, 40.00, 48.15,2019-02-02, 70, 38, 25, 53, 33, 24, 27.40, 24.73, 46.32, 30.28, 16.28, 22.54, 43.84, 40.86, 57.89, 44.04, 27.91, 35.21,1,　津　
 61, 21, 32, 20, 38, 30, 48.97, 41.54, 31.79, 31.61, 40.31, 43.08, 63.40, 58.97, 50.26, 46.11, 60.20, 60.00,2019-02-02, 33, 57, 11, 54, 38, 31, 48.56, 30.50, 30.10, 33.33, 33.00, 45.08, 69.71, 47.00, 53.40, 54.73, 48.00, 60.10,1,三　国
 62, 27, 32, 86, 57, 36, 28.95, 38.31, 35.44, 35.26, 35.58, 33.13, 47.37, 53.90, 51.27, 52.56, 50.31, 52.50,2019-02-02, 77, 55, 30, 24, 86, 32, 32.18, 28.74, 29.94, 43.56, 25.00, 33.89, 48.28, 47.70, 49.72, 65.03, 40.85, 47.22,1,住之江
 76, 35, 55, 53, 33, 62, 37.93, 33.14, 28.00, 32.52, 29.65, 32.14, 54.60, 50.58, 45.14, 49.08, 43.60, 48.81,2019-02-02, 71, 67, 74, 12, 69, 76, 36.09, 40.68, 20.75, 26.95, 29.07, 29.89, 50.89, 57.06, 35.85, 47.90, 47.67, 45.11,1,鳴　門
 39, 31, 47, 29, 41, 57, 11.11, 25.00, 29.41, 32.14, 25.93, 39.39, 22.22, 37.50, 44.12, 46.43, 40.74, 63.64,2019-02-02, 19, 47, 54, 53, 38, 13, 28.31, 29.87, 28.48, 40.98, 28.75, 39.35, 45.78, 47.40, 40.00, 60.11, 43.75, 59.35,1,徳　山
 39, 24, 58, 55, 40, 57, 34.62, 38.42, 33.33, 24.86, 32.07, 36.26, 51.10, 56.50, 51.79, 45.66, 51.63, 51.46,2019-02-02, 59, 14, 16, 19, 17, 48, 31.16, 42.25, 36.67, 34.67, 34.87, 36.88, 45.65, 58.45, 51.33, 52.67, 51.32, 50.35,1,芦　屋
 12, 75, 47, 74, 38, 39, 21.82, 36.07, 28.24, 47.24, 41.86, 36.43, 38.18, 51.64, 49.62, 59.06, 55.81, 50.39,2019-02-02, 66, 37, 54, 44, 46, 29, 30.77, 42.50, 37.56, 30.50, 28.57, 37.57, 46.67, 57.00, 56.85, 51.00, 47.14, 51.93,1,大　村
 61, 37, 38, 14, 25, 67, 36.13, 30.51, 35.54, 41.80, 26.44, 23.48, 53.78, 48.31, 56.20, 57.38, 42.53, 44.35,2019-02-02, 51, 54, 60, 29, 32, 56, 29.66, 42.74, 31.20, 29.55, 45.53, 34.65, 46.90, 56.45, 48.80, 45.45, 63.41, 51.97,2,戸　田
 61, 14, 43, 17, 37, 56, 33.97, 41.73, 38.27, 27.54, 35.93, 41.94, 50.00, 57.55, 54.94, 39.86, 53.29, 56.99,2019-02-02, 29, 46, 72, 31, 41, 62, 36.31, 33.52, 42.95, 29.57, 36.78, 33.86, 49.40, 53.07, 63.09, 46.77, 58.05, 49.21,2,蒲　郡
 29, 44, 12, 54, 53, 38, 31.25, 40.58, 30.23, 34.06, 29.60, 32.52, 42.19, 57.97, 48.84, 47.83, 47.20, 53.66,2019-02-02,  2, 19,  6, 29, 64, 35, 34.29, 32.35, 34.21, 25.71, 47.06, 50.00, 60.00, 38.24, 47.37, 48.57, 67.65, 63.89,2,常　滑
 72, 35, 47, 16, 39, 66, 41.67, 46.91, 25.58, 34.21, 39.68, 39.80, 58.33, 58.02, 47.67, 51.32, 53.97, 62.24,2019-02-02, 13, 54, 69, 50, 36, 44, 39.73, 45.56, 26.97, 29.47, 32.39, 35.53, 56.16, 70.00, 46.07, 45.26, 53.52, 48.68,2,　津　
 54, 13, 34, 65, 46, 51, 31.22, 33.85, 28.21, 28.07, 38.74, 31.89, 50.79, 50.00, 44.62, 50.88, 50.26, 49.19,2019-02-02, 15, 30, 16, 26, 14, 50, 38.24, 42.21, 38.58, 41.87, 32.67, 31.86, 58.33, 58.79, 55.33, 58.62, 51.98, 44.61,2,三　国
 78, 28, 34, 69, 87, 94, 35.40, 34.59, 34.59, 44.59, 36.54, 37.96, 49.69, 50.94, 50.94, 64.19, 57.05, 50.36,2019-02-02, 15, 18, 61, 69, 22, 78, 32.57, 26.83, 34.08, 30.06, 23.90, 28.33, 47.43, 43.29, 53.07, 43.35, 40.88, 40.56,2,住之江
 34, 58, 16, 66, 57, 28, 28.82, 35.20, 34.10, 30.64, 36.69, 29.21, 47.06, 51.96, 49.13, 49.71, 55.62, 40.45,2019-02-02, 32, 35, 24, 37, 72, 65, 31.91, 36.00, 30.00, 26.45, 41.67, 37.10, 52.13, 53.71, 41.88, 40.65, 55.00, 56.99,2,鳴　門
 28, 66, 36, 69, 65, 33, 18.52, 15.38, 51.22, 20.00, 26.67, 26.67, 18.52, 34.62, 70.73, 50.00, 40.00, 50.00,2019-02-02, 34, 39, 52, 18, 43, 40, 38.27, 33.33, 31.38, 31.61, 44.68, 40.11, 53.70, 46.24, 51.06, 51.15, 57.45, 58.19,2,徳　山
 71, 56, 68, 20, 13, 26, 28.31, 31.21, 38.37, 32.42, 21.02, 29.21, 49.40, 44.51, 59.88, 46.15, 42.68, 43.82,2019-02-02, 46, 51, 47, 65, 62, 13, 32.37, 31.97, 31.91, 28.00, 26.36, 37.67, 56.12, 46.72, 45.39, 48.80, 41.09, 59.59,2,芦　屋
 25, 22, 60, 52, 14, 58, 32.74, 30.58, 25.86, 23.68, 31.15, 30.33, 46.90, 49.59, 37.93, 48.25, 47.54, 47.54,2019-02-02, 63, 49, 62, 13, 17, 27, 31.31, 49.08, 42.44, 40.83, 33.17, 33.87, 46.97, 67.43, 60.49, 52.75, 51.49, 51.61,2,大　村
 22, 55, 76, 40, 43, 53, 33.93, 34.75, 38.83, 33.88, 43.33, 29.36, 49.11, 48.31, 48.54, 48.76, 55.00, 44.04,2019-02-02, 35, 59, 30, 25, 65, 33, 30.48, 37.14, 31.97, 42.40, 33.61, 36.07, 49.52, 58.10, 43.44, 61.60, 48.74, 53.28,3,戸　田
 53, 23, 75, 19, 55, 60, 28.06, 28.68, 29.71, 34.66, 29.68, 36.02, 46.04, 49.26, 44.93, 51.70, 43.23, 52.17,2019-02-02, 11, 40, 19, 34, 36, 59, 38.22, 44.51, 47.95, 40.88, 36.20, 43.62, 52.23, 59.76, 63.70, 55.35, 51.53, 60.40,3,蒲　郡
 40, 23, 67, 27, 21, 17, 34.40, 41.73, 31.34, 34.04, 32.41, 39.06, 51.20, 56.83, 50.75, 53.19, 52.41, 50.78,2019-02-02, 40, 16, 61,  9,  7, 25, 36.67, 36.36, 44.12, 21.21, 55.17, 31.25, 56.67, 60.61, 58.82, 42.42, 75.86, 56.25,3,常　滑
 73, 11, 31, 15, 23, 30, 29.49, 41.10, 37.65, 36.71, 32.50, 28.21, 48.72, 53.42, 61.18, 55.70, 58.75, 47.44,2019-02-02, 19, 43, 21, 58, 22, 64, 46.07, 31.65, 44.83, 31.52, 26.58, 36.90, 68.54, 40.51, 68.97, 48.91, 48.10, 53.57,3,　津　
 19, 11, 31, 72, 67, 58, 47.42, 27.04, 21.76, 34.76, 33.85, 28.42, 63.92, 41.84, 40.93, 47.06, 50.26, 47.37,2019-02-02, 46, 67, 17, 45, 28, 37, 29.25, 31.68, 31.84, 32.35, 46.00, 37.16, 48.58, 47.52, 47.76, 51.96, 59.00, 52.75,3,三　国
 20, 26, 73, 61, 63, 22, 30.86, 34.29, 42.18, 27.10, 25.95, 43.45, 50.00, 47.86, 63.27, 41.29, 43.04, 58.62,2019-02-02, 33, 50, 53, 71, 37, 81, 37.06, 32.57, 30.77, 37.29, 29.56, 27.88, 53.53, 48.57, 46.15, 51.41, 50.94, 43.64,3,住之江
 67, 56, 70, 27, 65, 77, 35.00, 39.77, 29.88, 31.43, 32.75, 22.98, 54.44, 55.56, 46.95, 42.29, 50.88, 41.61,2019-02-02, 70, 16, 38, 56, 25, 57, 47.95, 35.43, 29.17, 29.82, 29.12, 30.41, 65.50, 57.14, 42.86, 47.37, 48.35, 47.95,3,鳴　門
 55, 20, 24, 27, 56, 13, 20.00, 28.57, 36.36, 17.86, 28.57, 27.59, 24.00, 32.14, 45.45, 39.29, 51.43, 48.28,2019-02-02, 32, 66, 36, 15, 14, 55, 29.83, 39.66, 44.13, 26.63, 40.13, 48.77, 46.96, 59.22, 60.34, 44.38, 58.55, 68.52,3,徳　山
 52, 11, 60, 32, 17, 43, 30.36, 35.00, 45.61, 35.00, 30.00, 24.69, 49.40, 51.67, 60.82, 50.00, 44.44, 41.98,2019-02-02, 39, 11, 53, 31, 33, 28, 31.21, 19.40, 20.93, 23.14, 28.97, 25.38, 56.03, 38.06, 40.31, 44.63, 42.76, 46.15,3,芦　屋
 41, 64, 69, 23, 43, 72, 36.80, 32.28, 25.44, 29.51, 40.80, 36.80, 51.20, 51.18, 35.96, 48.36, 54.40, 54.40,2019-02-02, 33, 34, 45, 16, 68, 70, 32.98, 24.49, 37.75, 29.69, 37.19, 32.14, 50.26, 39.29, 56.37, 44.79, 54.77, 50.00,3,大　村
 36, 65, 75, 51, 50, 28, 31.82, 35.83, 36.13, 20.75, 36.89, 44.44, 53.64, 58.33, 57.14, 39.62, 48.36, 63.33,2019-02-02, 27, 34, 62, 15, 53,  5, 53.15, 32.56, 30.53, 45.13, 38.24, 33.79, 71.33, 49.61, 50.38, 60.18, 55.88, 55.17,4,戸　田
 16, 21, 69, 67, 41, 76, 35.85, 31.25, 33.33, 25.63, 36.20, 28.36, 54.09, 45.14, 49.09, 43.13, 52.76, 47.01,2019-02-02, 27, 28, 33, 63, 35, 22, 47.02, 30.41, 50.63, 28.03, 37.43, 33.71, 64.24, 49.32, 67.09, 40.13, 48.04, 50.29,4,蒲　郡
