boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 75, 76, 70, 25, 36, 20, 35.48, 40.54, 33.06, 27.66, 30.51, 30.65, 55.65, 50.45, 56.20, 42.55, 51.69, 50.81,2019-02-11, 63, 50, 23,  8, 60, 33, 23.08, 24.14, 32.86, 33.61, 29.55, 34.62, 37.18, 41.38, 47.14, 47.54, 46.97, 51.54,1,戸　田
 46, 48, 39, 11, 62, 27, 31.95, 33.51, 30.46, 35.50, 33.33, 32.97, 47.93, 55.14, 47.70, 54.44, 55.37, 46.15,2019-02-11, 21, 28, 15, 41, 17, 36, 35.48, 44.21, 31.58, 41.71, 36.36, 37.57, 54.30, 61.58, 49.71, 55.61, 49.43, 52.38,1,江戸川
 69, 65, 67, 35, 24, 47, 39.73, 31.76, 39.51, 25.33, 37.97, 17.81, 53.42, 49.41, 58.02, 49.33, 48.10, 36.99,2019-02-11, 36, 41, 10, 54, 55, 59, 31.52, 35.15, 34.39, 36.68, 32.31, 38.20, 43.48, 54.46, 53.97, 52.26, 52.82, 54.49,1,浜名湖
 33, 28, 29, 24, 40, 50, 42.04, 32.79, 38.22, 39.16, 36.00, 31.28, 54.14, 47.54, 54.78, 54.82, 52.57, 45.81,2019-02-11, 45, 41, 68, 12, 67, 34, 32.95, 36.31, 36.65, 34.81, 45.40, 38.69, 52.84, 56.98, 52.80, 50.63, 61.49, 52.98,1,蒲　郡
 26, 41, 27, 23, 53, 62, 36.49, 41.10, 33.56, 41.22, 31.34, 37.42, 54.05, 60.27, 52.35, 56.08, 47.76, 58.06,2019-02-11, 11,  5,  4,  3, 63, 40, 23.68, 26.47, 30.56, 29.27, 39.02, 34.21, 34.21, 38.24, 36.11, 36.59, 53.66, 50.00,1,常　滑
 85, 27, 29, 38, 28, 81, 39.76, 37.65, 36.59, 34.55, 36.47, 34.78, 52.41, 53.09, 50.00, 56.36, 52.35, 51.55,2019-02-11, 13, 77, 17, 14, 61, 87, 36.26, 31.69, 38.55, 30.81, 34.39, 41.90, 52.20, 48.09, 52.51, 47.57, 52.38, 59.78,1,住之江
 59, 38, 75, 22, 53, 24, 35.52, 35.84, 42.46, 37.85, 31.76, 36.16, 53.01, 44.51, 58.66, 55.37, 48.24, 57.06,2019-02-11, 27, 57, 75, 15, 30, 58, 35.84, 33.33, 36.78, 46.19, 36.08, 37.10, 52.02, 50.56, 52.30, 63.96, 53.61, 53.23,1,鳴　門
 33, 55, 70, 58, 50, 66, 32.50, 27.78, 21.95, 51.16, 39.47, 27.03, 52.50, 36.11, 41.46, 69.77, 47.37, 43.24,2019-02-11, 55, 70, 20, 72, 65, 58, 47.98, 27.78, 40.68, 36.17, 37.11, 39.05, 67.63, 44.44, 62.15, 53.19, 55.67, 59.76,1,徳　山
 66, 38, 62, 17, 69, 74, 29.12, 41.80, 29.35, 32.12, 41.34, 42.29, 43.41, 60.32, 39.67, 47.67, 61.45, 60.57,2019-02-11, 42, 48, 33, 24, 30,  1, 45.65, 34.87, 31.65, 29.94, 33.75, 30.97, 60.87, 47.37, 46.84, 41.92, 48.13, 50.32,1,芦　屋
 23, 59, 21, 75, 50, 45, 32.33, 37.96, 36.92, 34.85, 33.08, 44.85, 50.38, 53.28, 51.54, 50.76, 50.77, 63.24,2019-02-11, 29, 17, 67, 16, 49, 58, 36.32, 32.08, 31.53, 31.53, 49.56, 35.47, 50.00, 50.00, 45.32, 46.31, 67.70, 50.74,1,大　村
 32, 24, 54, 55, 35, 27, 31.71, 38.26, 37.40, 33.61, 37.70, 28.00, 55.28, 47.83, 54.47, 46.72, 52.46, 47.20,2019-02-11,  4, 49, 51,  5,  3, 10, 27.73, 35.00, 30.07, 33.12, 37.50, 34.56, 42.02, 51.88, 47.06, 54.55, 57.50, 49.26,2,戸　田
