boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 63, 23, 12, 10, 58, 60, 34.84, 36.65, 38.51, 31.17, 25.00, 36.60, 54.84, 55.28, 59.63, 48.05, 45.95, 54.25,2019-01-10, 67, 27, 71, 28, 46, 50, 31.72, 39.74, 28.66, 45.28, 35.19, 28.48, 45.52, 57.05, 49.04, 62.26, 53.70, 48.34,1,江戸川
 58, 19, 61, 73, 54, 35, 33.33, 29.82, 32.26, 26.23, 28.07, 26.67, 49.21, 36.84, 48.39, 37.70, 43.86, 48.33,2019-01-10, 32, 37, 40, 66, 30, 31, 18.18, 39.39, 26.71, 30.92, 26.88, 38.01, 33.57, 57.07, 43.15, 45.39, 51.25, 49.71,1,浜名湖
 55, 72, 71, 26, 66, 62, 30.67, 20.59, 27.52, 36.18, 30.13, 38.65, 44.67, 40.20, 40.37, 51.97, 46.79, 60.12,2019-01-10, 13, 69, 38, 23, 58, 41, 31.33, 33.09, 25.38, 27.21, 26.67, 37.82, 42.00, 53.68, 39.23, 43.38, 42.50, 58.97,1,蒲　郡
 51, 12, 61, 57, 13, 59, 40.79, 40.00, 46.15, 34.72, 22.03, 32.91, 52.63, 58.33, 57.69, 54.17, 37.29, 54.43,2019-01-10, 58, 41, 46, 27, 69, 50, 25.71, 43.08, 20.00, 39.39, 28.95, 32.18, 45.71, 58.46, 33.33, 62.12, 46.05, 49.43,1,　津　
 23, 12, 69, 30, 51, 63, 26.49, 31.01, 28.78, 27.15, 30.38, 38.10, 46.36, 52.53, 41.73, 43.05, 48.10, 53.06,2019-01-10, 68, 25, 22, 63, 57, 29, 32.41, 31.58, 33.10, 24.11, 31.08, 26.71, 48.97, 49.34, 51.41, 43.26, 47.30, 42.47,1,鳴　門
 19, 44, 60, 34, 63, 12, 47.57, 41.57, 34.38, 38.32, 20.65, 39.58, 66.99, 55.06, 47.92, 54.21, 43.48, 64.58,2019-01-10, 32, 57, 28, 11,  1,  9, 31.58,  3.85, 15.00, 10.34, 26.92, 17.86, 47.37, 15.38, 45.00, 27.59, 46.15, 25.00,1,丸　亀
 72, 63, 36, 61, 71, 28, 45.21, 50.94, 30.30, 40.98, 29.23, 26.87, 58.90, 62.26, 46.97, 54.10, 46.15, 47.76,2019-01-10, 56, 19, 54, 48, 40, 38, 36.49, 38.57, 26.87, 34.25, 34.72, 30.30, 55.41, 60.00, 37.31, 56.16, 47.22, 45.45,1,宮　島
 61, 68, 44, 23, 14, 48, 24.60, 24.87, 28.14, 40.10, 30.10, 34.38, 42.78, 43.92, 46.23, 55.84, 46.43, 52.08,2019-01-10, 25, 67, 61, 23, 32, 48, 33.67, 39.81, 34.63, 24.47, 34.62, 24.76, 52.76, 59.22, 54.63, 39.89, 50.00, 42.72,1,下　関
 42, 63, 61, 74, 49, 64, 34.60, 40.21, 33.01, 33.97, 38.12, 29.63, 53.08, 58.73, 51.20, 51.20, 56.35, 50.00,2019-01-10, 22, 58, 36, 31, 52, 19, 21.43, 31.19, 27.18, 28.74, 52.44, 40.21, 46.94, 54.13, 37.86, 42.53, 74.39, 58.76,1,唐　津
 23, 59, 43, 67, 15, 38, 29.36, 41.07, 41.74, 36.94, 34.55, 44.55, 47.71, 57.14, 53.04, 54.05, 58.18, 58.18,2019-01-10, 49, 21, 45, 73, 62, 70, 50.00, 31.82, 38.25, 37.89, 43.01, 31.43, 68.37, 46.59, 56.83, 54.21, 61.29, 49.14,1,大　村
 28, 69, 24, 19, 25, 22, 39.26, 26.92, 36.75, 34.84, 45.06, 41.88, 51.53, 48.08, 54.22, 53.55, 58.64, 58.13,2019-01-10, 22, 65, 70, 18, 31, 55, 26.49, 40.00, 33.12, 54.17, 26.00, 37.34, 47.68, 55.76, 54.14, 68.45, 45.33, 51.27,2,江戸川
 57, 11, 34, 67, 23, 37, 43.08, 33.87, 27.27, 41.94, 43.33, 27.69, 61.54, 53.23, 43.64, 62.90, 56.67, 46.15,2019-01-10, 65, 47,  5, 27, 64, 17, 39.89, 23.90, 32.20, 30.00, 28.05, 31.61, 55.74, 45.28, 45.20, 45.00, 46.95, 43.10,2,浜名湖
 51, 35, 23, 70, 13, 64, 31.08, 36.36, 27.64, 28.95, 36.84, 28.26, 47.30, 53.90, 47.15, 48.25, 58.48, 47.83,2019-01-10, 12, 28, 26, 46, 36, 43, 36.64, 29.37, 31.79, 35.80, 36.81, 23.62, 50.38, 44.44, 47.02, 56.79, 52.08, 42.52,2,蒲　郡
 18, 72, 32, 68, 17, 75, 31.58, 45.90, 25.00, 27.87, 43.64, 30.14, 54.39, 60.66, 37.50, 40.98, 60.00, 47.95,2019-01-10, 22, 60, 62, 28, 70, 43, 28.57, 25.00, 31.51, 25.40, 28.13, 35.71, 50.00, 38.75, 52.05, 33.33, 45.31, 45.71,2,　津　
 11, 32, 66, 26, 55, 75, 36.13, 32.70, 31.21, 31.21, 23.94, 41.89, 52.26, 49.69, 50.96, 48.41, 43.66, 59.46,2019-01-10, 65, 78, 50, 31, 75, 73, 39.62, 45.81, 33.75, 43.97, 36.30, 33.78, 58.49, 60.65, 46.88, 60.28, 52.74, 49.32,2,鳴　門
 57, 66, 49, 13, 58, 53, 39.39, 42.27, 33.33, 38.10, 29.90, 42.86, 58.59, 52.58, 47.31, 48.57, 48.45, 56.19,2019-01-10, 29, 39, 46, 27, 41,  6, 15.79, 24.14, 46.67, 55.00, 41.94, 39.29, 31.58, 41.38, 60.00, 65.00, 67.74, 64.29,2,丸　亀
 30, 15, 38, 47, 27, 43, 44.78, 48.44, 29.58, 40.28, 30.56, 44.62, 61.19, 64.06, 53.52, 55.56, 52.78, 64.62,2019-01-10, 14, 11, 58, 67, 12, 71, 33.33, 41.79, 27.87, 43.28, 57.33, 36.99, 44.44, 56.72, 42.62, 52.24, 70.67, 50.68,2,宮　島
 31, 66, 19, 55, 35, 15, 34.69, 30.81, 39.70, 33.67, 38.54, 28.02, 53.57, 46.49, 56.28, 50.00, 50.00, 44.51,2019-01-10, 44, 51, 63, 49, 16, 58, 30.48, 30.56, 32.02, 27.47, 25.00, 30.35, 47.14, 40.56, 46.63, 41.76, 44.05, 49.75,2,下　関
 62, 80, 33, 87, 47, 65, 29.47, 35.68, 23.53, 43.01, 32.23, 23.20, 46.38, 50.70, 43.85, 59.14, 47.87, 43.09,2019-01-10, 32, 68, 43, 24, 41, 21, 29.25, 33.68, 45.71, 24.39, 30.53, 25.77, 45.28, 46.32, 60.00, 35.37, 52.63, 51.55,2,唐　津
 56, 16, 65, 26, 55, 63, 48.67, 30.91, 33.33, 28.44, 37.72, 35.65, 65.49, 52.73, 55.86, 41.28, 53.51, 49.57,2019-01-10, 33, 19, 16, 68, 63, 47, 33.72, 39.69, 30.81, 36.16, 28.98, 31.87, 50.58, 57.73, 46.51, 53.67, 44.32, 47.80,2,大　村
 11, 71, 68, 33, 30, 21, 35.62, 36.25, 33.10, 42.07, 35.76, 28.08, 55.48, 50.63, 47.59, 58.54, 54.97, 45.89,2019-01-10, 36, 13, 63, 30, 14, 11, 38.13, 36.54, 31.13, 24.81, 43.83, 31.61, 53.13, 54.49, 42.38, 40.60, 58.64, 50.97,3,江戸川
 71, 29, 21, 52, 33, 64, 36.21, 34.92, 35.42, 47.46, 38.89, 45.76, 60.34, 53.97, 45.83, 64.41, 62.96, 67.80,2019-01-10,  2, 18, 10, 57, 11, 28, 22.83, 36.31, 32.35, 30.41, 26.19, 28.25, 42.52, 47.13, 52.94, 48.54, 41.67, 46.33,3,浜名湖
 47, 36, 49, 40, 67, 69, 35.86, 36.36, 33.54, 35.90, 26.06, 32.88, 52.41, 56.64, 50.63, 53.85, 43.66, 49.32,2019-01-10, 57, 31, 52, 63, 61, 15, 27.73, 29.52, 26.61, 26.09, 28.14, 29.87, 42.02, 46.39, 45.16, 39.86, 47.90, 44.81,3,蒲　郡
 30, 50, 54, 63, 62, 31, 30.36, 35.53, 20.34, 38.57, 31.08, 40.58, 41.07, 51.32, 32.20, 55.71, 51.35, 65.22,2019-01-10, 29, 48, 34, 18, 30, 38, 41.33, 34.12, 31.34, 41.43, 19.72, 26.03, 56.00, 47.06, 44.78, 58.57, 38.03, 42.47,3,　津　
