boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 48, 70, 30, 21, 34, 56, 32.41, 30.56, 33.10, 33.80, 38.03, 31.25, 51.03, 44.44, 55.63, 46.48, 51.41, 47.92,2019-07-03, 42, 68, 40, 64, 75, 34, 26.36, 29.85, 23.81, 26.47, 35.61, 34.82, 50.91, 41.79, 34.52, 42.65, 52.27, 51.79,1,桐　生
 28, 56, 26, 45, 38, 61, 26.67, 43.33, 26.47, 30.00, 36.11, 46.15, 40.00, 60.00, 41.18, 43.33, 52.78, 61.54,2019-07-03, 69, 71, 31, 63, 45, 22,  9.09, 14.71, 33.33, 26.47, 33.33, 51.61, 30.30, 35.29, 45.45, 35.29, 53.33, 67.74,1,江戸川
 50, 67, 36, 16, 40, 49, 45.45, 50.00, 20.00,  0.00, 38.46, 27.27, 63.64, 60.00, 40.00,  0.00, 53.85, 54.55,2019-07-03, 61, 31, 55, 38, 67, 58, 36.36, 20.00, 50.00, 30.00, 40.00, 11.11, 54.55, 60.00, 60.00, 50.00, 80.00, 22.22,1,平和島
 28, 50, 62, 26, 18, 64, 26.67, 33.33, 20.45, 28.89, 26.53, 51.02, 46.67, 58.33, 38.64, 53.33, 53.06, 67.35,2019-07-03, 59, 13, 42, 30, 55, 14, 25.71,  6.98, 16.28, 38.78, 18.60, 47.92, 42.86, 23.26, 25.58, 61.22, 30.23, 70.83,1,三　国
 69, 15, 21, 12, 78, 52, 37.25, 25.58, 37.74, 31.25, 51.06, 36.54, 49.02, 34.88, 54.72, 54.17, 65.96, 55.77,2019-07-03, 54, 51, 76, 56, 64, 74, 15.09, 31.37, 33.33, 20.75, 41.94, 38.60, 30.19, 41.18, 48.15, 28.30, 56.45, 61.40,1,住之江
 15, 72, 24, 66, 13, 23, 34.38, 47.62, 48.48, 29.41, 26.47, 33.33, 59.38, 71.43, 66.67, 50.00, 35.29, 54.17,2019-07-03, 61, 51, 35, 58, 14, 29, 30.56, 32.35, 34.21, 23.68, 18.18, 39.39, 44.44, 41.18, 63.16, 36.84, 30.30, 57.58,1,尼　崎
 70, 17, 74, 16, 14, 69, 39.53, 41.46, 34.09, 32.56, 41.86, 37.78, 53.49, 53.66, 50.00, 51.16, 55.81, 44.44,2019-07-03, 54, 59, 71, 35, 63, 68, 26.19, 40.00, 32.50, 47.92, 48.84, 24.44, 35.71, 52.50, 52.50, 62.50, 60.47, 33.33,1,鳴　門
 42, 69, 43, 71, 26, 55, 30.00, 44.21, 44.79, 41.18, 55.00, 30.95, 46.67, 56.84, 59.38, 61.76, 71.25, 51.19,2019-07-03, 60, 18, 24, 12, 69, 50, 36.13, 29.17, 24.14, 37.72, 26.67, 39.17, 53.78, 47.50, 40.52, 58.77, 50.00, 61.67,1,児　島
 63, 62, 38, 71, 51, 59, 43.45, 29.94, 33.33, 30.68, 50.00, 39.90, 55.36, 47.46, 50.54, 55.68, 65.79, 52.02,2019-07-03, 63, 14, 58, 36, 55, 72, 39.46, 34.44, 31.55, 30.77, 44.38, 32.04, 54.05, 50.00, 50.80, 46.15, 65.17, 48.07,1,宮　島
 47, 46, 72, 59, 44, 26, 11.11, 22.22,  0.00,  0.00, 22.22,  0.00, 11.11, 22.22,  0.00,  0.00, 22.22,  0.00,2019-07-03, 39, 36,  5, 50, 55, 38, 27.12, 34.48, 33.33, 37.40, 42.86, 33.33, 42.37, 48.28, 51.16, 48.85, 59.40, 43.90,1,若　松
 61, 82, 58, 59, 80, 69, 42.86, 25.40, 41.27, 26.32, 38.46, 28.57, 58.73, 38.10, 58.73, 33.33, 58.46, 44.44,2019-07-03, 33, 13, 51, 62, 64, 67, 27.86, 32.54, 41.26, 30.15, 38.10, 29.05, 46.27, 49.76, 62.33, 46.23, 54.29, 50.48,1,唐　津
 49, 34, 53, 17, 41, 22,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-07-03, 49, 53, 48, 32, 19, 33, 40.85, 51.39, 33.33, 31.76, 35.53, 28.75, 63.38, 69.44, 45.33, 45.88, 52.63, 48.75,1,大　村
 54, 68, 64, 22, 44, 67, 36.55, 32.87, 22.22, 39.16, 28.28, 32.62, 51.03, 50.35, 40.74, 53.85, 40.40, 51.77,2019-07-03, 70, 60, 23, 26, 69, 48, 26.92, 23.26, 24.72, 25.00, 37.32, 28.00, 41.54, 36.05, 47.19, 44.05, 52.11, 51.20,2,桐　生
 15, 63, 32, 30, 33, 58, 42.42, 32.35, 33.33, 42.42, 48.39, 40.00, 63.64, 61.76, 48.48, 57.58, 64.52, 48.57,2019-07-03, 23, 12, 14, 60, 46, 36, 46.88, 33.33, 56.25, 48.15, 54.55, 26.67, 62.50, 36.36, 78.13, 62.96, 63.64, 36.67,2,江戸川
