date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-12, 33, 14, 21, 19, 63, 72, 49.73, 36.96, 37.06, 32.02, 36.90, 37.91, 70.49, 54.35, 53.81, 47.78, 52.38, 54.95,5,多摩川
2019-05-12, 21, 48, 44, 35, 60, 66, 28.00, 35.29, 16.00, 42.11, 32.00, 34.78, 48.00, 47.06, 56.00, 63.16, 48.00, 43.48,5,浜名湖
2019-05-12, 37, 48,  7, 50, 44,  4, 30.11, 24.21, 46.59, 28.57, 27.45, 22.62, 46.24, 40.00, 65.91, 39.05, 40.20, 29.76,5,常　滑
2019-05-12, 38, 50, 53, 58, 30, 14, 27.46, 26.88, 33.56, 29.63, 30.20, 26.06, 45.07, 40.00, 50.00, 47.53, 43.62, 42.96,5,　津　
2019-05-12, 52, 27, 59, 24, 67, 20, 30.21, 28.64, 34.82, 34.70, 31.38, 35.04, 45.11, 42.25, 50.89, 52.97, 45.61, 51.71,5,びわこ
2019-05-12, 39, 58, 70, 51, 63, 49, 22.62, 17.33, 53.25, 24.69, 25.30, 38.46, 32.14, 25.33, 70.13, 43.21, 42.17, 53.85,5,児　島
2019-05-12, 31, 62, 14, 35, 45, 38, 32.59, 26.12, 32.41, 31.16, 33.33, 31.91, 43.70, 38.81, 48.97, 41.30, 51.77, 49.65,5,宮　島
2019-05-12, 50, 41, 18, 19, 29, 43,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,5,徳　山
2019-05-12, 57, 35, 60, 38, 33, 34, 31.43, 21.21, 36.36, 50.00, 40.00, 30.30, 48.57, 39.39, 45.45, 71.43, 52.00, 45.45,5,下　関
2019-05-12,  7, 14,  1, 13, 29, 43, 37.08, 27.63, 34.94, 30.10, 33.00, 31.63, 61.80, 34.21, 49.40, 52.43, 50.00, 52.04,5,若　松
2019-05-12, 22, 32, 40, 44, 17, 54, 26.88, 30.26, 28.80, 31.10, 37.80, 26.28, 41.88, 46.67, 49.74, 44.02, 52.44, 46.79,5,福　岡
2019-05-12, 30, 60, 36, 19, 40, 11, 36.42, 40.24, 28.09, 35.09, 27.95, 41.21, 54.91, 56.21, 41.01, 51.46, 46.58, 58.79,5,唐　津
2019-05-12, 39, 51, 64, 49, 69, 56, 29.55, 31.82, 17.50, 34.88, 22.92,  9.09, 40.91, 45.45, 27.50, 51.16, 45.83, 22.73,5,大　村
2019-05-12, 52, 64, 55, 53, 26, 28, 28.24, 27.27, 17.86, 30.30, 22.39, 32.18, 37.65, 43.64, 35.71, 54.55, 44.78, 47.13,6,桐　生
2019-05-12,  1, 55, 65, 21, 48, 26, 36.02, 41.62, 33.85, 28.21, 34.43, 39.56, 47.31, 57.87, 48.21, 47.69, 50.00, 58.79,6,戸　田
2019-05-12, 26, 41, 54, 23, 65, 28, 33.33, 40.45, 35.86, 30.64, 49.46, 36.18, 50.26, 56.18, 52.53, 42.77, 72.28, 54.77,6,多摩川
2019-05-12, 39, 52, 24, 56, 14,  3, 52.38, 36.84, 37.50, 17.65, 34.62, 40.91, 66.67, 73.68, 41.67, 41.18, 57.69, 63.64,6,浜名湖
2019-05-12, 59, 45, 16, 65, 64, 27, 39.80, 44.23, 49.50, 36.54, 41.24, 35.00, 60.20, 58.65, 69.31, 50.96, 59.79, 45.00,6,常　滑
2019-05-12, 70, 62, 44, 27, 52, 45, 33.33, 41.26, 37.04, 45.58, 27.45, 54.79, 52.48, 60.84, 49.07, 67.35, 48.37, 73.97,6,　津　
2019-05-12, 41, 43, 19, 25, 54, 49, 31.34, 43.22, 38.22, 29.13, 40.17, 31.33, 45.62, 59.75, 52.44, 42.17, 53.28, 48.50,6,びわこ
2019-05-12, 62, 29, 27, 60, 13, 65, 28.24, 19.05, 22.89, 33.71, 22.89, 29.55, 38.82, 30.95, 43.37, 49.44, 36.14, 52.27,6,児　島
2019-05-12, 52, 69, 28, 26, 22, 39, 29.17, 28.07, 16.09, 31.82, 25.95, 23.15, 43.33, 41.23, 31.03, 49.35, 42.75, 40.74,6,宮　島
2019-05-12, 28, 34, 32, 53, 33, 25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,6,徳　山
2019-05-12, 17, 25, 13, 53, 27, 40, 33.33, 13.64, 15.38, 38.89, 25.81, 12.50, 57.58, 22.73, 26.92, 58.33, 45.16, 53.13,6,下　関
2019-05-12, 42, 36, 25, 28, 30, 19, 42.42, 34.74, 33.01, 27.84, 26.67, 36.63, 59.60, 47.37, 53.40, 43.30, 40.00, 52.48,6,若　松
2019-05-12, 14, 47, 18, 68, 27, 65, 32.77, 23.38, 32.31, 27.83, 31.28, 29.51, 49.15, 44.81, 49.23, 47.64, 48.90, 47.54,6,福　岡
2019-05-12, 32, 48, 39, 37, 70, 38, 26.67, 29.48, 35.39, 35.50, 36.63, 31.90, 41.82, 48.55, 53.37, 52.07, 50.00, 47.24,6,唐　津
2019-05-12, 47, 14, 18, 59, 60, 16, 18.00, 46.55, 21.74, 26.67, 37.78, 25.00, 46.00, 60.34, 43.48, 37.78, 51.11, 41.67,6,大　村
2019-05-12, 50, 33, 45, 38, 39, 29, 32.04, 32.97, 37.93, 15.69, 22.41, 46.81, 49.51, 52.75, 56.32, 29.41, 34.48, 62.77,7,桐　生
2019-05-12,  9, 18, 15, 53, 11,  3, 39.56, 28.48, 39.43, 36.89, 48.26, 40.91, 47.80, 52.53, 57.14, 53.88, 62.79, 59.09,7,戸　田
2019-05-12, 53, 12, 36, 57, 15, 49, 36.14, 34.16, 45.45, 34.78, 31.10, 29.94, 56.44, 45.05, 62.03, 50.54, 49.39, 41.32,7,多摩川
2019-05-12,  9, 27, 43, 10, 33, 20, 12.50, 36.00, 65.38, 33.33, 38.89, 41.18, 25.00, 56.00, 80.77, 45.83, 55.56, 41.18,7,浜名湖
2019-05-12, 49, 17, 40, 20, 41,  5, 38.53, 26.32, 39.00, 24.44, 24.68, 29.67, 50.46, 38.95, 57.00, 41.11, 40.26, 47.25,7,常　滑
2019-05-12, 72, 28, 65, 54, 36, 31, 52.27, 32.09, 24.44, 50.72, 28.46, 44.29, 65.15, 41.04, 42.96, 70.29, 50.41, 60.71,7,　津　
2019-05-12, 35, 62, 40, 44, 34, 14, 29.68, 32.73, 36.33, 33.05, 39.73, 28.76, 45.21, 45.91, 57.55, 50.64, 59.38, 47.35,7,びわこ
2019-05-12, 35, 14, 36, 56, 69, 45, 18.82, 23.53, 35.23, 35.62, 28.24, 37.35, 37.65, 35.29, 51.14, 63.01, 55.29, 53.01,7,児　島
2019-05-12, 48, 72, 25, 23, 66, 56, 27.21, 32.47, 27.69, 32.89, 29.41, 34.46, 44.12, 47.40, 41.54, 51.01, 46.41, 57.43,7,宮　島
2019-05-12, 23, 11, 47, 55, 36, 46,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,7,徳　山
2019-05-12, 32, 16, 65, 30, 63, 55, 25.64, 42.86, 29.41, 20.00, 67.86, 30.30, 48.72, 57.14, 32.35, 24.00, 71.43, 42.42,7,下　関
2019-05-12,  8, 37, 49, 24, 40, 39, 22.62, 28.95, 50.00, 27.36, 33.70, 29.67, 34.52, 43.42, 69.15, 49.06, 55.43, 46.15,7,若　松
2019-05-12, 26, 12, 34, 49, 30, 28, 25.00, 41.28, 37.38, 35.80, 25.00, 32.86, 48.72, 57.56, 54.37, 50.00, 38.75, 53.52,7,福　岡
2019-05-12, 22, 67, 58, 56, 33, 64, 25.60, 28.49, 31.18, 37.13, 27.43, 39.66, 45.83, 50.84, 53.23, 52.69, 43.43, 56.90,7,唐　津
2019-05-12, 43, 75, 73, 30, 76, 37, 22.22, 28.26, 41.38, 15.91, 33.96, 26.19, 35.19, 43.48, 63.79, 27.27, 49.06, 40.48,7,大　村
2019-05-12, 21, 12, 13, 70, 30, 57, 34.07, 29.87, 36.26, 31.73, 36.56, 35.79, 48.35, 49.35, 53.85, 46.15, 60.22, 48.42,8,桐　生
2019-05-12, 54, 57, 39, 32, 38, 12, 43.35, 33.03, 39.38, 38.86, 39.46, 32.75, 55.49, 52.29, 56.48, 56.57, 59.46, 49.78,8,戸　田
2019-05-12, 58, 37, 39, 48, 11, 59, 37.37, 32.82, 32.38, 38.38, 28.37, 30.97, 54.74, 50.77, 54.29, 56.76, 47.60, 49.03,8,多摩川
2019-05-12, 18,  4, 64, 49, 40, 34, 25.00, 25.93, 33.33, 20.00, 41.67, 37.50, 45.83, 44.44, 38.89, 50.00, 58.33, 50.00,8,浜名湖
2019-05-12,  2, 19, 33, 11, 54, 60, 29.79, 28.57, 37.50, 20.00, 35.19, 26.04, 51.06, 40.66, 53.13, 32.22, 49.07, 38.54,8,常　滑
2019-05-12, 73, 49, 29, 20, 47, 35, 36.23, 30.08, 34.84, 35.77, 24.48, 41.43, 58.70, 47.37, 52.26, 54.01, 42.66, 59.29,8,　津　
2019-05-12, 33, 31, 58, 29, 16, 28, 33.48, 43.15, 36.93, 34.23, 33.78, 32.48, 45.37, 57.26, 53.53, 57.21, 53.33, 50.43,8,びわこ
2019-05-12, 19, 48, 55, 21, 17, 67, 39.02, 32.18, 24.36, 38.89, 29.07, 35.48, 52.44, 54.02, 42.31, 55.56, 51.16, 46.24,8,児　島
2019-05-12, 46, 36, 51, 58, 68, 70, 37.23, 31.88, 38.82, 35.06, 21.10, 25.58, 56.20, 47.50, 56.58, 52.60, 37.61, 42.64,8,宮　島
2019-05-12, 40, 51, 29, 26, 12, 13,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,8,徳　山
2019-05-12, 46, 66, 23, 41, 12, 54, 27.27, 35.48, 18.75, 31.43, 28.57, 20.83, 51.52, 38.71, 34.38, 57.14, 50.00, 29.17,8,下　関
2019-05-12, 46, 45, 58, 48, 52, 53, 22.99, 30.85, 41.67, 35.42, 20.00, 31.03, 37.93, 44.68, 61.46, 54.17, 37.65, 48.28,8,若　松
2019-05-12, 50, 57, 15, 56, 67, 36, 25.41, 33.33, 17.19, 37.77, 26.71, 28.65, 43.09, 49.09, 31.25, 52.66, 34.93, 43.75,8,福　岡
2019-05-12, 68, 50, 25, 23, 61, 47, 35.09, 39.76, 31.58, 27.81, 27.38, 29.89, 49.12, 57.83, 47.37, 39.64, 44.05, 46.55,8,唐　津
2019-05-12, 66, 22, 15, 50, 74, 20, 43.33, 23.40, 30.36, 33.93, 40.43, 29.17, 56.67, 44.68, 44.64, 44.64, 55.32, 52.08,8,大　村
2019-05-12, 58, 18, 44, 69, 40, 61, 31.82, 25.42, 36.36, 31.25, 23.08, 17.02, 44.55, 44.07, 53.41, 45.83, 32.31, 38.30,9,桐　生
2019-05-12, 20, 44, 61, 36, 35, 46, 28.74, 30.45, 38.85, 36.07, 31.09, 33.54, 46.11, 48.64, 54.78, 47.03, 51.30, 56.33,9,戸　田
2019-05-12, 19, 34, 46, 56, 44, 18, 32.02, 42.70, 31.68, 35.91, 35.00, 41.48, 47.78, 66.49, 55.45, 51.93, 55.00, 60.23,9,多摩川
2019-05-12, 12, 63, 28, 37, 25, 32, 57.14, 13.04, 20.00, 28.00, 16.67, 18.75, 71.43, 13.04, 36.00, 44.00, 29.17, 37.50,9,浜名湖
2019-05-12, 30, 62, 12, 48, 22,  7, 20.88, 28.13, 14.10, 24.21, 35.79, 46.59, 36.26, 42.71, 23.08, 40.00, 52.63, 65.91,9,常　滑
2019-05-12, 56, 64, 17, 18, 26, 13, 40.30, 36.43, 28.67, 34.01, 21.37, 37.04, 50.75, 52.14, 46.67, 53.74, 38.93, 54.81,9,　津　
2019-05-12, 11, 67, 56, 57, 41, 37, 45.11, 31.38, 32.43, 36.65, 31.34, 45.10, 61.70, 45.61, 52.70, 55.66, 45.62, 57.65,9,びわこ
2019-05-12, 58, 38, 22, 33, 16, 46, 17.33, 22.99, 33.68, 27.38, 32.56, 29.76, 25.33, 35.63, 50.53, 39.29, 55.81, 41.67,9,児　島
2019-05-12, 71, 17, 62, 40, 65, 54, 28.67, 32.12, 26.12, 31.71, 35.53, 27.27, 40.67, 48.91, 38.81, 43.90, 53.29, 41.32,9,宮　島
2019-05-12, 14, 43, 15, 18, 22, 54,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,9,徳　山
2019-05-12, 59, 21, 67, 19, 60, 20, 18.75, 20.00, 50.00, 25.00, 36.36, 37.04, 37.50, 33.33, 61.54, 36.11, 45.45, 59.26,9,下　関
2019-05-12, 11, 23, 55,  7, 22, 44, 24.14, 25.00, 35.48, 37.08, 39.81, 49.50, 48.28, 38.54, 54.84, 61.80, 51.46, 67.33,9,若　松
2019-05-12, 61, 75, 21, 19, 40, 31, 35.71, 30.16, 35.78, 36.57, 28.80, 33.74, 50.51, 50.26, 52.75, 50.93, 49.74, 44.79,9,福　岡
2019-05-12, 27, 63, 53, 45, 30, 35, 25.68, 35.59, 33.71, 26.19, 36.42, 34.71, 43.72, 51.98, 53.14, 39.88, 54.91, 55.88,9,唐　津
2019-05-12, 38, 71, 39, 18, 55, 41, 55.17, 24.44, 29.55, 21.74, 35.09, 35.71, 72.41, 42.22, 40.91, 43.48, 43.86, 51.79,9,大　村
2019-05-12, 53, 19, 63, 60, 52, 65, 30.30, 34.44, 30.95, 21.67, 28.24, 32.63, 54.55, 53.33, 47.62, 38.33, 37.65, 49.47,10,桐　生
2019-05-12, 21, 65,  7, 58, 37, 19, 28.21, 33.85, 42.47, 33.85, 40.11, 40.94, 47.69, 48.21, 58.06, 50.77, 55.08, 53.80,10,戸　田
2019-05-12, 27, 33, 65, 45, 61, 64, 40.23, 49.73, 49.46, 32.45, 49.10, 42.19, 56.90, 70.49, 72.28, 46.81, 64.67, 54.69,10,多摩川
2019-05-12, 14,  6, 60, 59, 31, 61, 34.62, 37.50, 32.00, 59.26, 13.64, 57.89, 57.69, 41.67, 48.00, 62.96, 36.36, 78.95,10,浜名湖
2019-05-12, 16, 50, 59,  9, 37, 34, 49.50, 28.57, 39.80, 38.32, 30.11, 17.86, 69.31, 39.05, 60.20, 55.14, 46.24, 38.10,10,常　滑
2019-05-12, 50, 40, 27, 16, 61, 63, 26.88, 38.16, 45.58, 33.77, 23.29, 34.27, 40.00, 54.61, 67.35, 52.60, 41.10, 48.95,10,　津　
2019-05-12, 25, 35, 66, 30, 53, 27, 29.13, 29.68, 30.59, 36.75, 30.73, 28.64, 42.17, 45.21, 45.21, 53.42, 50.00, 42.25,10,びわこ
2019-05-12, 31, 12, 54, 25, 60, 64, 46.07, 38.37, 50.65, 25.29, 33.71, 39.02, 58.43, 60.47, 63.64, 41.38, 49.44, 53.66,10,児　島
2019-05-12, 49, 53, 48, 14, 57, 52, 28.57, 23.89, 27.21, 32.41, 25.00, 29.17, 46.94, 40.71, 44.12, 48.97, 42.50, 43.33,10,宮　島
2019-05-12, 35, 49, 27, 37, 53, 52,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,10,徳　山
2019-05-12, 62, 38, 63, 18, 13, 22, 64.00, 50.00, 67.86, 26.09, 15.38, 51.52, 80.00, 71.43, 71.43, 30.43, 26.92, 72.73,10,下　関
2019-05-12, 19, 38,  3,  8, 25, 14, 36.63, 33.70, 21.59, 22.62, 33.01, 27.63, 52.48, 44.57, 44.32, 34.52, 53.40, 34.21,10,若　松
2019-05-12, 48, 65, 35, 39, 45, 32, 30.00, 29.51, 33.51, 33.18, 28.28, 30.26, 51.58, 47.54, 48.94, 45.91, 43.45, 46.67,10,福　岡
