date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-04, 65, 14, 71, 27, 69, 56, 34.83, 43.96, 26.83, 32.91, 31.40, 39.51, 52.81, 59.34, 47.56, 51.90, 43.02, 53.09,1,桐　生
2019-05-04, 26, 27, 46, 58, 59, 42, 40.23, 50.27, 32.67, 34.76, 36.77, 30.59, 59.77, 69.19, 56.00, 52.41, 59.35, 43.84,1,戸　田
2019-05-04, 28, 56, 15, 69, 70, 54, 83.33,  0.00, 50.00,  0.00,  0.00, 28.57,100.00,  0.00, 50.00,  0.00,  0.00, 28.57,1,江戸川
2019-05-04, 50, 55, 24, 54, 14, 74, 35.03, 37.37, 33.33, 49.27, 37.81, 41.90, 51.78, 47.98, 47.98, 63.90, 56.22, 58.57,1,平和島
2019-05-04, 64, 30, 15, 41, 25, 49, 41.76, 26.32, 31.82, 40.12, 30.94, 31.45, 53.85, 39.85, 50.00, 55.69, 48.20, 43.40,1,多摩川
2019-05-04,  9, 27, 24, 54, 13, 63,  6.67, 46.67, 60.00, 23.53, 33.33,  7.14, 13.33, 73.33, 60.00, 58.82, 66.67,  7.14,1,浜名湖
2019-05-04, 66, 55, 56, 33, 21, 59,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,蒲　郡
2019-05-04,  1, 54, 51, 24, 10, 28, 33.71, 36.36, 39.78, 36.17, 34.04, 42.39, 52.81, 49.49, 56.99, 59.57, 59.57, 65.22,1,常　滑
2019-05-04, 45, 58, 63, 67, 15, 47, 54.41, 27.63, 34.33, 29.63, 33.80, 23.88, 72.79, 45.39, 48.51, 46.67, 51.41, 42.54,1,　津　
2019-05-04, 72, 55, 26, 54, 70, 58, 30.00, 30.00, 57.14, 72.73, 72.73, 36.36, 70.00, 45.00, 76.19,100.00, 81.82, 63.64,1,三　国
2019-05-04, 31, 36, 25, 88, 68, 64, 33.33, 41.38, 28.57, 88.89, 57.89, 42.86, 66.67, 51.72, 51.43, 94.44, 68.42, 54.29,1,住之江
2019-05-04,  2, 46, 53,  4, 51, 20, 38.46, 23.53, 60.00, 23.53,  0.00, 15.79, 46.15, 29.41, 90.00, 41.18, 12.50, 52.63,1,尼　崎
2019-05-04, 10, 23, 72, 70, 66, 11, 16.67, 33.33, 54.55, 11.11, 33.33, 66.67, 33.33, 66.67, 72.73, 11.11, 55.56, 83.33,1,鳴　門
2019-05-04, 65, 61, 28, 36, 44, 55, 47.17, 20.45, 18.39, 29.81, 20.95, 29.29, 60.38, 40.91, 37.93, 45.19, 34.29, 49.49,1,丸　亀
2019-05-04, 14, 68, 44, 19, 69, 56, 22.08, 38.27, 26.25, 39.19, 28.21, 37.88, 33.77, 62.96, 45.00, 51.35, 56.41, 63.64,1,児　島
2019-05-04, 19, 33, 56, 52, 40, 13, 24.00, 41.18, 32.35, 22.22, 17.39, 22.22, 36.00, 58.82, 50.00, 51.85, 65.22, 27.78,1,下　関
2019-05-04, 53, 59, 22, 15, 42, 46, 34.18, 29.07, 41.49, 45.57, 45.56, 24.05, 51.90, 50.00, 53.19, 63.29, 63.33, 40.51,1,若　松
2019-05-04, 23, 17,  8, 58, 39,  3, 29.86, 36.89, 33.04, 25.00, 35.35, 39.47, 49.76, 53.33, 52.23, 41.67, 58.60, 53.95,1,芦　屋
2019-05-04, 69, 12, 34, 56, 48, 44, 45.86, 40.99, 38.78, 38.55, 30.56, 32.66, 60.77, 57.14, 55.61, 53.63, 51.11, 45.73,1,福　岡
2019-05-04, 56, 55, 35, 42, 23, 53, 36.94, 34.32, 34.78, 30.77, 29.38, 35.54, 50.96, 56.21, 56.52, 42.60, 41.25, 54.82,1,唐　津
2019-05-04, 11, 34, 74, 22, 13, 36, 57.50, 36.71, 46.25, 39.19, 39.02, 31.31, 73.75, 51.90, 60.00, 60.81, 57.32, 44.44,2,桐　生
2019-05-04,  4, 33,  5,  7, 55, 44, 33.71, 30.11, 35.02, 40.91, 42.86, 30.00, 48.00, 47.73, 56.68, 56.82, 59.79, 48.10,2,戸　田
2019-05-04, 67, 71, 61, 55, 20, 64,  0.00,  0.00,  0.00,  0.00, 16.67,  0.00,  0.00,  0.00,  0.00,  0.00, 33.33,  0.00,2,江戸川
2019-05-04, 10, 67, 28, 26, 30, 52, 41.03, 34.34, 35.29, 41.33, 32.35, 40.58, 55.38, 51.52, 51.96, 55.10, 50.49, 57.97,2,平和島
2019-05-04, 63, 57, 47, 62, 37, 59, 36.71, 35.23, 40.22, 31.21, 33.51, 29.86, 51.90, 51.14, 55.31, 42.20, 51.60, 47.22,2,多摩川
2019-05-04,  4, 19, 61, 46, 45, 18, 33.33, 29.41, 62.50, 45.83, 29.41, 26.67, 50.00, 35.29, 87.50, 66.67, 47.06, 46.67,2,浜名湖
2019-05-04, 29, 20, 43, 64, 32, 57,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2,蒲　郡
2019-05-04, 59,  8, 43, 27, 55, 36, 39.77, 32.95, 27.78, 38.04, 43.12, 55.56, 57.95, 45.45, 48.89, 48.91, 61.47, 71.72,2,常　滑
2019-05-04, 66, 30, 69, 11, 23, 62, 31.47, 30.71, 23.87, 35.82, 33.10, 42.86, 46.15, 45.00, 44.52, 49.25, 51.03, 60.15,2,　津　
2019-05-04, 14, 53, 24, 52, 20, 67, 54.55, 21.05, 45.45, 45.45, 36.36, 27.27, 81.82, 36.84, 72.73, 54.55, 63.64, 45.45,2,三　国
2019-05-04, 60, 80, 38, 35, 71, 28, 40.00, 22.22, 27.27, 43.75, 23.33, 36.00, 62.86, 51.85, 36.36, 43.75, 53.33, 56.00,2,住之江
