date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-03-29,戸　田,1,.13,,,,,,,,,.13,,,,,,,,,.12,.08,,,,,,,,.08,,,,,,,,,.26,,,,,,,,,.08,,,,,,,,,2,,,,,,,,,2,,,,,,,,,2,5,,,,,,,,3,,,,,,,,,4,,,,,,,,,4,,,,,,,,,2,,,,,,,,,1,,,,,,,,,2,5,,,,,,,,3,,,,,,,,,4,,,,,,,,,4,,,,,,,,,4,,,,,,,,,9,,,,,,,,,2,6,,,,,,,,3,,,,,,,,,5,,,,,,,,,7,,,,,,,,,４,,,,,,,,,５,,,,,,,,,５,４,,,,,,,,６,,,,,,,,,１,,,,,,,,,４,,,,,,,,,0.15,0.14,0.19,0.17,0.18,0.16, 72, 23, 39, 44, 15, 22, 35.76, 38.22, 34.44, 26.21, 26.67, 37.11, 49.01, 56.69, 49.01, 40.69, 47.33, 53.46, 51, 56, 53,  1, 17, 47, 30.53, 32.32, 34.52, 34.44, 25.50, 21.50, 48.42, 51.22, 51.79, 45.70, 40.94, 39.25,F1,F0,F0,F0,F1,F1,L0,L0,L0,L0,L0,L0,40.91, 0.00,11.76,20.00, 0.00, 0.00,20.55, 0.00,25.64,27.52, 8.57, 7.04,59.09, 0.00,47.06,40.00, 0.00, 0.00,34.25, 0.00,53.85,39.45,25.71,16.90,秋　田　　健太郎,定　野　　久　恵,寺　本　　昇　平,中　嶋　　達　也,馬　野　　　　耀,原　田　　才一郎,3808,3298,3947,4449,4977,5028, 5.64, 0.00, 4.65, 4.00, 1.38, 0.00, 4.04, 1.88, 5.37, 4.54, 3.39, 2.85
2019-03-29,江戸川,1,.15,.31,,,.16,,,,,.22,.27,,,.15,,,,,.13,,.22,,.05,.17,,,,.18,.24,.22,,.19,,,,,.11,,,,.33,.06,,,,.21,.21,.24,,.15,.23,,,,3,6,,,2,,,,,5,6,,,1,,,,,4,,6,,1,3,,,,6,5,2,,3,,,,,1,,,,6,3,,,,6,5,6,,4,5,,,,3,6,,,2,,,,,5,6,,,1,,,,,4,,6,,1,3,,,,6,5,2,,3,,,,,1,,,,6,3,,,,6,5,6,,4,5,,,,1,9,,,4,,,,,2,8,,,6,,,,,7,,1,,1,9,,,,3,10,1,,5,,,,,4,,,,5,10,,,,2,6,2,,2,6,,,,２,５,,,６,,,,,５,４,,,４,,,,,４,,４,,１,３,,,,５,５,１,,５,,,,,３,,,,４,３,,,,６,６,５,,５,２,,,,0.22,0.14,0.24,0.19,0.16,0.23, 18, 12, 23, 27, 20, 25, 35.19, 37.27, 36.16, 29.55, 32.84, 41.36, 51.39, 55.45, 55.36, 44.09, 46.77, 56.82, 46, 57, 36, 60, 41, 14, 32.39, 34.65, 36.40, 33.48, 43.36, 38.26, 53.05, 51.32, 52.19, 54.30, 59.29, 56.52,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,26.67, 0.00,34.09,20.00,27.78,14.29,23.91,35.94,17.31,20.83,18.10, 4.35,46.67, 0.00,47.73,40.00,44.44,14.29,40.22,57.03,38.46,43.75,40.95,21.74,玄　馬　　　　徹,宮　下　　元　胤,宇田川　　信　一,樋　口　　範　政,黒　田　　誠　司,石　原　　　　翼,3600,4298,4660,4081,3630,4989, 4.47, 0.00, 5.27, 4.60, 5.00, 2.71, 4.27, 5.55, 4.23, 4.67, 4.45, 2.87
2019-03-29,平和島,1,.17,,.17,.19,.13,,,,,.25,,.16,.13,.17,,,,,.18,.13,.22,.21,.08,,,,,.16,.12,.15,,.26,,,,,.02,,.21,.03,.13,,,,,.09,,.10,.16,.27,,,,,5,,2,4,3,,,,,5,,1,3,2,,,,,4,2,4,6,5,,,,,3,2,1,,5,,,,,6,,5,6,6,,,,,6,,6,6,6,,,,,5,,2,4,3,,,,,5,,1,3,2,,,,,3,2,4,6,5,,,,,3,2,1,,5,,,,,6,,4,5,6,,,,,6,,5,6,6,,,,,7,,2,8,3,,,,,10,,2,7,9,,,,,3,10,3,10,11,,,,,2,6,1,,5,,,,,2,,1,6,6,,,,,9,,2,9,2,,,,,６,,６,５,６,,,,,４,,４,６,３,,,,,２,２,４,６,４,,,,,６,６,３,,６,,,,,５,,５,６,５,,,,,３,,２,４,３,,,,,0.15,0.17,0.16,0.18,0.20,0.20, 50, 68, 18, 25, 73, 23, 36.94, 34.21, 24.28, 40.98, 35.63, 29.49, 50.96, 50.66, 45.66, 59.56, 47.50, 51.92, 60, 22, 59, 30, 35, 44, 30.18, 34.52, 30.00, 34.32, 39.39, 23.19, 45.56, 54.17, 43.13, 52.07, 55.76, 36.23,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,26.09,15.79,63.16,37.50, 0.00,28.40,30.91,28.97,44.68,21.49, 3.28,20.59,52.17,31.58,84.21,37.50, 0.00,51.85,45.45,42.06,58.16,33.06, 3.28,44.12,石　岡　　将　太,金　子　　猛　志,益　田　　啓　司,阪　本　　聖　秀,倉　田　　茂　将,阿　波　　勝　哉,4550,3482,4102,3658,5039,3857, 5.09, 3.74, 7.47, 4.75, 0.00, 5.23, 4.96, 4.68, 6.09, 4.07, 1.46, 4.55
2019-03-29,常　滑,1,.22,.24,,,,,,,,.27,.32,,,,,,,,.17,.26,,,,,,,,.28,.19,,,,,,,,.25,,,,,,,,,.21,,,,,,,,,2,6,,,,,,,,6,3,,,,,,,,6,2,,,,,,,,4,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,3,6,,,,,,,,5,3,,,,,,,,5,2,,,,,,,,5,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,2,8,,,,,,,,3,10,,,,,,,,4,8,,,,,,,,2,9,,,,,,,,5,,,,,,,,,8,,,,,,,,,６,４,,,,,,,,６,５,,,,,,,,５,６,,,,,,,,２,４,,,,,,,,６,,,,,,,,,５,,,,,,,,,0.19,0.18,0.18,0.21,0.16,0.18, 40, 17, 50, 59, 55, 28, 31.95, 39.18, 33.91, 30.54, 35.76, 29.52, 46.15, 51.46, 48.28, 52.10, 55.15, 46.39,  6, 53, 39, 65,  8, 43, 33.80, 30.77, 30.30, 32.39, 31.82, 28.79, 46.48, 46.15, 45.45, 45.07, 43.94, 51.52,F0,F0,F1,F0,F1,F1,L0,L0,L0,L0,L0,L0,31.58,15.38,28.57,30.00,19.05,16.67,14.63,25.00,30.00,29.36,15.29,21.05,50.88,30.77,42.86,40.00,42.86,33.33,30.49,45.00,43.33,54.13,34.12,34.21,橋　口　　真　樹,服　部　　　　剛,赤　池　　修　平,長谷川　　　　巌,山　根　　大　樹,大　西　　　　賢,3945,4417,4636,3176,3883,4465, 5.32, 3.54, 4.29, 4.20, 4.29, 3.75, 4.05, 4.73, 4.67, 5.17, 3.95, 4.01
2019-03-29,尼　崎,1,.12,.22,.28,.27,.13,,.14,.13,,.24,,.11,.25,.24,,.23,.17,,.14,,.13,.30,.09,.20,.18,,,.22,.18,.28,,.14,.21,.08,,,.14,.10,.25,.16,.18,.08,.03,,,.17,,.21,.14,.26,,.29,.17,,2,3,5,5,1,,2,6,,2,,5,6,4,,1,3,,5,,2,6,3,1,4,,,3,4,2,,6,5,1,,,1,3,4,4,2,6,1,,,6,,6,6,6,,6,6,,2,3,4,5,1,,2,6,,2,,6,5,4,,1,3,,5,,2,6,3,1,4,,,3,4,2,,6,5,1,,,1,3,5,4,2,6,1,,,6,,5,4,6,,6,5,,5,10,6,11,9,,6,11,,6,,1,7,6,,4,11,,6,,3,8,1,5,5,,,2,8,4,,1,7,2,,,9,12,4,11,6,11,10,,,1,,3,9,3,,2,8,,２,４,４,６,１,,１,５,,６,,２,２,２,,３,６,,４,,３,５,５,４,５,,,５,３,５,,４,転,１,,,１,４,４,４,１,２,１,,,３,,５,５,６,,５,６,,0.15,0.18,0.17,0.16,0.15,0.21, 55, 57, 44, 22, 32, 40, 38.42, 47.22, 40.21, 42.65, 26.51, 29.74, 50.74, 61.11, 59.28, 59.31, 43.98, 49.74, 64, 38, 42,  5,  7, 10, 38.53, 37.10, 34.38, 37.10, 46.82, 33.17, 58.26, 58.37, 53.57, 56.56, 60.00, 50.99,F0,F0,F0,F2,F0,F1,L0,L0,L0,L0,L0,L0,40.91,28.57, 0.00,36.36, 0.00, 0.00,44.97,26.47,25.64,27.64,39.47, 1.75,63.64,38.10, 0.00,46.75, 0.00, 0.00,67.11,42.16,40.17,49.59,62.28, 3.51,山　崎　　義　明,河　上　　哲　也,藤　川　　利　文,星　野　　政　彦,角　谷　　健　吾,金　田　　智　博,3319,3753,4250,3246,3613,5038, 6.09, 3.76, 1.75, 5.55, 0.00, 1.19, 6.22, 4.38, 4.38, 5.00, 6.39, 1.53
2019-03-29,鳴　門,1,.18,.16,.17,.13,.12,,,,,.23,,.11,.26,.10,,,,,.18,,.09,.08,.16,,,,,.18,.07,.07,.16,.18,,,,,.14,,.09,.21,.20,,,,,.15,,.15,.18,.25,,,,,4,3,2,3,1,,,,,1,,5,4,4,,,,,2,,5,1,6,,,,,6,2,1,3,6,,,,,6,,3,4,2,,,,,6,,6,6,6,,,,,4,6,2,3,1,,,,,1,,5,3,4,,,,,2,,5,1,6,,,,,6,2,1,3,5,,,,,6,,3,4,2,,,,,6,,6,5,6,,,,,4,9,7,12,2,,,,,6,,1,9,3,,,,,5,,3,8,6,,,,,4,11,2,7,10,,,,,5,,1,10,9,,,,,3,,1,6,4,,,,,１,３,３,２,２,,,,,５,,６,６,３,,,,,５,,４,３,６,,,,,３,２,１,６,５,,,,,２,,４,３,６,,,,,５,,５,６,落,,,,,0.18,0.16,0.20,0.16,0.14,0.30, 14, 31, 69, 57, 65, 13, 44.86, 35.41, 34.93, 34.58, 33.33, 34.58, 64.95, 50.72, 49.76, 50.93, 50.24, 52.34, 55, 11, 72, 19, 75, 28, 29.85, 32.13, 37.33, 31.70, 36.79, 31.72, 50.75, 48.87, 52.00, 48.21, 54.72, 45.81,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,22.22, 4.55,11.11,44.44,20.00, 6.67,48.53,18.69, 6.12,46.15,19.42, 4.35,55.56, 9.09,16.67,44.44,40.00, 6.67,65.44,39.25,18.37,62.39,32.04, 5.80,山　崎　　　　郡,吉　田　　翔　悟,片　岡　　大　地,渡　邉　　雄　朗,染　川　　直　哉,河　野　　主　樹,4760,4919,4911,4748,4859,5004, 6.22, 1.91, 3.78, 5.11, 4.00, 1.80, 6.64, 4.21, 2.84, 6.28, 3.83, 2.06
2019-03-29,丸　亀,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.17,0.16,0.19,0.20,0.20, 35, 21, 18, 30, 44, 57, 42.11, 43.62, 26.90, 36.71, 34.97, 33.55, 55.64, 57.72, 45.52, 48.10, 49.08, 48.68, 51, 57, 65,  3, 27, 35, 39.76, 26.92, 54.55, 31.08, 52.50, 44.71, 59.04, 41.03, 68.83, 45.95, 66.25, 64.71,F0,F0,F1,F1,F1,F0,L0,L0,L0,L0,L0,L0,38.76, 0.00,46.43,16.67, 0.00,11.11,38.10,12.99,41.96,22.22, 0.00,32.86,66.67, 0.00,82.14,50.00, 0.00,22.22,64.63,24.68,63.39,31.94, 1.75,56.43,小野寺　　智　洋,中　村　　聡　志,川　原　　正　明,寺　島　　吉　彦,伊　藤　　尚　汰,小　野　　勇　作,3975,4916,3912,4723,5022,4006, 6.04, 0.00, 6.71, 4.83, 0.00, 3.78, 5.94, 3.08, 6.05, 4.00, 1.44, 5.31
2019-03-29,宮　島,1,,,.26,.23,,,,,,.18,.17,.28,,,,,,,.12,,.16,,,,,,,.28,,.09,,,,,,,.17,,.20,,,,,,,,,.07,,,,,,,,,2,5,,,,,,2,5,5,,,,,,,4,,1,,,,,,,2,,6,,,,,,,6,,2,,,,,,,,,2,,,,,,,,,2,5,,,,,,3,5,4,,,,,,,4,,1,,,,,,,2,,6,,,,,,,6,,2,,,,,,,,,2,,,,,,,,,3,10,,,,,,1,6,6,,,,,,,1,,4,,,,,,,6,,4,,,,,,,3,,5,,,,,,,,,2,,,,,,,,,１,５,,,,,,３,２,５,,,,,,,５,,２,,,,,,,６,,４,,,,,,,５,,３,,,,,,,,,４,,,,,,,0.17,0.17,0.18,0.18,0.17,0.19, 60, 32, 47, 68, 53, 37, 41.32, 47.37, 42.31, 25.64, 23.58, 32.59, 59.50, 64.04, 58.46, 44.44, 34.91, 48.89, 26, 65, 71, 61, 42, 22, 27.34, 34.40, 29.60, 29.75, 24.77, 27.42, 45.31, 53.60, 40.80, 50.41, 48.62, 43.55,F1,F0,F0,F1,F0,F1,L0,L0,L0,L0,L0,L0,52.94,28.57,20.00, 0.00, 0.00, 0.00,44.79,30.00,13.33,22.83,19.10,12.35,70.59,46.43,40.00, 0.00, 0.00, 0.00,58.33,50.00,29.52,41.30,35.96,32.10,島　田　　一　生,千　葉　　真　弥,松　本　　真　吾,中　川　　り　な,夏　山　　亮　平,中　野　　夢　斗,4060,4775,3108,4773,4462,4979, 6.29, 4.79, 4.40, 0.00, 0.00, 0.00, 5.76, 5.08, 3.84, 4.72, 4.26, 3.59
2019-03-29,徳　山,1,.14,.09,.18,,.21,,,,,.12,,.23,.09,.14,,,,,.12,.31,.13,,.21,,,,,.19,,.14,.18,.13,,,,,.27,,.08,.14,.16,,,,,.03,,.24,.17,.35,,,,,2,6,5,,4,,,,,3,,6,5,4,,,,,4,1,2,,6,,,,,1,,6,2,4,,,,,3,,4,6,1,,,,,5,,2,4,1,,,,,2,6,5,,4,,,,,3,,6,5,4,,,,,4,1,2,,6,,,,,1,,6,2,4,,,,,3,,4,6,1,,,,,5,,2,4,1,,,,,2,8,5,,8,,,,,4,,5,9,10,,,,,4,8,11,,6,,,,,6,,1,5,4,,,,,2,,1,11,6,,,,,6,,3,7,10,,,,,１,２,４,,４,,,,,２,,エ,２,４,,,,,５,３,５,,４,,,,,６,,６,５,３,,,,,６,,２,６,１,,,,,３,,５,６,６,,,,,0.16,0.19,0.20,0.17,0.16,0.17, 20, 19, 39, 67, 52, 35, 44.93, 47.14, 20.90, 47.37, 23.19, 38.16, 55.07, 51.43, 31.34, 60.53, 42.03, 53.95, 72, 13, 29, 25, 17, 32, 34.96, 35.47, 29.86, 26.96, 36.40, 29.87, 53.10, 53.69, 42.99, 40.20, 53.95, 45.45,F1,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,29.41,23.33,30.00, 0.00,28.33, 0.00,35.51,14.71,17.72,16.13,27.03,20.00,41.18,40.00,60.00, 3.70,51.67, 0.00,52.34,32.35,30.38,27.42,43.24,29.41,中　村　　裕　将,中　野　　和　裕,高　橋　　二　朗,松　本　　　　峻,胡　本　　悟　志,後　藤　　盛　也,3075,3459,2538,4868,3878,4889, 4.65, 4.43, 5.00, 1.96, 5.23, 0.00, 5.47, 3.82, 4.18, 3.50, 4.84, 3.79
2019-03-29,若　松,1,.14,,.06,.05,.23,,,,,.32,,.17,.50,.08,,,,,.24,.16,.04,,.19,,,,,.27,.13,.18,,.07,,,,,.18,,.17,.16,.03,,,,,.13,.23,.16,,.13,,,,,5,,3,3,6,,,,,6,,3,2,4,,,,,6,6,2,,3,,,,,2,6,6,,6,,,,,5,,6,6,6,,,,,2,5,6,,1,,,,,5,,3,4,6,,,,,6,,3,2,4,,,,,4,6,2,,3,,,,,1,5,6,,4,,,,,5,,4,3,6,,,,,2,5,4,,1,,,,,8,,1,6,5,,,,,4,,2,7,4,,,,,3,8,1,,2,,,,,3,11,1,,7,,,,,5,,2,6,1,,,,,2,9,4,,3,,,,,５,,２,５,５,,,,,６,,５,６,３,,,,,６,３,３,,５,,,,,５,３,４,,２,,,,,６,,６,６,６,,,,,６,４,６,,６,,,,,0.17,0.18,0.16,0.18,0.23,0.20, 27, 64, 36, 49, 29, 71, 25.33, 24.84, 40.25, 33.57, 26.95, 25.00, 44.00, 39.49, 54.09, 53.57, 41.13, 38.16, 13, 40, 52, 35, 23, 54, 26.25, 36.23, 23.61, 35.00, 29.73, 34.78, 53.75, 57.97, 38.89, 45.00, 45.95, 55.07,F0,F1,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.33,13.04, 0.00,28.57, 0.00,25.00,24.49,27.85,18.18,26.77, 6.17,25.20,47.62,39.13, 0.00,39.29, 0.00,25.00,39.80,48.10,33.33,44.09,17.28,41.46,野　相　　弘　司,新　井　　英　孝,上　村　　宏　太,高　倉　　孝　太,森　下　　愛　梨,福　島　　陽　子,4234,4631,4945,4520,4984,3357, 5.14, 3.61, 0.00, 4.61, 0.00, 4.38, 4.69, 4.76, 3.85, 4.75, 2.81, 4.67
