date,venue,raceNumber,CS_ST_1_1,CS_ST_1_10,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_10,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_10,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_10,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_10,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-06-27,福　岡,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.16,0.17,0.17,0.22,0.21,153,152,105,172,109,115,  0.00,  0.00, 25.00,  0.00, 12.50, 33.33,  0.00,  0.00, 37.50,  0.00, 25.00, 44.44, 21, 22, 50, 72, 27, 19,  0.00,  0.00, 37.50,  0.00, 55.56,  0.00,  0.00,  0.00, 62.50,  0.00, 66.67,  0.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,25.00,25.00,30.00,35.00,11.11, 0.00,27.27,23.96,17.65,27.63,17.58, 0.00,25.00,44.44,40.00,60.00,44.44, 0.00,46.75,41.67,38.24,39.47,35.16, 3.81,池　田　　明　美,野田部　　宏　子,古　賀　　千　晶,原　　　　加央理,稲　生　　夏　季,計　盛　　　　光,3894,4765,4071,4419,4484,5021, 4.50, 4.31, 5.20, 5.50, 4.00, 0.00, 4.95, 4.48, 4.54, 4.51, 4.35, 1.64
2019-06-27,唐　津,1,.07,,.14,.14,.16,.20,,,,,.21,,.14,.15,,.18,.12,,,,.18,,,.20,.11,.24,.15,,,,.39,,,.20,.07,.17,,,,,.09,,.14,.28,,.06,,,,,.09,,,.17,.15,.12,.18,,,,4,,2,5,1,3,,,,,5,,3,6,,4,1,,,,5,,,5,2,4,3,,,,6,,,3,5,3,,,,,3,,6,2,,5,,,,,1,,,4,3,5,6,,,,4,,2,5,1,3,,,,,5,,3,6,,4,1,,,,6,,,5,2,4,3,,,,6,,,3,5,2,,,,,3,,6,2,,5,,,,,1,,,4,3,5,6,,,,7,,12,4,10,10,,,,,3,,10,8,,2,9,,,,1,,,2,8,3,8,,,,9,,,4,8,1,,,,,1,,7,3,,10,,,,,7,,,2,9,2,11,,,,１,,５,４,２,１,,,,,５,,３,６,,４,１,,,,４,,,５,１,５,６,,,,６,,,５,４,５,,,,,２,,４,４,,６,,,,,２,,,４,２,転,６,,,,0.13,0.16,0.20,0.18,0.18,0.16, 56, 33, 81, 31, 69, 48, 44.44, 22.41, 41.07, 20.00, 29.63, 33.90, 60.00, 55.17, 50.00, 32.73, 46.30, 55.93, 56, 21, 11, 13, 58, 52, 36.45, 31.96, 38.95, 33.17, 30.54, 46.02, 53.20, 51.55, 55.26, 49.75, 51.72, 63.07,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00, 0.00, 4.00, 5.49, 0.00, 0.00,47.97,29.17, 5.95,18.09,13.16,31.07,62.50, 0.00,12.00,12.09, 0.00, 0.00,68.29,43.75,16.67,36.17,39.47,45.63,深　谷　　知　博,嶋　　　　義　信,牧　山　　敦　也,横　田　　貴　満,石　川　　　　諒,井　手　　良　太,4524,4529,4981,4949,4890,4675, 7.75, 2.00, 2.32, 2.46, 1.56, 1.75, 7.02, 4.48, 2.74, 4.00, 4.13, 4.72
2019-06-27,桐　生,2,.20,,.10,.11,,,,,,,.23,,.13,.15,.14,,,,,,.09,,,.42,,,,,,,.29,,,.33,,,,,,,.13,,,.19,.15,,,,,,.12,,.20,.15,,,,,,,2,,5,5,,,,,,,4,,3,4,1,,,,,,5,,,2,,,,,,,6,,,6,,,,,,,1,,,4,2,,,,,,5,,1,4,,,,,,,3,,5,4,,,,,,,6,,3,4,1,,,,,,5,,,2,,,,,,,6,,,5,,,,,,,1,,,4,2,,,,,,5,,1,4,,,,,,,1,,7,3,,,,,,,4,,12,4,10,,,,,,6,,,5,,,,,,,1,,,6,,,,,,,9,,,5,10,,,,,,2,,7,7,,,,,,,３,,４,６,,,,,,,５,,５,３,１,,,,,,５,,,６,,,,,,,５,,,６,,,,,,,１,,,３,２,,,,,,１,,５,２,,,,,,,0.18,0.18,0.16,0.19,0.19,0.16, 61, 13, 37, 64, 73, 52, 29.32, 36.30, 24.22, 23.44, 30.88, 32.59, 46.62, 53.33, 40.63, 42.97, 45.59, 48.15, 27, 43, 63, 54, 29, 61, 31.30, 36.94, 26.92, 45.13, 46.67, 31.03, 51.30, 53.15, 44.23, 66.37, 65.00, 49.43,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,12.50,62.79,12.50, 0.00,41.07, 0.00,20.93,46.43,21.28, 6.25,22.83,26.13,12.50,76.74,12.50,10.53,59.82,50.00,32.56,62.14,25.53,12.50,36.96,47.75,堤　　　　健　一,岩　崎　　正　哉,加　藤　　裕　太,田　邉　　亮　蔵,津久井　　拓　也,下　田　　哲　也,3460,3853,4814,4995,4420,3832, 3.75, 7.33, 3.50, 2.47, 5.71, 4.50, 4.01, 6.11, 3.85, 2.29, 4.14, 5.25
2019-06-27,戸　田,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.20,0.19,0.14,0.20,   -, 32, 29, 44, 54, 38, 51,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 12,  6, 34,  2, 26,  1,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,F1,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,28.57,10.00,33.33,55.75,22.22, 0.00,30.00,11.67,23.81,47.54,15.15, 3.70,42.86,35.00,53.33,66.37,44.44, 6.67,46.25,25.00,28.57,65.57,24.24, 7.41,入　澤　　友　治,土井内　　大　助,新　地　　雅　洋,黒　井　　達　矢,東　口　　　　晃,伊久間　　陽　優,4059,2907,3079,4528,4664,5065, 4.86, 3.85, 5.67, 6.85, 4.67, 1.80, 4.75, 3.38, 3.69, 6.43, 3.41, 1.81
2019-06-27,平和島,2,.11,,,.27,.23,.22,,,,,.15,,,.05,.15,.08,,,,,.08,,.09,.06,,.11,.07,,,,.17,,,.25,.20,.12,,,,,.25,,,.10,.17,.21,,,,,.07,,.10,.07,,.08,.08,,,,2,,,5,5,3,,,,,2,,,4,6,3,,,,,2,,3,3,,3,4,,,,4,,,2,6,1,,,,,6,,,6,6,6,,,,,5,,4,1,,2,4,,,,2,,,6,5,3,,,,,2,,,5,6,3,,,,,2,,4,5,,3,6,,,,3,,,2,6,1,,,,,6,,,6,5,4,,,,,5,,4,1,,2,3,,,,8,,,1,10,3,,,,,1,,,3,7,9,,,,,4,,11,11,,4,9,,,,11,,,4,8,5,,,,,4,,,2,6,3,,,,,1,,7,2,,5,11,,,,３,,,４,６,５,,,,,５,,,３,６,６,,,,,１,,２,３,,３,２,,,,５,,,３,４,４,,,,,６,,,２,６,６,,,,,６,,５,３,,１,５,,,,0.20,0.21,0.15,0.22,   -,0.19, 56, 33, 22, 59, 26, 34,  0.00, 70.00, 20.00,  0.00, 11.11, 50.00,100.00, 80.00, 60.00,  0.00, 22.22, 70.00, 59, 41, 50, 10, 15, 58,  0.00,  0.00, 10.00,  0.00, 20.00,  0.00,  0.00,  0.00, 70.00, 33.33, 50.00,  0.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,11.11, 0.00,43.18,25.00, 0.00,30.00, 9.09,14.75,40.21,18.45, 0.00,17.07,16.67, 0.00,54.55,39.29, 0.00,56.67,15.91,26.23,50.52,35.92, 3.57,39.02,本　部　　めぐみ,末　武　　里奈子,佐　藤　　大　佑,柳　澤　　千　春,上　田　　紗　奈,田　村　　美　和,3704,4923,4610,3254,5057,3207, 3.39, 1.33, 5.70, 4.61, 0.00, 5.17, 3.25, 3.25, 5.42, 4.09, 1.57, 3.88
2019-06-27,蒲　郡,2,.14,,,.18,.17,.22,.12,.14,.16,.12,.21,,,.18,.38,.41,,.11,.13,.22,.11,,,.11,.06,.16,,.12,.12,.09,.26,,.14,.16,,.22,,.21,.30,.16,.27,,,.17,.18,.27,,.16,.17,.15,.12,,,.17,.17,.19,,.18,.13,.15,4,,,2,6,3,6,1,6,6,6,,,2,4,1,,4,5,6,1,,,5,4,6,,2,5,4,6,,1,4,,5,,6,2,6,2,,,3,3,2,,1,3,2,6,,,2,4,1,,5,6,3,4,,,2,6,3,5,1,5,5,3,,,2,5,1,,4,5,6,1,,,5,2,6,,2,5,4,5,,1,3,,4,,6,2,6,5,,,3,6,2,,1,4,2,3,,,2,4,1,,5,6,3,8,,,2,7,3,12,2,10,6,4,,,1,10,4,,2,8,1,3,,,4,8,1,,2,6,2,1,,5,5,,8,,3,7,2,4,,,1,5,10,,1,8,7,3,,,7,11,2,,1,5,1,５,,,１,５,４,５,１,６,４,３,,,４,５,５,,３,５,５,４,,,６,２,４,,４,２,１,５,,２,４,,５,,４,４,４,５,,,１,５,６,,１,６,３,１,,,６,５,６,,６,６,３,0.17,0.18,0.16,0.21,0.22,0.19, 22, 77, 12, 54, 59, 53, 35.48, 48.28, 47.83, 34.48, 29.41, 40.00, 38.71, 68.97, 65.22, 51.72, 41.18, 53.33, 27, 55, 18, 46, 24, 56, 53.33, 46.67, 35.29, 37.50, 40.74, 32.14, 66.67, 66.67, 50.00, 53.13, 48.15, 46.43,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,25.93, 0.00,28.57,16.67,37.50,17.14,32.11,17.48,21.70,24.53,29.49,20.24,44.44, 0.00,57.14,44.44,50.00,28.57,51.38,42.72,42.45,36.79,47.44,36.90,中　渡　　修　作,増　田　　　　進,香　月　　大　介,池　田　　真　治,佐　野　　隆　仁,松　下　　　　潤,3804,3569,3444,3561,3243,3456, 4.56, 0.00, 5.00, 4.67, 4.88, 3.46, 5.46, 4.58, 4.41, 4.38, 4.63, 3.95
2019-06-27,　津　,2,.11,,,.14,.07,,,,,,.19,,.15,.20,.08,,,,,,.09,,,.14,.11,,,,,,.15,,,.14,.16,,,,,,.13,,.17,.09,,,,,,,.15,,.27,.10,,,,,,,2,,,6,6,,,,,,6,,3,6,4,,,,,,1,,,3,6,,,,,,2,,,3,4,,,,,,3,,6,1,,,,,,,4,,3,1,,,,,,,2,,,6,4,,,,,,6,,3,5,4,,,,,,1,,,3,4,,,,,,2,,,3,5,,,,,,3,,6,1,,,,,,,4,,2,1,,,,,,,5,,,5,10,,,,,,5,,9,2,8,,,,,,3,,,5,9,,,,,,1,,,2,10,,,,,,5,,11,6,,,,,,,1,,10,4,,,,,,,２,,,５,１,,,,,,５,,６,６,５,,,,,,５,,,３,６,,,,,,５,,,１,３,,,,,,３,,５,５,,,,,,,３,,６,１,,,,,,,0.17,0.18,0.17,0.16,0.16,0.20, 36, 22, 24, 62, 35, 57, 24.83, 34.97, 35.26, 35.12, 44.64, 34.48, 46.21, 46.85, 48.72, 55.36, 54.76, 51.03, 26, 34, 38, 61, 56, 11, 25.79, 29.27, 27.06, 27.84, 40.00, 40.00, 44.03, 40.24, 44.12, 44.89, 52.35, 54.44,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,16.67,33.33,15.79, 7.69,18.52,31.03,20.93,24.69,37.78,25.77,29.33,25.49,16.67,44.44,52.63,38.46,40.74,41.38,29.07,29.63,57.78,41.24,46.67,42.16,藤　井　　　　理,赤　池　　修　平,照　屋　　厚　仁,竹　腰　　正　樹,戸　塚　　邦　好,西　原　　明　生,3846,4636,4375,3692,4575,4034, 3.44, 4.67, 4.79, 4.08, 4.78, 4.62, 4.01, 4.02, 5.68, 4.54, 5.05, 4.33
2019-06-27,びわこ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.17,0.17,0.12,0.15,0.15, 41, 56, 31, 65, 71, 50, 33.33, 44.44, 26.32, 36.36, 20.00, 25.00, 46.67, 66.67, 52.63, 54.55, 60.00, 50.00, 48, 52, 11, 22, 53, 16, 45.00, 55.56, 35.00, 35.00, 66.67, 16.67, 70.00, 88.89, 60.00, 50.00, 77.78, 27.78,F0,F0,F0,F0,F2,F0,L0,L0,L0,L0,L0,L0,37.84,39.13, 0.00,50.00,39.29, 0.00,44.12,44.09,16.87,45.67,47.27,40.65,54.05,56.52, 3.85,60.00,57.14, 0.00,56.86,66.93,37.35,56.69,67.27,58.54,関　野　　　　文,西　川　　昌　希,松　本　　一　毅,馬　場　　　　剛,吉　田　　凌太朗,荒　井　　翔　伍,4927,4559,4904,4769,4903,4608, 5.54, 5.91, 2.42, 6.30, 6.00, 0.00, 6.04, 6.24, 4.33, 6.05, 6.25, 6.04
2019-06-27,鳴　門,2,.14,,,,,,,,,,.11,,.16,,,,,,,,.21,,.09,,,,,,,,.17,,,,,,,,,,.13,,.25,,,,,,,,.25,,.31,,,,,,,,4,,,,,,,,,,4,,1,,,,,,,,1,,4,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,,2,,5,,,,,,,,3,,,,,,,,,,4,,1,,,,,,,,1,,4,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,,2,,5,,,,,,,,7,,,,,,,,,,8,,12,,,,,,,,3,,9,,,,,,,,6,,,,,,,,,,1,,11,,,,,,,,4,,11,,,,,,,,５,,,,,,,,,,２,,１,,,,,,,,３,,４,,,,,,,,６,,,,,,,,,,１,,３,,,,,,,,３,,２,,,,,,,,0.19,0.15,0.13,0.15,0.17,0.20, 37, 50, 24, 71, 25, 16, 24.32, 23.68, 31.25, 25.00, 36.84, 29.41, 37.84, 47.37, 56.25, 50.00, 57.89, 47.06, 12, 67, 10, 27, 72, 20, 45.45, 37.50, 35.48, 34.88, 33.33, 36.36, 60.61, 50.00, 51.61, 51.16, 45.24, 57.58,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,29.41,45.00,38.89, 0.00,49.22,40.74,19.12,64.03,26.09,20.65,37.23,38.35,41.18,85.00,50.00, 0.00,63.28,62.96,27.94,82.01,50.72,33.70,60.58,57.89,渥　美　　卓　郎,川　北　　浩　貴,関　口　　智　久,尾　上　　雅　也,眞　田　　英　二,小　野　　勇　作,4197,3606,3992,4953,3955,4006, 4.76, 7.00, 5.89, 0.00, 6.51, 5.56, 3.81, 7.75, 5.10, 4.07, 5.88, 5.65
2019-06-27,丸　亀,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.13,0.17,0.19,0.17,0.13, 23, 50, 24, 21, 52, 46, 32.49, 32.16, 33.50, 39.81, 35.82, 34.85, 45.69, 50.25, 47.72, 51.94, 50.75, 52.02, 51, 64, 54, 29, 48, 22, 36.30, 30.53, 37.86, 36.29, 32.03, 40.32, 56.30, 44.27, 60.00, 46.77, 54.69, 54.03,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,16.67,15.00,33.33,32.17,52.38,34.78,30.30,36.21,36.60,31.43,28.89,46.43,16.67,30.00,55.56,53.15,52.38,52.17,51.52,55.17,58.82,47.14,41.11,61.61,土　屋　　　　南,四　宮　　与　寛,中　田　　達　也,妻　鳥　　晋　也,柳　内　　敬　太,村　岡　　賢　人,4964,4839,4802,4821,4790,4584, 3.17, 4.10, 6.11, 5.46, 6.10, 5.96, 5.21, 5.43, 5.80, 5.33, 4.72, 6.46
2019-06-27,宮　島,2,.17,,.28,.21,,.22,.24,,,,.11,,,.14,.10,.12,,,,,.26,,.21,.07,,.19,,,,,.09,,.17,.10,,.12,,,,,.22,,.15,.15,,.22,.18,,,,.17,,,.02,.38,.22,,,,,5,,2,3,,4,6,,,,5,,,3,5,6,,,,,1,,4,4,,2,,,,,6,,6,6,,6,,,,,4,,4,1,,2,4,,,,3,,,4,5,6,,,,,5,,2,3,,4,6,,,,4,,,3,5,6,,,,,1,,4,6,,2,,,,,5,,6,5,,4,,,,,6,,4,1,,2,4,,,,3,,,4,5,6,,,,,1,,6,4,,2,7,,,,2,,,3,8,5,,,,,4,,9,1,,8,,,,,2,,9,1,,1,,,,,2,,7,3,,1,7,,,,5,,,2,9,4,,,,,６,,６,４,,５,６,,,,６,,,５,５,転,,,,,４,,５,３,,５,,,,,５,,４,６,,６,,,,,４,,４,２,,３,４,,,,３,,,Ｆ,６,４,,,,,0.20,0.19,0.17,   -,0.19,0.16, 55, 24, 31, 20, 61, 22, 32.18, 26.82, 26.60, 24.16, 36.84, 27.17, 48.85, 44.13, 47.87, 43.62, 53.16, 38.73, 12, 19, 25, 57, 38, 68, 41.95, 31.52, 28.41, 26.09, 31.46, 25.69, 56.32, 47.83, 43.18, 43.48, 50.56, 43.75,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,12.50, 0.00,29.41, 0.00, 5.56,22.22, 8.51,14.29,23.08, 0.00,20.20,19.05,37.50, 0.00,44.12, 0.00,11.11,22.22,17.02,24.76,47.25, 0.00,35.35,21.43,和　田　　敏　彦,桐　村　　翔　太,藤　井　　　　徹,山　口　　広　樹,井　川　　正　人,彦　坂　　真太郎,3789,4920,3507,5053,2958,4838, 4.29, 0.00, 4.76, 0.00, 2.39, 3.50, 3.15, 3.55, 4.82, 1.36, 4.14, 3.48
