date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-04-27,大　村,9,.16,.13,.15,,,,,.03,,.17,,,,,.20,,,,,,,.15,,.07,,,,,.18,,.25,,,,,.19,.15,.11,,,,,4,6,3,,,,,4,,1,,,,,1,,,,,,,3,,1,,,,,2,,3,,,,,1,5,4,,,,,4,6,3,,,,,4,,1,,,,,1,,,,,,,3,,1,,,,,2,,3,,,,,1,5,4,,,,,5,12,6,,,,,3,,3,,,,,10,,,,,,,1,,1,,,,,6,,4,,,,,9,12,5,,,,,２,６,３,,,,,３,,１,,,,,１,,,,,,,５,,１,,,,,１,,４,,,,,１,４,２,,,,,0.17,0.18,0.15,0.18,0.15,0.15, 58, 69, 44, 56, 57, 48, 32.80, 31.21, 34.04, 44.97, 38.59, 32.22, 50.00, 42.77, 51.06, 62.96, 54.89, 48.33, 38, 45, 74, 73, 14, 25, 53.33, 50.00, 36.11, 44.68, 50.00, 43.18, 71.11, 70.45, 50.00, 65.96, 67.39, 59.09,F1,F0,F0,F1,F1,F0,L0,L0,L0,L0,L0,L0,54.72,20.48,58.26,41.94,39.80,59.85,45.86,27.00,41.91,26.04,29.52,44.59,70.44,39.76,71.30,62.10,54.08,71.53,65.41,38.00,58.82,40.63,46.67,60.81,榎　　　　幸　司,山　崎　　昂　介,真　庭　　明　志,大　串　　重　幸,落　合　　敬　一,石　橋　　道　友,4171,4315,4259,4241,3151,4096, 7.02, 4.48, 6.90, 5.85, 5.67, 7.28, 6.40, 4.69, 6.15, 4.78, 4.85, 6.39
2019-04-27,桐　生,10,.24,.18,.14,.13,.12,.15,.25,.05,.16,.28,.20,.16,.13,.12,.18,.22,.17,.19,.19,.08,.15,.10,.21,.22,.17,.10,.12,.17,.11,,.05,.13,.06,.20,.19,.21,.32,.18,.14,.19,,.15,4,2,4,2,4,6,5,1,3,6,2,4,5,5,1,2,6,3,4,1,5,4,2,3,1,3,6,1,3,,2,6,4,1,4,4,5,2,5,1,,1,4,1,5,2,4,6,5,1,3,6,2,4,5,5,1,2,6,3,4,1,5,4,2,5,1,3,6,1,3,,2,6,4,1,4,4,6,2,5,1,,1,7,11,5,9,5,11,5,5,11,2,7,7,11,3,9,12,7,11,3,11,4,5,9,2,10,5,12,7,5,,5,10,2,7,2,2,9,2,12,8,,4,２,１,３,１,２,６,３,１,２,４,１,２,５,６,１,４,３,４,２,１,５,５,２,３,１,３,５,１,２,,２,４,１,５,５,３,６,２,４,１,,２,0.16,0.15,0.15,0.15,0.16,0.15, 26, 66, 48, 61, 22, 12, 27.84, 44.90, 28.57, 32.26, 37.11, 30.21, 40.21, 62.24, 45.92, 50.54, 46.39, 53.13, 15, 11, 31, 43, 46, 44, 32.35, 58.57, 43.06, 42.67, 25.61, 30.43, 52.94, 77.14, 58.33, 62.67, 41.46, 47.83,F0,F1,F0,F1,F0,F1,L0,L0,L0,L0,L0,L0,48.28,47.62,63.16,36.84,33.33,36.36,53.47,44.08,53.03,43.75,26.79,46.94,65.52,61.90,84.21,52.63,44.44,57.58,75.69,61.84,71.97,56.25,41.96,64.29,小　野　　達　哉,伊　藤　　啓　三,萩　原　　秀　人,浅　見　　昌　克,丹　下　　　　健,中　山　　雄　太,4653,3838,4061,3629,4139,4650, 6.34, 6.29, 7.79, 5.89, 5.11, 5.94, 7.03, 6.11, 7.14, 5.96, 4.54, 6.51
2019-04-27,多摩川,10,.20,.12,,,,,,.14,,,,,,,.11,,.08,,,,,.11,,,,,,,.13,.07,.18,,,,,.17,.19,.12,,,,,5,4,,,,,,1,,,,,,,5,,2,,,,,5,,,,,,,4,6,3,,,,,3,5,4,,,,,5,4,,,,,,1,,,,,,,5,,2,,,,,5,,,,,,,4,6,3,,,,,3,5,4,,,,,6,11,,,,,,4,,,,,,,8,,3,,,,,10,,,,,,,2,12,4,,,,,1,9,6,,,,,５,４,,,,,,６,,,,,,,２,,１,,,,,５,,,,,,,５,３,４,,,,,２,４,１,,,,,0.18,0.14,0.15,0.17,0.14,0.19,121,174,164,168,151,160, 35.80, 35.81, 35.10, 36.42, 37.50, 31.20, 57.41, 54.73, 53.64, 54.97, 51.32, 46.40, 53, 40, 63, 58, 72, 41, 35.52, 28.36, 35.57, 36.47, 37.80, 39.24, 57.38, 43.28, 51.01, 54.12, 54.88, 55.06,F0,F1,F1,F0,F1,F0,L0,L0,L0,L0,L0,L0,40.68, 7.94,40.17,57.58,52.56,32.20,41.05,11.43,47.01,44.52,58.87,27.71,72.88,14.29,52.99,81.82,67.95,44.07,65.26,18.57,60.68,63.87,77.42,40.96,伯　母　　芳　恒,二　宮　　博　貴,佐　藤　　隆太郎,一　瀬　　　　明,後　藤　　翔　之,岩　谷　　　　真,3656,4921,4847,3641,4460,3382, 6.44, 2.48, 5.50, 7.00, 6.96, 4.88, 6.11, 2.89, 6.01, 6.28, 7.39, 4.73
2019-04-27,浜名湖,10,.10,.24,.16,,.18,,,.12,,.07,.18,.19,,,.19,.09,.23,.33,.19,,,.27,,.12,.15,.19,,,.29,,.27,.27,.11,,,.20,.19,.17,.14,,,,4,6,4,,3,,,5,,3,6,1,,,3,1,3,2,4,,,2,,1,3,6,,,3,,6,4,1,,,5,1,3,5,,,,3,6,4,,3,,,5,,2,6,1,,,4,1,6,2,5,,,2,,1,3,6,,,3,,6,4,1,,,4,1,2,5,,,,5,12,11,,5,,,10,,7,11,4,,,8,12,3,8,6,,,1,,2,12,2,,,3,,4,12,3,,,3,7,5,9,,,,２,６,６,,３,,,５,,３,３,１,,,３,１,１,４,１,,,３,,１,４,６,,,２,,３,５,１,,,６,５,３,４,,,,0.13,0.17,0.17,0.20,0.15,0.17, 72, 21, 31, 71, 39, 50, 36.84, 34.40, 25.93, 34.92, 35.29, 22.73, 55.64, 48.00, 44.44, 56.35, 50.42, 40.91,  6, 49, 51, 21, 14, 66, 37.50,  0.00, 25.00, 25.00, 33.33, 25.00, 37.50,  0.00, 25.00, 25.00, 61.11, 25.00,F2,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,26.32,47.06,66.67,24.39,42.86,23.08,38.71,38.10,56.46,20.99,31.58,35.59,52.63,76.47,77.78,43.90,60.00,38.46,56.99,60.95,66.67,38.27,52.63,58.47,平　田　　健之佑,田　中　　　　豪,吉　川　　昭　男,土　性　　雅　也,入　澤　　友　治,前　田　　篤　哉,4470,3792,3582,4340,4059,4983, 5.16, 7.00, 7.56, 4.66, 5.94, 4.69, 5.60, 5.85, 6.94, 4.30, 5.17, 5.64
2019-04-27,蒲　郡,10,.16,.13,.41,.25,,,,.18,,.00,.16,.10,,,.13,,.13,.18,.13,,,.17,.16,.17,.29,.01,,,.23,.11,.09,,.06,,,.18,.22,.06,,.15,,,6,3,2,5,,,,2,,1,4,3,,,1,,5,6,4,,,5,4,4,2,2,,,4,6,2,,1,,,4,3,1,,2,,,6,3,2,5,,,,5,,1,4,3,,,1,,5,6,4,,,5,3,4,1,2,,,4,6,2,,1,,,4,3,1,,2,,,5,10,4,12,,,,1,,3,11,2,,,8,,7,11,5,,,4,12,7,12,6,,,5,11,3,,3,,,4,11,8,,4,,,３,２,６,１,,,,３,,１,５,５,,,１,,２,２,６,,,２,４,６,３,Ｆ,,,４,３,４,,１,,,１,１,２,,１,,,0.15,0.17,0.16,0.17,0.16,0.15, 73, 40, 21, 53, 15, 63, 31.73, 35.27, 33.49, 32.86, 32.11, 38.56, 47.12, 49.11, 48.80, 50.23, 50.00, 55.08, 36, 62, 17, 29, 65, 22, 35.92, 34.43, 46.12, 35.83, 35.74, 37.12, 51.43, 49.08, 66.21, 50.00, 60.08, 54.17,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,53.62,33.33,56.67,54.24,23.53,48.78,42.11,40.80,45.00,46.21,24.75,47.73,68.12,52.94,75.00,72.88,64.71,75.61,54.74,60.80,66.67,67.59,38.61,68.18,丹　下　　　　将,黒　野　　元　基,山　崎　　哲　司,杉　山　　正　樹,竹　本　　太　樹,吉　田　　凌太朗,4369,4960,4080,4084,4162,4903, 6.51, 5.45, 6.78, 7.10, 5.18, 6.66, 5.77, 5.89, 6.23, 6.77, 4.58, 6.31
2019-04-27,常　滑,10,.22,.21,.17,.06,,,,.19,.21,.11,.13,,,,.12,.18,.11,.21,,,,.20,.13,.13,.05,,,,.11,.26,.23,.10,,,,.14,.26,.16,.17,,,,3,1,4,6,,,,6,4,3,1,,,,3,1,4,6,,,,4,6,1,4,,,,2,6,1,4,,,,3,3,3,1,,,,2,1,5,6,,,,6,4,3,1,,,,3,1,4,6,,,,3,6,1,4,,,,3,6,1,4,,,,6,3,3,1,,,,2,11,5,10,,,,7,11,2,9,,,,3,10,3,12,,,,7,12,5,11,,,,4,11,6,10,,,,4,12,3,10,,,,２,１,３,１,,,,２,３,１,１,,,,１,１,５,５,,,,６,４,１,３,,,,１,４,４,３,,,,２,５,３,４,,,,0.16,0.16,0.13,0.14,0.19,0.16, 35, 65, 55, 26, 22, 14, 34.20, 37.24, 36.96, 36.50, 39.18, 26.95, 47.67, 55.10, 56.52, 53.00, 55.67, 41.84, 36, 24, 31,  6, 22, 12, 53.26, 36.05, 29.21, 32.94, 38.46, 12.86, 69.57, 56.98, 46.07, 47.06, 55.13, 21.43,F0,F0,F1,F0,F0,F0,L0,L0,L0,L0,L0,L0,56.52,53.75,71.43,50.00,37.50,57.14,47.18,47.62,50.51,47.74,33.09,58.11,82.61,72.50,85.71,71.43,75.00,76.19,63.38,68.57,64.65,66.45,55.40,74.32,野　添　　貴　裕,渡　辺　　真　至,竹　井　　奈　美,上　村　　純　一,柘　植　　政　浩,大　場　　　　敏,3555,3939,4556,4645,4120,3489, 7.35, 6.69, 8.71, 6.36, 6.50, 7.71, 6.54, 6.45, 6.54, 6.41, 5.47, 7.22
2019-04-27,住之江,10,.24,.20,.07,,.20,.24,.25,.18,.13,.07,,.12,.09,.13,.06,,.13,.13,.21,,.23,.32,,.08,.12,.01,.09,,.20,,.05,,.05,.26,.17,.15,,.23,.26,.11,,.14,4,3,6,,5,2,4,6,5,2,,3,1,4,5,,2,1,4,,4,6,,6,3,3,1,,1,,4,,2,6,3,5,,4,1,3,,2,4,3,6,,5,2,3,6,5,2,,3,1,4,5,,2,1,6,,4,4,,6,3,2,1,,1,,4,,2,6,3,5,,4,1,3,,2,4,9,6,,7,12,3,3,12,9,,7,11,4,2,,4,8,9,,2,6,,2,8,1,6,,3,,11,,3,8,5,9,,1,10,6,,6,３,２,６,,１,１,２,５,４,１,,４,１,３,３,,２,１,３,,３,６,,６,転,１,２,,２,,２,,４,５,２,３,,１,２,５,,３,0.16,0.15,0.17,0.16,0.20,0.16, 94, 80, 13, 24, 71, 62, 23.53, 47.37, 21.43, 14.29, 29.41, 41.18, 35.29, 68.42, 50.00, 28.57, 47.06, 58.82, 82, 33, 31, 12, 85, 52, 47.06, 25.00, 26.09, 52.00, 50.00, 15.38, 64.71, 30.00, 56.52, 60.00, 72.22, 42.31,F1,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,55.56, 0.00,35.14,19.23,31.58,20.83,36.88,55.38,33.68,26.67,19.00,39.60,88.89,62.50,59.46,38.46,57.89,45.83,56.03,64.62,56.84,43.33,36.00,55.45,宮之原　　輝　紀,高　橋　　正　男,宮　武　　英　司,梅　木　　敬　太,篠　原　　俊　夫,柳　橋　　宏　紀,4939,4133,3442,4876,3187,4146, 7.56, 4.50, 5.84, 4.42, 5.11, 4.75, 5.64, 6.56, 5.72, 4.88, 4.15, 5.49
2019-04-27,鳴　門,10,.11,,.11,,,,,.12,.14,.10,,,,,.14,,.24,,,,,.18,,.36,,,,,.14,.16,.15,,,,,.15,,.05,,,,,6,,2,,,,,3,6,4,,,,,1,,6,,,,,1,,5,,,,,1,3,4,,,,,1,,5,,,,,6,,3,,,,,3,6,4,,,,,1,,6,,,,,1,,5,,,,,1,3,4,,,,,1,,3,,,,,4,,1,,,,,5,12,3,,,,,7,,4,,,,,6,,5,,,,,1,11,2,,,,,5,,6,,,,,５,,３,,,,,１,１,１,,,,,２,,５,,,,,３,,６,,,,,１,２,２,,,,,３,,４,,,,,0.19,0.14,0.16,0.23,0.13,0.16, 64, 21, 79, 80, 63, 12,  0.00,  0.00,  0.00,  0.00,  0.00, 71.43,  0.00, 33.33,  0.00,  0.00,  0.00, 71.43, 71, 62, 61, 38, 72, 53,  0.00, 33.33, 50.00, 16.67,  0.00, 25.00,  0.00, 33.33, 62.50, 33.33,  0.00, 37.50,F1,F1,F1,F0,F1,F0,L0,L0,L0,L0,L0,L0,31.25,56.72,29.41,32.35,46.83, 0.00,29.41,47.41,26.00,25.00,45.71,13.16,50.00,71.64,46.08,50.00,61.90, 0.00,45.10,62.96,38.00,40.63,62.14,27.63,池　田　　剛　規,西　野　　雄　貴,松　本　　弓　雄,山　口　　隆　史,堀　本　　和　也,福　本　　　　悠,4674,4812,4390,4368,4732,4701, 5.00, 6.89, 4.92, 5.38, 6.48, 0.00, 4.50, 6.41, 4.58, 4.71, 6.26, 3.75
2019-04-27,丸　亀,10,.09,,,,,,,.03,,,,,,,.18,,,,,,,.12,,,,,,,.12,,,,,,,.32,,,,,,,3,,,,,,,5,,,,,,,4,,,,,,,5,,,,,,,1,,,,,,,2,,,,,,,3,,,,,,,5,,,,,,,5,,,,,,,5,,,,,,,1,,,,,,,2,,,,,,,4,,,,,,,3,,,,,,,2,,,,,,,6,,,,,,,1,,,,,,,5,,,,,,,１,,,,,,,５,,,,,,,４,,,,,,,転,,,,,,,１,,,,,,,２,,,,,,,0.16,0.14,0.17,0.16,0.16,0.17, 13, 43, 28, 19,  6, 33, 37.57, 28.93, 31.33, 45.28, 30.38, 35.59, 52.49, 47.80, 51.81, 67.92, 46.84, 54.80, 22, 35, 13, 27,  1, 19, 45.45, 42.72, 43.01, 46.39, 36.08, 27.62, 59.60, 64.08, 60.22, 60.82, 57.73, 43.81,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,45.05,47.06,33.33,42.71,42.71,52.34,41.67,44.03,27.87,40.80,37.61,44.60,58.56,63.97,49.07,60.94,59.38,74.22,61.36,63.52,48.36,60.00,49.54,61.87,村　越　　　　篤,中　村　　晃　朋,松　下　　知　幸,竹　田　　和　哉,三　好　　勇　人,中　越　　博　紀,3907,4739,3910,4776,4331,4260, 5.96, 6.22, 5.14, 5.95, 6.08, 6.90, 5.88, 6.23, 4.93, 6.05, 5.49, 6.36
2019-04-27,児　島,10,.09,.22,.20,,.09,,,.22,.19,.21,,.15,,,.21,,.23,.14,.20,,,.11,.11,.11,,.14,,,.18,.11,.15,.15,,,,.13,.11,.10,,.09,,,3,2,6,,4,,,5,1,4,,4,,,2,,4,5,1,,,2,6,5,,3,,,4,2,4,1,,,,2,5,1,,3,,,3,2,5,,4,,,5,1,3,,4,,,2,,4,5,1,,,2,6,5,,3,,,6,2,4,1,,,,2,5,1,,3,,,5,10,5,,5,,,1,8,4,,2,,,3,,7,11,6,,,1,11,9,,4,,,7,12,9,12,,,,5,11,10,,3,,,５,５,５,,６,,,３,５,５,,５,,,３,,５,３,１,,,２,４,２,,４,,,１,３,１,１,,,,３,５,２,,３,,,0.16,0.16,0.18,0.19,0.16,0.14, 67, 36, 69, 34, 26, 63, 16.67, 20.69, 43.33, 19.35, 73.33, 12.12, 30.00, 24.14, 46.67, 38.71, 73.33, 30.30, 42, 18, 49, 34, 50, 52, 53.73, 38.81, 39.51, 33.80, 30.00, 44.29, 67.16, 55.22, 53.09, 61.97, 56.25, 58.57,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,39.02,77.78,40.00,39.13,58.33,41.95,42.31,18.39,36.00,34.31,58.65,52.78,57.32,77.78,58.67,56.52,76.04,56.32,55.38,34.48,50.40,49.02,73.68,67.36,林　　　　祐　介,重　富　　伸　也,井　上　　大　輔,峰　重　　侑　治,平　尾　　崇　典,藤　原　　啓史朗,4214,4213,4410,4533,3822,4762, 5.91, 7.44, 5.84, 5.80, 7.33, 5.71, 5.72, 4.15, 5.36, 5.27, 7.42, 6.51
2019-04-27,宮　島,10,.28,.23,.22,,,,,.05,.11,.16,,,,,.13,,.11,,,,,.29,,.23,,,,,.13,,.06,,,,,.11,.12,,,,,,5,3,3,,,,,2,1,1,,,,,2,,1,,,,,1,,4,,,,,2,,1,,,,,3,4,,,,,,5,3,4,,,,,3,1,5,,,,,2,,1,,,,,1,,5,,,,,2,,1,,,,,2,4,,,,,,3,12,3,,,,,5,11,4,,,,,11,,1,,,,,7,,5,,,,,2,,6,,,,,5,9,,,,,,４,５,２,,,,,４,１,１,,,,,３,,１,,,,,５,,４,,,,,２,,２,,,,,１,３,,,,,,0.17,0.16,0.18,0.18,0.17,0.19, 18, 56, 47, 49, 38, 46, 30.89, 36.30, 40.41, 39.86, 29.58, 39.57, 46.34, 50.68, 56.85, 57.34, 49.30, 55.40, 17, 47, 58, 14, 26, 43, 29.37, 40.77, 33.57, 33.82, 29.86, 46.83, 47.62, 62.31, 50.35, 50.74, 47.92, 59.52,F1,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,52.99,56.56,40.86,31.03,20.00,27.59,55.47,50.00,39.86,22.58,28.57,20.51,74.36,69.67,59.14,44.83,43.08,48.28,69.53,68.52,57.97,43.01,52.10,36.75,正　木　　聖　賢,西　島　　義　則,松　本　　博　昭,原　　　　義　昭,角　浜　　　　修,村　岡　　　　賢,3920,3024,4000,3058,3430,4343, 6.89, 6.91, 5.92, 5.00, 4.66, 4.93, 6.83, 6.59, 5.90, 4.33, 5.11, 4.22
2019-04-27,徳　山,10,.11,,,,,,,.27,,,,,,,.21,,,,,,,.16,,,,,,,.11,,,,,,,.19,,,,,,,3,,,,,,,6,,,,,,,2,,,,,,,5,,,,,,,4,,,,,,,2,,,,,,,3,,,,,,,6,,,,,,,2,,,,,,,5,,,,,,,4,,,,,,,2,,,,,,,4,,,,,,,3,,,,,,,5,,,,,,,2,,,,,,,6,,,,,,,1,,,,,,,３,,,,,,,５,,,,,,,１,,,,,,,３,,,,,,,１,,,,,,,４,,,,,,,0.17,0.17,0.15,0.18,0.19,0.21, 69, 36, 30, 72, 13, 40, 32.99, 42.22, 50.00, 31.58, 39.56, 30.93, 51.55, 62.22, 66.00, 50.53, 54.95, 48.45, 53, 56, 20, 63, 23, 32, 35.69, 31.00, 34.92, 36.12, 37.93, 29.07, 52.55, 48.91, 57.94, 52.47, 54.79, 44.57,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,20.00,10.53,72.28,36.36,33.33,26.19,22.12,16.28,50.43,34.51,34.35,26.67,48.00,15.79,84.16,45.45,50.00,41.67,35.40,24.42,67.83,52.82,61.07,41.11,本　岡　　勝　利,菊　池　　宏　志,寺　田　　　　祥,東　　　　潤　樹,井　川　　大　作,内　田　　　　圭,4219,4871,3942,4574,3454,3976, 4.68, 3.26, 8.31, 4.91, 4.94, 4.35, 4.40, 3.58, 6.92, 5.46, 5.55, 4.29
2019-04-27,芦　屋,10,.28,,.05,.07,.08,,,.05,,.09,.25,.15,,,.17,.17,.16,,.03,,,.25,.07,.12,,.20,,,.14,.12,.28,,,,,.17,.09,.16,.04,,,,1,,2,6,3,,,3,,4,6,6,,,2,6,5,,1,,,2,1,3,,1,,,5,1,6,,,,,5,3,4,1,,,,1,,2,6,3,,,3,,4,6,6,,,2,6,5,,1,,,2,1,6,,1,,,4,1,6,,,,,5,3,4,1,,,,5,,6,10,6,,,2,,3,7,2,,,4,8,11,,3,,,5,10,8,,1,,,3,9,1,,,,,8,12,2,8,,,,１,,６,３,４,,,５,,３,５,５,,,４,５,３,,Ｆ,,,２,１,３,,１,,,２,１,４,,,,,３,２,３,２,,,,0.15,0.18,0.14,0.17,0.17,0.18, 14, 45, 29, 26, 12, 41,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 22, 49, 18, 38, 17,  1, 38.39, 37.20, 37.32, 43.44, 36.11, 34.98, 55.45, 57.49, 61.72, 62.90, 53.24, 52.02,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.88, 2.27,38.98,49.28,33.33,59.60,45.99,22.34,28.91,44.44,28.71,44.26,57.89, 6.82,50.85,72.46,51.11,72.73,56.20,39.36,44.53,66.67,48.51,59.84,大　庭　　元　明,横　田　　貴　満,森　　　　晋太郎,大　神　　康　司,小　松　　卓　司,岩　崎　　正　哉,3662,4949,4495,3574,4329,3853, 5.89, 2.14, 5.46, 6.67, 5.42, 7.16, 6.18, 4.26, 4.84, 6.29, 4.90, 6.02
