date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-04-27,徳　山,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,0.19,0.18,0.18,0.17, 46, 58, 22, 28, 14, 36, 37.37, 37.08, 34.65, 41.11, 32.58, 42.22, 57.58, 56.18, 57.43, 54.44, 49.44, 62.22, 29, 65, 13, 12, 40, 56, 27.92, 39.69, 36.96, 30.96, 36.86, 31.00, 41.25, 58.78, 53.48, 48.54, 53.33, 48.91,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,58.14,15.69,22.22,35.59,36.84,10.53,43.57,26.21,18.09,42.02,35.25,16.28,72.09,41.18,44.44,55.93,63.16,15.79,60.00,40.78,30.85,66.39,56.56,24.42,柳　生　　泰　二,吉　本　　正　昭,市　川　　　　猛,竹　田　　辰　也,木　下　　大　將,菊　池　　宏　志,4361,3036,3668,4239,4403,4871, 7.24, 4.20, 4.39, 5.69, 5.95, 3.26, 6.28, 4.58, 3.84, 6.23, 5.55, 3.58
2019-04-27,芦　屋,3,.17,.17,.16,,,,,.05,,.19,.14,,,,.25,.12,.03,.17,,,,.13,.19,.10,,,,,.18,,.08,.29,,,,.11,.16,.11,,,,,2,6,5,,,,,2,,5,3,,,,1,4,3,2,,,,3,6,2,,,,,3,,1,4,,,,5,3,2,,,,,2,6,5,,,,,2,,5,3,,,,1,4,6,2,,,,3,6,2,,,,,3,,1,4,,,,5,3,2,,,,,4,8,11,,,,,2,,1,7,,,,1,12,5,10,,,,4,10,2,,,,,8,,1,12,,,,2,7,8,,,,,４,５,３,,,,,１,,３,２,,,,１,６,２,１,,,,２,５,１,,,,,４,,１,４,,,,２,３,１,,,,,0.14,0.19,0.18,0.18,0.16,0.15, 29, 54, 53, 42, 35, 39,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 18, 42, 32, 15, 39, 12, 37.32, 48.99, 40.87, 32.77, 35.38, 35.68, 61.72, 63.64, 59.13, 49.72, 58.96, 49.77,F0,F0,F0,F0,F1,F1,L0,L0,L0,L0,L0,L0,38.98,16.98,54.31,22.86,35.71,32.58,28.91,39.22,41.36,29.91,32.22,26.98,50.85,37.74,70.69,40.00,45.24,48.31,44.53,49.02,59.88,45.79,44.44,44.44,森　　　　晋太郎,富　永　　大　一,川　上　　　　剛,冨　成　　謙　児,藤　崎　　小百合,前　田　　健太郎,4495,4555,4189,3998,4304,4346, 5.46, 4.21, 7.05, 4.40, 5.57, 4.91, 4.84, 5.34, 6.28, 4.82, 5.19, 4.48
2019-04-27,福　岡,3,.20,,.14,.09,.11,,,.13,.26,.21,.11,.14,.08,,.15,.18,.08,,.14,.16,,.20,.19,.22,,.23,,,.25,,.21,.18,.06,,,.04,.27,.16,.21,.15,.18,,4,,2,5,6,,,1,6,2,6,4,3,,2,6,1,,3,5,,2,3,1,,6,,,2,,5,3,6,,,3,2,4,1,2,1,,4,,2,5,6,,,1,5,2,6,4,3,,2,6,1,,3,4,,2,3,1,,6,,,2,,5,3,6,,,3,6,4,1,2,1,,2,,4,8,1,,,8,12,2,11,2,10,,1,8,5,,4,12,,2,8,9,,7,,,7,,3,7,5,,,5,12,7,11,7,12,,４,,４,２,３,,,１,５,５,３,３,１,,３,３,１,,４,３,,１,２,転,,４,,,６,,４,５,５,,,１,６,３,６,１,５,,0.16,0.15,0.17,0.20,0.16,0.16,160,124,141,169,139,112, 28.86, 36.36, 36.09, 32.45, 27.45, 40.00, 46.31, 53.25, 51.48, 49.01, 45.75, 56.67, 13, 15, 26, 63, 68, 65, 42.11, 16.24, 22.22, 30.97, 29.95, 28.57, 56.84, 29.06, 46.67, 54.87, 50.76, 46.58,F1,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,40.00,45.45,30.00,37.14,20.83,42.86,31.82,49.14,28.69,27.84,18.92,42.67,50.00,66.67,45.00,51.43,29.17,63.49,51.14,70.69,52.46,46.39,38.74,60.00,岡　村　　将　也,丸　野　　一　樹,下　寺　　秀　和,中　島　　真　二,吉　田　　翔　悟,江　崎　　一　雄,4709,4686,4771,4094,4919,4657, 5.65, 6.76, 4.65, 5.20, 3.79, 6.08, 5.28, 6.88, 5.16, 4.89, 4.20, 5.81
2019-04-27,大　村,3,.03,,,,,,,.14,,,,,,,.33,.19,,,,,,.11,.31,,,,,,.16,,,,,,,.20,.16,,,,,,4,,,,,,,1,,,,,,,5,5,,,,,,2,4,,,,,,4,,,,,,,2,4,,,,,,4,,,,,,,1,,,,,,,5,4,,,,,,3,2,,,,,,3,,,,,,,2,4,,,,,,3,,,,,,,1,,,,,,,4,9,,,,,,2,10,,,,,,11,,,,,,,4,8,,,,,,３,,,,,,,１,,,,,,,６,５,,,,,,１,３,,,,,,４,,,,,,,５,５,,,,,,0.18,0.15,0.18,0.15,0.18,0.16, 69, 22, 38, 73, 62, 66, 31.21, 32.09, 44.62, 32.56, 39.47, 39.25, 42.77, 52.41, 59.49, 46.51, 56.32, 58.60, 45, 55, 43, 68, 35, 47, 50.00, 33.33, 22.73, 31.82, 15.63, 20.00, 70.45, 42.22, 36.36, 52.27, 37.50, 45.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,20.48,46.15,30.77,51.75,57.04,20.83,27.00,38.02,25.32,46.72,41.83,26.79,39.76,55.94,42.31,65.73,73.94,33.33,38.00,51.24,39.24,62.77,57.52,41.96,山　崎　　昂　介,飯　山　　晃　三,松　下　　哲　也,村　上　　　　遼,樋　口　　　　亮,梶　原　　　　正,4315,3906,4252,4715,3777,3714, 4.48, 5.87, 4.73, 6.48, 6.95, 4.46, 4.69, 5.42, 4.72, 6.20, 5.89, 4.78
2019-04-27,桐　生,4,.21,.32,.18,.14,.19,,,.26,.13,.17,,.12,.12,,.12,.28,.18,,.14,.24,,.21,.12,.06,.30,.16,.16,,.18,.22,.17,.19,.19,.08,,.13,,.08,.20,.10,.13,,4,5,2,5,1,,,6,4,1,,3,6,,5,2,1,,5,3,,3,1,3,4,1,2,,1,2,6,3,4,1,,6,,6,4,6,4,,4,6,2,5,1,,,5,4,1,,3,6,,6,2,1,,5,3,,6,2,3,5,1,4,,1,2,6,3,4,1,,6,,5,4,6,4,,2,9,2,12,8,,,4,8,2,,4,8,,5,10,7,,2,10,,4,11,4,11,6,12,,9,12,7,11,3,11,,8,,4,8,3,9,,３,６,２,４,１,,,６,３,１,,１,３,,３,４,２,,４,５,,１,４,４,３,１,２,,１,４,３,４,２,１,,２,,２,６,６,１,,0.15,0.16,0.17,0.15,0.15,0.19, 12, 44, 52, 39, 48, 71, 30.21, 28.13, 32.00, 30.11, 28.57, 48.00, 53.13, 40.63, 47.00, 50.54, 45.92, 64.00, 44, 29, 62, 14, 31, 54, 30.43, 46.05, 28.77, 43.90, 43.06, 38.24, 47.83, 59.21, 36.99, 58.54, 58.33, 58.82,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,36.36,34.62,43.33, 0.00,63.16, 0.00,46.94,32.35,40.00,48.91,53.03,10.34,57.58,50.00,63.33, 0.00,84.21, 0.00,64.29,46.08,55.00,67.15,71.97,24.14,中　山　　雄　太,鈴　木　　裕　隆,富　永　　正　人,谷　野　　錬　志,萩　原　　秀　人,畑　田　　汰　一,4650,4231,3699,4342,4061,5042, 5.94, 5.23, 5.97, 0.00, 7.79, 1.50, 6.51, 4.84, 5.69, 6.58, 7.14, 3.46
2019-04-27,多摩川,4,.16,,,,,,,.14,.18,,,,,,.13,.07,,,,,,.07,,,,,,,.22,,,,,,,.15,.20,,,,,,6,,,,,,,6,3,,,,,,4,6,,,,,,2,,,,,,,2,,,,,,,5,3,,,,,,5,,,,,,,6,3,,,,,,4,6,,,,,,2,,,,,,,2,,,,,,,5,3,,,,,,1,,,,,,,3,8,,,,,,2,12,,,,,,10,,,,,,,5,,,,,,,4,9,,,,,,６,,,,,,,３,３,,,,,,５,３,,,,,,１,,,,,,,４,,,,,,,５,２,,,,,,0.20,0.18,0.14,0.15,0.21,0.20,128,135,151,143,132,130, 33.54, 32.91, 37.50, 41.73, 34.78, 33.55, 48.10, 50.63, 51.32, 57.55, 47.83, 51.61, 26, 48, 72, 65, 71, 30, 32.14, 37.13, 37.80, 50.00, 32.95, 26.02, 48.81, 55.69, 54.88, 72.29, 52.60, 39.84,F0,F1,F1,F0,F1,F0,L0,L0,L0,L0,L0,L0,30.00,17.39,52.56,43.37, 0.00,23.53,27.16,17.28,58.87,46.97, 9.30,16.05,40.00,30.43,67.95,59.04,16.67,32.35,39.51,32.10,77.42,64.39,25.58,33.33,田　上　　晋　六,大　西　　　　賢,後　藤　　翔　之,芦　澤　　　　望,渡　邉　　　　健,板　倉　　敦　史,3236,4465,4460,4053,5044,4615, 4.50, 3.74, 6.96, 5.87, 2.42, 3.88, 4.63, 3.90, 7.39, 6.14, 3.06, 4.05
2019-04-27,浜名湖,4,.12,,.07,.18,,,,.25,.58,.25,,,,,.25,,.20,.13,,,,.34,.34,.22,.17,,,,.29,,.18,.15,,,,.26,,.31,.28,,,,5,,3,6,,,,3,6,2,,,,,4,,3,5,,,,5,2,1,4,,,,3,,4,1,,,,1,,2,5,,,,5,,2,6,,,,3,5,2,,,,,4,,3,5,,,,6,2,1,3,,,,3,,4,1,,,,1,,2,5,,,,10,,7,11,,,,2,6,6,,,,,4,,4,10,,,,1,6,1,5,,,,4,,1,6,,,,6,,4,8,,,,５,,３,３,,,,５,６,６,,,,,２,,２,５,,,,５,５,３,６,,,,４,,１,２,,,,３,,５,６,,,,0.17,0.17,0.18,0.22,0.15,0.18, 21, 12, 45, 27, 19, 60, 34.40, 30.25, 31.62, 33.07, 24.79, 25.41, 48.00, 47.90, 45.30, 48.03, 35.54, 48.36, 49, 63, 11, 32, 45,  2,  0.00, 12.50, 55.56, 12.50, 33.33, 37.50,  0.00, 12.50, 77.78, 37.50, 44.44, 43.75,F0,F1,F0,F0,F1,F1,L0,L0,L0,L0,L0,L0,47.06,18.75, 6.67,32.91,42.11,36.00,38.10,21.54,12.15,33.67,23.86,24.74,76.47,31.25,30.00,45.57,47.37,44.00,60.95,38.46,26.17,51.02,51.14,37.11,田　中　　　　豪,太　田　　克　哉,八　木　　治　樹,佐　藤　　　　旭,泉　　　　具　巳,諏　訪　　忠　宏,3792,3560,4943,4273,3339,3433, 7.00, 3.94, 3.17, 4.75, 5.16, 4.64, 5.85, 3.91, 3.56, 5.08, 4.97, 4.23
2019-04-27,蒲　郡,4,.16,,.12,.15,,,,.18,.22,.06,,,,,.12,,.11,.19,,,,.19,.19,.18,.14,,,,.15,,.15,.23,,,,.14,,.09,.15,,,,5,,4,3,,,,4,3,1,,,,,5,,4,2,,,,2,5,3,1,,,,5,,3,1,,,,3,,1,4,,,,5,,4,3,,,,4,3,1,,,,,5,,6,2,,,,2,5,3,1,,,,6,,3,2,,,,3,,1,4,,,,5,,1,7,,,,4,11,8,,,,,10,,2,11,,,,5,12,4,11,,,,8,,6,12,,,,7,,2,6,,,,６,,１,３,,,,１,１,２,,,,,５,,３,３,,,,１,５,１,１,,,,２,,２,２,,,,５,,２,３,,,,0.18,0.15,0.18,0.14,0.17,0.15, 45, 63, 35, 16, 32, 54, 32.78, 38.56, 34.32, 33.33, 38.03, 32.88, 52.70, 55.08, 54.24, 52.81, 57.69, 50.45, 20, 22, 48, 73, 13, 52, 33.48, 37.12, 43.15, 35.37, 31.31, 31.63, 46.78, 54.17, 58.92, 54.07, 43.46, 50.23,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,30.77,48.78,42.86,49.35,44.44,39.47,26.32,47.73,26.09,38.40,37.59,34.34,53.85,75.61,42.86,67.53,57.14,52.63,45.26,68.18,46.09,62.40,49.65,48.48,久　田　　　　武,吉　田　　凌太朗,盛　本　　真　輔,河　村　　　　了,北　川　　潤　二,安　藤　　裕　貴,3885,4903,4365,4308,4199,3831, 5.31, 6.66, 5.14, 6.79, 5.95, 5.47, 4.83, 6.31, 4.81, 6.57, 5.44, 5.40
2019-04-27,常　滑,4,.24,,.23,.20,,,,.14,.26,.16,.17,,,,.16,,.11,.28,,,,.25,,.09,.11,,,,.19,.21,.11,.13,,,,.16,,.16,.18,,,,2,,3,5,,,,3,3,3,1,,,,1,,4,6,,,,5,,5,2,,,,6,4,3,1,,,,2,,5,3,,,,2,,3,5,,,,6,3,3,1,,,,1,,4,6,,,,5,,4,2,,,,6,4,3,1,,,,2,,5,3,,,,9,,1,11,,,,4,12,3,10,,,,2,,2,7,,,,9,,4,10,,,,7,11,2,9,,,,6,,3,9,,,,５,,２,２,,,,２,５,３,４,,,,１,,６,２,,,,６,,４,２,,,,２,３,１,１,,,,１,,１,６,,,,0.17,0.16,0.21,0.14,0.16,0.20, 28, 14, 54, 46, 65, 50, 28.96, 26.95, 30.91, 26.11, 37.24, 31.98, 45.36, 41.84, 46.67, 47.77, 55.10, 46.70,  8, 12,  2, 46, 24, 61, 30.86, 12.86, 28.74, 31.11, 36.05, 38.37, 43.21, 21.43, 51.72, 55.56, 56.98, 53.49,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,37.50,57.14,38.10,25.00,53.75, 7.69,45.86,58.11,42.48,22.77,47.62, 6.02,50.00,76.19,57.14,45.83,72.50, 7.69,60.15,74.32,64.60,40.59,68.57,14.46,大　澤　　普　司,大　場　　　　敏,野　末　　智　一,日　笠　　勝　弘,渡　辺　　真　至,牟　田　　奨　太,3740,3489,4058,4666,3939,4988, 5.75, 7.71, 5.05, 5.08, 6.69, 1.92, 6.08, 7.22, 5.95, 4.36, 6.45, 2.49
2019-04-27,住之江,4,.15,,.27,.19,.09,.23,,.17,,.14,.17,.13,,,.28,,.14,.18,.11,,,.18,.13,.07,,.12,.09,,.21,.17,.15,,.13,.18,,.08,.21,.25,,.03,.14,,6,,2,5,3,6,,5,,4,1,6,,,5,,2,6,1,,,6,5,2,,3,1,,2,3,6,,5,1,,4,2,1,,4,3,,6,,2,5,3,4,,5,,4,1,6,,,5,,2,6,1,,,6,5,2,,3,1,,2,3,6,,4,1,,4,2,1,,3,5,,8,,1,9,3,9,,8,,2,7,10,,,11,,2,10,8,,,3,12,9,,7,11,,6,12,4,,8,12,,2,8,6,,1,5,,６,,２,６,５,４,,４,,３,５,６,,,４,,１,６,２,,,５,４,１,,４,１,,３,２,４,,４,２,,４,２,２,,２,２,,0.15,0.18,0.16,0.15,0.14,0.17, 31, 79, 82, 80, 10, 37, 41.18, 25.00, 33.33, 47.37, 30.43, 43.75, 52.94, 43.75, 50.00, 68.42, 39.13, 68.75, 70, 58, 60, 33, 64, 30, 20.83, 29.17, 36.00, 25.00, 36.00, 37.50, 29.17, 58.33, 68.00, 30.00, 48.00, 43.75,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,19.05,56.25,27.27, 0.00,52.31,44.44,27.03,22.54,40.88,55.38,47.00,37.25,33.33,81.25,68.18,62.50,67.69,61.11,35.14,36.62,59.85,64.62,64.00,56.86,永　田　　郁　弥,木　村　　亮　太,別　府　　昌　樹,高　橋　　正　男,野　澤　　大　二,中　渡　　修　作,4453,4648,3873,4133,3534,3804, 3.90, 7.19, 5.68, 4.50, 6.55, 5.89, 4.14, 4.49, 5.99, 6.56, 6.30, 5.60
2019-04-27,尼　崎,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15,0.12,0.19,0.14,0.19, 25, 41, 61, 42, 50, 63, 33.33, 40.00,  0.00, 22.22,  0.00,  0.00, 66.67, 50.00,  0.00, 44.44,  0.00,  0.00, 26, 31, 23, 45, 41, 14, 50.00,  0.00, 44.44, 11.11, 30.00,  0.00, 75.00,  0.00, 44.44, 11.11, 50.00, 12.50,F1,F1,F1,F0,F1,F0,L0,L0,L0,L0,L0,L0,18.75,44.09,55.34,53.00,39.73, 0.00,27.73,45.05,44.20,45.27,23.86, 0.00,25.00,62.37,75.73,66.00,49.32, 2.13,45.38,64.84,65.94,63.51,40.91, 3.57,片　岡　　秀　樹,山　本　　隆　幸,藤　岡　　俊　介,安　田　　政　彦,篠　田　　優　也,宮　田　　龍　馬,4167,4025,4278,3572,4654,5016, 3.19, 6.44, 6.96, 6.66, 5.34, 1.40, 4.79, 6.44, 6.52, 6.38, 4.35, 1.80
2019-04-27,鳴　門,4,.13,,,,,,,.19,.17,,,,,,.18,.18,,,,,,.20,.21,,,,,,.13,.24,,,,,,.14,,,,,,,2,,,,,,,5,3,,,,,,2,4,,,,,,3,1,,,,,,6,4,,,,,,1,,,,,,,2,,,,,,,5,3,,,,,,2,4,,,,,,3,1,,,,,,6,4,,,,,,1,,,,,,,12,,,,,,,1,6,,,,,,2,9,,,,,,1,9,,,,,,6,11,,,,,,7,,,,,,,２,,,,,,,６,２,,,,,,２,１,,,,,,３,６,,,,,,１,５,,,,,,２,,,,,,,0.14,0.19,0.17,0.19,0.17,0.16, 29, 34, 13, 81, 20, 79,100.00, 50.00, 14.29,  0.00, 16.67,  0.00,100.00, 50.00, 42.86,  0.00, 33.33,  0.00, 64, 54, 52, 33, 65, 61,  0.00, 16.67, 14.29,  0.00,  0.00, 50.00,  0.00, 16.67, 57.14, 33.33,  0.00, 62.50,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,50.41,18.35,48.31,15.15,42.86,29.41,49.57,18.18,35.71,25.00,44.30,26.00,74.80,37.61,63.56,21.21,60.71,46.08,68.70,33.33,61.43,40.22,66.44,38.00,興　津　　　　藍,松　下　　　　潤,眞　田　　英　二,渡　　　　修　平,岡　瀬　　正　人,松　本　　弓　雄,4052,3456,3955,3535,3746,4390, 7.14, 4.18, 6.51, 3.48, 6.39, 4.92, 6.93, 3.82, 5.91, 4.66, 6.36, 4.58
2019-04-27,丸　亀,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,0.16,0.20,0.17,0.16, 59, 50, 13, 22, 49, 18, 29.09, 31.68, 37.57, 36.87, 32.73, 26.38, 46.06, 51.55, 52.49, 54.19, 48.48, 43.56, 50, 59, 22, 16,  3, 52, 38.14, 41.84, 45.45, 34.04, 31.87, 36.27, 52.58, 59.18, 59.60, 44.68, 46.15, 56.86,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,23.66, 3.70,45.05,31.18,55.12,31.90,25.64, 7.37,41.67,26.85,52.63,32.35,37.63, 9.88,58.56,52.69,73.23,55.17,34.62,18.95,61.36,44.44,69.17,55.88,大　西　　隆　洋,船　越　　健　吾,村　越　　　　篤,西　原　　明　生,三　嶌　　誠　司,下　田　　哲　也,3701,4946,3907,4034,3541,3832, 4.40, 2.25, 5.96, 5.12, 6.91, 5.41, 4.13, 2.76, 5.88, 4.40, 6.77, 5.81
2019-04-27,児　島,4,.21,,.16,.09,,,,.17,,.10,.17,,,,.11,.11,.11,,,,,.17,,.12,.08,,,,.11,.10,.11,,,,,.17,.12,.11,,,,,3,,4,6,,,,5,,1,3,,,,2,6,5,,,,,4,,1,3,,,,2,3,4,,,,,5,6,5,,,,,3,,4,6,,,,4,,1,3,,,,2,6,5,,,,,5,,1,3,,,,2,3,4,,,,,5,6,4,,,,,1,,1,6,,,,7,,5,11,,,,1,11,9,,,,,10,,6,12,,,,6,11,10,,,,,2,9,3,,,,,４,,２,５,,,,２,,１,６,,,,２,４,２,,,,,３,,１,５,,,,２,３,３,,,,,６,５,４,,,,,0.20,0.17,0.19,0.14,0.20,0.14, 17, 14, 34, 19, 30, 42, 24.24, 29.41, 19.35, 47.50, 37.93, 37.84, 45.45, 55.88, 38.71, 60.00, 58.62, 56.76, 37, 22, 34, 62, 68, 26, 33.33, 34.12, 33.80, 27.03, 36.62, 37.50, 45.83, 48.24, 61.97, 36.49, 57.75, 52.78,F0,F0,F0,F1,F0,F0,L0,L0,L0,L1,L0,L0,38.89,31.18,39.13,42.11,43.75, 0.00,22.03,40.61,34.31,40.82,45.95, 0.00,56.94,60.22,56.52,65.79,65.00, 2.00,38.98,53.94,49.02,59.18,65.77, 6.45,井　川　　真　人,長谷川　　雅　和,峰　重　　侑　治,柏　野　　幸　二,森　定　　晃　史,坂　本　　雅　佳,3585,4580,4533,3436,4172,5001, 5.54, 5.44, 5.80, 6.39, 6.44, 1.42, 4.45, 5.73, 5.27, 6.10, 6.44, 1.84
