boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 70, 38, 31, 26, 21, 35, 32.00, 38.55, 34.18, 27.85, 41.77, 23.75, 45.33, 53.01, 54.43, 37.97, 54.43, 40.00,2019-03-23, 32, 12, 68, 51, 42, 20, 32.69, 36.07, 37.50, 30.00, 30.91, 30.51, 46.15, 55.74, 48.21, 46.67, 54.55, 42.37,1,桐　生
 57, 18, 68, 67, 40, 27, 31.66, 35.89, 33.01, 31.82, 31.96, 30.52, 49.25, 52.15, 46.89, 48.48, 51.55, 45.07,2019-03-23, 47, 21, 33, 38, 39, 32, 28.04, 33.94, 29.59, 43.52, 43.17, 35.68, 43.92, 51.83, 46.43, 61.11, 58.59, 52.42,1,江戸川
121,166,127,129,145,131, 34.07, 32.81, 30.47, 35.16, 36.36, 34.56, 54.81, 52.34, 45.31, 49.22, 57.58, 52.94,2019-03-23, 32, 18, 23, 45, 27, 41, 38.26, 44.70, 32.82, 30.77, 41.86, 41.04, 52.35, 59.85, 44.27, 46.15, 59.69, 56.72,1,多摩川
 73, 44, 76, 57, 47, 50, 28.97, 31.82, 26.67, 39.05, 17.17, 22.86, 42.06, 45.45, 44.00, 58.10, 34.34, 40.95,2019-03-23, 65, 62,  5, 19, 26, 18, 36.61, 37.85, 32.03, 35.63, 32.39, 36.49, 52.68, 51.40, 44.59, 49.80, 49.30, 49.29,1,浜名湖
 38, 72, 19, 31, 73, 41, 30.26, 27.92, 34.11, 38.95, 31.69, 37.50, 46.05, 45.45, 50.47, 56.32, 46.99, 54.50,2019-03-23, 76, 11, 26, 56, 68, 73, 32.86, 37.13, 32.13, 31.28, 32.16, 35.94, 51.90, 50.50, 52.94, 46.70, 49.25, 56.22,1,蒲　郡
 29, 14, 63, 20, 19, 25, 29.94, 28.68, 32.56, 36.81, 31.08, 32.26, 44.59, 44.19, 50.00, 49.69, 46.62, 47.10,2019-03-23, 22, 48, 38, 27,  8, 25, 43.75, 27.54, 37.31, 42.86, 32.79, 25.42, 59.38, 43.48, 52.24, 52.86, 45.90, 47.46,1,常　滑
 54, 12, 55, 56, 36, 30, 32.41, 29.46, 40.09, 30.37, 30.00, 41.98, 50.93, 45.98, 58.06, 43.93, 45.45, 58.49,2019-03-23, 14, 16, 44, 46, 61, 35, 32.35, 38.03, 29.91, 29.05, 37.92, 30.58, 51.68, 53.42, 47.32, 47.30, 55.83, 49.17,1,三　国
 29, 12, 63, 25, 71, 66, 35.26, 32.11, 36.17, 31.64, 30.17, 48.85, 56.65, 46.84, 52.13, 51.98, 42.46, 62.64,2019-03-23, 20, 65, 28, 25, 33, 45, 34.87, 39.41, 32.47, 29.00, 32.43, 28.07, 52.82, 59.11, 51.55, 39.50, 44.32, 42.69,1,びわこ
 14, 12, 71, 93, 89, 23,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 33.33,  0.00,  0.00,  0.00, 50.00,2019-03-23, 70, 32, 73, 62, 61, 51,  0.00,  0.00,  0.00, 16.67,  0.00, 16.67,  0.00, 33.33,  0.00, 16.67, 33.33, 16.67,1,住之江
 33, 56, 61, 26,  2, 13, 32.43, 37.76, 35.76, 28.67, 29.50, 38.51, 52.70, 48.95, 52.32, 45.45, 45.32, 51.35,2019-03-23, 46, 41, 59, 60, 18,  3, 39.71, 43.66, 43.06, 26.92, 31.71, 33.85, 47.06, 66.20, 59.72, 44.87, 46.34, 47.69,1,丸　亀
 37, 63, 20, 48, 61, 12, 55.56, 15.38, 11.11, 75.00, 30.77, 22.22, 66.67, 38.46, 11.11, 87.50, 30.77, 22.22,2019-03-23, 64, 14, 23, 12, 71, 51, 44.68, 26.79, 26.32, 36.96, 25.00, 30.91, 55.32, 35.71, 43.86, 58.70, 35.42, 50.91,1,児　島
 65, 12, 57, 45, 36, 75, 35.65, 20.61, 33.64, 28.43, 29.61, 34.26, 57.41, 35.15, 50.45, 46.57, 49.51, 49.54,2019-03-23, 31, 62, 20,  6, 44, 41, 23.18, 22.15, 27.88, 40.59, 43.72, 37.06, 42.38, 35.44, 44.85, 55.94, 61.31, 52.35,1,芦　屋
 63, 31, 50, 64, 36, 40,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-23, 25, 61, 68, 66, 53, 46, 30.56, 25.35, 36.96, 21.09, 38.97, 24.81, 45.14, 42.25, 50.00, 36.72, 57.35, 39.10,1,唐　津
 60, 13, 30, 59, 24, 42, 31.65, 34.52, 29.11, 37.18, 36.71, 44.30, 43.04, 52.38, 54.43, 44.87, 53.16, 64.56,2019-03-23, 49, 15, 58, 73, 57, 28, 31.15, 29.41, 35.94, 38.18, 36.21, 39.62, 50.82, 50.98, 50.00, 47.27, 50.00, 58.49,2,桐　生
 71, 16, 38, 65, 25, 46, 35.85, 32.67, 39.39, 42.86, 42.25, 31.96, 51.42, 52.97, 51.95, 56.68, 58.22, 48.45,2019-03-23, 67, 65, 27, 36, 37, 24, 30.32, 39.47, 44.04, 35.75, 41.82, 40.53, 42.55, 56.58, 61.01, 52.04, 59.55, 56.83,2,江戸川
173,132,151,174,123,184, 35.85, 35.82, 37.31, 35.66, 31.78, 35.82, 47.17, 49.25, 50.75, 55.04, 55.81, 55.22,2019-03-23, 26, 73, 65, 16, 37, 15, 33.33, 28.10, 48.23, 29.92, 34.87, 33.60, 51.02, 42.48, 68.79, 40.94, 53.29, 48.00,2,多摩川
 26, 20, 56, 69, 71, 34, 31.73, 19.77, 22.34, 36.36, 35.78, 24.72, 51.92, 34.88, 37.23, 48.18, 56.88, 40.45,2019-03-23, 64, 22, 61, 34, 33, 15, 27.88, 36.74, 39.46, 35.84, 39.48, 27.00, 43.75, 50.23, 57.40, 57.52, 56.65, 47.50,2,浜名湖
 27, 49, 21, 35, 75, 50, 32.07, 36.36, 34.55, 34.29, 29.55, 30.39, 51.63, 52.53, 49.74, 54.76, 44.89, 45.59,2019-03-23, 20, 40, 36, 72, 35, 62, 33.50, 48.56, 35.55, 42.62, 35.71, 33.90, 46.19, 62.50, 50.24, 62.84, 50.45, 48.31,2,蒲　郡
 12, 65, 40, 38, 72, 44, 28.57, 37.79, 32.52, 32.92, 32.93, 35.26, 46.10, 56.40, 46.63, 56.52, 52.69, 51.45,2019-03-23, 32,  5, 47, 36, 26, 60, 30.00, 28.81, 32.43, 57.14, 40.00, 30.00, 45.71, 45.76, 50.00, 74.03, 63.33, 42.86,2,常　滑
 51, 15, 65, 53, 50, 21, 32.23, 35.68, 30.54, 31.80, 34.91, 41.41, 49.76, 48.83, 50.25, 52.07, 53.77, 59.03,2019-03-23, 15, 31, 19, 34, 43, 50, 38.59, 41.18, 34.42, 33.05, 32.51, 31.22, 59.75, 57.01, 47.91, 48.07, 49.79, 45.15,2,三　国
 52, 21, 48, 34, 24, 61, 30.94, 32.63, 30.06, 49.72, 36.67, 34.20, 47.51, 51.58, 45.66, 65.36, 57.78, 52.85,2019-03-23, 53, 40, 63, 11, 29, 30, 32.02, 37.25, 36.65, 45.96, 36.45, 35.12, 49.44, 59.31, 59.16, 63.13, 58.62, 51.71,2,びわこ
 88, 29, 92, 21, 36, 28,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 33.33,  0.00, 16.67, 33.33,  0.00,2019-03-23, 65, 53, 72, 29, 66, 18,  0.00, 16.67,  0.00, 28.57, 33.33,  0.00, 50.00, 33.33,  0.00, 85.71, 50.00, 33.33,2,住之江
 34, 15, 25,  4, 60, 54, 36.84, 23.40, 27.66, 26.95, 33.56, 31.91, 50.66, 39.72, 45.39, 42.55, 50.34, 45.39,2019-03-23, 48, 47, 31,  4, 50, 43, 32.89, 42.86, 29.69, 48.00, 37.18, 38.36, 55.26, 62.34, 43.75, 64.00, 53.85, 53.42,2,丸　亀
 46, 51, 73, 72, 42, 39, 23.53, 11.11,  0.00,  0.00, 55.56, 22.22, 29.41, 22.22,  0.00,  0.00, 77.78, 77.78,2019-03-23, 56, 16, 53, 59, 49, 34, 48.65, 31.48, 47.06, 50.00, 36.73, 37.25, 81.08, 53.70, 52.94, 68.75, 51.02, 64.71,2,児　島
 43, 68, 35, 34, 71, 53, 23.43, 36.28, 35.85, 35.43, 31.75, 40.89, 39.43, 55.81, 57.08, 47.98, 52.61, 55.17,2019-03-23, 53,  3, 61, 38, 45, 42, 22.50, 40.21, 38.33, 42.41, 41.71, 46.47, 40.63, 55.03, 51.67, 61.26, 58.79, 61.18,2,芦　屋
 44, 65, 62, 47, 34, 53,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-23, 50, 65, 56, 60, 44, 40, 35.61, 32.19, 35.51, 38.35, 35.66, 30.94, 54.55, 50.68, 50.00, 54.89, 51.94, 50.36,2,唐　津
 23, 64, 53, 17, 48, 37, 28.21, 20.00, 21.79, 31.25, 25.32, 29.11, 44.87, 36.00, 39.74, 47.50, 41.77, 44.30,2019-03-23, 34, 30, 71, 70, 75, 46, 35.09, 40.35, 32.00, 32.35, 35.00, 31.03, 50.88, 63.16, 48.00, 47.06, 53.33, 48.28,3,桐　生
 15, 64, 33, 29, 55, 50, 32.37, 34.90, 40.47, 31.53, 30.11, 36.36, 50.24, 56.25, 56.28, 45.81, 49.46, 51.01,2019-03-23, 35, 70, 20, 66, 16, 14, 33.97, 31.00, 30.81, 27.62, 27.18, 37.67, 53.59, 50.50, 52.02, 43.09, 45.13, 56.05,3,江戸川
154,156,179,153,130,181, 27.03, 32.03, 27.62, 31.62, 37.12, 27.36, 45.95, 53.13, 41.90, 52.94, 55.30, 43.40,2019-03-23, 21, 30, 61, 69, 48, 34, 38.16, 25.24, 45.97, 37.30, 38.30, 44.76, 55.92, 40.78, 66.13, 52.38, 57.45, 67.13,3,多摩川
 12, 23, 15, 32, 14, 35, 32.97, 37.50, 36.70, 43.81, 40.00, 29.52, 47.25, 50.96, 55.05, 63.81, 53.00, 54.29,2019-03-23, 63, 45,  6, 44, 36, 51, 38.46, 37.61, 36.41, 37.12, 32.08, 27.59, 56.56, 53.21, 54.84, 58.52, 43.40, 48.28,3,浜名湖
 36, 43, 12, 32, 70, 23, 34.03, 37.57, 22.41, 38.94, 26.80, 31.76, 52.36, 53.44, 41.38, 59.62, 45.10, 50.59,2019-03-23, 46, 29, 30, 19, 48, 54, 32.44, 36.49, 36.95, 43.85, 42.86, 34.68, 51.56, 50.24, 55.17, 60.43, 57.64, 52.70,3,蒲　郡
 17, 45, 53, 51, 59, 75, 39.39, 26.71, 33.53, 34.66, 29.81, 34.81, 52.12, 41.78, 50.87, 52.84, 52.17, 50.00,2019-03-23,  2, 46, 13, 33, 17, 55, 25.40, 32.86, 32.81, 36.92, 23.81, 40.79, 52.38, 55.71, 50.00, 52.31, 38.10, 61.84,3,常　滑
 27, 52, 46, 29, 58, 40, 38.12, 33.18, 38.36, 33.94, 28.97, 36.99, 52.91, 49.33, 50.68, 55.50, 48.13, 51.60,2019-03-23, 66, 45, 27, 20, 48, 70, 37.99, 31.65, 35.71, 35.86, 37.02, 38.03, 59.39, 50.63, 53.78, 56.57, 53.62, 52.56,3,三　国
 67, 40, 26, 46, 13, 54, 29.21, 34.57, 42.68, 32.97, 31.84, 42.94, 41.01, 51.60, 60.98, 47.57, 49.72, 61.18,2019-03-23, 60, 57, 44, 19, 67, 48, 27.41, 36.90, 35.71, 39.18, 34.48, 41.33, 39.59, 56.15, 54.08, 54.12, 48.28, 62.24,3,びわこ
 91, 10, 50, 70, 80, 79,  0.00, 16.67,  0.00,  0.00,  0.00,  0.00,  0.00, 33.33,  0.00,  0.00,  0.00,  0.00,2019-03-23, 80, 36, 75, 79, 21, 52,  0.00, 16.67,  0.00,  0.00,  0.00,  0.00,  0.00, 33.33,  0.00,  0.00,  0.00,  0.00,3,住之江
