date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-31, 30, 65, 14, 71, 31, 51, 80.00, 45.45, 30.00, 70.00, 20.00, 26.32, 90.00, 72.73, 80.00, 80.00, 60.00, 36.84,8,徳　山
2019-05-31, 27, 69, 51, 16, 50, 61, 30.19, 36.59, 43.48, 35.71, 44.90, 26.83, 50.94, 51.22, 67.39, 50.00, 63.27, 48.78,8,下　関
2019-05-31, 53, 36, 70, 18, 47, 62, 33.52, 26.74, 39.34, 31.25, 28.96, 28.83, 52.75, 41.71, 51.91, 48.44, 44.81, 41.72,8,唐　津
2019-05-31, 24, 44, 48, 21, 69, 61, 56.00, 35.85, 28.97, 32.43, 33.04, 31.34, 68.00, 52.83, 51.40, 48.65, 46.09, 49.25,9,桐　生
2019-05-31, 42, 58, 40, 61, 43, 25, 29.74, 34.12, 32.45, 40.59, 33.33, 38.65, 42.67, 52.13, 47.55, 55.29, 46.99, 57.00,9,戸　田
2019-05-31, 54, 10, 17, 14, 70, 65, 13.33, 25.00, 33.33, 71.43, 40.00, 50.00, 20.00, 31.25, 33.33, 92.86, 46.67, 81.25,9,江戸川
2019-05-31, 74, 38, 10, 19, 73, 32, 42.50, 34.09, 37.14, 40.91, 18.18, 16.67, 65.00, 43.18, 54.29, 63.64, 36.36, 41.67,9,住之江
2019-05-31, 55, 18, 14, 47, 64, 45, 26.67, 30.69, 25.47, 27.08, 36.96, 40.43, 43.33, 49.50, 40.57, 42.71, 52.17, 55.32,9,児　島
2019-05-31, 22, 41, 20, 18, 37, 11, 25.17, 32.45, 25.93, 22.66, 35.76, 31.41, 42.18, 47.68, 38.52, 46.88, 51.66, 51.28,9,宮　島
2019-05-31, 15, 25, 61, 52, 53, 73, 30.00, 44.44, 20.00, 33.33, 30.00, 11.11, 40.00, 66.67, 30.00, 52.38, 55.00, 22.22,9,徳　山
2019-05-31, 59, 29, 54, 11, 38, 70, 21.95, 37.78, 27.27, 38.64, 43.75, 45.45, 41.46, 53.33, 38.64, 50.00, 68.75, 61.36,9,下　関
2019-05-31, 57, 48, 49, 67, 30, 45, 30.34, 30.60, 28.90, 28.88, 36.61, 26.82, 44.94, 50.27, 49.71, 50.80, 55.74, 41.90,9,唐　津
2019-05-31, 30, 63, 14, 68, 75, 57, 37.50, 29.03, 43.24, 29.57, 33.96, 35.58, 60.71, 47.31, 60.36, 41.74, 50.00, 50.96,10,桐　生
2019-05-31, 56, 23, 10, 30,  4, 60, 30.30, 33.01, 37.44, 29.30, 32.83, 29.27, 50.00, 45.93, 54.63, 45.58, 47.47, 46.34,10,戸　田
2019-05-31, 30, 23, 33, 11, 56, 32, 20.00, 33.33, 41.67, 18.75, 23.53, 33.33, 33.33, 53.33, 58.33, 43.75, 47.06, 60.00,10,江戸川
2019-05-31, 64, 85, 70, 60, 71, 81, 42.22, 48.65, 19.05, 38.64, 26.83, 35.29, 55.56, 62.16, 26.19, 61.36, 58.54, 52.94,10,住之江
2019-05-31, 56, 66, 67, 34, 52, 54, 31.87, 53.41, 34.95, 33.33, 44.79, 52.27, 59.34, 72.73, 44.66, 58.33, 60.42, 68.18,10,児　島
2019-05-31, 39, 38, 54, 31, 26, 21, 20.00, 31.33, 27.86, 32.90, 32.73, 31.88, 35.20, 48.67, 42.14, 44.52, 50.30, 47.50,10,宮　島
2019-05-31, 74, 27, 26, 18, 59, 13, 30.00, 54.55,  0.00, 20.00, 70.00, 11.11, 30.00, 63.64, 12.50, 70.00, 80.00, 33.33,10,徳　山
2019-05-31, 67, 31, 45, 65, 47, 20, 45.65, 40.00, 39.13, 23.26, 45.83, 30.43, 54.35, 62.22, 52.17, 25.58, 64.58, 50.00,10,下　関
2019-05-31, 54, 20, 51, 63, 50, 37, 40.61, 40.72, 38.04, 37.43, 38.86, 34.27, 58.79, 55.69, 59.24, 53.48, 56.57, 51.12,10,唐　津
2019-05-31, 53, 33, 28, 66, 45, 35, 26.72, 30.28, 29.81, 26.73, 34.29, 35.64, 49.14, 51.38, 43.27, 39.60, 51.43, 54.46,11,桐　生
2019-05-31, 46,  7,  9, 32,  1, 49, 33.94, 43.56, 39.20, 37.89, 35.05, 33.73, 56.36, 58.91, 48.74, 55.26, 46.91, 49.80,11,戸　田
2019-05-31, 26, 63, 25, 16, 21, 60, 18.75, 20.00, 37.50, 42.86, 12.50, 41.18, 37.50, 40.00, 56.25, 57.14, 25.00, 58.82,11,江戸川
2019-05-31, 83, 88, 67, 50, 87, 14, 15.91, 64.71, 31.25, 17.86, 47.37, 21.21, 25.00, 82.35, 34.38, 46.43, 57.89, 27.27,11,住之江
2019-05-31, 36, 72, 53, 11, 26, 58, 34.91, 40.00, 42.27, 36.56, 32.98, 24.21, 50.00, 60.00, 54.64, 51.61, 45.74, 32.63,11,児　島
2019-05-31, 16, 53, 63, 68, 43, 51, 38.41, 30.60, 38.06, 21.88, 45.14, 38.27, 54.30, 46.27, 54.84, 40.63, 58.33, 54.94,11,宮　島
2019-05-31, 12, 17, 60, 66, 63, 28,  0.00, 80.00, 11.11, 22.22,  0.00, 45.45,  0.00, 80.00, 22.22, 33.33,  0.00, 54.55,11,徳　山
2019-05-31, 63, 68, 36, 12, 27, 46, 60.87, 32.65, 22.73, 29.73, 30.19, 23.81, 69.57, 38.78, 40.91, 51.35, 50.94, 47.62,11,下　関
2019-05-31, 34, 19, 33, 26, 29, 68, 40.83, 35.71, 26.63, 44.51, 32.26, 34.44, 56.80, 52.75, 44.02, 64.02, 51.61, 48.33,11,唐　津
2019-05-31, 47, 32, 20, 31, 59, 25, 47.73, 30.56, 27.18, 40.82, 24.72, 35.35, 59.09, 50.00, 42.72, 57.14, 46.07, 56.57,12,桐　生
2019-05-31, 54,  3, 64, 36, 11, 65, 42.86, 39.79, 29.35, 34.62, 46.52, 35.24, 55.56, 58.12, 45.77, 45.73, 61.50, 48.57,12,戸　田
2019-05-31, 64, 67, 59, 61, 13, 29, 31.25, 14.29,  0.00, 25.00, 35.71, 26.67, 37.50, 35.71,  0.00, 50.00, 57.14, 53.33,12,江戸川
2019-05-31, 51, 72, 13, 53, 23, 79, 22.86, 16.28, 57.89, 27.50, 19.35, 31.43, 34.29, 27.91, 68.42, 55.00, 29.03, 45.71,12,住之江
2019-05-31, 20, 60, 38, 42, 48, 28, 45.92, 36.00, 27.36, 44.57, 36.36, 53.68, 61.22, 53.00, 40.57, 58.70, 57.58, 76.84,12,児　島
2019-05-31, 66, 67, 42, 12, 32, 58, 30.67, 48.34, 30.66, 43.51, 44.81, 33.54, 47.24, 58.28, 54.01, 57.79, 59.09, 51.83,12,宮　島
2019-05-31, 70, 16, 30, 55, 62, 21, 45.45, 28.57, 80.00, 36.84, 45.45, 16.67, 63.64, 28.57, 90.00, 47.37, 63.64, 50.00,12,徳　山
2019-05-31, 14, 61, 60, 35, 41, 25, 31.11, 26.83, 35.71, 20.51, 35.42, 15.79, 42.22, 48.78, 45.24, 35.90, 56.25, 26.32,12,下　関
2019-05-31, 18, 32, 59, 22, 13, 43, 31.25, 27.43, 29.35, 25.42, 31.67, 47.31, 48.44, 41.71, 41.85, 45.20, 48.89, 64.67,12,唐　津
