date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-04-21, 68, 62, 55, 70, 66, 49, 33.78, 30.30, 20.41, 30.38, 31.88, 31.25, 43.24, 37.88, 38.78, 45.57, 47.83, 50.00,1,桐　生
2019-04-21, 11, 40,  9, 49, 13, 60, 48.41, 32.34, 40.49, 33.49, 27.16, 31.11, 63.06, 47.23, 47.85, 49.30, 42.59, 49.44,1,戸　田
2019-04-21, 74, 63, 48, 68, 39, 25, 42.21, 37.17, 41.88, 32.12, 29.95, 37.17, 59.30, 57.07, 60.21, 50.26, 43.32, 56.54,1,平和島
2019-04-21, 54,  3,  4, 38, 16, 66,  0.00, 44.44, 44.44, 42.86, 22.22,  0.00,  0.00, 66.67, 66.67, 71.43, 55.56,  0.00,1,浜名湖
2019-04-21, 39, 17, 13, 24, 35, 77, 34.19, 45.75, 31.88, 33.47, 36.61, 29.63, 52.14, 66.51, 43.96, 52.54, 51.18, 45.68,1,蒲　郡
2019-04-21, 58, 16, 15, 11, 63, 45, 46.43, 45.00, 41.56, 21.05, 36.05, 48.81, 67.86, 66.25, 55.84, 31.58, 50.00, 61.90,1,常　滑
2019-04-21, 57, 72, 36, 26, 65, 63, 36.84, 53.57, 28.32, 16.96, 25.86, 35.94, 52.63, 67.86, 50.44, 33.93, 43.97, 50.78,1,　津　
2019-04-21, 25, 60, 62, 18, 21, 34,  0.00,  0.00,  0.00, 22.22, 33.33,  0.00,  0.00,  0.00,  0.00, 33.33, 33.33,  0.00,1,三　国
2019-04-21, 57, 27, 61, 16, 15, 33, 36.50, 29.41, 36.17, 35.44, 27.94, 31.86, 55.00, 42.65, 50.21, 55.34, 47.06, 43.14,1,びわこ
2019-04-21, 19, 46, 17, 16,  3,  7,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,尼　崎
2019-04-21, 31, 61, 55, 16, 46, 35, 23.91, 20.73, 28.26, 35.23, 39.08, 45.36, 39.13, 40.24, 50.00, 46.59, 52.87, 64.95,1,丸　亀
