boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 16, 15, 48, 52, 33, 32, 45.31, 22.58, 28.13, 28.81, 35.48, 25.42, 65.63, 40.32, 45.31, 45.76, 59.68, 44.07,2019-02-24, 15, 69, 61, 23, 26, 52, 31.43, 34.21, 11.54, 20.00, 28.57, 21.43, 51.43, 44.74, 30.77, 57.14, 57.14, 35.71,1,桐　生
 69, 29, 44, 24, 65, 49, 42.42, 31.85, 27.61, 37.69, 36.84, 36.57, 58.33, 44.44, 43.28, 47.69, 59.40, 55.97,2019-02-24, 29, 56, 33, 19, 65,  8, 30.91, 34.97, 33.33, 43.20, 36.62, 34.81, 46.36, 53.85, 50.69, 56.80, 51.41, 48.15,1,戸　田
167,161,153,172,176,183, 32.17, 37.61, 31.36, 22.99, 29.79, 28.44, 47.83, 49.54, 53.39, 40.23, 55.32, 45.87,2019-02-24, 69, 29, 55, 11, 14, 71, 38.32, 33.33, 29.41, 32.85, 38.18, 34.15, 52.34, 50.43, 47.06, 51.09, 50.91, 54.47,1,多摩川
 76, 57, 59, 30, 72, 27, 27.15, 32.46, 36.26, 36.99, 22.66, 34.16, 47.02, 41.36, 48.54, 52.02, 39.84, 55.28,2019-02-24, 68, 52, 69, 54, 45, 36, 35.67, 29.87, 29.07, 36.10, 32.26, 36.96, 50.88, 48.05, 46.51, 53.66, 52.15, 51.63,1,蒲　郡
 53, 18, 74, 25, 54, 45, 32.89, 33.33, 29.17, 32.14, 31.76, 28.23, 48.32, 48.61, 42.50, 47.14, 46.62, 42.74,2019-02-24, 39, 25, 55, 61,  2, 63, 35.42, 29.17, 46.55, 36.00, 26.53, 39.58, 47.92, 56.25, 67.24, 54.00, 57.14, 52.08,1,常　滑
 49, 36, 48, 68, 69, 26, 40.10, 30.50, 35.68, 25.00, 27.55, 33.33, 54.17, 46.00, 53.77, 37.23, 43.37, 48.76,2019-02-24, 45, 67, 20, 21, 12, 57, 31.92, 31.60, 36.56, 26.16, 23.89, 30.14, 50.70, 47.64, 57.27, 42.44, 40.00, 46.41,1,三　国
 47, 68, 53, 16, 40, 45, 20.95, 32.69, 40.00, 31.36, 37.80, 27.78, 37.84, 46.15, 56.25, 50.89, 56.71, 40.12,2019-02-24, 37, 64, 11, 39, 27, 60, 43.55, 26.35, 46.41, 28.74, 32.75, 28.33, 56.45, 44.31, 64.09, 46.71, 46.78, 41.11,1,びわこ
 36, 54, 88, 10, 13, 28, 33.71, 39.71, 37.58, 51.22, 31.95, 37.22, 52.25, 58.82, 54.78, 67.07, 45.56, 53.89,2019-02-24, 60, 28, 38, 81, 10, 87, 47.13, 34.04, 40.00, 31.18, 38.27, 40.96, 64.94, 46.28, 56.00, 47.85, 56.12, 59.04,1,住之江
 24, 40, 57, 77, 15, 23, 37.85, 28.57, 49.72, 29.76, 33.33, 30.57, 52.54, 47.83, 64.41, 44.05, 47.70, 45.22,2019-02-24, 34, 16, 35,  7, 60, 50, 43.72, 28.66, 30.94, 47.25, 33.51, 40.45, 62.84, 45.73, 47.51, 60.44, 47.34, 55.06,1,尼　崎
 47, 18, 46, 64,  7, 11, 42.34, 26.56, 40.58, 39.57, 25.20, 22.48, 57.66, 45.31, 53.62, 58.99, 43.90, 48.06,2019-02-24,  4, 24, 13, 54, 55, 56, 47.37, 44.07, 54.84, 24.53, 19.64, 54.24, 59.65, 66.10, 70.97, 47.17, 46.43, 67.80,1,丸　亀
