boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 51, 60, 31, 67, 36, 26, 23.65, 29.03, 38.92, 23.81, 27.59, 40.00, 41.22, 45.81, 54.49, 45.58, 47.59, 53.33,2019-04-23, 36, 35, 41, 49, 60, 33, 33.66, 29.31, 30.39, 33.49, 31.11, 31.55, 45.05, 48.85, 48.62, 49.30, 49.44, 49.40,1,戸　田
 70, 26, 49, 51, 58, 11, 42.71, 36.92, 42.17, 34.55, 40.66, 32.62, 58.33, 55.90, 63.86, 52.36, 58.24, 51.87,2019-04-23, 68, 50, 25, 69, 35, 56, 32.12, 34.95, 37.17, 31.72, 35.45, 56.35, 50.26, 52.15, 56.54, 48.39, 50.79, 73.10,1,平和島
 35, 14, 60, 32, 15, 27, 39.83, 33.91, 38.79, 24.35, 38.66, 32.31, 49.15, 52.17, 54.31, 37.39, 59.66, 56.15,2019-04-23, 56, 21, 60, 67, 13, 44, 36.59, 45.00, 23.53, 31.75, 39.34, 38.38, 46.34, 66.67, 39.71, 47.62, 58.20, 50.51,1,　津　
 32, 37, 65, 11, 24, 13, 37.10, 35.94, 33.81, 27.89, 34.69, 30.48, 55.38, 54.17, 54.29, 41.58, 55.61, 47.59,2019-04-23, 43, 65, 21, 32, 67, 49, 44.50, 36.99, 33.65, 43.81, 33.03, 31.78, 61.01, 56.62, 51.66, 56.64, 47.06, 49.53,1,びわこ
 50, 53, 11, 27, 20, 15,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-04-23, 16, 34, 47,  8, 24,  7,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,尼　崎
 37, 13, 51, 15, 64, 46, 28.30, 37.36, 43.93, 22.01, 43.50, 37.13, 50.31, 52.87, 60.12, 39.62, 62.15, 53.89,2019-04-23, 34, 55, 29, 35, 43, 46, 26.26, 28.26, 32.61, 45.36, 33.33, 39.08, 39.39, 50.00, 42.39, 64.95, 48.39, 52.87,1,丸　亀
 22, 43, 46, 32, 65, 27, 33.33, 27.78, 37.78, 33.33, 26.44, 41.11, 58.89, 40.00, 58.89, 46.43, 44.83, 66.67,2019-04-23, 21, 19, 57, 34, 40, 30, 40.00, 33.74, 43.64, 39.83, 37.80, 35.12, 53.19, 51.22, 57.27, 58.44, 54.88, 51.65,1,徳　山
 48, 20, 33, 64, 16, 55, 39.16, 34.86, 36.65, 24.54, 35.26, 38.41, 54.82, 50.29, 48.45, 39.26, 48.55, 51.83,2019-04-23, 50, 34,  3, 18, 22, 31, 39.29, 30.12, 23.61, 32.89, 44.19, 44.19, 52.38, 46.99, 47.22, 53.95, 54.65, 56.98,1,若　松
 89, 90, 87, 60, 66, 86,  6.67, 44.44, 58.82, 29.41, 52.63, 25.00, 20.00, 55.56, 70.59, 47.06, 68.42, 62.50,2019-04-23, 24, 42, 31, 37, 22, 36, 21.31, 31.68, 28.03, 36.00, 25.16, 29.81, 36.07, 42.86, 38.64, 52.00, 45.91, 42.24,1,唐　津
 72, 58, 18, 43, 46, 21, 34.81, 33.90, 33.72, 37.99, 39.77, 36.26, 51.93, 50.85, 48.84, 52.51, 54.55, 51.10,2019-04-23, 39, 30, 62, 71, 54, 55, 34.29, 17.14, 38.89, 25.00, 17.86, 41.67, 48.57, 25.71, 61.11, 44.44, 35.71, 52.78,1,大　村
