boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 31, 32, 20, 74, 17, 63, 31.20, 26.83, 33.87, 33.59, 31.01, 27.64, 49.60, 45.53, 50.00, 49.22, 48.84, 50.41,2019-06-04, 50, 31, 65, 21, 71, 13, 31.25, 40.82, 33.63, 32.43, 26.36, 32.11, 49.11, 57.14, 50.44, 48.65, 46.36, 50.46,1,桐　生
 19, 53, 10, 29, 34, 63, 50.00, 37.50, 15.79, 17.65, 28.57, 40.00, 57.14, 56.25, 47.37, 23.53, 42.86, 66.67,2019-06-04, 11, 13, 59, 38, 15, 25, 18.75, 35.71,  0.00, 63.64, 30.00, 37.50, 43.75, 57.14,  0.00, 90.91, 45.00, 56.25,1,江戸川
156,171,176,159,152,150, 25.00,  0.00,  0.00,  0.00, 25.00, 12.50, 25.00,  0.00,  0.00,  0.00, 25.00, 37.50,2019-06-04, 24, 49, 41, 30, 68, 13,  0.00,  0.00, 25.00, 20.00,  0.00, 37.50,  0.00,  0.00, 25.00, 70.00,  0.00, 37.50,1,多摩川
 38, 39, 20, 11, 54, 29, 26.45, 36.36, 28.19, 39.10, 28.57, 36.25, 40.65, 51.30, 42.95, 54.49, 45.34, 51.88,2019-06-04, 13, 34,  3,  2, 59, 66, 29.73, 45.24, 38.46, 32.50, 63.64, 40.00, 48.65, 57.14, 69.23, 45.00, 69.09, 60.00,1,浜名湖
 51, 47, 25, 53, 58, 11, 35.68, 42.79, 30.73, 32.46, 33.94, 30.48, 53.74, 57.21, 45.31, 51.32, 54.59, 48.57,2019-06-04, 25,  2, 46, 32, 47, 40, 30.19, 30.56, 30.65, 23.68, 31.62, 42.37, 48.11, 50.93, 52.42, 43.86, 49.57, 61.02,1,常　滑
 23, 20, 35, 63, 32, 51, 32.43, 51.52, 38.24, 35.48, 41.67, 53.33, 43.24, 63.64, 58.82, 54.84, 54.17, 63.33,2019-06-04, 11, 39, 52, 33, 62, 14, 43.24, 22.22, 41.94, 25.00, 22.22, 53.13, 48.65, 41.67, 48.39, 46.43, 33.33, 75.00,1,三　国
  4,  9, 19, 18, 33, 65, 29.35, 28.72, 42.31, 27.13, 35.23, 30.43, 46.20, 47.87, 64.29, 42.55, 55.44, 48.91,2019-06-04, 20, 11,  1,  4, 39, 50, 38.14, 27.93, 38.94, 47.32, 35.90, 36.52, 50.85, 40.54, 58.41, 62.50, 54.70, 53.04,1,丸　亀
 40, 16, 11, 19, 62, 29, 28.89, 29.41, 22.73, 43.84, 33.96, 38.81, 55.56, 41.18, 38.64, 58.90, 41.51, 52.24,2019-06-04, 58, 65, 43, 46, 27, 16, 24.21, 27.36, 28.87, 27.45, 24.51, 29.81, 32.63, 49.06, 51.55, 38.24, 43.14, 50.96,1,児　島
 25, 39, 36, 50, 29, 65, 35.04, 20.87, 35.78, 29.20, 21.00, 29.31, 57.26, 36.52, 55.05, 46.02, 36.00, 46.55,2019-06-04, 26, 15, 63, 68, 22, 17,  0.00, 30.00,  0.00, 11.11,  0.00, 80.00, 12.50, 40.00,  0.00, 22.22, 33.33, 80.00,1,徳　山
 67, 45, 14, 30, 56, 53, 36.27, 38.81, 40.41, 38.62, 23.83, 40.10, 58.03, 58.71, 53.37, 52.91, 44.04, 59.90,2019-06-04, 39, 36, 58, 48,  9, 52, 29.36, 33.33, 37.17, 33.91, 29.52, 20.41, 44.95, 47.15, 58.41, 54.78, 43.81, 38.78,1,若　松
