boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 56, 18, 67, 13, 73, 51, 34.62, 26.35, 22.79, 34.64, 31.08, 23.53, 51.28, 44.59, 43.38, 45.75, 46.62, 40.44,2019-03-28, 48, 24, 10, 45,  7,  6, 32.95, 26.88, 34.46, 22.22, 43.14, 24.84, 49.43, 43.01, 51.41, 39.32, 59.48, 45.10,1,戸　田
 23, 38, 10, 31, 50, 62, 36.16, 39.08, 29.81, 42.08, 37.07, 35.65, 55.36, 51.26, 44.23, 57.47, 51.71, 56.02,2019-03-28, 36, 28, 49, 23, 38, 53, 36.40, 44.78, 31.08, 30.77, 43.05, 30.39, 52.19, 61.74, 49.55, 45.67, 60.54, 42.65,1,江戸川
 60, 71, 19, 13, 74, 58, 32.05, 26.80, 43.62, 36.46, 25.95, 41.77, 44.87, 44.44, 57.45, 58.01, 38.93, 60.76,2019-03-28, 75, 20, 19, 53, 31, 38, 31.52, 24.36, 32.73, 46.95, 28.92, 30.30, 47.88, 49.36, 47.27, 65.85, 45.18, 44.85,1,平和島
 38, 22, 28, 60, 73, 48, 30.26, 31.16, 33.80, 35.82, 31.69, 36.61, 46.05, 47.91, 47.89, 51.74, 46.99, 56.28,2019-03-28, 76, 53, 69, 40, 68, 25, 32.86, 29.94, 29.50, 48.56, 32.16, 29.88, 51.90, 49.68, 46.00, 62.50, 49.25, 48.78,1,蒲　郡
 23, 38, 45, 35, 61, 14, 37.85, 33.33, 26.00, 34.46, 33.93, 28.15, 51.98, 56.55, 41.33, 46.89, 45.24, 43.70,2019-03-28,  5, 44, 31, 37, 48, 12, 27.69, 25.00, 28.13, 30.88, 26.67, 10.91, 46.15, 39.71, 45.31, 48.53, 42.67, 20.00,1,常　滑
 63, 35, 50, 48, 15, 39, 25.29, 44.50, 30.95, 35.87, 31.50, 26.70, 36.47, 61.24, 51.90, 53.80, 45.00, 47.12,2019-03-28, 44,  8, 39, 25, 36, 30, 27.70, 37.22, 27.45, 30.80, 35.22, 35.50, 46.48, 54.26, 40.20, 48.66, 53.04, 51.52,1,尼　崎
 50, 71, 20, 37, 30, 67, 32.16, 31.92, 33.50, 42.33, 29.65, 34.62, 50.25, 47.42, 48.54, 57.67, 45.73, 53.37,2019-03-28, 53, 51, 78, 13, 21, 31, 31.63, 41.41, 44.21, 36.71, 45.80, 37.50, 46.05, 62.56, 59.66, 53.14, 60.92, 55.29,1,鳴　門
 19, 52, 36, 25, 62, 12, 44.44, 11.11, 21.05, 33.33, 50.00, 22.22, 44.44, 66.67, 26.32, 33.33, 55.56, 22.22,2019-03-28, 17, 55, 19, 22, 60, 51, 26.79, 30.19, 48.94, 32.81, 35.09, 30.91, 51.79, 49.06, 63.83, 46.88, 47.37, 50.91,1,児　島
 30, 55, 65, 11, 26, 24, 37.21, 35.29, 39.39, 34.59, 30.58, 26.23, 54.26, 49.58, 54.55, 49.62, 48.76, 42.62,2019-03-28, 35, 13, 52, 43, 53, 33, 27.93, 37.30, 28.00, 47.75, 25.47, 36.84, 36.94, 57.94, 42.00, 61.26, 40.57, 55.64,1,宮　島
 36, 51, 18, 63, 21, 70, 46.48, 35.62, 33.82, 27.94, 26.67, 27.40, 66.20, 46.58, 54.41, 42.65, 46.67, 49.32,2019-03-28, 39, 54, 61, 43, 56, 11, 35.56, 29.58, 31.65, 45.83, 29.44, 35.35, 47.11, 41.31, 51.83, 59.58, 46.70, 49.49,1,徳　山
