date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-21, 60, 48, 34, 14, 15, 20, 24.64, 29.59, 37.50, 41.58, 34.74, 29.47, 40.58, 52.04, 53.41, 59.41, 53.68, 45.26,1,桐　生
2019-05-21, 12, 65, 28, 51, 19, 52, 36.62, 38.50, 35.98, 32.34, 35.24, 39.63, 53.99, 60.56, 52.34, 47.76, 48.57, 57.60,1,平和島
2019-05-21, 17, 14, 55, 51, 33, 67, 32.50, 28.33, 30.60, 39.59, 34.73, 31.45, 44.58, 47.21, 50.43, 58.78, 46.44, 45.56,1,びわこ
2019-05-21, 38, 26, 68, 24, 25, 47, 22.68, 33.72, 38.64, 24.72, 23.96, 29.21, 36.08, 47.67, 63.64, 38.20, 38.54, 44.94,1,児　島
2019-05-21, 59, 47, 63, 20, 67, 60, 40.28, 42.14, 38.36, 25.40, 49.65, 38.62, 58.33, 62.86, 55.48, 38.10, 60.14, 50.34,1,宮　島
2019-05-21, 71, 62, 74, 46, 37, 66,  0.00,  0.00,  0.00, 44.44, 50.00,  0.00,  0.00,  0.00,  0.00, 44.44, 50.00,  0.00,1,徳　山
2019-05-21, 51, 69, 20, 53, 54, 15, 42.86, 36.36, 32.43, 35.56, 31.43, 24.39, 65.71, 51.52, 56.76, 53.33, 40.00, 43.90,1,下　関
2019-05-21, 34, 22, 13,  6,  3, 21, 27.27, 37.27, 29.46, 37.86, 21.65, 32.71, 43.43, 48.18, 52.68, 54.37, 44.33, 57.94,1,若　松
2019-05-21, 35, 59, 48, 62, 23, 72, 31.98, 31.91, 31.68, 36.60, 33.56, 35.57, 47.72, 55.32, 52.97, 52.58, 51.68, 57.73,1,福　岡
2019-05-21, 39, 29, 19, 67, 61, 23, 33.33, 38.71, 32.08, 54.24, 35.71, 47.54, 43.86, 58.06, 47.17, 69.49, 48.21, 67.21,1,大　村
2019-05-21, 18, 65, 49, 52, 46, 66, 28.79, 33.65, 29.52, 29.47, 29.00, 29.03, 46.97, 50.00, 44.76, 42.11, 45.00, 43.01,2,桐　生
2019-05-21, 55, 67, 50, 75, 14, 63, 36.06, 32.85, 34.78, 28.43, 37.44, 37.44, 47.12, 50.24, 51.21, 43.65, 55.92, 56.40,2,平和島
2019-05-21, 64, 66, 24, 31, 54, 28, 31.78, 30.87, 33.48, 42.41, 39.08, 32.38, 49.58, 45.65, 51.10, 56.81, 52.10, 50.41,2,びわこ
2019-05-21, 39, 13, 40, 16, 11, 65, 25.53, 27.37, 20.22, 31.25, 36.05, 29.59, 34.04, 41.05, 38.20, 53.13, 52.33, 51.02,2,児　島
