boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 60, 53, 24, 43, 17, 56, 36.60, 27.22, 35.03, 28.80, 31.94, 38.89, 54.12, 40.56, 51.27, 40.76, 48.17, 51.52,2019-03-02, 36, 34, 24, 10, 21, 50, 36.27, 40.98, 40.00, 28.96, 36.32, 28.18, 52.45, 56.59, 57.14, 46.45, 55.72, 47.51,1,江戸川
 69, 47, 41, 10, 43, 57, 34.57, 22.31, 37.09, 26.80, 36.02, 33.76, 51.23, 42.15, 52.98, 45.10, 50.31, 53.50,2019-03-02, 41, 51, 25, 29, 18, 59, 24.22, 32.68, 41.78, 43.23, 25.35, 31.17, 44.53, 49.67, 58.90, 66.45, 49.30, 44.16,1,平和島
128,172,142,161,122,181, 33.05, 22.68, 21.98, 35.59, 28.57, 30.77, 48.31, 39.18, 35.16, 47.46, 45.38, 48.35,2019-03-02, 65, 11, 58, 27, 39, 48, 45.53, 31.97, 38.10, 45.05, 34.90, 40.80, 68.29, 49.66, 54.76, 63.06, 59.06, 62.40,1,多摩川
 20, 26, 53, 31, 73, 55, 20.59, 34.04, 25.35, 19.72, 26.97, 34.69, 35.29, 52.13, 49.30, 36.62, 38.20, 43.88,2019-03-02, 13, 19,  4, 62, 33, 31, 29.80, 35.53, 36.71, 37.76, 41.12, 36.06, 44.44, 49.12, 53.14, 52.04, 57.94, 47.60,1,浜名湖
 17, 60, 13, 43, 70, 58, 25.64, 35.75, 37.50, 37.29, 26.87, 36.56, 37.82, 50.84, 58.17, 54.24, 47.01, 51.61,2019-03-02, 51, 19, 46, 20, 29, 28, 28.19, 45.12, 33.82, 32.96, 37.31, 30.17, 47.87, 60.98, 52.66, 45.25, 51.30, 46.93,1,蒲　郡
 44, 53, 57, 28, 21, 35, 36.94, 32.26, 28.70, 29.53, 32.30, 36.08, 54.14, 48.39, 44.35, 46.31, 51.55, 49.37,2019-03-02, 62,  5, 18, 53, 36, 32, 34.69, 26.92, 15.09, 36.67, 59.42, 26.42, 42.86, 44.23, 30.19, 51.67, 73.91, 43.40,1,常　滑
 73, 50, 69, 30, 33, 38, 29.29, 30.48, 29.07, 30.34, 35.96, 40.87, 50.51, 46.67, 45.35, 48.31, 57.89, 54.78,2019-03-02, 11, 44, 39, 67, 28, 18, 34.04, 37.50, 36.27, 34.95, 30.11, 41.58, 45.74, 51.25, 50.98, 51.46, 38.71, 60.40,1,　津　
 62, 30, 13, 55, 69, 14, 27.59, 41.46, 35.38, 41.43, 26.60, 38.00, 43.84, 58.54, 52.83, 59.52, 43.35, 52.00,2019-03-02, 70, 45, 64, 34, 68, 43, 36.74, 32.13, 36.44, 33.64, 43.60, 32.60, 50.23, 52.04, 54.67, 47.93, 57.82, 50.66,1,三　国
 68, 23, 51, 16, 30, 88, 46.99, 29.67, 34.48, 39.26, 36.96, 36.75, 64.46, 44.51, 47.70, 53.99, 54.35, 53.61,2019-03-02, 70, 61, 56, 60, 80, 10, 38.55, 33.82, 30.85, 45.05, 37.25, 39.02, 51.40, 51.69, 44.28, 62.09, 52.45, 57.07,1,住之江
 16, 61, 67, 27, 31, 66, 31.03, 29.38, 32.10, 34.59, 33.52, 31.61, 46.55, 47.46, 57.41, 48.65, 51.10, 50.00,2019-03-02, 30, 29, 60, 50,  2, 16, 34.17, 40.72, 31.82, 38.30, 47.96, 29.38, 51.26, 58.25, 44.95, 52.13, 61.22, 48.02,1,尼　崎
