date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-02, 57, 52, 13, 67, 15, 71, 36.47, 31.58, 39.02, 47.56, 35.06, 26.83, 49.41, 40.79, 57.32, 65.85, 55.84, 47.56,1,桐　生
2019-05-02, 12, 59, 44, 42, 25,  2, 33.48, 36.77, 30.00, 30.59, 38.59, 28.81, 51.13, 59.35, 48.10, 43.84, 57.07, 44.07,1,戸　田
2019-05-02, 57, 66, 28, 63, 16, 36,  0.00,  0.00, 83.33,  0.00, 50.00,  0.00,  0.00,  0.00,100.00,  0.00, 66.67, 14.29,1,江戸川
2019-05-02, 58,  9, 46, 31, 54,  3, 25.00,  6.67, 45.83, 15.38, 23.53, 46.15, 75.00, 13.33, 66.67, 38.46, 58.82, 69.23,1,浜名湖
2019-05-02, 63, 58, 32, 57, 59, 27, 33.33, 45.83, 25.53, 46.08, 39.77, 38.04, 49.02, 66.67, 44.68, 64.71, 57.95, 48.91,1,常　滑
2019-05-02, 26, 30, 11, 55, 53, 13, 17.36, 30.71, 35.82, 34.04, 33.58, 37.80, 35.54, 45.00, 49.25, 56.74, 48.91, 56.69,1,　津　
2019-05-02, 22, 70, 37, 24, 26, 45, 50.00, 72.73, 40.00, 45.45, 57.14, 23.81, 70.00, 81.82, 40.00, 72.73, 76.19, 61.90,1,三　国
2019-05-02, 12, 55, 65, 61, 34, 16, 31.73, 30.52, 36.40, 35.42, 41.40, 35.19, 48.08, 49.77, 56.14, 49.17, 61.40, 55.56,1,びわこ
2019-05-02, 88, 34, 73, 58, 25, 57, 88.89, 45.83, 28.57, 27.27, 28.57, 28.00, 94.44, 54.17, 50.00, 51.52, 51.43, 36.00,1,住之江
2019-05-02,  2, 38, 10, 26,  4, 14,  0.00, 33.33, 33.33, 50.00, 25.00,  0.00,  0.00, 33.33, 66.67, 75.00, 25.00, 12.50,1,尼　崎
2019-05-02, 30, 41, 38, 56, 21, 57, 34.26, 29.11, 25.53, 31.00, 40.24, 43.23, 51.39, 51.17, 42.98, 48.91, 52.85, 56.77,1,徳　山
2019-05-02, 67, 40, 57, 41, 13, 29, 56.25, 17.39, 40.74, 28.00, 22.22, 46.15, 75.00, 65.22, 59.26, 56.00, 27.78, 69.23,1,下　関
2019-05-02, 34, 11, 29, 55,  5, 15, 28.89, 26.25, 32.97, 36.90, 36.79, 45.57, 44.44, 51.25, 50.55, 57.14, 54.72, 63.29,1,若　松
2019-05-02, 29, 48, 21, 23, 62, 34, 35.20, 30.56, 35.58, 33.09, 38.59, 38.78, 53.06, 51.11, 53.37, 51.08, 53.26, 55.61,1,福　岡
2019-05-02, 65, 25, 42, 36, 67, 53, 32.18, 32.72, 30.77, 28.99, 27.81, 35.54, 51.15, 48.15, 42.60, 42.01, 50.89, 54.82,1,唐　津
2019-05-02, 73, 31, 17, 45, 72, 48, 44.68, 30.43, 29.27, 50.00, 26.09, 40.48, 65.96, 50.00, 56.10, 70.45, 39.13, 54.76,1,大　村
2019-05-02, 74, 21, 36, 63, 51, 69, 46.25, 37.80, 31.31, 29.33, 27.06, 31.40, 60.00, 53.66, 44.44, 45.33, 43.53, 43.02,2,桐　生
2019-05-02, 19, 54, 26, 36, 65, 55, 40.74, 43.53, 40.23, 34.29, 33.69, 42.86, 54.32, 55.88, 59.77, 45.71, 48.13, 59.79,2,戸　田
2019-05-02, 56, 61, 15, 65, 69, 48,  0.00,  0.00, 50.00,  0.00,  0.00, 16.67,  0.00,  0.00, 50.00,  0.00,  0.00, 33.33,2,江戸川
2019-05-02, 51, 45, 28,  1, 13,  4, 50.00, 29.41, 21.43, 72.22, 33.33, 33.33, 56.25, 47.06, 35.71, 94.44, 66.67, 50.00,2,浜名湖
2019-05-02, 26, 10, 61, 55, 18, 39, 30.95, 34.04, 38.04, 43.12, 23.08, 28.09, 55.95, 59.57, 52.17, 61.47, 37.36, 39.33,2,常　滑
2019-05-02, 60, 21, 40, 69, 67, 72, 25.85, 42.64, 36.17, 23.87, 29.63, 53.28, 40.82, 63.57, 53.19, 44.52, 46.67, 66.39,2,　津　
2019-05-02, 28, 41, 20, 11, 39, 15, 33.33,100.00, 36.36, 63.64, 30.00, 36.36, 47.62,100.00, 63.64, 81.82, 60.00, 54.55,2,三　国
2019-05-02, 63, 54, 44, 48, 35, 17, 34.09, 39.45, 33.93, 42.92, 30.48, 32.58, 55.00, 52.29, 51.79, 63.72, 46.67, 45.25,2,びわこ
2019-05-02, 37, 35, 68, 15, 20, 63, 43.75, 43.75, 57.89, 32.00, 33.33, 50.00, 50.00, 43.75, 68.42, 48.00, 45.45, 67.86,2,住之江
2019-05-02, 56, 28, 16, 33, 49, 27,  0.00, 25.00,  0.00,  0.00,  0.00,  0.00,  0.00, 50.00,  0.00, 37.50,  0.00,  0.00,2,尼　崎
2019-05-02, 72, 69, 47, 53, 11, 43, 35.29, 35.89, 32.76, 35.69, 34.36, 44.11, 53.33, 52.82, 46.98, 52.55, 48.90, 57.79,2,徳　山
2019-05-02, 14, 56, 47, 68, 37, 66, 20.83, 32.35, 58.62, 28.57, 40.00, 47.83, 29.17, 50.00, 75.86, 38.10, 52.00, 52.17,2,下　関
2019-05-02, 37, 53, 10, 59, 44, 18, 28.36, 34.18, 44.44, 29.07, 53.26, 30.12, 41.79, 51.90, 68.89, 50.00, 68.48, 49.40,2,若　松
2019-05-02, 12, 65, 17, 64, 45, 69, 40.99, 29.48, 38.31, 40.23, 29.41, 45.86, 57.14, 47.40, 51.30, 55.75, 44.12, 60.77,2,福　岡
2019-05-02, 17, 44, 11, 33, 55, 27, 42.24, 33.76, 42.31, 28.92, 34.32, 25.29, 59.01, 49.68, 60.26, 45.78, 56.21, 43.10,2,唐　津
2019-05-02, 46, 76, 53, 55, 70, 32, 35.29, 38.10, 52.17, 33.33, 29.41, 38.78, 70.59, 47.62, 71.74, 42.22, 44.12, 57.14,2,大　村
2019-05-02, 22, 65, 75, 66, 34, 31, 39.19, 34.83, 30.43, 28.57, 36.71, 44.44, 60.81, 52.81, 46.74, 44.05, 51.90, 59.26,3,桐　生
2019-05-02, 58, 21, 27, 48, 60,  5, 34.76, 27.42, 50.27, 34.80, 29.63, 35.02, 52.41, 46.24, 69.19, 50.00, 47.09, 56.68,3,戸　田
2019-05-02, 67, 70, 62, 22, 55, 59,  0.00,  0.00,  0.00, 66.67,  0.00,  0.00,  0.00,  0.00,  0.00, 83.33,  0.00,  0.00,3,江戸川
2019-05-02,  7, 50, 11, 35, 66, 25, 52.00, 43.75, 41.18, 66.67, 16.67, 13.33, 64.00, 62.50, 70.59, 77.78, 25.00, 26.67,3,浜名湖
2019-05-02, 22, 17, 54, 62, 25, 29, 38.37, 24.71, 36.36, 30.68, 27.91, 30.77, 54.65, 37.65, 49.49, 46.59, 45.35, 49.45,3,常　滑
2019-05-02, 15, 64, 20, 43, 50, 23, 33.80, 37.40, 36.22, 26.56, 28.48, 33.10, 51.41, 52.67, 52.76, 35.94, 42.38, 51.03,3,　津　
2019-05-02, 21, 65, 72, 52, 67, 49, 22.22, 18.18, 30.00, 45.45, 27.27, 45.45, 27.78, 27.27, 70.00, 54.55, 45.45, 54.55,3,三　国
2019-05-02, 24, 64, 40, 13, 56, 25, 35.89, 30.70, 36.48, 33.91, 33.33, 28.96, 54.07, 48.84, 57.08, 54.78, 54.46, 40.72,3,びわこ
2019-05-02, 82, 17, 78, 80, 76, 53, 51.85, 65.38, 29.41, 22.22, 42.86, 30.30, 70.37, 73.08, 58.82, 51.85, 57.14, 60.61,3,住之江
2019-05-02,  7, 20, 31, 37,  6, 21,  0.00, 11.11,  0.00,  0.00, 22.22, 40.00, 42.86, 44.44,  0.00,  0.00, 44.44, 50.00,3,尼　崎
2019-05-02, 62, 23, 70, 39, 68, 40, 41.74, 37.93, 30.62, 35.29, 35.61, 36.86, 62.40, 54.79, 47.37, 47.06, 54.17, 53.33,3,徳　山
2019-05-02, 34, 35, 15, 24, 69, 11, 29.17, 21.74, 25.00, 28.00, 41.67, 36.00, 45.83, 39.13, 43.75, 48.00, 54.17, 48.00,3,下　関
2019-05-02, 31, 22, 38, 28, 14, 25, 41.49, 41.49, 32.53, 29.55, 29.85, 30.43, 56.38, 53.19, 43.37, 45.45, 35.82, 51.09,3,若　松
2019-05-02, 51, 44, 56, 63, 49, 53, 35.33, 32.66, 38.55, 32.79, 34.55, 43.95, 54.89, 45.73, 53.63, 55.74, 49.09, 57.32,3,福　岡
2019-05-02, 50, 59, 18, 12, 14, 49, 37.18, 30.86, 30.41, 47.06, 33.54, 29.68, 56.41, 43.43, 46.20, 64.05, 45.73, 51.61,3,唐　津
2019-05-02, 22, 11, 19, 65, 26, 44, 22.86, 25.58, 37.21, 37.21, 53.85, 31.82, 34.29, 48.84, 51.16, 51.16, 64.10, 45.45,3,大　村
2019-05-02, 43, 35, 24, 56, 27, 59, 42.35, 35.37, 57.53, 39.51, 32.91, 25.71, 62.35, 54.88, 69.86, 53.09, 51.90, 44.29,4,桐　生
2019-05-02, 30, 10,  3,  4, 15, 35, 30.65, 34.80, 42.51, 33.71, 39.39, 29.89, 46.23, 52.45, 59.88, 48.00, 56.36, 50.00,4,戸　田
2019-05-02, 71, 68, 20, 29, 39, 34,  0.00,  0.00, 16.67, 28.57,  0.00, 42.86,  0.00,  0.00, 33.33, 42.86,  0.00, 71.43,4,江戸川
2019-05-02, 19, 18, 63, 24, 30, 60, 29.41, 26.67,  7.14, 60.00, 44.44, 26.67, 35.29, 46.67,  7.14, 60.00, 55.56, 33.33,4,浜名湖
2019-05-02, 40, 56,  6, 13, 23, 44, 37.78, 48.15, 33.70, 31.46, 27.66, 24.18, 55.56, 62.96, 47.83, 49.44, 48.94, 38.46,4,常　滑
2019-05-02, 66, 49, 27, 61, 18, 41, 31.47, 29.27, 45.26, 24.09, 34.31, 37.59, 46.15, 46.34, 66.42, 40.88, 53.28, 54.14,4,　津　
2019-05-02, 71, 47, 14, 30, 54, 58, 40.00, 54.55, 54.55, 60.00, 72.73, 36.36, 50.00, 72.73, 81.82, 80.00,100.00, 63.64,4,三　国
2019-05-02, 58, 52, 39, 33, 50, 37, 37.39, 28.57, 32.86, 31.63, 35.96, 46.75, 53.91, 44.20, 49.30, 42.79, 53.20, 59.76,4,びわこ
2019-05-02, 28, 60, 81, 64, 87, 31, 36.00, 40.00, 38.46, 42.86, 48.15, 33.33, 56.00, 62.86, 61.54, 54.29, 48.15, 66.67,4,住之江
2019-05-02, 18, 55, 59, 43, 13, 23, 50.00,  0.00,  0.00, 22.22, 11.11, 44.44, 70.00,  0.00,  0.00, 44.44, 22.22, 44.44,4,尼　崎
2019-05-02, 36, 34, 31, 42, 32, 26, 38.43, 38.33, 43.97, 29.80, 29.07, 35.52, 57.25, 56.25, 60.64, 46.27, 44.57, 51.35,4,徳　山
2019-05-02, 27, 26, 12, 70, 63, 19, 30.43, 40.63, 17.65, 52.17, 76.47, 24.00, 47.83, 68.75, 47.06, 60.87, 76.47, 36.00,4,下　関
2019-05-02, 49, 24, 35, 45, 42,  7, 51.19, 27.84, 36.84, 28.57, 45.56, 37.18, 67.86, 51.55, 48.42, 41.67, 63.33, 60.26,4,若　松
