boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 59, 36, 26, 73, 24, 44, 31.07, 41.96, 30.19, 26.53, 37.84, 28.57, 38.83, 59.82, 43.40, 38.78, 54.05, 42.86,2019-05-10, 40, 50, 23, 61, 38, 45, 23.08, 32.04, 20.29, 17.02, 15.69, 37.93, 32.31, 49.51, 46.38, 38.30, 29.41, 56.32,1,桐　生
 30, 23, 17, 68, 50, 35, 37.37, 36.60, 43.59, 36.36, 32.40, 37.77, 59.47, 56.19, 58.12, 50.57, 42.46, 51.60,2019-05-10, 61, 15, 53,  3, 51, 59, 38.85, 39.43, 36.89, 40.91, 31.56, 35.58, 54.78, 57.14, 53.88, 59.09, 51.11, 57.06,1,戸　田
 66, 12, 20, 17, 65, 64, 33.10, 28.80, 20.33, 43.06, 34.48, 36.36, 54.23, 45.60, 34.15, 57.64, 51.03, 56.64,2019-05-10, 41, 39, 58, 32, 29, 25, 20.00, 52.38, 23.53, 18.75, 28.00, 16.67, 32.00, 66.67, 52.94, 37.50, 44.00, 29.17,1,浜名湖
 60, 29, 39, 49, 75, 44, 34.30, 28.06, 40.69, 35.55, 37.11, 34.15, 49.76, 43.37, 59.31, 54.98, 52.06, 49.27,2019-05-10, 45,  5, 48, 60, 49, 31, 44.23, 29.67, 24.21, 26.04, 38.53, 29.90, 58.65, 47.25, 40.00, 38.54, 50.46, 46.39,1,常　滑
 24, 22, 29, 37, 57, 48, 32.58, 36.79, 29.46, 41.18, 35.59, 40.67, 44.70, 46.23, 42.64, 58.82, 51.69, 56.67,2019-05-10, 40, 60, 21, 12, 16, 38, 38.16, 26.45, 41.30, 30.08, 33.77, 27.46, 54.61, 41.94, 60.87, 52.63, 52.60, 45.07,1,　津　
 34, 12, 58, 68, 23, 44, 47.60, 33.64, 32.44, 34.13, 41.79, 40.28, 63.94, 47.27, 45.33, 46.63, 56.22, 55.56,2019-05-10, 11, 63, 53, 43, 32, 30, 45.11, 33.48, 30.73, 43.22, 42.51, 36.75, 61.70, 55.22, 50.00, 59.75, 56.28, 53.42,1,びわこ
 66, 29, 70, 17, 18, 59, 34.75, 36.11, 36.88, 28.99, 33.58, 36.84, 45.39, 52.08, 63.13, 44.93, 47.76, 48.68,2019-05-10, 15, 69, 11, 54, 34, 66, 33.58, 28.07, 31.76, 27.27, 21.90, 29.41, 51.49, 41.23, 52.03, 41.32, 40.00, 46.41,1,宮　島
 60, 51, 33, 20, 34, 56, 33.98, 32.26, 40.20, 39.80, 27.47, 27.66, 52.43, 44.09, 63.73, 51.02, 40.66, 48.94,2019-05-10, 19, 35, 11, 20, 24, 51,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,徳　山
 62, 35, 39, 24, 65, 16, 41.38, 48.15, 23.53, 36.36, 12.12, 31.25, 62.07, 62.96, 38.24, 51.52, 18.18, 53.13,2019-05-10, 23, 68, 41, 19, 50, 18, 18.75, 38.71, 31.43, 25.00, 34.48, 26.09, 34.38, 45.16, 57.14, 36.11, 62.07, 30.43,1,下　関
 57, 56, 54, 46, 19, 68, 27.37, 23.50, 33.52, 31.49, 32.79, 24.65, 50.00, 42.62, 45.60, 45.30, 48.09, 42.96,2019-05-10, 55, 43, 30, 29, 37, 58, 35.48, 31.63, 26.67, 33.00, 28.95, 41.67, 54.84, 52.04, 40.00, 50.00, 43.42, 61.46,1,若　松
