boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 56, 45, 59, 20, 55, 39, 31.25, 17.24, 47.37, 50.00, 42.31, 33.33, 50.00, 41.38, 57.89, 73.33, 69.23, 56.67,2019-01-07, 55, 21, 62, 63, 73, 68, 20.00,  0.00,  0.00,  0.00,  0.00,  0.00, 60.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,桐　生
 20, 50, 17, 31, 13, 74, 30.59, 40.40, 52.00, 40.66, 38.00, 31.13, 49.41, 49.49, 62.67, 57.14, 49.00, 44.34,2019-01-07, 60, 65,  5, 39, 40, 21, 36.46, 37.11, 34.51, 36.36, 31.16, 30.09, 55.21, 52.58, 54.87, 57.27, 49.28, 53.10,1,戸　田
 61, 47, 56, 48, 39, 50, 33.03, 24.04, 29.29, 31.00, 33.33, 33.94, 51.38, 44.23, 39.39, 46.00, 50.88, 50.46,2019-01-07, 21, 13, 22, 58, 33, 53, 29.91, 39.66, 33.06, 41.18, 39.32, 50.88, 43.59, 56.03, 53.72, 64.71, 62.39, 71.93,1,平和島
147,185,167,132,158,153, 36.67, 36.96, 33.72, 34.74, 35.29, 39.56, 58.89, 55.43, 51.16, 48.42, 52.94, 59.34,2019-01-07, 72, 45, 29, 24, 54, 73, 43.30, 31.25, 38.30, 27.03, 37.76, 33.03, 60.82, 48.96, 57.45, 40.54, 55.10, 45.87,1,多摩川
 57, 53, 67, 42, 63, 39, 36.42, 33.73, 34.91, 36.00, 25.79, 38.04, 54.34, 53.25, 51.48, 54.29, 37.74, 54.60,2019-01-07, 43, 69, 13, 54, 11, 58, 31.49, 33.33, 36.51, 35.87, 30.73, 46.51, 49.17, 52.22, 47.09, 57.07, 53.63, 64.53,1,三　国
 21, 57, 50, 39, 15, 13, 27.07, 30.60, 29.79, 26.36, 36.50, 30.94, 45.11, 50.00, 46.10, 41.86, 51.09, 44.60,2019-01-07, 40, 64, 24, 11, 61, 27, 33.78, 27.89, 38.96, 46.67, 41.14, 35.21, 53.38, 45.58, 58.44, 64.67, 55.70, 48.59,1,びわこ
 74, 30, 20, 19, 17, 52, 38.78, 38.46, 32.03, 29.80, 34.31, 37.41, 55.10, 57.05, 50.98, 45.70, 53.28, 56.12,2019-01-07, 70, 36, 50, 32, 60, 33, 40.56, 37.58, 33.73, 36.65, 46.36, 37.50, 51.75, 50.91, 49.40, 49.69, 65.56, 54.61,1,住之江
 12, 43, 25, 47, 24, 16, 28.38, 23.84, 35.29, 38.31, 36.73, 30.26, 43.92, 39.74, 52.29, 54.55, 51.02, 45.39,2019-01-07, 56,  5, 54,  3, 36, 42, 48.98, 43.42, 25.66, 30.32, 35.40, 32.48, 65.99, 61.18, 45.39, 44.52, 54.04, 50.32,1,尼　崎
 19, 73, 51, 71, 15, 11, 33.97, 35.10, 30.38, 36.54, 41.38, 36.13, 47.44, 53.64, 48.10, 51.92, 56.55, 52.26,2019-01-07, 55, 61, 57, 56, 28, 65, 27.97, 30.86, 31.08, 30.26, 30.77, 39.62, 48.95, 50.00, 47.30, 48.03, 45.51, 58.49,1,鳴　門
 17, 60, 63, 42, 15, 44, 34.30, 29.71, 38.55, 35.15, 33.52, 29.77, 54.65, 47.10, 56.42, 54.46, 50.84, 48.09,2019-01-07, 18, 28, 56, 31, 37, 58, 30.49, 41.63, 38.52, 25.12, 37.76, 35.15, 50.00, 60.41, 56.56, 37.67, 58.92, 48.54,1,児　島
 68, 43, 27, 44, 38, 47, 32.26, 44.62, 30.56, 46.55, 29.58, 40.28, 50.00, 64.62, 52.78, 62.07, 53.52, 55.56,2019-01-07, 29, 71, 12, 13, 58, 67, 47.83, 36.99, 57.33, 36.84, 27.87, 43.28, 62.32, 50.68, 70.67, 61.84, 42.62, 52.24,1,宮　島
 27, 33, 69, 66, 11, 55, 30.65, 35.42, 29.32, 30.81, 29.70, 33.67, 48.74, 54.17, 47.64, 46.49, 42.57, 50.00,2019-01-07, 57, 15, 64, 51, 46, 49, 37.06, 34.47, 27.47, 30.56, 19.32, 27.47, 57.87, 53.88, 40.11, 40.56, 40.91, 41.76,1,下　関
 66, 11, 51, 24, 18, 16, 25.96, 26.67, 25.69, 41.54, 28.91, 40.31, 46.15, 45.00, 45.87, 58.46, 44.53, 54.26,2019-01-07, 25, 49, 59, 17, 32, 39, 30.77, 45.95, 20.69, 25.00, 43.33, 35.71, 51.28, 64.86, 51.72, 41.67, 66.67, 54.76,1,若　松
 11, 62, 72, 24, 19, 61, 33.75, 30.54, 32.50, 38.61, 29.76, 28.29, 50.63, 41.92, 46.88, 56.33, 49.40, 44.74,2019-01-07, 12, 52, 28, 36, 54, 40, 35.61, 19.47, 26.05, 39.20, 37.40, 34.35, 50.76, 30.97, 46.22, 51.20, 53.66, 52.67,1,芦　屋
106,113,167,136,109,119, 31.90, 32.71, 28.57, 29.20, 31.96, 42.98, 40.52, 58.88, 42.86, 38.94, 54.64, 53.51,2019-01-07, 52, 25, 32, 70, 31, 42, 50.91, 29.00, 36.44, 30.43, 44.33, 43.64, 68.18, 46.00, 56.78, 43.48, 54.64, 56.36,1,福　岡
 50, 23, 70, 67, 59, 20, 37.72, 29.36, 37.93, 36.94, 41.07, 35.09, 57.02, 47.71, 52.59, 54.05, 57.14, 50.00,2019-01-07, 17, 49, 50, 73, 21, 44, 34.59, 50.00, 42.02, 37.89, 31.82, 29.55, 52.97, 68.37, 59.57, 54.21, 46.59, 48.86,1,大　村
 40, 49, 26, 22, 58, 47, 37.50, 56.67, 27.59, 48.15, 23.53, 62.96, 50.00, 70.00, 34.48, 55.56, 38.24, 74.07,2019-01-07, 54, 41, 60, 59, 40, 19, 25.00,  0.00,  0.00,  0.00, 25.00,  0.00, 50.00, 28.57,  0.00,  0.00, 25.00, 28.57,2,桐　生
 47, 54, 35, 58, 55, 28, 37.37, 37.14, 38.83, 27.88, 31.73, 48.00, 56.57, 53.33, 51.46, 42.31, 45.19, 66.67,2019-01-07, 30, 53, 34,  7,  1, 38, 34.34, 36.28, 32.35, 38.46, 36.89, 48.15, 44.44, 54.87, 50.98, 57.69, 47.57, 65.74,2,戸　田
