boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 64, 44, 20, 47, 57, 33, 23.26, 30.61, 34.44, 45.24, 25.30, 33.33, 39.53, 42.86, 52.22, 69.05, 45.78, 52.87,2019-04-08, 27, 56, 42, 14, 54, 75, 32.26, 44.62, 28.13, 38.03, 38.98, 34.78, 51.61, 61.54, 51.56, 53.52, 57.63, 52.17,1,桐　生
 72, 41, 33, 38, 61, 50, 34.57, 33.94, 30.38, 36.26, 39.35, 35.40, 50.00, 46.67, 53.16, 55.56, 54.84, 45.96,2019-04-08, 33, 19, 46, 23,  7, 15, 31.88, 40.91, 33.08, 35.75, 42.42, 41.22, 50.00, 55.19, 54.89, 49.16, 59.39, 58.11,1,戸　田
161,123,174,148,167,133, 32.41, 31.16, 34.33, 32.00, 34.07, 28.04, 46.21, 53.62, 52.99, 49.60, 50.37, 40.19,2019-04-08, 48, 26, 15, 65, 39, 68, 36.00, 33.33, 32.59, 49.67, 33.71, 36.00, 54.67, 50.64, 48.89, 70.20, 57.14, 54.29,1,多摩川
 40, 44, 29, 72, 32, 31, 32.00, 34.27, 29.41, 31.11, 30.81, 35.71, 46.29, 51.12, 43.53, 51.67, 49.42, 50.00,2019-04-08, 53, 36,  9, 42, 65, 45, 30.59, 55.95, 31.17, 47.30, 36.71, 48.68, 44.71, 72.62, 48.05, 63.51, 48.10, 61.84,1,常　滑
 72, 74, 76, 33, 70, 62, 42.42, 31.18, 36.92, 34.96, 33.62, 37.07, 57.58, 49.46, 50.77, 56.10, 50.86, 54.31,2019-04-08, 44, 12, 61, 26, 59, 36, 35.96, 32.73, 20.37, 13.98, 39.82, 27.72, 49.44, 56.36, 37.04, 30.11, 54.87, 49.50,1,　津　
 41, 60, 18, 45, 14, 58, 30.93, 22.01, 37.43, 30.32, 23.39, 36.04, 45.88, 42.77, 53.63, 42.02, 45.03, 50.25,2019-04-08, 19, 46, 37, 14, 44, 59, 38.92, 31.68, 47.11, 30.58, 35.92, 36.10, 53.69, 49.50, 60.44, 47.57, 54.37, 51.71,1,びわこ
 14, 15,  1, 44, 21, 16, 37.50, 22.67, 34.19, 32.95, 40.88, 24.67, 54.17, 40.00, 49.68, 46.24, 54.09, 38.00,2019-04-08,  5, 49, 52, 31, 57, 16, 24.29, 41.86, 38.71, 26.51, 23.86, 36.59, 37.14, 59.30, 59.14, 40.96, 36.36, 48.78,1,丸　亀
 47, 42, 67, 19, 69, 72, 52.63, 50.00, 36.36, 45.00, 57.14, 11.11, 63.16, 60.00, 63.64, 60.00, 61.90, 16.67,2019-04-08, 37, 38, 59, 62, 50, 15, 34.43, 23.81, 44.83, 32.14, 30.00, 21.43, 49.18, 38.10, 62.07, 42.86, 60.00, 42.86,1,児　島
 12, 39, 19, 64, 13, 63, 30.26, 18.67, 48.10, 33.33, 43.21, 27.27, 48.68, 30.67, 51.90, 54.67, 59.26, 41.56,2019-04-08, 56, 23, 42, 43, 14, 38, 29.13, 35.56, 31.06, 44.98, 37.91, 26.39, 46.12, 52.72, 47.66, 58.63, 52.61, 43.06,1,徳　山
 64, 50, 63, 11, 20, 56, 37.50, 50.00, 50.00, 20.00, 57.14,  0.00, 37.50, 50.00, 70.00, 46.67,100.00, 42.86,2019-04-08, 19, 45, 31, 21, 17, 16, 42.86, 25.00, 33.33, 35.71, 33.33, 60.00, 42.86, 37.50, 66.67, 57.14, 66.67, 60.00,1,下　関
