boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 32, 61, 15, 42, 56, 40, 22.06, 41.54, 23.94, 44.12, 39.44, 24.24, 38.24, 60.00, 40.85, 64.71, 54.93, 34.85,2019-03-05, 32, 69, 43, 34, 42, 70, 37.21, 34.04, 46.81, 32.61, 35.00, 37.74, 51.16, 44.68, 59.57, 47.83, 60.00, 52.83,1,桐　生
 71, 12, 74, 22, 21, 29, 35.25, 32.86, 31.62, 35.71, 36.43, 31.16, 53.96, 57.86, 46.32, 52.86, 48.57, 43.48,2019-03-05, 53, 29, 23,  9, 30, 54, 36.00, 30.51, 35.63, 42.65, 33.55, 43.75, 52.00, 46.61, 49.38, 50.74, 46.71, 55.56,1,戸　田
156,168,148,135,142,176, 31.09, 37.93, 30.93, 33.33, 21.98, 31.73, 52.94, 57.76, 50.52, 49.57, 35.16, 56.73,2019-03-05, 47, 18, 28, 29, 58, 30, 38.71, 45.61, 35.97, 31.75, 38.10, 26.04, 53.23, 60.53, 56.12, 48.41, 54.76, 42.71,1,多摩川
 64, 26, 50, 75, 45, 30, 27.71, 33.52, 30.41, 31.01, 34.36, 35.56, 46.39, 48.90, 45.36, 47.47, 55.38, 51.11,2019-03-05, 77, 28, 22, 14, 70, 65, 28.65, 30.17, 35.61, 37.08, 30.10, 37.98, 44.79, 46.93, 54.63, 57.30, 52.55, 62.98,1,蒲　郡
 34, 58, 52, 20, 13, 55, 28.71, 28.85, 35.58, 30.58, 35.38, 41.43, 44.50, 48.08, 52.88, 44.17, 52.83, 59.52,2019-03-05, 16, 20, 63, 31, 64, 34, 36.74, 36.17, 33.19, 43.35, 36.44, 33.64, 52.56, 57.45, 46.90, 58.62, 54.67, 47.93,1,三　国
 36, 68, 40, 30, 41, 44, 28.66, 32.52, 36.47, 33.53, 31.33, 40.00, 42.68, 46.01, 54.71, 47.90, 46.99, 56.47,2019-03-05, 17, 59, 25, 66, 53, 15, 33.52, 35.23, 28.57, 26.95, 31.88, 28.42, 43.18, 51.70, 39.01, 40.12, 50.00, 47.89,1,びわこ
 31, 88, 93, 56, 65, 21, 36.52, 36.75, 33.16, 35.98, 34.29, 35.80, 56.74, 53.61, 52.94, 50.26, 56.00, 46.59,2019-03-05, 24, 10, 27, 21, 26, 20, 41.62, 39.02, 34.65, 40.10, 37.76, 30.96, 62.70, 57.07, 53.47, 59.90, 49.49, 51.27,1,住之江
 29, 51, 24, 22, 78, 66, 36.98, 32.16, 34.69, 38.34, 33.17, 30.15, 51.04, 51.76, 56.63, 55.96, 46.34, 49.25,2019-03-05, 32, 24, 17, 31, 34, 16, 30.66, 28.89, 33.17, 39.04, 37.56, 35.53, 50.00, 40.56, 52.76, 58.29, 55.33, 56.35,1,鳴　門
 66, 29, 10, 27, 32,  1, 37.04, 27.78, 37.12, 33.58, 32.86, 32.56, 50.37, 49.21, 53.79, 50.00, 50.71, 48.06,2019-03-05, 44, 55, 47, 33, 30, 28, 23.81, 19.35, 46.77, 30.00, 37.70, 20.00, 44.44, 43.55, 66.13, 62.00, 59.02, 40.00,1,丸　亀
 12, 62, 25, 13, 27, 53,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-05, 72, 68, 19, 29, 33, 67, 42.11, 39.02, 52.63, 31.25, 21.62, 39.13, 65.79, 63.41, 71.05, 50.00, 32.43, 54.35,1,児　島
