boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 16, 61, 14, 75, 24, 39, 39.20, 29.32, 33.33, 30.50, 34.31, 34.06, 60.00, 46.62, 55.81, 47.52, 49.64, 52.90,2019-06-29, 19, 27, 28, 33, 57, 24, 37.80, 31.30, 29.27, 29.41, 34.96, 55.05, 56.69, 51.30, 43.09, 50.42, 49.59, 68.81,1,桐　生
 39, 19, 18, 41, 51, 46,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-06-29, 42, 30, 13, 23,  1, 40,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,戸　田
 50, 64, 34, 23, 61, 69, 31.25, 48.57, 21.21, 24.24, 46.15, 22.86, 53.13, 80.00, 36.36, 39.39, 61.54, 37.14,2019-06-29, 67, 45, 28, 40, 22, 66, 21.21, 33.33, 40.63, 31.25, 51.61, 15.38, 48.48, 53.33, 59.38, 53.13, 67.74, 46.15,1,江戸川
 57, 60, 29, 40, 26, 70, 75.00,  0.00, 63.64, 50.00, 11.11,  0.00,100.00,  0.00, 63.64, 60.00, 22.22,  0.00,2019-06-29, 40, 25, 24, 41, 15, 72,  0.00,  0.00,  0.00,  0.00, 20.00,  0.00,  0.00,  0.00,  0.00,  0.00, 50.00,  0.00,1,平和島
 39, 75, 52, 32, 14, 34, 34.83, 39.33, 39.53, 37.64, 41.95, 30.68, 51.12, 52.81, 54.65, 57.87, 57.47, 46.59,2019-06-29, 31, 13, 15, 32, 55, 45, 23.88, 26.42, 17.39, 10.26, 27.08, 39.62, 49.25, 41.51, 39.13, 25.64, 45.83, 54.72,1,浜名湖
 26, 40, 20, 61, 43, 68, 44.44, 33.33, 37.50,  0.00, 25.00,  0.00, 55.56, 66.67, 37.50,  0.00, 25.00,  0.00,2019-06-29, 59, 20, 31, 42, 61, 30, 35.56, 23.02, 28.36, 40.00, 38.81, 24.19, 54.81, 41.27, 41.79, 56.92, 57.46, 42.74,1,常　滑
 29, 27, 18, 21, 33, 30, 42.11, 40.00, 16.67, 16.67, 26.32, 35.71, 68.42, 70.00, 33.33, 38.89, 57.89, 50.00,2019-06-29, 21, 35, 31, 24, 36, 46, 31.58, 15.00, 35.71, 15.79, 36.84, 10.53, 52.63, 35.00, 42.86, 42.11, 63.16, 21.05,1,びわこ
 65, 27, 67, 70, 14, 22, 40.00, 15.38, 12.00, 24.00, 28.00, 41.67, 45.00, 38.46, 24.00, 44.00, 40.00, 54.17,2019-06-29, 51, 58, 40, 14, 20, 46, 33.33, 22.58, 62.50, 22.22, 11.54, 28.00, 44.44, 32.26, 78.13, 33.33, 38.46, 36.00,1,尼　崎
 14, 19, 71, 33, 37, 30, 35.29, 21.62, 25.00, 41.03, 24.32, 40.00, 50.00, 40.54, 50.00, 56.41, 37.84, 54.29,2019-06-29, 23, 13, 27, 21, 12, 74, 29.03, 26.32, 34.88, 26.32, 45.45, 50.00, 38.71, 42.11, 51.16, 55.26, 60.61, 69.05,1,鳴　門
 61,  1,  9, 36,  7, 35, 34.47, 33.00, 27.23, 40.38, 30.69, 42.00, 50.97, 48.50, 46.53, 58.69, 46.04, 57.50,2019-06-29, 62, 21, 20, 47, 16, 27, 28.03, 27.13, 37.12, 36.64, 35.61, 45.16, 44.70, 41.86, 50.00, 54.20, 45.45, 61.29,1,丸　亀
 61, 62, 25, 59, 30, 37, 29.85, 42.54, 35.51, 33.33, 52.63, 41.22, 41.04, 62.69, 55.07, 51.52, 66.17, 62.60,2019-06-29, 69, 72, 45, 60, 43, 17, 25.00, 43.75, 39.02, 28.57, 21.62, 37.93, 42.86, 62.50, 65.85, 39.29, 27.03, 62.07,1,徳　山
 26, 57, 72, 41, 62, 22,  0.00,  0.00,  0.00,  0.00, 22.22,  0.00,  0.00,  0.00,  0.00,  0.00, 55.56,  0.00,2019-06-29, 38, 43,  5, 18, 13, 34, 33.33, 30.43, 33.33, 30.22, 28.24, 27.14, 43.90, 51.45, 51.16, 46.04, 48.85, 44.29,1,若　松
150,162,119,124,114,110,  0.00,  0.00, 25.00, 33.33, 88.89,  0.00,  0.00,  0.00, 37.50, 33.33, 88.89,  0.00,2019-06-29, 66, 75, 48, 19, 63, 28, 37.50,  0.00,  0.00,  0.00,  0.00, 12.50, 50.00,  0.00,  0.00,  0.00,  0.00, 25.00,1,福　岡
 74, 34, 50, 40, 51, 85, 25.45, 30.19, 30.77, 31.03, 31.67, 31.67, 40.00, 49.06, 42.31, 39.66, 55.00, 46.67,2019-06-29, 23, 36, 43, 30, 50, 44, 27.42, 27.94, 44.56, 35.61, 37.62, 35.26, 39.78, 43.14, 62.69, 53.66, 55.94, 50.00,1,唐　津
 41, 53, 38, 49, 22, 39,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-06-29, 19, 48, 16, 49, 33, 43, 35.53, 33.33, 36.05, 40.85, 28.75, 31.25, 52.63, 45.33, 51.16, 63.38, 48.75, 41.25,1,大　村
 43, 44, 58, 53, 46, 12, 42.45, 27.47, 34.35, 25.00, 34.53, 37.31, 60.43, 39.56, 49.62, 41.94, 55.40, 58.21,2019-06-29, 34, 45, 18, 46, 73, 75, 35.24, 35.77, 27.91, 33.07, 41.03, 35.20, 52.38, 52.85, 46.51, 48.82, 52.99, 52.00,2,桐　生
 15, 45, 31, 59, 16, 17,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-06-29,  7, 39, 22, 21, 41,  3,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2,戸　田
 55, 33, 15, 54, 19, 17, 31.03, 48.39, 42.42, 29.41, 45.45, 32.35, 44.83, 64.52, 63.64, 50.00, 54.55, 44.12,2019-06-29, 11, 46, 23, 37, 35, 57, 30.77, 54.55, 46.88, 26.47, 34.38, 25.81, 50.00, 63.64, 62.50, 44.12, 50.00, 51.61,2,江戸川
 35, 54, 15, 58, 65, 16, 11.11, 80.00, 10.00, 50.00,  0.00,  0.00, 33.33, 90.00, 70.00, 66.67,  0.00,  0.00,2019-06-29, 75, 10, 65, 63, 17, 44,  0.00,  0.00, 50.00,  0.00, 50.00, 25.00,  0.00, 33.33, 60.00,  0.00, 60.00, 25.00,2,平和島
 33, 70, 36, 57, 27, 49, 33.92, 36.87, 37.21, 33.14, 33.90, 35.03, 57.89, 44.69, 54.65, 50.86, 49.15, 49.72,2019-06-29, 47,  7, 53, 30,  2, 65, 32.26, 39.22, 36.84, 30.36, 32.81, 31.37, 48.39, 49.02, 52.63, 41.07, 43.75, 45.10,2,浜名湖
 19, 17, 21, 64, 29, 32,  0.00, 55.56, 22.22,  0.00, 22.22, 22.22,  0.00, 77.78, 55.56,  0.00, 44.44, 44.44,2019-06-29, 32, 19,  5, 51,  4, 23, 26.67, 31.30, 32.79, 29.93, 22.50, 25.37, 48.15, 42.61, 53.28, 45.99, 33.33, 43.28,2,常　滑
 69, 43, 12, 28, 51, 61, 25.00, 21.05, 16.67, 31.58, 33.33, 41.67, 25.00, 31.58, 44.44, 57.89, 33.33, 50.00,2019-06-29, 44, 56, 55, 29, 51, 61, 44.44, 33.33, 33.33, 45.00, 44.44, 22.22, 44.44, 44.44, 55.56, 55.00, 77.78, 22.22,2,びわこ
 50, 55, 35, 60, 42, 13, 19.23, 28.57, 30.43, 21.05, 30.00, 31.03, 38.46, 42.86, 73.91, 31.58, 50.00, 37.93,2019-06-29, 52,  4, 48, 32, 26, 37, 26.67, 25.93, 17.24, 20.69, 22.22, 21.43, 53.33, 48.15, 41.38, 37.93, 33.33, 32.14,2,尼　崎
 39, 77, 75, 74, 58, 22, 18.18, 18.42, 18.18, 38.89, 45.00, 35.90, 33.33, 39.47, 30.30, 58.33, 52.50, 53.85,2019-06-29, 70, 63, 59, 17, 39, 66,  2.38, 50.00, 43.75, 32.26, 34.21, 42.42, 16.67, 61.76, 53.13, 45.16, 44.74, 54.55,2,鳴　門
 66, 23, 13, 64, 60, 62, 35.71, 32.49, 36.79, 41.87, 31.03, 37.02, 49.49, 45.69, 52.83, 61.58, 44.83, 54.33,2019-06-29, 37, 51, 66, 63, 49, 43, 38.52, 36.30, 31.54, 30.30, 41.73, 29.63, 54.81, 56.30, 49.23, 50.76, 58.27, 43.70,2,丸　亀
 74, 55, 72, 16, 35, 41, 50.38, 33.08, 32.33, 26.87, 29.37, 28.79, 57.89, 46.15, 53.38, 41.04, 45.24, 50.00,2019-06-29, 54, 73, 21, 68, 14, 62, 32.50, 41.94, 24.00, 20.69, 24.14, 54.84, 47.50, 54.84, 36.00, 51.72, 65.52, 67.74,2,徳　山
 55, 11, 47, 45, 73, 32,  0.00, 33.33, 11.11, 14.29,  0.00, 22.22,  0.00, 33.33, 11.11, 42.86,  0.00, 33.33,2019-06-29, 19, 27, 39, 51, 31, 29, 40.15, 43.51, 27.12, 34.88, 33.59, 31.93, 58.33, 55.73, 42.37, 46.51, 50.38, 47.06,2,若　松
117,118,112,109,154,121, 12.50, 55.56, 66.67, 12.50,  0.00, 12.50, 50.00, 77.78, 77.78, 25.00,  0.00, 50.00,2019-06-29, 62, 36, 40, 27, 46, 51,  0.00,  0.00, 50.00, 55.56,  0.00, 55.56,  0.00,  0.00, 62.50, 66.67,  0.00, 77.78,2,福　岡
 84, 32, 69, 81, 60, 73, 31.15, 31.58, 29.63, 41.07, 30.36, 35.48, 39.34, 42.11, 46.30, 50.00, 46.43, 54.84,2019-06-29, 41, 16, 58, 11, 32, 48, 32.51, 38.22, 30.54, 38.95, 29.85, 31.84, 52.22, 57.07, 51.72, 55.26, 44.78, 50.75,2,唐　津
 33, 17, 54, 14, 13, 35,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-06-29, 47, 32, 58, 46, 35, 73, 28.21, 31.76, 40.00, 35.53, 15.63, 44.32, 52.56, 45.88, 57.33, 67.11, 31.25, 62.50,2,大　村
 57, 27, 22, 40, 35, 42, 30.22, 28.36, 39.71, 22.73, 28.91, 38.97, 51.08, 44.03, 53.68, 33.33, 46.09, 58.09,2019-06-29, 31, 14, 36, 72, 21, 25, 36.84, 43.41, 35.04, 38.53, 32.82, 33.91, 53.51, 62.79, 47.45, 55.05, 48.85, 55.65,3,桐　生
