date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
2019-05-17, 12, 59, 64, 20, 32, 16, 31.93, 34.32, 30.26, 28.41, 38.25, 34.66, 50.42, 55.03, 46.67, 46.02, 55.74, 51.14,1,戸　田
2019-05-17, 27, 25, 24, 71, 12, 18, 42.86, 42.86, 57.14, 14.29, 14.29, 14.29, 71.43, 57.14, 64.29, 28.57, 28.57, 28.57,1,江戸川
2019-05-17, 36, 15,  1, 54, 30, 16, 39.29,  5.00, 51.85, 23.08, 33.33, 35.71, 53.57, 30.00, 81.48, 53.85, 40.74, 57.14,1,浜名湖
2019-05-17, 53, 62, 55, 21, 68, 24, 30.00, 40.00, 36.36, 36.36,  0.00, 54.55, 30.00, 60.00, 45.45, 63.64,  0.00, 63.64,1,蒲　郡
2019-05-17, 25, 20, 24, 57,  8, 16, 30.61, 24.74, 33.98, 45.05, 33.33, 51.85, 47.96, 41.24, 55.34, 64.86, 48.48, 70.37,1,常　滑
2019-05-17, 38, 50, 34, 24, 60, 40, 10.00, 10.00,  0.00, 35.00,  7.14,  0.00, 30.00, 40.00, 30.00, 60.00, 28.57,  0.00,1,三　国
2019-05-17, 65, 55, 53, 54, 46, 28, 37.10, 30.60, 31.00, 39.08, 31.20, 32.38, 55.24, 50.43, 50.22, 52.10, 49.15, 50.41,1,びわこ
2019-05-17, 18, 70, 72, 27, 56, 88, 28.57, 18.75, 17.65, 48.57, 30.30, 70.37, 57.14, 25.00, 23.53, 60.00, 36.36, 85.19,1,住之江
2019-05-17, 67, 56, 69, 61, 13, 39,  5.88, 17.65, 45.00, 29.41, 11.76, 50.00, 17.65, 52.94, 55.00, 35.29, 35.29, 62.50,1,鳴　門
2019-05-17, 31, 13,  9, 30,  6, 54, 38.83, 29.46, 29.17, 26.51, 37.86, 34.34, 55.34, 52.68, 42.71, 39.76, 54.37, 51.52,1,若　松
2019-05-17, 35, 38, 53,  1, 14, 41, 36.80, 43.57, 26.50, 37.19, 39.83, 36.00, 53.25, 63.07, 44.50, 54.96, 56.02, 53.00,1,芦　屋
2019-05-17, 19,  4, 26, 61, 15, 44, 40.56, 33.85, 38.95, 39.26, 38.80, 31.44, 54.44, 48.96, 57.37, 54.60, 56.28, 49.34,2,戸　田
2019-05-17, 38, 47, 33, 43, 26, 53, 71.43, 46.15, 40.00, 40.00, 14.29, 33.33,100.00, 53.85, 60.00, 53.33, 42.86, 46.67,2,江戸川
2019-05-17, 19, 45, 56, 44, 58, 50, 42.86, 37.04, 30.77, 15.15, 36.00, 44.44, 46.43, 55.56, 46.15, 51.52, 60.00, 55.56,2,浜名湖
2019-05-17, 54, 26, 36, 29, 20, 34, 36.36, 18.18,  0.00, 41.67,  0.00,  0.00, 36.36, 36.36,  0.00, 50.00,  0.00,  0.00,2,蒲　郡
2019-05-17,  4, 44, 15, 51, 41, 60, 21.11, 28.44, 40.40, 37.25, 26.19, 26.21, 27.78, 42.20, 57.58, 54.90, 40.48, 37.86,2,常　滑
2019-05-17, 46, 27, 12, 41, 39, 61, 20.00, 52.38, 50.00, 90.48, 21.05, 31.58, 40.00, 66.67, 75.00, 90.48, 36.84, 47.37,2,三　国
2019-05-17, 51, 20, 17, 48, 29, 30, 39.59, 34.57, 32.50, 43.95, 33.33, 37.14, 58.78, 51.85, 44.58, 65.73, 56.28, 53.88,2,びわこ
2019-05-17, 82, 65, 51, 57, 84, 29, 47.22, 24.24, 20.00, 21.21, 22.58, 27.27, 61.11, 48.48, 32.00, 27.27, 35.48, 51.52,2,住之江
2019-05-17, 54, 14, 16, 66, 74, 12, 26.67, 46.67, 31.25, 33.33, 60.00, 52.63, 33.33, 53.33, 56.25, 50.00, 85.00, 73.68,2,鳴　門
2019-05-17,  1, 15, 21, 24, 52, 51, 34.44, 39.36, 32.71, 26.32, 19.57, 34.69, 47.78, 54.26, 57.94, 50.00, 38.04, 46.94,2,若　松
2019-05-17,  3,  4, 61, 39, 29, 56, 38.82, 29.10, 33.03, 33.93, 34.17, 31.50, 54.01, 46.72, 47.71, 57.14, 53.27, 46.50,2,芦　屋
2019-05-17,  3,  9, 57, 28,  7, 48, 39.67, 39.79, 33.90, 46.74, 43.08, 33.64, 57.07, 48.69, 51.69, 64.67, 58.46, 49.09,3,戸　田
2019-05-17, 67, 37, 46, 11, 23, 13, 28.57, 33.33, 60.00, 14.29, 14.29, 57.14, 57.14, 46.67, 66.67, 42.86, 42.86, 85.71,3,江戸川
2019-05-17,  5, 62, 63, 55, 25, 11, 32.14, 62.50, 16.13, 29.17, 12.50, 30.77, 50.00, 75.00, 16.13, 54.17, 25.00, 50.00,3,浜名湖
2019-05-17, 56, 31, 71, 35, 67, 22,  0.00, 41.67,  0.00,  0.00,  0.00, 45.45, 11.11, 58.33,  0.00,  0.00,  0.00, 72.73,3,蒲　郡
2019-05-17, 28, 48, 59, 12, 10, 36, 40.59, 23.53, 40.00, 15.29, 31.07, 51.85, 63.37, 38.24, 62.86, 27.06, 56.31, 69.44,3,常　滑
2019-05-17, 54, 37, 49, 13, 17, 11, 42.11, 40.00, 35.00,  0.00, 50.00, 60.00, 57.89, 40.00, 40.00, 21.05, 65.63, 70.00,3,三　国
2019-05-17, 49, 64, 32, 24, 62, 44, 30.99, 31.78, 41.18, 33.48, 32.31, 32.64, 48.35, 49.58, 54.90, 51.10, 45.41, 50.00,3,びわこ
2019-05-17, 69, 61, 67, 59, 30, 16, 51.35,  7.69, 37.50, 54.29, 41.67, 31.43, 67.57, 25.64, 37.50, 54.29, 52.78, 51.43,3,住之江
2019-05-17, 53, 76, 55, 38, 77, 52, 11.76,  0.00,  0.00, 26.67, 25.00, 41.18, 23.53, 35.29,  0.00, 40.00, 40.00, 58.82,3,鳴　門
2019-05-17,  8, 29, 55, 17, 14, 39, 24.47, 32.41, 34.65, 26.51, 29.41, 28.28, 38.30, 48.15, 53.47, 46.99, 37.65, 43.43,3,若　松
2019-05-17, 49, 40, 45, 44, 42, 34, 34.67, 35.32, 38.46, 40.32, 49.32, 38.40, 55.11, 50.25, 53.85, 58.87, 64.38, 54.43,3,芦　屋
2019-05-17, 65, 53, 55, 56, 27,  5, 34.31, 35.98, 41.26, 29.84, 49.26, 35.19, 48.04, 53.27, 57.77, 48.69, 67.98, 56.65,4,戸　田
2019-05-17, 31, 60, 16, 19, 17, 57, 28.57, 50.00, 38.46, 30.77, 42.86,  0.00, 42.86, 75.00, 46.15, 61.54, 42.86, 37.50,4,江戸川
2019-05-17, 26, 33, 53, 47, 65,  9,  8.70, 46.43, 12.50, 33.33, 21.74, 24.24, 21.74, 60.71, 25.00, 55.56, 34.78, 33.33,4,浜名湖
2019-05-17, 28, 58, 69, 38, 74, 30, 22.22, 40.00,  0.00,  0.00,  0.00, 27.27, 33.33, 70.00,  0.00,  0.00,  0.00, 45.45,4,蒲　郡
2019-05-17, 32, 58, 18, 46, 11, 47, 24.27, 42.86, 22.77, 31.13, 20.62, 31.43, 44.66, 64.76, 38.61, 53.77, 34.02, 48.57,4,常　滑
2019-05-17, 20, 69, 62, 14, 22, 44, 30.00, 59.09, 15.79, 54.55, 59.09, 20.00, 55.00, 72.73, 15.79, 81.82, 81.82, 40.00,4,三　国
2019-05-17, 66, 57, 16, 67, 12, 31, 30.87, 35.65, 32.91, 31.45, 32.60, 42.41, 45.65, 54.78, 52.99, 45.56, 47.58, 56.81,4,びわこ
2019-05-17, 34, 37, 68, 50, 23, 39, 41.94, 36.00, 42.86, 20.00, 17.39, 42.31, 51.61, 44.00, 57.14, 50.00, 26.09, 69.23,4,住之江
2019-05-17, 72, 59, 78, 17, 63, 75, 31.58, 52.94, 26.32, 35.29, 55.00, 38.89, 47.37, 58.82, 42.11, 47.06, 70.00, 50.00,4,鳴　門
2019-05-17, 43, 35, 57, 56, 46, 60, 31.13, 36.54, 29.27, 33.00, 26.80, 28.28, 52.83, 49.04, 48.78, 44.00, 42.27, 35.35,4,若　松
2019-05-17, 20, 22, 48, 17,  6, 21, 28.10, 37.83, 39.13, 36.05, 40.16, 32.44, 44.29, 55.22, 50.00, 51.93, 55.42, 51.56,4,芦　屋
2019-05-17, 43, 11, 39, 54, 64, 13, 33.52, 46.67, 40.59, 43.41, 30.26, 26.32, 47.16, 61.11, 56.93, 55.49, 46.67, 41.52,5,戸　田
2019-05-17, 41, 35, 68, 39, 61, 55, 42.86, 50.00, 28.57, 13.33, 14.29, 25.00, 71.43, 57.14, 28.57, 33.33, 28.57, 25.00,5,江戸川
2019-05-17,  3, 22, 37,  7, 54, 59, 40.00, 26.92, 26.47, 46.43, 23.08, 61.11, 66.67, 42.31, 55.88, 57.14, 53.85, 63.89,5,浜名湖
2019-05-17, 39, 73, 60, 68, 27, 61,  0.00,  0.00, 40.00,  0.00, 50.00, 25.00,  0.00,  0.00, 50.00,  0.00, 75.00, 50.00,5,蒲　郡
2019-05-17, 37, 35, 45, 53, 56, 57, 30.69, 43.93, 45.95, 33.33, 45.30, 45.05, 48.51, 65.42, 59.46, 46.15, 58.97, 64.86,5,常　滑
2019-05-17, 70, 35, 33, 71, 15, 34, 50.00, 11.11,  0.00, 40.00, 20.00,  0.00, 60.00, 11.11, 50.00, 55.00, 45.00, 30.00,5,三　国
2019-05-17, 63, 43, 59, 58, 34, 28, 32.35, 42.45, 33.91, 36.40, 38.36, 32.38, 53.36, 58.37, 50.21, 52.80, 57.76, 50.41,5,びわこ
2019-05-17, 55, 10, 32, 28, 76, 24, 19.05, 44.44, 17.86, 27.27, 40.54, 27.78, 38.10, 66.67, 32.14, 45.45, 54.05, 50.00,5,住之江
2019-05-17, 15, 70, 56, 62, 79, 19, 41.18,  6.25, 17.65, 58.82, 17.65, 29.41, 47.06,  6.25, 52.94, 64.71, 23.53, 58.82,5,鳴　門
2019-05-17, 50,  4, 34, 26, 22,  3, 38.24, 27.00, 27.27, 39.18, 37.27, 21.65, 50.98, 44.00, 43.43, 59.79, 48.18, 44.33,5,若　松
