boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 49, 72, 12, 15, 50, 73, 46.15, 26.09, 31.58, 12.12, 21.43, 31.58, 58.97, 52.17, 60.53, 30.30, 42.86, 47.37,2019-01-14, 67, 34, 71, 33, 64, 75, 44.44, 50.00, 50.00, 37.50, 40.00, 40.00, 66.67, 70.00, 60.00, 62.50, 70.00, 60.00,1,桐　生
 70, 77, 48, 47, 60, 67, 32.71, 33.64, 37.50, 35.78, 26.14, 25.26, 54.21, 51.40, 48.21, 55.96, 45.45, 44.21,2019-01-14, 50, 18, 57, 30,  4,  2, 20.55, 22.97, 20.34, 33.03, 27.36, 29.41, 36.99, 47.30, 44.07, 44.95, 41.51, 40.20,1,戸　田
 40, 32, 58, 67, 59, 61, 33.33, 36.69, 43.44, 36.15, 40.80, 31.93, 51.28, 54.68, 65.57, 49.23, 59.20, 49.58,2019-01-14, 45, 18, 55, 41, 15, 21, 28.10, 23.93, 34.15, 22.43, 35.56, 29.13, 42.98, 47.01, 43.90, 42.99, 54.81, 42.52,1,平和島
122,121,147,169,146,143, 28.26, 26.88, 37.00, 45.28, 40.59, 39.00, 43.48, 46.24, 59.00, 60.38, 53.47, 59.00,2019-01-14, 58, 41, 36, 53, 40, 72, 34.38, 42.57, 46.28, 33.96, 26.19, 42.99, 52.08, 56.44, 61.98, 50.94, 40.48, 60.75,1,多摩川
 62, 70, 67, 71, 34, 21, 25.53, 33.33, 41.94, 36.21, 27.27, 35.42, 53.19, 41.67, 62.90, 60.34, 43.64, 45.83,2019-01-14, 52, 50, 27,  2,  5, 10, 29.71, 26.71, 30.00, 22.83, 32.20, 32.35, 46.86, 41.10, 45.00, 42.52, 45.20, 52.94,1,浜名湖
 18, 15, 70, 54, 41, 71, 34.19, 33.33, 28.95, 34.21, 36.30, 27.52, 56.13, 51.92, 48.25, 53.95, 52.05, 40.37,2019-01-14, 77, 68, 46, 49, 64, 38, 29.45, 39.29, 35.80, 29.45, 29.03, 25.38, 46.63, 53.57, 56.79, 46.58, 47.10, 39.23,1,蒲　郡
 37, 48, 47, 30, 63, 61, 19.61, 35.09, 44.88, 30.63, 35.83, 33.05, 41.18, 49.12, 60.63, 56.76, 52.50, 41.53,2019-01-14, 34,  4, 48, 37, 30,  5, 19.05, 38.89, 20.00, 35.29, 17.39, 35.29, 33.33, 44.44, 50.00, 41.18, 39.13, 41.18,1,常　滑
 74, 30, 17, 32, 18, 59, 28.07, 30.36, 43.64, 25.00, 31.58, 32.91, 43.86, 41.07, 60.00, 37.50, 54.39, 54.43,2019-01-14, 25, 29, 70, 62, 22, 50, 43.84, 41.33, 28.13, 31.51, 28.57, 32.18, 54.79, 56.00, 45.31, 52.05, 50.00, 49.43,1,　津　
 27, 24, 32, 70, 45, 11, 39.01, 30.65, 32.77, 30.29, 34.46, 27.93, 51.10, 50.54, 49.72, 41.71, 49.72, 43.58,2019-01-14, 42, 30, 26, 63, 66, 23, 23.49, 44.51, 42.93, 31.91, 38.92, 29.78, 40.96, 62.09, 58.70, 43.62, 58.92, 45.51,1,三　国
 71, 69, 61, 25, 66, 65, 29.66, 34.01, 36.17, 33.58, 53.15, 35.92, 42.07, 52.38, 54.61, 54.48, 65.03, 52.11,2019-01-14, 66, 43, 40, 15, 30, 12, 24.82, 44.74, 36.08, 25.32, 31.25, 23.85, 38.30, 62.50, 55.70, 45.45, 48.75, 37.69,1,びわこ
 83, 76, 14, 34, 58, 52, 27.40, 38.51, 30.38, 36.67, 29.61, 35.37, 45.89, 53.38, 42.41, 54.00, 46.71, 53.06,2019-01-14, 85, 19, 70, 61, 22, 11, 34.78, 29.52, 40.13, 35.88, 24.67, 56.02, 51.55, 47.59, 51.32, 55.88, 41.33, 71.69,1,住之江
 38, 21, 69, 68, 49, 60, 42.31, 29.68, 30.77, 40.38, 35.06, 30.30, 52.56, 52.26, 48.72, 54.49, 54.55, 47.27,2019-01-14,  8, 17, 14, 36, 38,  7, 38.41, 55.95, 35.09, 34.12, 39.63, 49.70, 58.54, 75.00, 52.63, 52.35, 58.54, 62.87,1,尼　崎
 47, 51, 15, 59, 44, 32, 34.64, 40.48, 32.28, 21.18, 27.86, 33.89, 51.63, 54.29, 49.74, 32.94, 45.00, 48.33,2019-01-14, 41, 36, 15, 52, 46, 49,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,児　島
 69, 50, 55, 52, 45, 68, 20.00, 42.11, 12.50, 20.00, 22.22, 23.53, 30.00, 47.37, 18.75, 50.00, 50.00, 41.18,2019-01-14, 40, 58, 33, 23, 42, 62, 39.74, 41.55, 34.15, 37.42, 29.49, 37.41, 56.41, 62.68, 46.95, 53.99, 48.08, 61.90,1,徳　山
 39, 37, 62, 25, 54, 70, 37.21, 28.68, 37.88, 34.19, 34.65, 34.38, 49.61, 54.26, 53.79, 51.28, 47.24, 42.19,2019-01-14, 29,  5, 53,  4, 55, 60, 25.00, 42.11, 32.43, 25.00, 34.88, 40.00, 36.11, 65.79, 51.35, 40.91, 55.81, 42.50,1,若　松
118,168,123,154,152,159, 38.18, 26.79, 33.88, 28.70, 24.77, 36.61, 55.45, 44.64, 54.55, 45.22, 35.78, 49.11,2019-01-14, 30, 36, 68, 59, 65, 54, 18.89, 29.46, 35.71, 29.69, 27.03, 22.45, 36.67, 45.74, 55.71, 53.91, 44.14, 44.90,1,福　岡
 79, 47, 69, 85, 74, 31, 38.89, 32.23, 43.62, 23.40, 33.97, 38.60, 51.67, 47.87, 57.45, 39.36, 51.20, 46.51,2019-01-14, 47, 41, 64, 18, 31, 62, 32.71, 30.53, 33.33, 24.71, 28.74, 15.66, 46.73, 52.63, 53.33, 38.82, 42.53, 28.92,1,唐　津
 36, 57, 30, 65, 13, 51, 56.10, 26.83, 27.27, 43.24, 30.77, 47.06, 73.17, 53.66, 42.42, 56.76, 48.72, 55.88,2019-01-14, 46, 62, 30, 13, 43, 57, 18.75, 40.00, 40.00, 25.00, 50.00, 66.67, 43.75, 40.00, 66.67, 43.75, 70.00, 66.67,2,桐　生
 72, 51, 18, 39, 11, 22, 35.45, 17.78, 26.00, 35.71, 28.72, 39.36, 50.91, 40.00, 43.00, 52.68, 41.49, 55.32,2019-01-14, 47,  3, 24, 46, 52, 17, 17.44, 35.35, 24.59, 27.27, 30.10, 28.80, 36.05, 55.56, 39.34, 48.48, 51.46, 42.40,2,戸　田
 29, 23, 34, 30, 22, 62, 42.19, 31.90, 29.01, 40.94, 34.58, 41.13, 62.50, 56.90, 45.04, 56.69, 48.60, 62.10,2019-01-14, 71, 51, 19, 23, 40, 50, 22.03, 27.59, 35.48, 16.04, 16.98, 37.98, 46.61, 43.97, 49.19, 36.79, 34.91, 55.04,2,平和島
153,177,180,168,132,130, 36.36, 34.65, 42.27, 39.60, 35.24, 32.97, 56.57, 49.50, 62.89, 61.39, 48.57, 51.65,2019-01-14, 24, 45, 28, 54, 33, 27, 28.57, 30.48, 34.58, 34.91, 50.47, 48.45, 41.67, 48.57, 53.27, 50.94, 72.90, 67.01,2,多摩川
 20, 55, 64, 73, 76, 59, 25.93, 37.14, 45.76, 26.23, 25.00, 29.82, 38.89, 47.14, 67.80, 37.70, 41.67, 47.37,2019-01-14, 20, 30, 28, 66, 63,  9, 31.79, 26.88, 28.25, 30.92, 43.27, 24.34, 45.70, 51.25, 46.33, 45.39, 61.40, 41.45,2,浜名湖
 62, 37, 72, 11, 26, 16, 38.65, 38.26, 20.59, 34.15, 36.18, 36.77, 60.12, 57.05, 40.20, 52.44, 51.97, 55.48,2019-01-14, 41, 22, 69, 70, 23, 14, 37.82, 35.67, 33.09, 31.54, 27.21, 40.58, 58.97, 52.87, 53.68, 51.68, 43.38, 61.59,2,蒲　郡
 56, 12, 24, 66, 20, 60, 38.98, 30.91, 38.84, 40.83, 41.23, 31.36, 50.85, 50.91, 55.37, 65.00, 54.39, 44.07,2019-01-14, 47, 46, 40, 44, 49, 22, 33.33, 37.04, 38.89, 23.53, 33.33, 43.75, 48.15, 55.56, 61.11, 47.06, 44.44, 62.50,2,常　滑
 12, 13, 69, 62, 75, 55, 40.00, 22.03, 28.79, 31.08, 30.14, 37.88, 58.33, 37.29, 43.94, 51.35, 47.95, 51.52,2019-01-14, 41, 69, 71, 30, 43, 17, 43.08, 28.95, 30.95, 19.72, 35.71, 25.32, 58.46, 46.05, 42.86, 38.03, 45.71, 43.04,2,　津　
 68, 46, 33, 53, 63, 26, 22.94, 35.71, 29.44, 32.58, 25.60, 33.33, 34.12, 47.80, 44.44, 52.25, 38.10, 49.18,2019-01-14, 21, 27, 12, 55, 62, 20, 25.00, 32.80, 25.00, 25.31, 24.56, 37.69, 41.46, 53.23, 40.12, 40.12, 38.60, 57.79,2,三　国
 35, 29, 22, 48, 43, 11, 33.76, 34.72, 22.48, 30.43, 28.28, 27.01, 50.32, 59.03, 36.43, 42.75, 43.45, 40.88,2019-01-14, 48, 46, 23, 58, 54, 47, 44.08, 31.08, 22.05, 36.54, 39.75, 27.21, 65.13, 52.03, 40.94, 51.28, 54.04, 44.22,2,びわこ
 64, 22, 75, 18, 85, 21, 23.33, 44.44, 27.70, 28.10, 40.41, 33.78, 35.33, 58.52, 46.62, 48.37, 52.74, 46.62,2019-01-14, 33, 66, 83, 32, 35, 69, 35.63, 27.27, 30.63, 34.71, 28.97, 27.61, 51.88, 46.67, 46.88, 48.24, 43.45, 41.72,2,住之江
 63, 76, 51, 42, 41, 15, 24.31, 23.53, 46.48, 31.33, 31.01, 36.71, 35.42, 40.52, 64.79, 42.00, 56.33, 51.27,2019-01-14, 27, 23,  4, 45, 16, 25, 32.12, 31.45, 39.16, 42.67, 28.66, 35.76, 46.06, 50.94, 62.05, 54.00, 46.50, 54.55,2,尼　崎
 66, 17, 39, 25, 72, 27, 32.97, 34.43, 37.45, 36.16, 34.18, 38.10, 46.70, 54.64, 49.36, 51.41, 50.00, 60.71,2019-01-14, 27, 40, 21, 13, 31, 43,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2,児　島
 73, 12, 36, 46, 49, 63, 42.11, 48.39, 59.38, 40.00, 40.00, 20.00, 47.37, 74.19, 78.13, 55.00, 50.00, 30.00,2019-01-14, 38, 56, 29, 14, 41, 52, 25.00, 32.06, 31.17, 41.13, 28.46, 32.14, 40.71, 51.15, 44.16, 57.45, 46.34, 52.38,2,徳　山
