boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 23, 43, 48, 70, 29, 18, 21.43, 50.00, 34.04, 31.71, 40.00, 16.67, 35.71, 67.39, 55.32, 48.78, 54.29, 42.86,2019-01-28, 36, 14, 58, 69, 68, 31, 52.63, 29.41, 22.22, 36.84, 38.89, 62.96, 57.89, 41.18, 38.89, 52.63, 55.56, 77.78,1,桐　生
 21, 22, 71, 46, 40, 53, 37.82, 35.85, 33.90, 27.93, 35.09, 31.07, 48.74, 50.00, 50.85, 43.24, 50.00, 46.60,2019-01-28, 53, 47, 62, 61, 60, 28, 38.76, 22.22, 31.45, 26.09, 32.20, 53.33, 56.59, 39.39, 50.81, 43.48, 50.00, 72.59,1,戸　田
 19, 32, 66, 51, 61, 22, 34.76, 34.13, 30.06, 29.87, 32.75, 40.23, 53.05, 46.71, 41.10, 50.00, 52.63, 56.32,2019-01-28, 24, 54, 60, 70, 51, 25, 41.57, 27.27, 32.75, 31.90, 28.13, 33.94, 60.67, 44.85, 53.80, 53.37, 44.38, 54.55,1,江戸川
152,153,121,159,163,131, 26.67, 34.95, 27.84, 39.19, 33.65, 30.69, 40.00, 56.31, 46.39, 52.70, 50.00, 47.52,2019-01-28, 50, 42, 46, 45, 38, 55, 18.18, 17.86, 31.86, 30.00, 18.75, 30.28, 46.97, 26.79, 55.75, 48.18, 39.06, 47.71,1,多摩川
 30, 33, 25, 71, 16, 72, 32.43, 37.14, 39.19, 39.73, 50.68, 42.86, 51.35, 67.14, 54.05, 63.01, 69.86, 62.86,2019-01-28, 54, 24, 12, 37, 52, 57, 36.84, 35.40, 28.04, 38.35, 29.51, 31.28, 51.58, 52.17, 44.97, 56.31, 46.99, 49.72,1,浜名湖
 24, 30, 71, 40, 64, 73, 29.11, 28.21, 49.52, 25.00, 28.75, 29.49, 40.51, 47.44, 62.86, 38.89, 46.25, 48.72,2019-01-28, 34, 64, 16, 48, 46, 19, 34.57, 36.90, 35.35, 31.13, 19.05, 46.07, 48.15, 53.57, 56.57, 46.23, 31.75, 68.54,1,　津　
 13, 22, 27, 75, 68, 73, 31.45, 38.69, 31.33, 41.67, 28.22, 35.09, 48.43, 56.55, 42.77, 58.33, 47.24, 52.05,2019-01-28, 29, 22, 24, 52, 34, 53, 25.32, 35.58, 29.80, 28.81, 39.41, 31.98, 40.26, 53.99, 42.38, 49.15, 57.65, 44.19,1,鳴　門
 27, 10, 43, 30, 48, 63, 36.36, 38.89, 26.85, 43.75, 26.17, 22.94, 51.82, 56.48, 50.93, 56.25, 40.19, 44.04,2019-01-28, 52, 43, 61,  7, 14, 23, 41.46, 43.59, 10.34, 35.14, 43.59, 50.00, 63.41, 64.10, 13.79, 48.65, 58.97, 55.88,1,丸　亀
 29, 28, 69, 43, 17, 50, 37.13, 31.33, 35.04, 24.67, 33.66, 36.49, 57.38, 48.00, 51.71, 40.67, 52.97, 54.98,2019-01-28, 30, 72, 22, 51, 64, 32, 36.36, 40.00, 36.36, 50.00, 40.00, 60.00, 81.82, 60.00, 72.73, 80.00, 40.00, 70.00,1,児　島
 19, 64, 45, 50, 38, 63, 38.28, 33.33, 35.24, 41.55, 36.19, 39.13, 55.02, 51.43, 55.24, 53.62, 53.33, 50.72,2019-01-28, 20, 48, 41, 61, 65, 35, 38.03, 24.22, 31.82, 33.33, 34.17, 32.08, 54.46, 42.15, 50.91, 53.99, 54.27, 50.00,1,下　関
 17, 32, 29, 26, 13, 55, 30.00, 35.00, 41.48, 29.21, 21.02, 24.86, 44.44, 50.00, 51.70, 43.82, 42.68, 45.66,2019-01-28, 33, 31, 36, 13, 62, 19, 28.97, 23.14, 37.50, 37.67, 26.36, 34.67, 42.76, 44.63, 51.39, 59.59, 41.09, 52.67,1,芦　屋
 54, 40, 59, 22, 45, 46, 27.27, 31.71, 45.00, 33.33, 20.59, 45.24, 40.91, 46.34, 55.00, 44.44, 41.18, 66.67,2019-01-28, 22, 62, 75, 42, 17, 60, 38.89, 21.05, 21.05, 50.00, 57.89, 26.32, 50.00, 26.32, 36.84, 70.00, 78.95, 42.11,2,桐　生
 11, 59, 24, 37, 41, 73, 29.63, 19.39, 38.53, 28.83, 38.46, 27.27, 42.59, 38.78, 47.71, 47.75, 50.43, 44.44,2019-01-28, 58, 42, 13, 50,  6, 35, 36.92, 28.47, 27.05, 21.25, 28.13, 31.63, 56.92, 43.80, 42.62, 40.00, 50.00, 52.04,2,戸　田
 40, 68, 21, 14, 47, 27, 30.54, 33.96, 29.03, 34.94, 34.52, 34.94, 49.10, 48.43, 46.45, 51.20, 48.81, 44.58,2019-01-28, 20, 16, 13, 15, 37, 14, 31.90, 29.01, 36.42, 32.30, 41.28, 42.29, 51.53, 47.53, 53.70, 50.31, 59.30, 58.29,2,江戸川
165,143,179,157,137,128, 25.00, 38.10, 18.64, 43.81, 39.00, 32.67, 48.00, 57.14, 33.90, 57.14, 54.00, 47.52,2019-01-28, 25, 14, 13, 70, 32, 20, 24.05, 37.86, 22.97, 21.33, 35.65, 23.94, 44.30, 50.49, 47.30, 37.33, 50.43, 42.25,2,多摩川
 21, 43, 63, 49, 55, 57, 34.92, 30.65, 35.14, 40.28, 37.50, 44.59, 44.44, 53.23, 64.86, 54.17, 47.22, 62.16,2019-01-28, 33, 45, 17, 26, 38, 39, 42.55, 38.17, 31.32, 34.66, 35.76, 36.09, 60.11, 53.23, 42.86, 50.57, 48.48, 53.25,2,浜名湖
 18, 67, 39, 26, 25, 72, 30.26, 23.33, 39.68, 32.98, 39.51, 41.67, 52.63, 42.22, 53.97, 47.87, 48.15, 58.33,2019-01-28, 61, 50, 36, 41, 24, 13, 21.95, 29.47, 32.39, 35.71, 22.54, 39.73, 41.46, 45.26, 53.52, 51.19, 35.21, 56.16,2,　津　
 38, 60, 55, 69, 67, 36, 35.19, 28.57, 27.44, 30.43, 35.80, 31.93, 43.83, 45.34, 45.73, 45.96, 55.11, 49.40,2019-01-28, 68, 31, 60, 15, 28, 72, 32.53, 41.25, 26.62, 47.06, 32.39, 39.41, 49.40, 60.00, 42.86, 65.24, 46.02, 52.35,2,鳴　門
 49,  9,  8, 52, 46, 23, 32.43, 27.00, 49.09, 39.13, 34.23, 33.05, 51.35, 42.00, 61.82, 53.91, 48.65, 45.76,2019-01-28,  2, 60,  6, 12, 56,  9, 36.84, 31.58, 40.54, 31.58, 39.47, 18.92, 57.89, 57.89, 62.16, 47.37, 55.26, 29.73,2,丸　亀
 36, 53, 51, 37, 38, 11, 36.67, 32.14, 38.43, 34.32, 32.45, 38.07, 55.56, 51.79, 51.53, 50.89, 51.66, 53.41,2019-01-28, 14, 52, 15, 33, 35, 53, 36.36, 54.55,  5.56, 45.45, 45.45, 40.00, 54.55, 63.64, 22.22, 63.64, 72.73, 40.00,2,児　島
 59, 25, 69, 29, 66, 18, 23.62, 29.57, 27.59, 40.48, 29.21, 39.81, 44.22, 45.16, 44.83, 58.57, 44.06, 57.77,2019-01-28, 38, 60, 49, 14, 58, 36, 21.84, 34.42, 25.63, 36.07, 29.33, 33.33, 37.86, 47.44, 40.20, 49.77, 48.08, 54.23,2,下　関
 72, 24, 68, 14, 57, 62, 31.67, 38.42, 38.37, 31.95, 36.26, 30.34, 47.22, 56.50, 59.88, 50.30, 51.46, 41.01,2019-01-28, 43, 14, 47, 63, 48, 26, 44.37, 42.25, 31.91, 34.06, 36.88, 21.49, 62.25, 58.45, 45.39, 52.17, 50.35, 38.84,2,芦　屋
 15, 60, 64, 53, 66, 39, 20.45, 28.13,  5.13, 26.19, 46.34, 35.90, 36.36, 37.50, 17.95, 42.86, 63.41, 53.85,2019-01-28, 70, 15, 57, 71, 40, 27, 38.89, 25.00, 50.00, 36.84, 27.78, 23.53, 66.67, 43.75, 57.14, 52.63, 33.33, 47.06,3,桐　生
 50, 26, 66, 47, 38, 69, 36.52, 41.82, 37.93, 36.21, 35.96, 40.87, 46.96, 55.45, 57.76, 56.03, 57.89, 56.52,2019-01-28, 57, 45, 46,  4, 40, 29, 19.70, 22.34, 29.63, 26.79, 31.88, 26.25, 42.42, 38.30, 50.62, 41.07, 48.13, 42.50,3,戸　田
