date,venue,raceNumber,CS_ST_1_1,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-05-20,平和島,1,.18,.18,.11,,,,,,,.19,,.29,.29,,,,,,.30,,.23,.18,,,,,,.08,.15,.14,,,,,,,.08,,.30,,,,,,,.20,.14,.11,,,,,,,2,4,6,,,,,,,1,,5,6,,,,,,1,,5,4,,,,,,3,3,2,,,,,,,6,,6,,,,,,,5,2,1,,,,,,,2,4,6,,,,,,,1,,5,6,,,,,,1,,5,4,,,,,,3,6,2,,,,,,,6,,6,,,,,,,5,2,1,,,,,,,2,8,9,,,,,,,6,,3,12,,,,,,5,,2,6,,,,,,4,10,8,,,,,,,1,,2,,,,,,,2,7,1,,,,,,,３,４,６,,,,,,,２,,４,４,,,,,,５,,５,４,,,,,,５,３,６,,,,,,,６,,６,,,,,,,４,５,２,,,,,,,0.16,0.19,0.19,0.15,   -,0.19, 35, 49, 20, 25, 21, 16, 30.54, 38.38, 35.55, 38.01, 31.03, 35.41, 51.23, 60.00, 49.76, 56.11, 49.26, 50.72, 10, 16, 68, 15, 52, 46, 39.71, 40.00, 31.78, 32.06, 39.63, 34.45, 54.41, 58.14, 49.53, 50.24, 57.60, 49.28,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,30.00,13.64,15.15,41.18, 0.00,28.57,23.23,30.30,15.87,46.72, 0.00,18.56,40.00,45.45,33.33,52.94, 0.00,50.00,33.33,48.48,31.75,65.69, 0.00,38.14,松　本　　弓　雄,阪　本　　勇　介,齋　藤　　竜　次,菅　　　　章　哉,中　島　　　　航,中　西　　宏　文,4390,4562,4696,4571,5070,3123, 4.70, 4.14, 3.76, 5.24, 0.00, 4.64, 4.38, 5.14, 3.76, 6.43, 0.00, 4.18
2019-05-20,浜名湖,1,.22,,.12,.18,.12,.19,.13,,,.15,.18,.32,,.13,,.18,.18,,.17,.22,.19,.17,.19,,.18,,,.18,.31,.23,,.19,.08,.15,,,.28,,.48,.27,.09,,.11,.17,,.14,,.34,.19,.19,.26,.26,,,3,,4,2,1,4,6,,,5,3,1,,6,,3,2,,1,4,3,5,2,,5,,,2,4,3,,2,6,1,,,6,,6,6,6,,6,6,,3,,5,4,1,2,2,,,3,,5,2,1,4,6,,,5,3,1,,6,,3,2,,1,4,3,5,2,,6,,,2,4,3,,2,6,1,,,6,,4,5,4,,4,6,,3,,6,4,1,2,2,,,2,,4,11,2,9,8,,,4,11,6,,2,,4,9,,3,7,7,11,6,,4,,,4,9,1,,2,6,5,,,1,,1,5,4,,1,9,,5,,1,7,1,9,7,,,２,,４,４,１,６,６,,,４,５,転,,６,,５,３,,１,４,１,５,６,,３,,,５,５,３,,５,５,１,,,６,,６,６,６,,５,６,,４,,５,３,２,４,５,,,0.17,0.17,0.17,0.16,   -,0.18, 53, 74, 36, 57, 40, 15, 27.78, 25.19, 36.73, 33.78, 41.13, 35.14, 46.03, 37.04, 53.06, 50.68, 58.16, 55.41, 65, 24, 17,  1, 54, 16, 21.74, 37.50, 50.00, 51.85, 23.08, 35.71, 34.78, 43.75, 65.38, 81.48, 53.85, 57.14,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.02,22.58,34.78,20.83, 0.00,26.19,29.25,19.19,27.62,20.54, 0.00,26.85,50.00,41.94,43.48,33.33, 0.00,59.52,53.77,45.45,44.76,43.75, 0.00,45.37,伊　達　　正　利,岡　部　　　　浩,加　藤　　知　弘,新　出　　浩　司,石　原　　　　光,中　村　　守　成,3718,3361,3691,4325,5076,3605, 5.09, 4.39, 5.04, 3.96, 0.00, 5.48, 5.15, 4.71, 4.79, 4.49, 0.00, 4.81
2019-05-20,蒲　郡,1,.23,.28,.11,,.19,,.21,.21,,.16,,.10,.18,.23,.17,.21,,,.31,,.30,.18,.27,,.23,,,.32,.14,.45,,.15,,.14,.25,,.33,,.25,,.20,.02,.35,,,.24,.17,.26,.13,.21,,.26,,,3,2,5,,4,,3,5,,1,,2,6,4,3,6,,,6,,5,4,2,,1,,,6,6,6,,6,,6,6,,6,,6,,6,6,6,,,1,3,4,4,2,,2,,,3,2,5,,4,,3,4,,1,,2,6,4,3,5,,,5,,6,4,2,,1,,,4,6,5,,4,,6,4,,6,,4,,5,6,6,,,1,3,5,4,2,,2,,,1,6,2,,1,,2,6,,3,,4,9,3,7,5,,,5,,1,8,1,,1,,,1,7,3,,2,,3,8,,2,,1,,1,5,7,,,2,8,1,5,7,,1,,,４,４,３,,３,,６,５,,１,,４,６,４,２,５,,,５,,５,４,２,,５,,,５,４,５,,６,,６,５,,転,,６,,６,Ｆ,６,,,４,６,４,５,５,,１,,,0.17,0.16,0.24,   -,   -,0.19, 38, 58, 69, 34, 36, 49, 36.36, 33.33,  0.00, 41.67, 23.08, 10.00, 45.45, 50.00,  0.00, 58.33, 53.85, 10.00, 20, 58, 24, 67, 21, 68,  0.00, 40.00, 54.55,  0.00, 36.36,  0.00,  0.00, 70.00, 63.64,  0.00, 63.64,  0.00,F0,F1,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,19.05,30.00,22.22, 0.00, 0.00, 7.14,12.96,24.00,20.00, 0.00, 0.00,25.00,28.57,50.00,33.33, 0.00, 0.00,14.29,32.41,36.00,35.71, 7.69, 0.00,40.79,谷　口　　健　一,小　川　　時　光,宇田川　　信　一,國　分　　将太郎,一　色　　凌　雅,橋　口　　真　樹,3891,4186,4660,5047,5082,3945, 3.76, 4.70, 4.11, 0.00, 0.00, 3.14, 3.91, 4.07, 4.23, 1.95, 0.00, 4.59
2019-05-20,常　滑,1,.24,,.08,.27,.24,.24,,,,.27,.19,.14,,.16,.19,,,,.19,,.09,.11,.27,.19,,,,.23,,.13,.13,.14,.24,,,,.21,.24,.05,,.31,,,,,.27,.20,.20,,.14,,,,,4,,3,1,6,5,,,,1,5,6,,5,2,,,,2,,6,4,6,4,,,,6,,2,4,3,6,,,,6,6,5,,5,,,,,5,1,6,,2,,,,,4,,3,2,6,5,,,,1,4,6,,5,2,,,,2,,5,4,6,4,,,,5,,2,3,3,6,,,,4,6,5,,5,,,,,4,1,5,,2,,,,,9,,1,10,1,7,,,,2,6,6,,1,8,,,,8,,3,9,3,9,,,,3,,1,6,4,8,,,,2,8,1,,2,,,,,3,8,4,,1,,,,,５,,４,３,６,６,,,,５,４,５,,４,５,,,,２,,５,５,４,４,,,,５,,２,６,５,６,,,,６,４,５,,６,,,,,６,５,５,,２,,,,,0.21,0.18,0.18,0.18,0.20,0.17, 57, 32, 11, 42, 40, 48, 30.30, 35.58, 29.17, 37.04, 29.95, 33.99, 46.67, 52.88, 48.96, 48.68, 43.15, 48.28,  6,  4, 13, 10, 51, 12, 34.65, 21.11, 29.59, 31.07, 37.25, 15.29, 48.51, 27.78, 47.96, 56.31, 54.90, 27.06,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,30.00,30.00,20.00,43.75, 0.00,25.00,24.51,19.19,28.70,31.36, 1.61,16.67,35.00,45.00,44.00,56.25, 0.00,37.50,50.98,31.31,49.07,46.61, 4.84,29.49,久　富　　政　弘,浅　見　　宗　孝,鹿　島　　敏　弘,冨　成　　謙　児,藤　原　　孝　斗,吉　本　　玲　緒,3508,3880,4407,3998,5033,4126, 4.40, 4.95, 4.60, 5.56, 1.44, 4.08, 4.96, 4.14, 5.01, 4.95, 1.81, 3.63
2019-05-20,びわこ,1,.18,,.12,.12,.10,.17,.23,.14,,.23,.17,.25,,.27,,.25,.26,,.18,.19,.18,,.10,.24,.20,,,.13,,.17,.21,.16,,.21,,,.17,.15,.13,,.14,.21,.21,,,.13,,.27,.06,.34,,.36,,,2,,1,4,5,3,6,4,,5,6,1,,2,,3,5,,4,2,3,,2,1,5,,,5,,2,6,1,,3,,,3,2,5,,1,4,6,,,6,,6,6,6,,6,,,2,,1,4,5,3,6,4,,5,6,1,,2,,3,4,,4,6,3,,2,1,5,,,5,,2,6,1,,3,,,3,2,5,,1,4,6,,,6,,6,6,6,,6,,,3,,6,10,3,12,4,10,,1,6,3,,6,,3,7,,2,11,5,,2,9,3,,,6,,2,6,4,,5,,,3,9,5,,3,8,6,,,1,,1,5,5,,1,,,１,,２,３,４,２,沈,１,,３,４,６,,６,,６,４,,５,６,３,,５,４,３,,,６,,２,６,６,,５,,,４,２,５,,５,５,４,,,６,,転,６,６,,５,,,0.17,0.17,0.18,0.17,0.17,   -, 48, 39, 51, 53, 46, 23, 29.05, 33.63, 37.07, 37.66, 33.48, 40.19, 45.71, 51.12, 54.31, 54.98, 48.50, 54.55, 25, 49, 59, 20, 34, 28, 30.71, 30.99, 33.91, 34.57, 38.36, 32.38, 43.57, 48.35, 50.21, 51.85, 57.76, 50.41,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,50.00,39.29,22.22, 0.00,20.00, 0.00,38.05,32.10,21.62, 8.33,32.61, 0.00,83.33,53.57,22.22, 0.00,44.00, 0.00,59.29,50.62,37.84,16.67,46.74, 0.00,谷　本　　幸　司,加　藤　　翔　馬,花　本　　夏　樹,彦　坂　　径　冶,柳　内　　敬　太,中　島　　秀　治,3455,4857,4181,4915,4790,5075, 7.33, 5.68, 4.11, 0.00, 4.48, 0.00, 5.84, 5.04, 4.38, 2.89, 4.91, 0.00
2019-05-20,鳴　門,1,.04,.10,.13,.21,.18,,,,,.19,.32,.22,,.23,.26,,,,,,,,,,,,,.18,,.12,.12,.20,.16,,,,.04,,.06,.09,.14,.14,,,,.11,,.06,.22,.11,.24,,,,1,5,2,6,4,,,,,3,1,6,,2,5,,,,,,,,,,,,,4,,3,5,6,3,,,,6,,4,1,2,3,,,,6,,6,6,6,6,,,,1,5,2,6,4,,,,,3,1,6,,2,5,,,,,,,,,,,,,4,,2,5,6,3,,,,6,,4,1,2,3,,,,6,,5,6,5,6,,,,4,12,5,12,9,,,,,2,6,4,,4,10,,,,,,,,,,,,,5,,6,10,4,8,,,,3,,4,8,2,7,,,,4,,1,9,2,9,,,,４,３,５,６,６,,,,,４,１,４,,６,６,,,,,,,,,,,,,２,,６,３,５,５,,,,４,,５,４,３,５,,,,６,,５,４,４,４,,,,0.16,0.22,0.18,0.20,0.16,   -, 68, 21, 70, 22, 51, 52, 22.22, 47.06, 31.58, 26.67, 25.00, 33.33, 27.78, 64.71, 47.37, 40.00, 31.25, 66.67, 72, 16, 33, 62, 52, 75, 31.58, 31.25, 20.83, 58.82, 41.18, 38.89, 47.37, 56.25, 33.33, 64.71, 58.82, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.33,55.56,28.46,12.50,16.67, 0.00,47.12,23.23,19.80,16.16,22.12, 0.00,48.15,77.78,42.28,12.50,38.89, 0.00,66.35,34.34,36.63,37.37,40.38, 2.00,牧　　　　宏　次,玄　馬　　　　徹,近　藤　　稔　也,酒　見　　峻　介,香　月　　大　介,佐々木　　大　河,3800,3600,3477,4652,3444,5054, 5.19, 7.11, 4.89, 2.88, 4.39, 0.00, 6.45, 3.99, 4.33, 4.03, 4.36, 1.50
2019-05-20,児　島,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.19,0.20,0.16,0.20,0.15, 68, 45, 66, 61, 47, 50, 33.33, 39.34, 20.51, 19.30, 41.82, 59.65, 44.44, 68.85, 33.33, 31.58, 47.27, 71.93, 58, 39, 34, 71, 56, 52, 20.93, 25.53, 35.23, 26.26, 32.93, 44.83, 29.07, 34.04, 60.23, 40.40, 59.76, 60.92,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,47.06,18.84,30.00,20.00, 5.88,40.00,38.60,20.99,20.19,28.33,41.28,27.68,58.82,30.43,60.00,30.00,23.53,50.00,64.91,39.51,36.54,43.33,71.56,35.71,向　所　　浩　二,齋　藤　　真　之,篠　原　　俊　夫,水　原　　　　慎,下　河　　誉　史,永　田　　郁　弥,3577,4563,3187,4691,4151,4453, 6.82, 3.71, 5.60, 3.87, 3.24, 4.90, 6.21, 4.17, 4.18, 4.60, 6.15, 4.23
2019-05-20,宮　島,1,.21,,,,,,,,,.09,.17,,,,,,,,.26,,,,,,,,,.17,,,,,,,,,.03,.09,,,,,,,,.30,,,,,,,,,2,,,,,,,,,6,3,,,,,,,,3,,,,,,,,,2,,,,,,,,,4,1,,,,,,,,5,,,,,,,,,2,,,,,,,,,6,3,,,,,,,,4,,,,,,,,,2,,,,,,,,,4,1,,,,,,,,5,,,,,,,,,9,,,,,,,,,1,8,,,,,,,,3,,,,,,,,,2,,,,,,,,,1,6,,,,,,,,4,,,,,,,,,３,,,,,,,,,５,４,,,,,,,,６,,,,,,,,,４,,,,,,,,,２,６,,,,,,,,５,,,,,,,,,0.17,0.17,0.18,0.16,0.16,0.19, 23, 46, 62, 29, 19, 45, 31.51, 39.87, 30.67, 34.44, 40.26, 23.36, 47.26, 58.23, 48.00, 50.33, 55.84, 40.19, 68, 57, 23, 22, 63, 12, 20.17, 26.92, 32.70, 24.82, 38.36, 44.59, 37.82, 43.08, 50.31, 42.55, 55.48, 59.46,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,22.22,25.00,39.47,15.38,10.34,37.10,31.63,31.25,32.93,27.27,21.28, 0.00,33.33,50.00,50.00,30.77,27.59,57.26,46.94,49.11,51.22,42.86,29.79,服　部　　達　哉,小　松　　卓　司,大　井　　清　貴,寳　田　　亮　治,福　田　　　　理,高　野　　心　吾,4435,4329,4425,3523,3982,4527, 0.00, 4.56, 5.09, 5.18, 3.46, 3.28, 5.64, 4.88, 4.94, 5.30, 4.45, 4.00
2019-05-20,徳　山,1,.24,.17,,,,,,,,.40,,,,,,,,,.09,,,,,,,,,.18,,,,,,,,,.13,,,,,,,,,.27,,,,,,,,,5,2,,,,,,,,4,,,,,,,,,6,,,,,,,,,3,,,,,,,,,3,,,,,,,,,6,,,,,,,,,6,2,,,,,,,,4,,,,,,,,,6,,,,,,,,,3,,,,,,,,,3,,,,,,,,,6,,,,,,,,,8,12,,,,,,,,8,,,,,,,,,6,,,,,,,,,4,,,,,,,,,5,,,,,,,,,11,,,,,,,,,３,４,,,,,,,,５,,,,,,,,,６,,,,,,,,,５,,,,,,,,,５,,,,,,,,,６,,,,,,,,,0.16,0.17,0.17,0.20,0.17,   -, 12, 35, 16, 22, 27, 46, 30.36, 31.78, 27.78, 33.93, 34.55, 37.96, 51.79, 47.66, 44.44, 55.36, 58.18, 58.33, 67, 64, 38, 33, 52, 48,  0.00,  0.00, 60.00, 22.22, 36.36,  0.00,  0.00,  0.00, 80.00, 33.33, 54.55,  0.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,62.50,37.50, 0.00, 0.00,45.45, 0.00,44.20,30.00,12.05,34.48,31.17, 0.00,80.00,55.00,10.00, 0.00,57.58, 0.00,67.39,43.75,19.28,44.83,54.55, 0.00,西　山　　昇　一,岸　本　　　　隆,中　村　　聡　志,原　田　　智　和,佐　川　　正　道,柳　瀬　　幹　太,3022,3930,4916,3607,3533,5083, 7.45, 5.38, 2.10, 0.00, 5.85, 0.00, 6.42, 4.79, 2.71, 4.95, 5.31, 0.00
2019-05-20,下　関,1,.30,.28,.13,.19,,,,,,.26,.27,.02,,,,,,,.22,,.18,,,,,,,.24,.23,.26,,,,,,,.16,,.28,.16,,,,,,.14,,.21,.18,,,,,,4,2,3,6,,,,,,4,5,2,,,,,,,4,,6,,,,,,,5,2,3,,,,,,,3,,2,4,,,,,,5,,4,2,,,,,,4,2,3,6,,,,,,4,5,2,,,,,,,4,,6,,,,,,,5,2,3,,,,,,,3,,2,4,,,,,,5,,4,2,,,,,,5,10,6,12,,,,,,1,5,8,,,,,,,2,,5,,,,,,,2,9,4,,,,,,,7,,1,9,,,,,,6,,4,10,,,,,,３,３,４,４,,,,,,１,５,２,,,,,,,６,,５,,,,,,,３,３,３,,,,,,,４,,３,６,,,,,,６,,５,５,,,,,,0.19,0.20,0.22,0.26,0.18,0.18, 11, 45, 19, 22, 57, 28, 25.71, 35.71, 34.21, 21.95, 24.39, 26.83, 48.57, 52.38, 42.11, 39.02, 39.02, 41.46, 55, 44, 48, 61, 56, 11, 23.81, 37.21, 34.04, 28.13, 32.56, 45.71, 33.33, 55.81, 53.19, 43.75, 48.84, 57.14,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0, 0.00,12.00,11.43,20.00,33.33,20.69,32.58,15.25, 8.33, 6.58,13.56,27.38, 0.00,20.00,22.14,33.33,33.33,34.48,47.19,30.51,14.58,31.58,22.03,44.05,新　田　　芳　美,西　岡　　育　未,山　本　　宝　姫,橋谷田　　佳　織,清　水　　さくら,栢　場　　優　子,3470,4878,4937,3355,4913,3693, 0.00, 3.04, 3.11, 4.00, 4.78, 4.38, 5.52, 3.58, 2.54, 3.71, 3.08, 4.61
