date,venue,raceNumber,CS_ST_1_1,CS_ST_1_10,CS_ST_1_11,CS_ST_1_12,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_12,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_12,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_12,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_12,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_12,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_10,CS_cource_1_11,CS_cource_1_12,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_12,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_12,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_12,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_12,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_12,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_10,CS_frame_1_11,CS_frame_1_12,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_12,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_12,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_12,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_12,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_12,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_10,CS_race_1_11,CS_race_1_12,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_12,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_12,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_12,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_12,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_12,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_10,CS_rank_1_11,CS_rank_1_12,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_12,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_12,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_12,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_12,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_12,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-08-15,桐　生,1,.15,,,,,.17,.10,,,,,,.36,,,,.18,.19,,,,,,,.19,,,,,.34,,,,,,,.22,,,,.29,.14,,,,,,,.26,,,,.15,.14,,,,,,,.31,,,,.20,.16,,,,,,,3,,,,,2,5,,,,,,2,,,,3,1,,,,,,,1,,,,,5,,,,,,,3,,,,1,4,,,,,,,6,,,,4,3,,,,,,,4,,,,3,1,,,,,,,3,,,,,2,5,,,,,,4,,,,3,1,,,,,,,1,,,,,5,,,,,,,3,,,,1,5,,,,,,,6,,,,4,3,,,,,,,4,,,,3,1,,,,,,,6,,,,,1,7,,,,,,3,,,,11,2,,,,,,,7,,,,,1,,,,,,,4,,,,11,8,,,,,,,1,,,,10,7,,,,,,,5,,,,10,3,,,,,,,４,,,,,５,６,,,,,,６,,,,３,６,,,,,,,６,,,,,６,,,,,,,５,,,,６,１,,,,,,,２,,,,５,３,,,,,,,５,,,,３,３,,,,,,,0.20,0.18,0.16,0.17,0.18,0.19, 54, 20, 23, 51, 12, 52, 32.53, 33.54, 32.94, 34.30, 35.12, 40.57, 46.99, 51.22, 49.41, 47.67, 55.95, 54.86, 73, 72, 62, 33, 36, 69, 37.32, 35.86, 35.03, 28.57, 32.60, 35.93, 48.59, 54.48, 47.13, 49.66, 44.75, 49.70,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,25.00, 8.70,22.22,48.51,30.08,31.40,17.39,30.84,19.23,42.74,34.34,28.40,42.65,39.13,37.04,62.69,44.72,56.20,24.64,46.73,33.33,65.81,54.55,45.68,太　田　　克　哉,田　上　　晋　六,染　川　　直　哉,橋　本　　久　和,金　児　　隆　太,寺　本　　昇　平,3560,3236,4859,3475,4888,3947, 4.24, 4.09, 4.30, 6.34, 4.95, 5.37, 3.30, 5.02, 3.90, 6.15, 5.56, 4.95
2019-08-15,戸　田,1,.39,,,,.16,.28,,.10,,.09,.22,.40,.22,.23,,,.24,.11,,.24,,.17,.21,.02,.20,.18,,,,.20,.16,.28,,.23,,.08,.25,.40,,,,.39,,.20,.19,.27,,.05,.18,.08,,,,.13,.19,.10,,.04,,.22,.28,.21,,,,.17,.19,.11,,.12,,.18,1,,,,2,6,,3,,5,4,6,4,4,,,3,1,,2,,5,6,3,3,1,,,,2,4,5,,1,,5,4,6,,,,5,,6,4,5,,5,5,3,,,,6,2,4,,1,,2,1,3,,,,2,5,5,,4,,1,1,,,,2,6,,3,,5,4,6,4,4,,,3,1,,2,,5,6,3,3,1,,,,2,4,6,,1,,5,4,6,,,,5,,6,4,5,,5,5,3,,,,6,2,4,,1,,2,1,3,,,,2,6,5,,4,,1,2,,,,8,3,,7,,1,7,3,5,5,,,9,6,,12,,3,7,2,7,8,,,,1,7,10,,3,,1,1,9,,,,4,,5,9,5,,4,6,7,,,,1,9,1,,5,,3,6,8,,,,2,11,1,,4,,5,４,,,,３,６,,転,,２,５,５,５,２,,,２,４,,６,,４,４,５,５,２,,,,２,２,４,,６,,６,２,６,,,,６,,３,６,５,,転,２,３,,,,６,６,６,,４,,４,３,３,,,,４,４,３,,６,,３,0.21,0.18,0.15,0.26,0.20,0.18, 49, 67, 72, 22, 42, 26, 43.75, 46.67, 36.67, 33.33, 40.74, 28.57, 62.50, 70.00, 50.00, 54.55, 62.96, 45.71, 36,  7, 38, 54, 25, 43, 33.33, 26.67, 34.48, 57.14, 29.63, 23.81, 44.44, 43.33, 62.07, 67.86, 55.56, 42.86,F1,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,30.30,26.82,26.32, 7.14,25.69,27.63,23.46,33.33,22.99, 1.67,24.44,18.07,49.49,45.81,37.89,21.43,51.38,51.32,50.62,59.14,41.38,10.00,40.00,28.92,増　田　　弘　喜,外　崎　　　　悟,堂　原　　洋　史,櫻　井　　　　優,小　澤　　和　也,小　黒　　竜　吾,3065,4809,3503,5035,4110,3748, 4.93, 4.86, 4.65, 2.64, 5.05, 5.00, 4.96, 5.66, 4.41, 2.33, 4.48, 3.96
2019-08-15,平和島,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.17,0.19,0.16,0.19,0.20, 50, 34, 30, 32, 26, 52, 31.71, 28.95, 42.11, 24.32, 35.90, 46.34, 51.22, 47.37, 57.89, 40.54, 48.72, 68.29, 69, 58, 40, 64, 26, 49,  8.33, 18.42, 32.43, 35.00, 52.94, 39.47, 22.22, 26.32, 48.65, 50.00, 55.88, 60.53,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,15.38,22.22,26.67,21.88, 8.70, 0.00,13.64,14.12,29.03,27.35,18.60, 0.00,30.77,22.22,43.33,46.88,26.09, 8.33,22.73,30.59,48.39,44.44,37.21, 3.57,永　瀬　　　　巧,伏　見　　　　卓,平　見　　真　彦,石　岡　　将　太,渡　邉　　　　健,田　嶋　　　　塁,4322,4860,4509,4550,5044,5062, 3.85, 4.00, 4.80, 4.69, 2.83, 1.50, 3.44, 3.62, 5.22, 4.89, 3.93, 1.50
2019-08-15,浜名湖,1,.15,,,,.36,.15,,.29,.34,.27,,.18,.31,,,,,.23,.11,.10,,.15,.11,.22,.17,,,,,.19,.12,.19,,.11,.15,.28,.13,,,,,.22,.17,.17,,.27,.09,.27,.45,,,,.17,.29,,.07,.11,.21,,.34,.18,,,,,.19,.18,.27,,.18,.16,.18,1,,,,6,2,,6,3,6,,4,1,,,,,4,3,3,,6,5,4,4,,,,,3,6,1,,5,3,2,3,,,,,1,5,2,,5,5,5,6,,,,6,6,,6,6,6,,6,3,,,,,5,4,2,,1,6,2,1,,,,4,2,,6,3,5,,3,1,,,,,4,3,2,,6,5,4,4,,,,,3,6,1,,5,2,1,3,,,,,1,5,2,,4,6,5,6,,,,4,5,,5,6,4,,4,3,,,,,6,4,2,,1,5,1,1,,,,5,2,,2,7,4,,7,5,,,,,4,8,6,,1,8,9,9,,,,,1,7,2,,1,6,5,2,,,,,2,10,3,,4,11,9,4,,,,8,1,,1,6,2,,2,4,,,,,4,11,9,,3,12,6,５,,,,５,６,,５,５,３,,４,６,,,,,５,２,４,,５,３,５,５,,,,,５,４,３,,４,３,６,１,,,,,５,５,５,,５,６,４,６,,,,４,４,,５,６,５,,６,３,,,,,２,３,６,,４,５,６,0.16,0.19,0.16,0.21,   -,0.17, 23, 39, 44, 32, 63, 28, 31.96, 34.58, 38.79, 34.70, 35.94, 41.88, 46.58, 49.53, 52.80, 54.79, 58.53, 60.21, 51, 26, 38, 36, 64, 37, 44.16, 36.14, 34.12, 42.05, 38.75, 30.77, 61.04, 55.42, 48.24, 64.77, 57.50, 46.15,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,31.30,27.69,27.18,21.74, 0.00,47.96,18.95,21.84,25.00,17.20, 3.57,28.21,47.83,50.77,50.49,38.41, 0.00,60.20,35.79,42.53,46.25,39.78, 3.57,42.31,黒　田　　誠　司,庄　司　　孝　輔,幸　田　　智　裕,齋　藤　　達　希,鈴　木　　慶　太,後　藤　　正　宗,3630,4360,4068,4740,5080,3987, 5.14, 4.91, 5.05, 4.46, 1.14, 6.12, 4.19, 4.22, 4.95, 4.41, 1.50, 4.49
2019-08-15,常　滑,1,.22,,,,.28,.24,,.19,.12,.10,,.11,.19,,,,,.20,.16,.19,,.22,.20,.25,.28,,,,,.29,.21,.12,,.23,.16,.09,.28,,,,,.25,.39,.45,,.11,.13,.09,.29,,,,,.15,.25,.07,,.08,.27,.22,.15,,,,.18,.19,,.13,,.25,.13,.32,1,,,,3,6,,2,4,6,,6,5,,,,,4,4,1,,4,6,4,3,,,,,1,6,6,,5,5,4,4,,,,,2,3,1,,3,6,1,4,,,,,5,6,6,,4,6,6,4,,,,3,5,,1,,6,5,2,1,,,,3,5,,2,4,6,,6,5,,,,,4,2,1,,3,6,4,2,,,,,1,4,6,,5,3,4,5,,,,,2,3,1,,3,6,1,4,,,,,4,6,5,,4,6,6,4,,,,3,2,,1,,6,5,2,2,,,,6,4,,1,7,3,,1,10,,,,,1,10,4,,2,6,4,2,,,,,1,7,8,,2,10,8,6,,,,,4,8,2,,4,8,1,5,,,,,2,10,10,,1,9,3,1,,,,7,7,,6,,2,8,7,３,,,,３,５,,５,６,５,,２,５,,,,,５,６,２,,３,５,５,５,,,,,２,４,６,,４,３,６,５,,,,,３,５,６,,５,５,４,２,,,,,５,４,４,,６,６,５,５,,,,５,３,,２,,５,６,３,0.17,0.20,0.19,0.19,0.18,0.20, 51, 50, 56, 29, 24, 58, 46.43, 36.00, 37.04, 29.03, 56.00, 50.00, 67.86, 52.00, 44.44, 61.29, 80.00, 72.73, 15, 53,  5, 60, 22, 62, 38.71, 31.76, 34.87, 27.67, 36.67, 32.12, 58.06, 48.82, 56.58, 39.62, 56.00, 47.27,F0,F0,F0,F1,F1,F0,L0,L0,L0,L0,L0,L0,24.14,28.95,41.30,41.94, 0.00,12.50,19.77,24.29,25.23,20.00,11.11,17.31,44.83,42.11,54.35,61.29,21.43,25.00,32.56,42.86,42.06,35.00,36.11,26.92,松　浦　　　　勝,鈴　木　　智　啓,杉　江　　浩　明,齋　藤　　和　政,前　田　　　　滉,大　内　　裕　樹,3867,4293,4035,3637,5068,3819, 4.93, 4.66, 5.46, 5.79, 2.50, 3.92, 4.23, 4.77, 4.32, 4.00, 4.08, 3.87
2019-08-15,　津　,1,.10,,,,.15,.15,.31,.14,.22,,,,.12,,,,,.14,.19,.14,.18,,,,.15,,,,.15,.09,,.14,.29,.17,,,.48,,,,.27,.10,,.19,.30,.17,,,.21,,,,.19,.15,,.17,.27,.24,,,.22,,,,,.16,.11,.17,,.07,,,3,,,,1,5,2,3,4,,,,1,,,,,3,6,6,2,,,,4,,,,5,1,,3,6,2,,,6,,,,6,2,,5,6,3,,,5,,,,4,3,,1,2,6,,,3,,,,,5,2,1,,4,,,3,,,,1,5,2,6,4,,,,1,,,,,3,6,5,2,,,,4,,,,5,1,,3,6,2,,,6,,,,5,2,,3,4,1,,,5,,,,4,3,,1,2,6,,,3,,,,,5,2,1,,4,,,4,,,,10,7,11,3,12,,,,7,,,,,7,11,4,11,,,,1,,,,5,6,,4,12,5,,,2,,,,8,3,,2,8,2,,,1,,,,7,5,,2,7,1,,,8,,,,,1,8,7,,3,,,２,,,,１,３,４,２,２,,,,１,,,,,１,３,１,２,,,,６,,,,２,１,,６,４,２,,,４,,,,６,５,,３,６,３,,,４,,,,４,５,,４,５,４,,,１,,,,,５,２,４,,６,,,0.17,0.18,0.19,0.21,0.21,0.18, 52, 60, 23, 21, 26, 59, 40.56, 36.90, 32.00, 32.98, 35.29, 35.35, 56.67, 52.94, 53.00, 52.13, 47.96, 48.99, 26, 35, 11, 48, 67, 33, 25.93, 40.00, 39.90, 27.27, 28.71, 28.14, 44.44, 60.00, 54.81, 40.67, 46.53, 42.21,F0,F0,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,39.13, 0.00,22.22,26.19,25.60, 8.33,46.62,30.53,29.55,21.57,22.22,15.07,56.52, 0.00,38.89,41.67,43.20,16.67,64.86,51.58,45.45,39.22,37.50,31.51,渡　邉　　英　児,渡　邉　　俊　介,窪　田　　好　弘,岸　本　　雄　貴,小　森　　信　雄,横　家　　翔　一,3502,4467,3283,4270,3392,4310, 5.88, 0.00, 4.67, 4.77, 4.54, 2.97, 6.57, 5.16, 4.78, 4.06, 4.11, 3.60
2019-08-15,三　国,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.18,0.19,0.18,0.17,0.22, 23, 22, 64, 29, 67, 46, 45.68, 34.62, 53.85, 28.40, 38.46, 28.75, 59.26, 42.31, 69.23, 43.21, 50.00, 45.00, 61, 71, 54, 16, 53, 72, 36.59, 43.04, 37.50, 42.50, 32.10, 47.50, 53.66, 63.29, 50.00, 58.75, 51.85, 70.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,58.04,20.72,33.33,16.48,27.78, 2.47,47.45,24.69,33.01,18.03,23.89, 0.00,70.54,36.04,50.00,36.26,33.33, 4.94,58.39,37.04,51.46,39.34,46.90, 0.00,下　出　　卓　矢,平　瀬　　城　啓,長　野　　道　臣,小　寺　　拳　人,天　野　　友　和,横　川　　光　弥,4415,4339,3796,4800,3905,4972, 7.00, 4.10, 5.33, 4.05, 4.44, 1.46, 6.49, 4.15, 5.37, 4.26, 4.81, 1.01
2019-08-15,びわこ,1,.37,,,,.18,.19,,.05,.24,.33,.23,.13,.13,,,,.20,.20,,.21,,.13,.31,,.30,,,,,.15,.15,.20,.19,.12,.15,.10,.16,,,,,.10,.21,.30,,.14,.19,.20,.12,,,,.11,.17,,.10,.24,.19,,.08,.11,,,,.05,.16,,.20,.05,.20,,.13,6,,,,6,3,,1,2,5,4,6,2,,,,3,4,,6,,3,1,,6,,,,,4,3,2,6,1,4,2,5,,,,,1,4,3,,2,6,2,4,,,,3,2,,5,1,6,,2,6,,,,4,5,,4,6,5,,5,6,,,,5,3,,1,2,5,4,6,2,,,,3,4,,6,,3,1,,5,,,,,4,3,2,6,1,4,2,5,,,,,1,4,3,,2,6,2,4,,,,3,2,,5,1,6,,2,6,,,,4,5,,4,5,5,,5,2,,,,11,10,,7,10,4,11,3,1,,,,5,7,,7,,1,8,,3,,,,,1,8,3,12,4,9,2,10,,,,,3,10,11,,3,7,1,2,,,,7,4,,5,9,11,,4,1,,,,8,5,,1,9,5,,5,３,,,,２,２,,１,６,４,３,３,６,,,,３,５,,５,,３,４,,６,,,,,１,４,１,３,２,５,３,４,,,,,２,５,４,,６,４,２,２,,,,３,４,,４,６,４,,２,２,,,,４,４,,３,４,５,,３,0.14,0.21,0.18,0.17,0.16,0.15, 19, 40, 51, 45, 32, 21, 45.83, 32.61, 57.14, 32.35, 39.53, 12.50, 62.50, 50.00, 66.67, 55.88, 48.84, 32.50, 34, 12, 23, 62, 52, 15, 28.30, 43.75, 42.86, 28.95, 43.18, 34.00, 49.06, 62.50, 61.22, 39.47, 63.64, 50.00,F1,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.29,24.44,20.83,26.67,26.83, 7.87,44.95,17.02,23.17,36.36,19.63,10.34,57.31,50.37,37.50,73.33,48.78,24.72,63.30,35.11,54.88,55.37,33.64,31.03,松　山　　将　吾,西　川　　真　人,大　町　　利　克,森　　　　貴　洋,竹　本　　太　樹,澤　田　　尚　也,4828,4253,3948,3904,4162,5017, 5.91, 4.99, 4.75, 5.93, 5.10, 3.49, 6.18, 4.07, 5.02, 5.76, 4.15, 3.80
2019-08-15,住之江,1,.11,,,,,.22,.23,,,,,,.13,,,,.15,.18,,,,,,,.08,,,,.26,.03,,,,,,,.21,,,,.11,.19,,,,,,,.16,,,,.18,.30,,,,,,,.13,,,,,.15,.03,,,,,,4,,,,,4,3,,,,,,6,,,,4,6,,,,,,,5,,,,1,6,,,,,,,1,,,,3,6,,,,,,,3,,,,6,1,,,,,,,4,,,,,5,3,,,,,,6,,,,,4,3,,,,,,5,,,,4,6,,,,,,,5,,,,1,6,,,,,,,1,,,,3,5,,,,,,,3,,,,6,1,,,,,,,4,,,,,5,3,,,,,,4,,,,,1,5,,,,,,4,,,,11,11,,,,,,,3,,,,9,3,,,,,,,6,,,,11,5,,,,,,,3,,,,8,6,,,,,,,6,,,,,4,8,,,,,,３,,,,,４,６,,,,,,５,,,,６,４,,,,,,,３,,,,３,６,,,,,,,５,,,,５,５,,,,,,,４,,,,６,５,,,,,,,４,,,,,５,４,,,,,,0.21,0.15,0.17,0.18,0.20,0.15, 33, 18, 36, 68, 77, 37, 36.67, 37.50, 40.00, 33.33, 36.36, 45.16, 51.67, 53.41, 55.29, 45.83, 54.55, 59.68, 87, 64, 65, 69, 38, 59, 38.75, 37.97, 31.17, 37.50, 36.71, 40.70, 53.75, 50.63, 48.05, 56.25, 49.37, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,14.29,38.85,45.12,34.31,10.00,16.36,16.67,43.30,40.63,37.10,13.51,31.07,19.64,55.40,54.88,55.88,22.00,32.73,35.42,57.73,60.16,51.61,37.84,47.57,浜　本　　裕　己,上　田　　龍　星,濱　崎　　　　誠,新　田　　智　彰,松　本　　一　毅,佐　藤　　大　騎,4834,4908,4082,3882,4904,4651, 3.27, 5.48, 5.72, 5.47, 3.04, 4.04, 4.00, 5.94, 5.80, 5.52, 4.22, 4.86
