boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 69, 56, 50, 53, 34, 77, 41.43, 35.66, 34.09, 28.47, 37.76, 32.59, 57.86, 53.15, 44.70, 43.80, 54.55, 48.89,2019-03-10, 56,  6, 28, 55,  4, 62, 34.25, 25.50, 51.59, 44.44, 26.52, 28.00, 52.74, 46.31, 69.43, 61.73, 40.15, 47.33,1,戸　田
 17, 11, 38, 47, 48, 71, 31.44, 33.68, 40.72, 35.61, 33.85, 37.62, 47.42, 51.58, 53.85, 48.78, 55.90, 53.96,2019-03-10, 60, 57, 21, 43, 10, 70, 33.66, 35.38, 35.10, 35.82, 29.47, 32.63, 54.15, 51.89, 53.85, 51.74, 46.84, 53.16,1,江戸川
 50, 36, 35, 21, 40, 28, 38.26, 27.97, 34.38, 32.91, 30.26, 23.44, 53.02, 43.36, 54.38, 50.63, 48.03, 35.16,2019-03-10, 15, 57, 46, 14, 39, 61, 35.98, 45.34, 38.46, 39.87, 31.25, 26.53, 55.49, 62.11, 51.92, 57.59, 45.00, 40.14,1,平和島
 28, 47, 59, 19, 53, 34, 40.70, 17.58, 31.00, 25.27, 23.46, 26.25, 55.81, 34.07, 47.00, 37.36, 45.68, 40.00,2019-03-10, 10, 53, 62, 34, 48, 20, 32.72, 30.69, 37.86, 36.65, 45.21, 33.16, 52.53, 47.52, 51.94, 58.82, 62.10, 49.49,1,浜名湖
 69, 29, 43, 48, 49, 39, 30.53, 28.89, 27.78, 37.07, 31.96, 37.50, 46.32, 40.00, 44.44, 54.31, 49.48, 52.27,2019-03-10, 34, 69, 43, 50, 40, 64, 33.33, 24.58, 29.29, 29.20, 38.74, 36.28, 45.10, 43.22, 37.37, 42.48, 54.05, 52.21,1,　津　
 68, 70, 26, 65, 52, 22, 23.86, 29.38, 32.26, 29.38, 34.26, 41.51, 36.04, 41.71, 47.93, 50.00, 50.93, 57.08,2019-03-10, 64, 57, 32, 35, 44, 50, 35.34, 31.42, 35.48, 29.61, 30.88, 31.30, 53.45, 47.79, 54.44, 48.93, 48.85, 45.65,1,三　国
 56, 65, 60, 57, 34, 12,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 31, 59, 35, 34, 24, 61,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,住之江
 55, 37, 21, 30, 58, 67, 38.42, 26.63, 30.90, 35.33, 40.21, 32.18, 48.95, 42.01, 52.25, 53.26, 55.67, 58.05,2019-03-10, 38, 14, 64, 23, 49, 10, 37.31, 35.07, 37.44, 32.62, 36.54, 35.14, 58.21, 53.55, 57.64, 52.41, 52.88, 53.51,1,尼　崎
 12, 63, 36, 45, 18, 25,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 72, 11, 57, 50, 25, 19, 42.11, 43.24, 27.91, 35.00, 38.64, 52.63, 65.79, 54.05, 39.53, 57.50, 56.82, 71.05,1,児　島
 18, 72, 25, 73, 27, 37, 27.59, 32.00, 33.93, 40.00, 29.31, 22.92, 48.28, 48.00, 57.14, 50.00, 51.72, 45.83,2019-03-10, 22, 32, 13, 27, 31, 20, 40.09, 31.46, 36.08, 27.09, 45.65, 38.83, 55.76, 48.36, 54.12, 41.87, 60.00, 59.22,1,徳　山
 50, 36, 16, 15, 48, 31,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 30, 61, 15, 56, 26, 17,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,下　関
 31, 55, 56, 50, 67, 71, 41.35, 35.77, 24.83, 31.91, 39.57, 26.39, 64.66, 48.18, 44.30, 44.68, 62.59, 38.89,2019-03-10, 53,  3, 24,  4, 46, 51, 33.33, 13.04, 30.77, 20.00, 19.30, 35.09, 48.89, 36.96, 55.38, 35.38, 40.35, 43.86,1,若　松
 19, 67, 70, 26, 14, 56, 27.62, 40.19, 33.33, 28.92, 36.36, 30.73, 45.24, 56.94, 50.93, 45.59, 52.15, 43.90,2019-03-10,  6, 23,  8,  7, 54, 14, 38.54, 29.51, 34.83, 43.72, 34.16, 42.86, 53.65, 50.27, 52.81, 60.11, 51.55, 59.34,1,芦　屋
138,154,108,141,109,170, 37.86, 25.76, 41.04, 36.88, 33.05, 26.89, 55.71, 40.15, 55.22, 50.35, 52.54, 40.34,2019-03-10, 51, 31, 42, 33, 62, 30, 32.33, 41.51, 40.34, 38.93, 40.00, 26.79, 51.88, 50.94, 52.10, 55.73, 53.79, 41.96,1,福　岡
 51, 73, 23, 40, 28, 36, 25.37, 29.45, 34.44, 25.55, 19.55, 39.07, 44.78, 43.84, 50.99, 47.45, 36.84, 53.64,2019-03-10, 75, 33, 64, 59, 47, 71, 27.27, 35.29, 30.00, 63.64, 16.67, 20.00, 45.45, 52.94, 50.00, 63.64, 16.67, 60.00,1,大　村
 21, 22, 55, 37, 61, 58, 36.43, 35.71, 33.58, 32.61, 40.88, 28.79, 48.57, 52.86, 47.45, 50.72, 56.93, 42.42,2019-03-10, 30,  9, 36, 13, 42, 43, 33.55, 42.65, 35.37, 26.76, 30.23, 32.74, 46.71, 50.74, 47.56, 42.25, 44.19, 40.71,2,戸　田
 27, 68, 52, 33, 14, 35, 30.88, 32.66, 34.76, 39.32, 31.44, 37.37, 45.10, 47.24, 53.33, 55.83, 49.48, 52.53,2019-03-10, 50, 38, 14, 15, 39, 20, 27.66, 43.69, 38.50, 31.38, 41.94, 31.75, 46.81, 62.14, 57.28, 49.47, 57.60, 52.38,2,江戸川
 29, 30, 43, 41, 75, 18, 44.17, 38.75, 35.50, 35.85, 20.74, 24.54, 61.96, 52.50, 49.70, 50.94, 37.78, 46.01,2019-03-10, 20, 65, 51, 54, 13, 55, 24.66, 38.85, 33.33, 47.10, 37.58, 34.81, 49.32, 61.78, 50.00, 62.58, 52.23, 44.94,2,平和島
 14, 38, 49, 45, 54, 65, 40.00, 30.77, 35.00, 30.86, 27.59, 32.35, 52.22, 45.19, 51.00, 48.15, 42.53, 50.00,2019-03-10, 44, 33, 39, 51, 37, 16, 36.99, 39.73, 38.35, 28.14, 35.90, 39.62, 58.45, 56.70, 54.85, 49.10, 52.99, 57.55,2,浜名湖
 53, 30, 59, 41, 68, 45, 36.70, 30.61, 27.45, 33.33, 27.16, 35.00, 55.96, 48.98, 45.10, 51.85, 39.51, 62.50,2019-03-10, 47, 54, 58, 18, 22, 39, 25.47, 43.52, 28.45, 39.09, 24.24, 36.94, 45.28, 65.74, 48.28, 58.18, 46.46, 51.35,2,　津　
 41, 33, 53, 44, 71, 40, 36.62, 27.57, 32.86, 43.96, 31.46, 37.44, 56.81, 42.52, 53.81, 60.39, 50.70, 52.61,2019-03-10, 63, 26, 45, 13, 59, 36, 32.05, 40.43, 32.61, 36.91, 32.63, 35.86, 45.30, 57.83, 52.17, 47.21, 42.80, 53.16,2,三　国
 23, 31, 25, 55, 30, 63,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 65, 10, 62, 23, 51, 36,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2,住之江
 65, 26, 48, 36, 11, 64, 33.15, 32.57, 35.50, 38.46, 35.23, 40.63, 48.07, 42.86, 54.44, 51.79, 54.55, 57.29,2019-03-10, 15, 39, 24, 62, 51, 52, 37.25, 28.65, 30.77, 32.65, 30.69, 37.44, 57.84, 41.08, 47.80, 47.45, 47.52, 55.17,2,尼　崎
 44, 57, 20, 23, 29, 53,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 43, 49, 24, 17, 35, 67, 35.90, 35.00, 30.00, 22.22, 24.39, 39.13, 58.97, 50.00, 45.00, 47.22, 36.59, 54.35,2,児　島
 33, 45, 17, 30, 26, 68, 38.33, 32.14, 25.00, 44.26, 32.76, 26.32, 56.67, 55.36, 45.00, 59.02, 43.10, 42.11,2019-03-10, 45, 59, 55, 57, 38, 21, 30.13, 27.72, 46.88, 41.44, 28.19, 41.12, 48.91, 44.02, 65.63, 56.35, 43.62, 54.31,2,徳　山
 52, 28, 34, 39, 51, 11,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 40, 53, 41, 35, 59, 68,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2,下　関
 12, 37, 57, 22, 13, 64, 35.17, 27.34, 28.48, 35.51, 38.51, 27.66, 48.97, 51.08, 48.73, 54.35, 60.14, 43.26,2019-03-10, 18, 12, 59, 22, 52, 17, 33.96, 36.84, 26.32, 53.33, 20.37, 25.58, 47.17, 54.39, 47.37, 63.33, 33.33, 51.16,2,若　松
 72, 47, 35, 50, 51, 24, 31.68, 38.16, 35.64, 31.31, 34.98, 36.57, 48.02, 52.66, 57.43, 47.66, 53.69, 53.70,2019-03-10, 32, 34, 43, 24, 59, 46, 41.71, 37.99, 41.67, 28.49, 31.95, 30.95, 58.86, 54.75, 61.46, 40.22, 47.34, 54.17,2,芦　屋
105,101,128,142,121,143, 32.23, 29.32, 35.16, 39.34, 27.78, 36.76, 48.76, 49.62, 50.78, 55.74, 46.53, 55.15,2019-03-10, 19, 75, 11, 46, 66, 47, 39.19, 28.67, 38.35, 35.34, 44.26, 29.41, 53.38, 49.65, 52.63, 52.59, 58.20, 48.74,2,福　岡
 35, 68, 12, 53, 29, 49, 24.63, 26.32, 20.66, 28.15, 32.65, 24.62, 39.55, 45.86, 35.54, 46.67, 55.10, 47.69,2019-03-10, 62, 11, 58, 60, 53, 48, 44.44, 27.78,  0.00,  0.00,  0.00, 66.67, 66.67, 61.11, 14.29, 33.33, 57.14, 77.78,2,大　村
 40, 72, 29, 27, 20, 16, 37.41, 36.09, 31.16, 29.86, 28.47, 25.00, 51.80, 49.62, 43.48, 47.92, 49.64, 44.17,2019-03-10, 11, 27, 54, 16, 19, 59, 46.97, 50.32, 43.75, 35.29, 41.22, 36.67, 62.12, 69.43, 55.56, 52.10, 54.20, 55.83,3,戸　田
 20, 61, 19, 16, 10, 23, 32.26, 32.46, 31.86, 32.64, 31.25, 37.91, 45.70, 50.26, 48.04, 52.33, 46.88, 56.87,2019-03-10, 48, 17, 32, 19, 28, 49, 35.07, 35.18, 36.87, 27.27, 44.86, 33.33, 47.87, 49.25, 53.92, 44.39, 63.08, 52.17,3,江戸川
 12, 37, 20, 25, 33, 27, 19.55, 28.97, 37.72, 41.04, 36.62, 32.19, 41.35, 39.31, 51.50, 59.54, 53.52, 48.63,2019-03-10, 72, 64, 19, 26, 10, 63, 54.17, 25.79, 33.33, 46.88, 45.28, 32.69, 63.69, 42.14, 47.80, 58.75, 57.86, 53.85,3,平和島
 74, 37, 43, 22, 70, 55, 22.97, 27.88, 25.84, 41.18, 39.81, 34.26, 28.38, 45.19, 44.94, 58.82, 49.51, 45.37,2019-03-10, 60, 55, 18, 52, 26, 40, 39.73, 30.99, 36.45, 27.86, 32.68, 26.52, 59.82, 51.17, 49.26, 44.78, 50.24, 42.54,3,浜名湖
 35, 64, 37, 71, 13, 65, 42.00, 29.67, 40.52, 44.26, 18.67, 30.84, 51.00, 47.25, 55.17, 58.20, 36.00, 54.21,2019-03-10, 38, 68, 37, 49, 55, 59, 26.32, 30.28, 22.62, 25.53, 37.72, 38.46, 42.98, 50.46, 38.10, 43.62, 61.40, 54.81,3,　津　
 34, 37, 15, 48, 18, 49, 29.58, 37.74, 34.31, 35.27, 24.30, 39.71, 45.54, 57.55, 47.55, 54.11, 41.59, 55.02,2019-03-10, 34, 33, 48, 43, 14, 66, 32.59, 46.55, 35.84, 33.19, 32.61, 38.74, 46.88, 66.81, 52.65, 50.64, 52.61, 59.91,3,三　国
 61, 59, 14, 58, 36, 21,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 17, 25, 56, 66, 18, 14,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,3,住之江
 68, 17, 42, 39, 77, 49, 36.98, 39.90, 37.04, 25.15, 29.63, 36.76, 52.08, 64.77, 48.15, 43.86, 44.44, 56.22,2019-03-10, 32, 35, 59, 55, 45, 30, 35.14, 29.32, 36.36, 36.41, 39.25, 35.24, 51.35, 45.55, 51.01, 54.85, 51.08, 52.38,3,尼　崎
 15, 21, 22, 34, 24, 54,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 27, 60, 36, 46, 20, 52, 20.00, 35.90, 46.15, 34.21, 33.33, 46.34, 42.50, 51.28, 56.41, 47.37, 53.85, 63.41,3,児　島
 70, 55, 35, 13, 47, 64, 17.65, 24.19, 38.81, 43.33, 35.71, 40.68, 35.29, 33.87, 55.22, 60.00, 48.21, 62.71,2019-03-10, 36, 23, 26, 35, 12, 30, 41.46, 36.19, 34.43, 30.14, 33.50, 35.71, 58.54, 53.33, 51.89, 46.12, 51.50, 52.38,3,徳　山
 17, 14, 26, 19, 53, 22,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,2019-03-10, 39, 31, 55, 66, 44, 34,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,3,下　関
