boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 59, 54, 49, 47, 56, 18, 47.37, 34.29, 56.67, 62.96, 31.25, 18.18, 57.89, 48.57, 70.00, 74.07, 50.00, 48.48,2019-01-06, 62, 16, 41, 19, 55, 74,  0.00, 33.33,  0.00,  0.00, 20.00,  0.00,  0.00, 55.56, 28.57, 28.57, 60.00,  0.00,1,桐　生
 63, 47, 12, 24, 74, 13, 31.07, 37.37, 37.04, 41.86, 31.13, 38.00, 45.63, 56.57, 62.96, 48.84, 44.34, 49.00,2019-01-06,  4, 30, 17, 37, 21, 40, 28.87, 34.34, 30.43, 41.82, 30.09, 31.16, 44.33, 44.44, 44.35, 59.09, 53.10, 49.28,1,戸　田
 68, 28, 34, 32, 10, 60, 33.58, 37.82, 37.09, 34.48, 32.19, 38.10, 46.72, 50.00, 49.01, 46.90, 49.32, 55.78,2019-01-06, 71, 64, 26, 11, 21, 10, 28.86, 44.44, 30.20, 31.97, 38.96, 28.19, 48.32, 60.13, 41.61, 51.70, 58.44, 46.31,1,江戸川
 40, 57, 39, 64, 52, 44, 35.19, 34.19, 33.33, 27.93, 32.32, 44.25, 54.63, 52.99, 50.88, 44.14, 42.42, 58.41,2019-01-06, 28, 30, 33, 66, 31, 38, 37.19, 35.59, 39.32, 29.57, 29.06, 36.44, 52.07, 51.69, 62.39, 40.87, 46.15, 51.69,1,平和島
132,122,127,166,146,182, 34.74, 28.92, 33.71, 28.87, 43.01, 32.61, 48.42, 42.17, 51.69, 49.48, 56.99, 50.00,2019-01-06, 24, 31, 11, 26, 62, 14, 27.03, 31.58, 36.45, 32.22, 36.59, 40.66, 40.54, 46.32, 54.21, 46.67, 43.90, 53.85,1,多摩川
 58, 44, 38, 73, 41, 24, 36.54, 37.04, 31.25, 32.00, 41.07, 36.21, 51.92, 55.56, 43.75, 42.00, 57.14, 48.28,2019-01-06,  7, 23, 41, 17, 46,  4, 34.25, 48.75, 33.33, 33.74, 37.74, 36.84, 49.32, 63.75, 51.72, 44.79, 54.09, 53.80,1,浜名湖
 37, 19, 51, 22, 34, 36, 38.13, 36.00, 31.88, 31.61, 32.48, 38.35, 58.27, 52.00, 49.28, 47.10, 45.30, 60.15,2019-01-06, 34, 55, 18, 72, 60, 68, 41.61, 33.58, 33.09, 43.85, 42.11, 41.54, 56.93, 45.99, 47.79, 66.15, 64.66, 56.92,1,蒲　郡
 52, 66, 21, 45, 22, 15, 31.19, 41.82, 34.43, 26.26, 43.33, 37.61, 54.13, 67.27, 53.28, 41.41, 62.50, 49.57,2019-01-06,  7, 38, 39, 18, 12, 23, 68.75, 56.25, 43.75, 26.67,  7.14, 18.75, 87.50, 75.00, 50.00, 33.33, 14.29, 62.50,1,常　滑
 52, 14, 44, 34, 68, 43, 34.68, 36.75, 45.29, 28.98, 24.07, 24.24, 53.18, 49.40, 62.35, 44.89, 35.80, 40.00,2019-01-06, 59, 57, 38, 50, 45, 52, 33.15, 32.42, 34.97, 33.90, 31.15, 45.30, 43.48, 47.25, 51.37, 44.63, 52.46, 65.19,1,三　国
 54, 38, 55, 51, 13, 48, 43.61, 36.92, 21.43, 24.24, 30.94, 32.56, 63.16, 51.54, 38.10, 43.18, 44.60, 44.96,2019-01-06, 19, 29, 17, 53, 27, 14, 36.69, 41.45, 37.33, 29.01, 35.21, 35.53, 53.96, 61.84, 47.33, 46.56, 48.59, 49.34,1,びわこ
 89, 81, 19, 51, 20, 23, 36.13, 34.87, 29.80, 35.37, 32.03, 32.19, 56.13, 50.66, 45.70, 46.26, 50.98, 48.63,2019-01-06, 61, 54, 32, 34, 50, 87, 35.40, 39.88, 36.65, 25.00, 33.73, 44.67, 55.90, 58.28, 49.69, 37.84, 49.40, 64.00,1,住之江
 72, 15, 69, 13, 67, 40, 21.19, 37.75, 29.66, 37.04, 33.77, 30.07, 31.79, 52.32, 46.21, 54.81, 58.44, 49.02,2019-01-06, 22, 62, 32,  8,  4, 59, 34.48, 31.65, 32.89, 39.74, 41.14, 37.11, 51.03, 47.47, 48.03, 60.26, 63.29, 50.31,1,尼　崎
 37, 39, 12, 68, 31, 63, 38.06, 33.55, 31.01, 28.67, 35.26, 38.10, 52.90, 51.32, 52.53, 46.85, 49.36, 53.06,2019-01-06, 59, 38, 25, 30, 20, 29, 33.77, 30.41, 31.58, 35.22, 31.48, 26.71, 55.63, 43.24, 49.34, 53.46, 45.06, 42.47,1,鳴　門
 47, 15, 73, 66, 56, 63, 33.80, 33.52, 37.17, 34.88, 26.62, 38.55, 50.70, 50.84, 51.83, 47.09, 47.48, 56.42,2019-01-06, 14, 37, 44, 35, 40, 56, 33.47, 37.76, 30.54, 43.80, 32.64, 38.52, 52.72, 58.92, 47.70, 55.37, 48.95, 56.56,1,児　島
 55, 71, 69, 70, 66, 36, 28.77, 29.23, 52.38, 38.46, 36.67, 30.30, 42.47, 46.15, 65.08, 73.85, 46.67, 46.97,2019-01-06, 70, 40, 26, 51, 46, 54, 32.76, 34.72, 31.17, 30.67, 41.56, 26.87, 48.28, 47.22, 50.65, 48.00, 54.55, 37.31,1,宮　島
 34, 67, 35, 63, 44, 55, 42.71, 33.33, 38.54, 39.70, 28.14, 33.67, 54.27, 54.55, 50.00, 51.26, 46.23, 50.00,2019-01-06, 41, 30, 16, 65, 61, 49, 32.51, 39.90, 25.00, 34.55, 34.63, 27.47, 52.71, 57.14, 44.05, 54.97, 54.63, 41.76,1,下　関
 11, 66, 32, 50, 59, 26, 26.67, 25.96, 26.67, 34.68, 31.01, 32.79, 45.00, 46.15, 52.50, 47.58, 48.06, 49.18,2019-01-06, 49, 25, 18, 52,  6, 22, 45.95, 30.77, 34.21, 24.32, 25.64, 42.50, 64.86, 51.28, 52.63, 35.14, 46.15, 55.00,1,若　松
 56, 31, 29, 61, 18, 58, 29.88, 34.71, 38.36, 28.29, 31.48, 35.53, 42.68, 55.88, 49.69, 44.74, 47.53, 55.92,2019-01-06,  8, 15, 29, 40, 39, 21, 33.85, 38.89, 35.34, 34.35, 30.58, 26.32, 51.54, 59.52, 54.89, 52.67, 52.89, 43.61,1,芦　屋
122,101,149,104,111,145, 26.17, 28.95, 31.45, 40.19, 35.90, 35.40, 41.12, 50.88, 48.39, 51.40, 52.99, 51.33,2019-01-06, 18, 29, 11, 44, 46, 75, 36.21, 34.93, 38.21, 31.06, 36.11, 31.36, 55.17, 54.79, 53.66, 43.18, 54.63, 52.54,1,福　岡
 74, 58, 49, 53, 35, 60, 34.17, 33.84, 38.37, 43.58, 39.58, 30.37, 50.75, 54.55, 55.23, 63.13, 58.85, 46.60,2019-01-06, 57, 26, 20, 59, 47, 32, 33.71, 41.24, 45.45, 37.37, 35.35, 31.96, 48.31, 61.86, 58.59, 47.47, 50.51, 49.48,1,唐　津
 75, 50, 59, 30, 15, 67, 37.17, 37.72, 41.07, 35.45, 34.55, 36.94, 53.98, 57.02, 57.14, 50.91, 58.18, 54.05,2019-01-06, 36, 17, 21, 27, 62, 73, 35.45, 34.59, 31.82, 33.73, 43.01, 37.89, 55.56, 52.97, 46.59, 51.20, 61.29, 54.21,1,大　村
 13, 34, 41, 73, 55, 45, 31.03, 36.11, 23.08, 30.00, 42.31, 17.24, 51.72, 50.00, 42.31, 46.67, 69.23, 41.38,2019-01-06, 50, 53, 25, 47, 73, 21, 37.50,  0.00, 44.44, 77.78,  0.00,  0.00, 62.50, 14.29, 66.67, 88.89,  0.00,  0.00,2,桐　生
 49, 70, 21, 56, 77, 65, 36.54, 34.69, 38.83, 36.63, 36.36, 35.14, 57.69, 55.10, 49.51, 50.50, 55.56, 58.56,2019-01-06, 32, 33,  9, 62, 13, 55, 50.47, 37.62, 44.57, 28.28, 30.56, 40.48, 66.36, 54.46, 53.26, 44.44, 47.22, 59.52,2,戸　田
 15, 57, 40, 71, 56, 66, 32.67, 31.51, 31.37, 38.16, 37.09, 32.45, 48.67, 47.95, 47.71, 53.29, 49.01, 43.71,2019-01-06, 65, 18, 17, 41, 28, 68, 40.13, 56.25, 36.49, 41.06, 44.37, 34.69, 56.05, 70.63, 49.32, 55.63, 61.59, 48.30,2,江戸川
 65, 61, 75, 37, 10, 67, 25.25, 33.03, 19.64, 32.46, 27.20, 35.83, 39.39, 51.38, 34.82, 43.86, 44.00, 48.33,2019-01-06, 14, 21, 19, 35, 37, 54, 41.94, 29.91, 36.52, 40.00, 33.05, 45.45, 60.48, 43.59, 51.30, 55.83, 51.69, 62.81,2,平和島
173,125,152,139,136,158, 27.59, 34.07, 28.00, 29.49, 34.74, 35.29, 36.21, 40.66, 37.33, 37.18, 51.58, 52.94,2019-01-06, 68, 56, 40, 12, 58, 54, 34.58, 37.65, 25.68, 37.17, 35.63, 37.76, 52.34, 56.47, 39.19, 51.33, 54.02, 55.10,2,多摩川
