boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 26, 73, 37, 51, 65, 32, 31.25, 26.53, 25.49, 55.10, 44.68, 23.53, 43.75, 40.82, 39.22, 63.27, 57.45, 43.14,2019-02-07, 32, 11, 58, 40, 55, 63, 22.22, 75.00, 22.22, 35.71, 15.79, 14.81, 27.78, 82.14, 37.04, 42.86, 36.84, 33.33,1,桐　生
 70, 28, 12, 52, 66, 63, 41.53, 38.04, 38.12, 34.64, 30.06, 33.92, 56.83, 51.63, 58.56, 54.19, 41.04, 53.22,2019-02-07, 62, 18, 65, 16, 26, 22, 23.65, 51.05, 41.18, 29.24, 27.27, 26.11, 36.49, 65.79, 57.75, 47.37, 37.58, 46.50,1,江戸川
 61, 18, 49, 34, 48, 14, 30.23, 25.49, 43.24, 28.17, 31.09, 28.67, 48.06, 45.75, 68.47, 43.66, 47.90, 44.76,2019-02-07, 38, 17, 31, 27, 40, 36, 33.58, 26.87, 27.01, 22.31, 15.32, 25.60, 47.45, 42.54, 45.26, 37.69, 32.26, 36.80,1,平和島
141,178,153,128,138,159, 41.67, 21.31, 33.03, 30.84, 28.57, 41.25, 53.70, 39.34, 53.21, 44.86, 50.55, 53.75,2019-02-07, 45, 56, 26, 59, 40, 16, 31.90, 35.35, 33.64, 26.14, 26.04, 30.00, 49.14, 53.54, 50.91, 43.18, 40.63, 40.00,1,多摩川
 27, 47, 15, 55, 58, 36, 34.67, 17.81, 32.91, 34.57, 30.00, 44.71, 48.00, 36.99, 55.70, 43.21, 43.75, 56.47,2019-02-07, 64, 59, 58, 60, 34, 38, 27.22, 38.20, 37.56, 40.10, 36.46, 34.48, 45.00, 54.49, 55.12, 59.90, 60.42, 46.55,1,浜名湖
 25, 32, 15, 34, 23, 70, 40.53, 31.79, 35.14, 28.21, 50.00, 30.05, 62.63, 50.26, 48.65, 44.62, 66.84, 40.93,2019-02-07, 36, 11, 40, 16, 64, 59, 34.13, 30.10, 30.39, 38.58, 36.89, 32.23, 51.44, 53.40, 43.14, 55.33, 55.83, 42.18,1,三　国
 21, 59, 25, 16, 50, 35, 31.13, 33.33, 34.64, 32.70, 28.93, 33.13, 49.01, 54.67, 54.90, 53.46, 45.91, 49.40,2019-02-07, 57, 64, 40, 26, 38, 37, 36.14, 26.11, 36.16, 24.84, 30.00, 45.45, 54.82, 43.95, 57.63, 34.64, 43.13, 58.52,1,びわこ
 53, 45,  2,  5, 28, 13, 41.88, 40.71, 23.85, 49.58, 30.91, 38.21, 55.56, 61.95, 41.28, 64.71, 51.82, 52.03,2019-02-07, 48, 44,  8, 28, 52, 60, 28.57, 23.40, 21.28, 18.42, 44.00, 25.53, 48.98, 51.06, 46.81, 47.37, 66.00, 48.94,1,丸　亀
 71, 61, 60, 57, 54, 18, 42.47, 32.17, 28.93, 30.63, 36.46, 27.22, 61.64, 50.00, 45.91, 44.38, 53.65, 49.37,2019-02-07, 48, 39, 32, 36, 29, 14, 38.10, 26.32, 33.33, 50.00, 35.00, 25.00, 57.14, 36.84, 38.89, 55.00, 50.00, 40.00,1,児　島
 17, 64, 24, 51, 18, 20, 22.67, 21.92, 24.71, 50.00, 30.68, 28.41, 40.00, 28.77, 40.00, 65.38, 46.59, 46.59,2019-02-07, 17, 35, 28, 20, 55, 24, 24.36, 23.68, 15.79, 24.00, 48.24, 38.96, 41.03, 32.89, 28.07, 36.00, 70.59, 61.04,1,宮　島
