boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 48, 26, 18, 65, 33, 15, 28.13, 30.51, 21.67, 39.06, 35.48, 22.58, 45.31, 40.68, 43.33, 56.25, 59.68, 40.32,2019-02-26, 61, 49, 64, 11, 26, 69, 11.54, 36.11, 21.62, 65.71, 28.57, 34.21, 30.77, 58.33, 43.24, 71.43, 57.14, 44.74,1,桐　生
 27, 46, 62, 15, 33, 24, 30.22, 27.07, 41.82, 27.21, 27.69, 37.69, 48.92, 43.61, 60.00, 47.06, 50.77, 47.69,2019-02-26, 22, 58, 62, 21, 40, 19, 29.41, 37.24, 28.67, 29.33, 32.28, 43.20, 37.25, 57.24, 48.25, 50.67, 47.62, 56.80,1,戸　田
 14, 27, 17, 74, 26, 12, 31.33, 31.43, 35.06, 34.62, 32.76, 38.00, 50.60, 55.24, 50.65, 52.56, 45.69, 52.00,2019-02-26, 25, 66, 58, 68, 40, 21, 43.40, 35.00, 29.25, 32.04, 42.16, 45.36, 56.60, 48.33, 47.17, 53.40, 56.86, 69.07,1,　津　
 14, 31, 26, 33, 68, 57, 37.89, 22.66, 33.33, 29.15, 25.00, 36.41, 51.58, 41.87, 48.76, 45.23, 37.23, 55.34,2019-02-26, 32, 37, 57, 56, 21, 41, 36.52, 36.56, 30.14, 22.60, 26.16, 33.18, 54.78, 51.98, 46.41, 35.03, 42.44, 45.91,1,三　国
 51, 13, 24, 71, 68, 54, 29.81, 29.19, 29.61, 31.10, 32.69, 44.81, 47.83, 45.96, 52.63, 43.90, 46.15, 63.64,2019-02-26, 40, 25, 30, 55, 64, 61, 35.68, 28.57, 32.45, 30.64, 26.35, 36.65, 57.30, 37.71, 49.47, 49.71, 44.31, 50.79,1,びわこ
 58, 23, 18, 38,  7, 56, 33.33, 31.75, 26.56, 20.63, 25.20, 39.34, 49.61, 45.24, 45.31, 35.71, 43.90, 51.64,2019-02-26, 58, 16, 24, 10, 55, 46, 32.20, 38.98, 44.07, 23.53, 19.64, 46.43, 45.76, 50.85, 66.10, 31.37, 46.43, 55.36,1,丸　亀
 17, 63, 52, 36, 13, 43, 23.40, 43.43, 25.49, 34.91, 37.04, 42.71, 39.36, 60.61, 42.16, 50.94, 52.78, 58.33,2019-02-26, 16, 61, 34, 62, 39, 72, 34.78, 31.73, 21.79, 31.48, 18.52, 34.62, 55.43, 51.92, 35.90, 43.52, 39.51, 49.04,1,宮　島
 33, 62, 42, 12, 68, 65, 38.00, 31.37, 20.75, 40.00, 28.00, 34.00, 56.00, 58.82, 35.85, 62.00, 44.00, 52.00,2019-02-26, 19, 66, 33, 48, 39, 15, 29.38, 38.94, 32.99, 24.32, 34.34, 26.63, 45.36, 58.65, 46.39, 37.84, 46.97, 44.72,1,徳　山
 68, 19, 27, 29, 71, 40, 23.30, 29.93, 28.13, 27.20, 27.82, 42.22, 42.72, 46.72, 47.66, 41.60, 39.10, 60.00,2019-02-26, 13, 44, 39, 56, 52, 24, 24.53, 54.90, 31.91, 41.67, 23.26, 33.33, 54.72, 78.43, 51.06, 56.25, 32.56, 59.26,1,若　松
165,133,127,156,138,135, 37.70, 29.46, 25.37, 29.75, 37.69, 37.50, 51.64, 46.43, 40.30, 54.55, 56.15, 54.46,2019-02-26, 63, 19, 15, 27, 61, 55, 24.05, 40.29, 16.67, 35.76, 37.40, 36.11, 46.84, 54.68, 30.00, 51.66, 54.20, 56.25,1,福　岡
