date,venue,raceNumber,CS_ST_1_1,CS_ST_1_10,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_9,CS_cource_1_1,CS_cource_1_10,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_9,CS_frame_1_1,CS_frame_1_10,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_9,CS_race_1_1,CS_race_1_10,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_9,CS_rank_1_1,CS_rank_1_10,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-03-13,桐　生,1,.07,,,,,,,,,,.18,,,,,,,,,,.18,,,,,,,,,,.25,,,.27,,,,,,,.06,,,,,,,,,,.28,,,.25,,,,,,,4,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,2,,,1,,,,,,,6,,,,,,,,,,1,,,3,,,,,,,4,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,2,,,1,,,,,,,6,,,,,,,,,,1,,,3,,,,,,,6,,,,,,,,,,5,,,,,,,,,,7,,,,,,,,,,4,,,11,,,,,,,6,,,,,,,,,,1,,,8,,,,,,,６,,,,,,,,,,６,,,,,,,,,,６,,,,,,,,,,２,,,１,,,,,,,４,,,,,,,,,,５,,,３,,,,,,,0.21,0.17,0.15,0.16,0.18,0.19, 64, 70, 74, 40, 35, 28, 21.74, 33.33, 31.17, 21.33, 22.97, 30.67, 36.23, 47.83, 46.75, 30.67, 37.84, 38.67, 71, 67, 26, 16, 70, 73, 36.36, 50.88, 22.73, 19.05, 32.26, 40.82, 50.00, 68.42, 45.45, 35.71, 45.16, 46.94,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,29.17,17.65,23.08,27.03, 0.00,17.72,11.76,20.59,27.27,36.36, 6.25,14.29,41.67,35.29,34.62,51.35, 0.00,36.71,29.41,36.27,41.41,60.23,21.88,33.33,渡　辺　　史　之,高　山　　哲　也,佐　藤　　大　騎,西　村　　　　勝,馬　野　　　　耀,森　下　　　　勇,4078,3122,4651,3589,4977,3652, 4.75, 4.00, 3.96, 4.97, 0.00, 4.25, 3.56, 4.18, 4.47, 5.60, 3.14, 3.90
2019-03-13,江戸川,1,.04,,,,.22,.19,.23,.22,,,.09,,,.22,.28,,.23,.18,,,.22,,,.13,.21,.15,.13,,,,.19,,,,.09,.17,.15,,,,.10,,,.19,.25,.19,.09,,,,.26,,,,.37,.11,.12,,,,5,,,,2,4,3,6,,,1,,,4,2,,6,5,,,4,,,2,6,5,1,,,,5,,,,1,3,6,,,,6,,,6,6,6,6,,,,6,,,,4,5,4,,,,5,,,,2,4,3,6,,,1,,,4,2,,6,5,,,4,,,2,6,5,1,,,,5,,,,1,3,6,,,,6,,,5,6,5,6,,,,6,,,,4,5,4,,,,9,,,,5,10,3,12,,,6,,,10,12,,4,12,,,1,,,7,5,11,1,,,,10,,,,5,12,11,,,,4,,,8,2,7,5,,,,3,,,,1,5,5,,,,４,,,,１,５,３,５,,,２,,,４,３,,４,４,,,１,,,６,５,６,２,,,,３,,,,２,５,６,,,,５,,,３,６,４,４,,,,６,,,,３,４,６,,,,0.15,0.19,0.16,0.19,0.15,0.14, 56, 12, 47, 51, 50, 23, 38.05, 37.98, 35.61, 31.96, 37.50, 37.91, 50.73, 56.25, 48.78, 51.03, 52.08, 56.87, 67, 36, 43, 59, 40, 49, 31.28, 36.02, 35.82, 28.09, 37.02, 33.33, 43.58, 52.13, 51.74, 40.45, 52.88, 52.17,F0,F1,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,55.26,20.00,19.18,25.93,52.94, 0.00,26.58,23.08,11.11,24.07,26.02, 0.00,65.79,60.00,42.47,48.15,64.71,11.76,41.77,46.15,22.22,52.78,48.78, 7.55,庄　司　　樹良々,乃　村　　康　友,河　相　　秀　行,寺　本　　昇　平,澤　　　　大　介,久保原　　秀　人,4560,4618,3417,3947,3852,5006, 6.50, 5.00, 4.40, 5.15, 5.94, 2.24, 4.73, 4.61, 3.10, 5.32, 4.94, 1.89
2019-03-13,平和島,1,.14,,,.19,.27,,.20,.21,,,.28,,,.18,.15,,.16,.18,,,.21,,,.17,.18,,.06,,,,.16,,,,.15,.17,.15,,,,.17,,,,.21,.28,.18,,,,.09,,,,.13,.43,.03,,,,6,,,3,5,,4,3,,,4,,,1,4,,5,2,,,2,,,4,6,,6,,,,5,,,,4,6,6,,,,2,,,,3,6,1,,,,5,,,,6,5,4,,,,6,,,3,5,,4,2,,,4,,,1,3,,5,2,,,2,,,4,5,,6,,,,5,,,,4,6,6,,,,2,,,,3,4,1,,,,5,,,,6,5,4,,,,5,,,9,6,,2,6,,,3,,,10,8,,3,9,,,1,,,8,8,,4,,,,2,,,,2,6,3,,,,9,,,,2,7,7,,,,4,,,,3,7,4,,,,６,,,５,６,,５,５,,,５,,,２,５,,３,５,,,４,,,６,６,,５,,,,４,,,,１,５,６,,,,３,,,,５,６,６,,,,３,,,,４,３,６,,,,0.21,0.15,0.18,0.17,0.17,0.19, 24, 25, 36, 75, 48, 23, 35.90, 41.04, 27.97, 20.74, 29.93, 29.45, 53.21, 59.54, 43.36, 37.78, 46.26, 51.37, 62, 26, 57, 13, 43, 30, 48.41, 46.88, 45.34, 37.58, 25.17, 34.59, 66.24, 58.75, 62.11, 52.23, 42.18, 51.57,F0,F1,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0, 6.25, 0.00,22.22, 0.00,11.54, 0.00,11.11,43.70,19.67, 9.28,15.79, 6.94,12.50, 0.00,27.78, 0.00,15.38,16.67,18.52,67.23,29.51,18.56,26.32,16.67,梅　内　　夕貴奈,中　村　　辰　也,塚　原　　武　之,山　田　　和　佐,大　橋　　由　珠,畑　田　　汰　一,4929,4523,3594,4978,4854,5042, 2.22, 0.00, 4.44, 0.00, 3.58, 2.33, 2.80, 6.33, 3.82, 2.95, 3.66, 3.07
2019-03-13,多摩川,1,.12,,,,,,,,,,.13,,,,,,,,,,.27,,,,,,,,,,.28,,,,,,,,,,.12,,,,,,,,,,.12,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,8,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,8,,,,,,,,,,4,,,,,,,,,,9,,,,,,,,,,２,,,,,,,,,,４,,,,,,,,,,５,,,,,,,,,,落,,,,,,,,,,２,,,,,,,,,,２,,,,,,,,,,0.16,0.20,0.26,0.21,0.20,0.18,185,125,178,121,152,168, 31.97, 33.33, 23.60, 35.48, 28.46, 37.90, 50.82, 44.72, 43.82, 55.65, 40.65, 58.87, 12, 15, 23, 58, 45, 48, 35.14, 35.04, 34.43, 36.84, 30.60, 38.64, 47.30, 49.57, 45.08, 53.38, 47.01, 59.09,F0,F1,F0,F1,F1,F0,L0,L0,L0,L0,L0,L0,22.22,25.00,11.11,33.33,22.22,25.00,39.09,23.68,15.28,26.32,18.18,12.50,55.56,37.50,11.11,61.11,33.33,50.00,58.18,44.74,27.78,42.98,27.27,23.44,岩　津　　徹　郎,渋　田　　治　代,小　澤　　　　学,牧　原　　　　崇,前　田　　昭　広,野　間　　大　樹,3935,3486,4145,4303,3794,4508, 5.00, 4.50, 2.94, 5.67, 3.78, 4.50, 5.80, 4.74, 3.58, 4.89, 3.32, 3.25
2019-03-13,浜名湖,1,.14,,,.21,.07,,.03,.24,.13,.06,.15,,,.20,.23,,.04,.14,.12,.15,.24,.31,,.22,.17,,.24,,.31,.04,.26,.20,,.21,.19,,.12,,.22,.22,,,,,,,,,,,.14,.16,,,.25,.12,.16,,.16,.19,2,,,6,3,,1,4,5,3,4,,,2,6,,5,1,3,2,1,4,,4,3,,2,,6,1,1,2,,4,6,,6,,2,3,,,,,,,,,,,3,3,,,1,5,2,,6,4,2,,,6,3,,1,5,5,3,4,,,2,6,,5,1,3,2,1,4,,4,3,,2,,6,1,1,2,,4,5,,6,,2,3,,,,,,,,,,,3,3,,,1,5,2,,6,4,4,,,8,1,,1,7,1,1,6,,,11,4,,1,6,1,6,1,6,,5,9,,4,,3,1,2,9,,10,6,,5,,3,5,,,,,,,,,,,4,9,,,6,12,8,,1,4,４,,,４,５,,１,４,４,３,６,,,４,６,,５,２,３,４,１,３,,６,６,,４,,６,１,４,６,,２,６,,５,,４,６,,,,,,,,,,,２,３,,,２,６,４,,５,３,0.14,0.15,0.23,0.20,0.20,0.18, 28, 53, 44, 20, 15, 36, 40.70, 23.46, 31.68, 20.51, 37.38, 40.78, 55.81, 45.68, 45.54, 37.18, 56.07, 52.43, 10, 48, 22, 13, 11, 24, 32.72, 45.21, 36.89, 29.33, 25.82, 36.18, 52.53, 62.10, 50.49, 44.71, 45.07, 53.77,F0,F1,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0,21.82,56.25,17.19, 0.00, 0.00, 9.52,28.57,27.50,19.61,22.83, 3.51,25.00,47.27,56.25,40.63,28.57, 0.00,28.57,47.14,55.00,35.29,33.70, 3.51,33.33,鈴　木　　成　美,倉　尾　　大　介,市　川　　美　宏,笠　野　　友紀恵,倉　田　　茂　将,村　上　　彰　一,4244,3715,4229,3528,5039,4332, 4.76, 5.69, 4.28, 3.43, 1.00, 3.00, 4.91, 5.29, 4.31, 4.22, 1.49, 4.27
2019-03-13,蒲　郡,1,.16,,,,,,,,,,.08,,,.20,,,,,,,.23,,,,,,,,,,.30,,,.40,,,,,,,.12,,,,,,,,,,.02,,,,,,,,,,5,,,,,,,,,,5,,,3,,,,,,,4,,,,,,,,,,6,,,2,,,,,,,1,,,,,,,,,,6,,,,,,,,,,5,,,,,,,,,,5,,,3,,,,,,,4,,,,,,,,,,6,,,2,,,,,,,1,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,,,2,,,7,,,,,,,6,,,,,,,,,,1,,,8,,,,,,,3,,,,,,,,,,2,,,,,,,,,,６,,,,,,,,,,４,,,５,,,,,,,５,,,,,,,,,,６,,,５,,,,,,,６,,,,,,,,,,Ｆ,,,,,,,,,,0.23,0.17,0.20,0.16,0.19,   -, 52, 36, 20, 33, 11, 53, 38.38, 34.62, 21.08, 40.72, 33.81, 30.77, 52.53, 53.85, 42.77, 53.29, 52.38, 49.70, 28, 67, 12, 34, 54, 76, 29.41, 42.78, 36.61, 37.31, 35.21, 34.16, 45.45, 58.76, 53.01, 51.30, 53.05, 53.96,F0,F0,F1,F1,F0,F1,L0,L0,L0,L0,L0,L0,11.11, 0.00,33.33, 0.00,42.86, 0.00,18.60,25.00,23.91,21.74,17.19, 0.00,44.44, 0.00,53.33, 0.00,71.43, 0.00,30.23,37.50,45.65,35.87,37.50, 2.56,有　田　　　　岳,窪　田　　好　弘,高　山　　秀　雄,村　田　　友　也,西　村　　秀　樹,中　村　　駿　平,3398,3283,3448,4333,3722,5061, 4.33, 0.00, 5.20, 0.00, 6.00, 1.29, 3.74, 4.23, 4.64, 4.20, 4.70, 1.36
2019-03-13,常　滑,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.15,0.18,0.19,0.19,0.23, 41, 40, 72, 71, 28, 34, 38.55, 33.12, 32.48, 38.24, 29.49, 32.39, 59.64, 48.05, 51.59, 55.88, 46.15, 45.07, 63, 13, 49, 53, 37, 27, 35.00, 34.55, 41.43, 35.82, 31.03, 49.18, 50.00, 54.55, 52.86, 50.75, 48.28, 59.02,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,10.53, 0.00, 7.84, 0.00,17.78, 0.00,18.67,14.08,11.34, 0.00,18.31, 1.85,10.53, 0.00,19.61, 0.00,26.67, 0.00,29.33,25.35,21.65, 2.13,25.35, 3.70,後　藤　　盛　也,竹之内　　　　極,八　木　　治　樹,宮　田　　龍　馬,伏　見　　　　卓,古　場　　健　也,4889,4957,4943,5016,4860,5024, 2.58, 0.00, 2.78, 0.00, 3.80, 0.00, 3.79, 3.58, 3.32, 1.60, 3.63, 1.59
2019-03-13,三　国,1,.07,,,.22,.13,.09,.18,.18,,,.32,,,.05,.22,,.26,.19,,,.17,,,,.24,.29,.14,,,,.19,,,,.21,.07,.24,,,,.19,,,,.09,.08,.24,,,,.19,,,,.16,.21,.10,,,,4,,,1,2,3,6,5,,,6,,,3,1,,5,5,,,6,,,,4,1,2,,,,2,,,,5,1,6,,,,6,,,,5,4,6,,,,4,,,,4,6,2,,,,4,,,1,2,3,6,5,,,6,,,3,1,,5,4,,,5,,,,4,1,2,,,,2,,,,5,1,6,,,,5,,,,6,4,4,,,,4,,,,3,5,2,,,,7,,,11,5,9,6,12,,,2,,,7,7,,4,10,,,9,,,,4,8,5,,,,3,,,,3,10,3,,,,6,,,,2,9,8,,,,4,,,,1,6,9,,,,３,,,１,２,１,５,５,,,６,,,２,２,,４,５,,,４,,,,６,５,６,,,,５,,,,４,転,５,,,,６,,,,３,６,５,,,,６,,,,４,５,５,,,,0.18,0.18,0.17,0.24,0.17,0.17, 17, 40, 45, 37, 20, 38, 30.19, 37.44, 35.64, 37.74, 29.44, 39.07, 44.34, 52.61, 52.97, 57.55, 43.93, 58.60, 46, 36, 69, 33, 27, 54, 28.14, 35.86, 37.82, 46.55, 36.80, 32.13, 46.75, 53.16, 55.88, 66.81, 54.98, 52.94,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,36.36,29.63,16.67, 0.00, 0.00, 0.00,38.94,29.89,12.28,20.62, 8.33, 0.00,63.64,44.44,38.89, 0.00,17.65, 8.00,64.60,43.68,26.32,43.30,23.96, 5.41,長　尾　　章　平,諏　訪　　忠　宏,今　村　　賢二郎,小　森　　信　雄,新　田　　洋　一,彦　坂　　径　冶,4264,3433,3521,3392,4951,4915, 6.27, 4.89, 3.94, 0.00, 2.71, 1.76, 6.35, 4.55, 3.32, 4.51, 3.33, 2.03
2019-03-13,びわこ,1,.15,,,,,,,,,,.18,,,.24,,,,,,,.26,,,,,,,,,,.17,,,,,,,,,,.28,,,,,,,,,,.32,,,,,,,,,,3,,,,,,,,,,3,,,6,,,,,,,2,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,3,,,6,,,,,,,2,,,,,,,,,,6,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,,,3,,,9,,,,,,,6,,,,,,,,,,6,,,,,,,,,,8,,,,,,,,,,3,,,,,,,,,,４,,,,,,,,,,６,,,２,,,,,,,５,,,,,,,,,,６,,,,,,,,,,６,,,,,,,,,,５,,,,,,,,,,0.14,0.18,0.19,0.18,0.18,0.18, 21, 32, 69, 60, 25, 40, 32.22, 38.92, 36.00, 23.18, 32.74, 35.20, 52.22, 55.69, 53.14, 45.03, 52.98, 53.07, 35, 44, 19, 47, 24, 62, 29.48, 36.90, 40.00, 25.90, 36.67, 33.14, 47.40, 54.55, 55.14, 44.58, 56.11, 44.57,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0,87.50,36.36,60.00, 1.52,28.95,31.58,25.26,21.05,37.04, 4.08,36.59,13.58,87.50,45.45,60.00, 4.55,50.00,42.11,42.11,35.53,51.85,12.24,47.56,34.57,森　　　　晋太郎,庄　司　　孝　輔,鈴　木　　雅　希,廣　瀬　　篤　哉,松　竹　　大　輔,笠　　　　雅　雄,4495,4360,4906,4992,4442,4232, 8.75, 4.55, 6.20, 1.92, 5.18, 4.42, 4.68, 4.20, 5.21, 2.57, 5.30, 3.79
2019-03-13,住之江,1,.28,,,.22,.22,,.15,,,,.21,,,.27,.24,,.16,,,,.24,,,,.24,.18,.14,,,,.33,,,.29,.25,,.23,.19,,,.11,,,,.18,.17,.18,,,,.26,,,.20,.11,,.27,.04,,,4,,,5,2,,4,,,,6,,,5,1,,4,,,,6,,,,4,1,5,,,,4,,,2,6,,5,3,,,3,,,,2,5,5,,,,2,,,3,5,,1,2,,,4,,,5,2,,4,,,,6,,,4,1,,4,,,,6,,,,3,1,4,,,,4,,,2,6,,5,3,,,3,,,,2,5,4,,,,2,,,3,5,,1,2,,,3,,,8,10,,9,,,,7,,,11,1,,8,,,,9,,,,3,9,7,,,,5,,,9,8,,4,12,,,7,,,,7,11,6,,,,2,,,8,5,,4,9,,,２,,,３,４,,５,,,,３,,,４,３,,４,,,,５,,,,４,１,４,,,,３,,,２,６,,５,３,,,２,,,,３,５,４,,,,２,,,２,２,,１,３,,,0.19,0.19,0.17,0.18,0.18,0.17, 58, 68, 27, 26, 20, 31,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00, 66, 19, 57, 64, 15, 10,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,40.00,42.86,12.50,52.94,35.37,16.67,40.86,46.55, 6.49,40.54,30.56, 0.00,60.00,85.71,25.00,58.82,51.22,29.49,56.99,61.21,22.08,57.66,50.00,加　藤　　雅　之,清　水　　攻　二,山　本　　修　一,土　屋　　幸　宏,松　本　　博　昭,沢　田　　昭　宏,3372,3684,4069,4667,4000,4411, 0.00, 5.93, 7.14, 3.13, 6.00, 5.61, 4.06, 5.90, 6.14, 3.05, 5.88, 5.04
