boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 57, 37, 63, 21, 17, 77, 27.17, 29.90, 31.07, 38.83, 52.00, 36.36, 45.65, 51.55, 45.63, 49.51, 62.67, 55.56,2019-01-08,  3, 51,  4,  9,  5, 13, 35.16, 28.46, 28.87, 44.57, 34.51, 30.56, 52.75, 46.15, 44.33, 53.26, 54.87, 47.22,1,戸　田
 39, 40, 60, 44, 59, 10, 33.33, 35.19, 33.33, 44.25, 40.00, 27.20, 50.88, 54.63, 46.15, 58.41, 57.39, 44.00,2019-01-08, 33, 28, 24, 38, 29, 37, 39.32, 37.19, 32.23, 36.44, 41.88, 33.05, 62.39, 52.07, 45.45, 51.69, 64.96, 51.69,1,平和島
151,167,135,138,122,158, 37.36, 33.72, 36.84, 27.16, 28.92, 35.29, 52.75, 51.16, 54.74, 50.62, 42.17, 52.94,2019-01-08, 33, 29, 28, 32, 31, 54, 51.52, 38.30, 35.71, 31.68, 31.58, 37.76, 73.74, 57.45, 54.08, 48.51, 46.32, 55.10,1,多摩川
 12, 17, 47, 55, 39, 70, 32.58, 32.39, 22.95, 21.43, 26.36, 20.34, 44.70, 52.11, 40.98, 38.10, 41.86, 37.29,2019-01-08, 30, 36, 20, 17, 11, 28, 31.54, 30.20, 33.56, 37.33, 46.67, 32.61, 48.32, 51.01, 51.68, 47.33, 64.67, 55.80,1,びわこ
 73, 26, 31, 60, 43, 24, 30.07, 31.69, 37.42, 29.41, 23.84, 36.73, 43.14, 41.55, 54.84, 47.71, 39.74, 51.02,2019-01-08, 50, 35, 13, 29,  5, 36, 41.18, 33.97, 32.47, 41.72, 43.42, 35.40, 54.25, 52.56, 44.16, 60.26, 61.18, 54.04,1,尼　崎
 20, 69, 54, 67, 25, 70, 36.18, 28.78, 37.33, 32.68, 33.11, 27.61, 51.97, 41.73, 53.33, 51.63, 47.02, 44.03,2019-01-08, 60, 22, 11, 21, 18, 14, 25.87, 33.10, 36.14, 47.37, 23.61, 32.19, 41.96, 51.41, 52.41, 61.40, 41.67, 56.16,1,鳴　門
 40, 57, 49, 66, 53, 58, 41.05, 39.39, 33.33, 42.27, 42.86, 29.90, 56.84, 58.59, 47.31, 52.58, 56.19, 48.45,2019-01-08, 44, 29, 46, 39,  6, 41, 27.59, 15.79, 46.67, 24.14, 39.29, 41.94, 51.72, 31.58, 60.00, 41.38, 64.29, 67.74,1,丸　亀
 18, 36, 44, 38, 30, 70, 34.85, 30.30, 46.55, 29.58, 44.78, 38.46, 50.00, 46.97, 62.07, 53.52, 61.19, 73.85,2019-01-08, 49, 54, 13, 58, 14, 51, 33.33, 26.87, 36.84, 27.87, 33.33, 30.67, 55.56, 37.31, 61.84, 42.62, 44.44, 48.00,1,宮　島
 53, 63, 13, 69, 68, 55, 37.76, 39.70, 33.17, 29.32, 24.87, 33.67, 54.08, 51.26, 55.78, 47.64, 43.92, 50.00,2019-01-08, 36, 65, 35, 64, 67, 49, 33.68, 34.55, 32.47, 27.47, 39.81, 27.47, 53.89, 54.97, 48.97, 40.11, 59.22, 41.76,1,下　関
 68, 71, 50, 34, 16, 59, 22.89, 27.83, 34.68, 29.20, 40.31, 31.01, 43.37, 40.00, 47.58, 46.02, 54.26, 48.06,2019-01-08, 40, 20, 52, 33, 39,  6, 36.59, 46.88, 24.32, 26.32, 35.71, 25.64, 56.10, 53.13, 35.14, 39.47, 54.76, 46.15,1,若　松
 67, 47, 33, 71, 58, 34, 42.21, 40.99, 27.39, 27.74, 35.53, 32.34, 57.79, 55.90, 43.95, 49.68, 55.92, 44.31,2019-01-08, 53,  9, 60, 37, 21,  3, 19.49, 41.13, 25.00, 27.43, 26.32, 38.93, 38.14, 52.42, 37.90, 41.59, 43.61, 50.38,1,芦　屋
120,105,136,113,138,167, 47.15, 29.00, 29.20, 32.71, 37.50, 28.57, 62.60, 45.00, 38.94, 58.88, 56.67, 42.86,2019-01-08, 16, 56, 70, 25, 60, 32, 29.01, 38.02, 30.43, 29.00, 36.42, 36.44, 51.15, 50.41, 43.48, 46.00, 53.64, 56.78,1,福　岡
 17, 75, 50, 40, 44, 30, 36.84, 37.17, 37.72, 30.00, 33.91, 35.45, 54.39, 53.98, 57.02, 53.64, 49.57, 50.91,2019-01-08, 38, 36, 17, 23, 39, 27, 29.71, 35.45, 34.59, 37.23, 30.29, 33.73, 46.29, 55.56, 52.97, 51.06, 52.00, 51.20,1,大　村
 61, 12, 64, 23, 70, 28, 34.95, 37.04, 29.25, 30.23, 34.69, 48.00, 53.40, 62.96, 47.17, 51.16, 55.10, 66.67,2019-01-08, 64, 17, 35, 49, 33, 38, 27.96, 30.43, 29.33, 30.33, 37.62, 48.15, 45.16, 44.35, 50.67, 45.08, 54.46, 65.74,2,戸　田
 48, 69, 46, 50, 57, 75, 31.00, 35.94, 29.73, 33.94, 34.19, 19.64, 46.00, 53.13, 44.14, 50.46, 52.99, 34.82,2019-01-08, 58, 59, 67, 53, 30, 19, 41.18, 30.43, 37.01, 50.88, 35.59, 36.52, 64.71, 41.74, 52.76, 71.93, 51.69, 51.30,2,平和島
173,146,141,165,156,177, 27.59, 43.01, 45.74, 27.47, 28.74, 36.96, 36.21, 56.99, 56.38, 48.35, 52.87, 50.00,2019-01-08, 68, 62, 60, 65, 57, 49, 34.58, 36.59, 25.32, 49.49, 42.86, 40.23, 52.34, 43.90, 43.04, 69.70, 62.24, 49.43,2,多摩川
 29, 60, 46, 18, 30, 11, 34.33, 25.00, 36.69, 33.62, 37.59, 26.77, 59.70, 47.58, 53.24, 50.00, 50.38, 40.94,2019-01-08, 31, 21, 49, 50, 65, 60, 35.14, 36.05, 31.25, 37.78, 44.59, 31.97, 52.70, 54.42, 47.22, 54.81, 63.51, 44.90,2,びわこ
 21, 20, 28, 68, 72, 13, 29.45, 31.91, 47.62, 40.54, 21.19, 37.04, 51.37, 51.06, 64.63, 54.05, 31.79, 54.81,2019-01-08,  7, 40, 52, 55, 22,  8, 50.63, 37.25, 33.55, 40.13, 34.48, 39.74, 62.66, 53.59, 51.32, 57.96, 51.03, 60.26,2,尼　崎
 62, 34, 28, 75, 16, 60, 28.99, 29.08, 29.73, 41.89, 35.48, 29.79, 45.65, 46.81, 40.54, 59.46, 50.97, 47.52,2019-01-08, 16, 69, 77, 73, 19, 24, 37.42, 29.61, 26.28, 33.78, 33.33, 30.00, 58.71, 48.03, 42.34, 49.32, 50.00, 42.14,2,鳴　門
 61,  8,  4, 38, 50,  7, 33.67, 49.02, 28.26, 19.51, 24.74, 25.00, 52.04, 60.78, 43.48, 34.15, 46.39, 43.75,2019-01-08, 66, 34, 23,  4,  8, 26, 30.00, 20.69, 64.71, 60.00, 27.59, 36.84, 50.00, 31.03, 70.59, 73.33, 51.72, 52.63,2,丸　亀
 59, 47, 15, 29, 63, 66, 36.92, 40.28, 48.44, 33.80, 50.94, 36.67, 53.85, 55.56, 64.06, 50.70, 62.26, 46.67,2019-01-08, 32, 67, 11, 43, 19, 46, 37.31, 43.28, 41.79, 51.47, 38.57, 41.56, 53.73, 52.24, 56.72, 66.18, 60.00, 54.55,2,宮　島
 37, 18, 23, 14, 30, 11, 32.16, 39.90, 40.10, 30.10, 34.17, 29.70, 45.23, 58.08, 55.84, 46.43, 46.73, 42.57,2019-01-08, 31, 53, 23, 32, 62, 46, 31.02, 38.07, 24.47, 34.62, 30.81, 19.32, 45.45, 51.27, 39.89, 50.00, 46.97, 40.91,2,下　関
 35, 56, 51, 11, 24, 61, 43.55, 27.27, 25.69, 26.67, 41.54, 27.05, 62.10, 46.97, 45.87, 45.00, 58.46, 46.72,2019-01-08, 27,  4, 59, 49, 17,  2, 55.00, 27.03, 20.69, 45.95, 25.00, 28.57, 62.50, 37.84, 51.72, 64.86, 41.67, 35.71,2,若　松
 20, 35, 28, 25, 29, 30, 33.54, 37.89, 36.25, 26.03, 38.36, 28.21, 46.34, 60.25, 58.13, 45.21, 49.69, 45.51,2019-01-08, 26, 24, 58, 45, 29, 44, 21.62, 29.71, 25.98, 41.26, 35.34, 41.13, 36.94, 39.86, 42.52, 61.54, 54.89, 60.99,2,芦　屋
129,104,144,166,125,130, 41.03, 40.19, 37.70, 43.14, 30.00, 40.38, 55.56, 51.40, 50.82, 58.82, 53.33, 59.62,2019-01-08, 62, 44, 69, 59, 21, 23, 36.84, 31.06, 46.76, 28.81, 34.40, 37.50, 50.00, 43.18, 58.99, 53.39, 51.20, 55.77,2,福　岡
 18, 65, 33, 61, 56, 47, 35.40, 33.33, 30.48, 34.51, 48.67, 28.32, 53.10, 55.86, 46.67, 50.44, 65.49, 50.44,2019-01-08, 41, 16, 71, 66, 33, 13, 34.02, 30.81, 36.87, 31.82, 33.72, 44.00, 52.06, 46.51, 58.66, 49.43, 50.58, 57.00,2,大　村
 65, 27, 54, 47, 24, 39, 35.14, 29.70, 37.14, 37.37, 41.86, 35.92, 58.56, 45.54, 53.33, 56.57, 48.84, 53.40,2019-01-08, 55, 10, 53, 30, 37, 26, 40.48, 35.58, 36.28, 34.34, 41.82, 37.50, 59.52, 48.08, 54.87, 44.44, 59.09, 61.46,3,戸　田
 73, 52, 11, 64, 67, 61, 33.64, 32.32, 29.46, 27.93, 35.83, 33.03, 47.27, 42.42, 51.16, 44.14, 48.33, 51.38,2019-01-08, 75, 31, 65, 66, 54, 21, 35.00, 29.06, 39.34, 29.57, 45.45, 29.91, 50.00, 46.15, 62.30, 40.87, 62.81, 43.59,3,平和島
183,163,157,127,143,184, 28.21, 33.33, 46.15, 33.71, 37.36, 36.08, 48.72, 50.00, 58.24, 51.69, 57.14, 53.61,2019-01-08, 36, 52, 34, 11, 41, 48, 46.43, 29.79, 41.41, 36.45, 41.30, 40.70, 61.61, 45.74, 61.62, 54.21, 54.35, 65.12,3,多摩川
 63, 56, 34, 13, 19, 33, 41.35, 40.43, 52.99, 30.94, 44.44, 25.00, 57.14, 61.70, 70.15, 44.60, 62.96, 44.35,2019-01-08, 13, 35, 38, 27, 51, 26, 31.72, 30.53, 28.79, 35.21, 35.33, 28.57, 48.97, 48.85, 43.18, 48.59, 54.00, 39.85,3,びわこ
 33, 10, 74, 32, 11, 36, 29.61, 25.87, 34.90, 32.70, 36.13, 29.14, 42.76, 44.06, 51.01, 49.69, 52.26, 48.34,2019-01-08, 32, 26, 53, 78, 65, 23, 32.48, 34.21, 33.77, 45.81, 39.62, 31.97, 52.23, 51.32, 46.10, 60.65, 58.49, 43.54,3,鳴　門
 22, 32, 44, 19, 31, 54, 31.37, 33.33, 41.57, 47.57, 19.59, 30.93, 50.00, 52.08, 55.06, 66.99, 42.27, 42.27,2019-01-08, 35,  7, 57, 32, 48, 36, 44.83, 40.00,  3.85, 31.58, 23.33, 14.81, 65.52, 50.00, 15.38, 47.37, 40.00, 25.93,3,丸　亀
 28, 55, 33, 61, 12, 23, 26.87, 28.77, 36.21, 40.98, 41.10, 35.29, 47.76, 42.47, 44.83, 54.10, 63.01, 44.12,2019-01-08, 38, 70, 31, 48, 55, 37, 30.30, 32.76, 34.92, 34.25, 49.25, 40.58, 45.45, 48.28, 46.03, 56.16, 70.15, 57.97,3,宮　島
 66, 17, 21, 33, 42, 48, 30.81, 28.88, 28.27, 35.42, 22.51, 34.38, 46.49, 47.59, 47.12, 54.17, 40.84, 52.08,2019-01-08, 51, 56, 27, 15, 45, 48, 30.56, 25.95, 30.37, 34.47, 31.34, 24.76, 40.56, 42.70, 49.21, 53.88, 46.77, 42.72,3,下　関
 58, 57, 27, 18, 46, 45, 22.41, 29.66, 24.30, 28.91, 28.21, 38.89, 37.93, 50.34, 42.99, 44.53, 43.59, 54.76,2019-01-08, 38, 26, 30, 32, 53, 44, 17.24, 30.00, 25.00, 43.33, 27.59, 68.75, 34.48, 56.67, 35.00, 66.67, 48.28, 84.38,3,若　松
 15, 39, 66, 51, 11, 42, 33.95, 35.37, 29.63, 33.55, 33.75, 45.57, 46.30, 53.05, 44.44, 53.29, 50.63, 60.76,2019-01-08, 38, 50, 64, 14, 12,  1, 47.29, 29.52, 26.17, 42.40, 35.61, 32.84, 63.57, 48.57, 36.45, 58.40, 50.76, 53.73,3,芦　屋
137,149,126,127,145,106, 42.86, 31.45, 26.50, 21.95, 35.40, 31.90, 53.57, 48.39, 51.28, 36.59, 51.33, 40.52,2019-01-08, 50, 11, 14, 37, 75, 52, 26.09, 38.21, 32.41, 42.02, 31.36, 50.91, 45.22, 53.66, 51.85, 52.10, 52.54, 68.18,3,福　岡
 43, 20, 73, 59, 70, 38, 41.74, 35.09, 31.19, 41.07, 37.93, 44.55, 53.04, 50.00, 46.79, 57.14, 52.59, 58.18,2019-01-08, 45, 44, 22, 21, 50, 70, 38.25, 29.55, 40.68, 31.82, 42.02, 31.43, 56.83, 48.86, 55.93, 46.59, 59.57, 49.14,3,大　村
 76, 75, 35, 20, 58, 13, 37.84, 36.54, 38.83, 30.59, 27.88, 38.00, 48.65, 57.69, 51.46, 49.41, 42.31, 49.00,2019-01-08, 54, 59, 34, 60,  7, 40, 40.20, 38.89, 32.35, 36.46, 38.46, 31.16, 52.94, 58.89, 50.98, 55.21, 57.69, 49.28,4,戸　田
 56, 22, 19, 47, 71, 63, 29.29, 33.33, 44.20, 24.04, 32.46, 38.74, 39.39, 47.62, 56.52, 44.23, 49.12, 53.15,2019-01-08, 22, 62, 11, 13, 46, 50, 33.06, 47.06, 28.93, 39.66, 40.00, 36.44, 53.72, 65.55, 37.19, 56.03, 54.17, 53.39,4,平和島
164,132,125,137,176,147, 37.76, 34.74, 34.07, 36.47, 27.71, 36.67, 56.12, 48.42, 40.66, 50.59, 54.22, 58.89,2019-01-08, 18, 24, 56, 19, 63, 72, 41.11, 27.03, 37.65, 31.78, 27.27, 43.30, 57.78, 40.54, 56.47, 43.93, 39.39, 60.82,4,多摩川
 51, 58, 48, 69, 38, 37, 24.24, 33.85, 32.56, 35.77, 36.92, 35.07, 43.18, 43.85, 44.96, 53.28, 51.54, 51.49,2019-01-08, 53, 44, 14, 55, 29, 34, 29.01, 36.55, 35.53, 32.19, 41.45, 38.97, 46.56, 57.24, 49.34, 52.74, 61.84, 59.56,4,びわこ
 38, 50, 52, 67, 69, 77, 42.47, 35.10, 16.23, 33.77, 29.66, 31.58, 52.74, 54.97, 29.22, 58.44, 46.21, 47.37,2019-01-08, 41, 63, 34,  4, 32, 30, 23.45, 40.51, 44.87, 41.14, 32.89, 35.22, 42.07, 63.29, 65.38, 63.29, 48.03, 52.20,4,尼　崎
 59, 68, 39, 51, 23, 71, 36.77, 28.67, 33.55, 30.38, 26.49, 36.54, 52.90, 46.85, 51.32, 48.10, 46.36, 51.92,2019-01-08, 37, 30, 38, 57, 68, 56, 24.44, 35.22, 30.41, 31.08, 32.41, 30.26, 38.52, 53.46, 43.24, 47.30, 48.97, 48.03,4,鳴　門
