boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 17, 14, 34, 45, 50, 40, 32.69, 34.55, 33.33, 20.75, 23.21, 25.86, 48.08, 54.55, 53.70, 39.62, 48.21, 36.21,2019-02-14, 52, 31, 40, 43, 69, 74, 24.24, 52.78, 35.29, 39.29, 37.93, 32.14, 36.36, 69.44, 44.12, 53.57, 51.72, 50.00,1,桐　生
 36, 65, 52, 35, 25, 53, 29.03, 36.22, 22.90, 37.50, 27.72, 28.80, 50.00, 59.06, 38.17, 52.34, 41.58, 42.40,2019-02-14,  6, 23,  2,  4, 24, 48, 26.76, 32.65, 29.93, 26.40, 24.69, 32.21, 47.89, 46.94, 43.80, 40.00, 41.98, 47.65,1,戸　田
 45, 15, 40, 32, 52, 13, 35.29, 32.22, 30.68, 33.90, 34.41, 45.05, 51.76, 49.44, 49.43, 46.89, 53.23, 65.38,2019-02-14, 60, 68, 49, 13, 46, 57, 32.60, 31.58, 34.59, 36.72, 33.33, 37.57, 53.04, 46.20, 53.51, 54.80, 53.67, 55.56,1,江戸川
 38, 11, 44, 51, 40, 39, 38.83, 37.35, 37.21, 40.82, 24.00, 35.21, 52.43, 48.19, 50.00, 55.10, 38.67, 49.30,2019-02-14, 65, 26, 71, 24, 58, 22, 25.97, 10.26, 25.00, 21.25, 30.21, 25.56, 44.16, 28.21, 41.07, 33.75, 46.88, 47.78,1,　津　
 23, 57, 29, 26, 11, 70, 30.46, 34.73, 36.59, 32.21, 29.17, 34.97, 45.98, 49.70, 50.00, 47.65, 50.00, 49.69,2019-02-14, 30, 65, 17, 68, 57, 54, 29.03, 38.29, 38.55, 42.13, 38.80, 37.78, 48.92, 58.29, 52.51, 52.81, 53.55, 57.78,1,住之江
 21, 36, 51, 38, 32, 16, 36.87, 33.70, 32.45, 35.84, 32.45, 33.70, 57.54, 51.09, 51.60, 44.51, 51.06, 49.17,2019-02-14, 72, 12, 76, 57, 68, 71, 39.89, 26.44, 28.65, 33.33, 33.33, 35.03, 53.19, 47.13, 43.23, 50.56, 49.72, 49.72,1,鳴　門
  2, 17, 59, 61, 65,  5, 25.00, 27.97, 26.89, 36.51, 31.40, 47.20, 42.24, 45.76, 43.70, 55.56, 48.76, 61.60,2019-02-14, 59,  2, 34, 66, 25, 18, 39.58, 29.63, 28.30, 25.58, 18.60, 28.57, 58.33, 44.44, 39.62, 39.53, 30.23, 34.69,1,丸　亀
 26, 32, 46, 67, 11, 39, 30.12, 34.16, 33.94, 38.12, 35.60, 34.31, 48.19, 49.01, 50.30, 51.38, 49.74, 48.18,2019-02-14, 39, 40, 57, 62, 45, 13, 27.59, 10.71, 33.33, 30.43, 26.67, 25.00, 41.38, 21.43, 43.33, 43.48, 43.33, 32.14,1,児　島
 22, 46, 70, 17, 24, 69, 26.26, 36.56, 42.55, 24.71, 22.58, 45.56, 40.40, 53.76, 78.72, 42.35, 37.63, 61.11,2019-02-14, 45, 37, 26, 21, 22, 47, 32.98, 40.66, 32.97, 40.21, 31.00, 40.24, 52.13, 58.24, 51.65, 56.70, 46.00, 59.76,1,宮　島
 67, 31, 47, 24, 59, 39, 46.81, 24.39, 27.91, 31.71, 37.78, 27.08, 61.70, 34.15, 41.86, 46.34, 57.78, 39.58,2019-02-14, 20, 70, 11, 15, 71, 53, 38.71, 26.80, 35.33, 26.98, 28.95, 38.12, 59.68, 43.79, 47.90, 44.97, 41.05, 57.43,1,徳　山
