boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 60, 24, 52, 67, 20, 72, 26.14, 40.63, 25.77, 25.26, 29.47, 35.45, 45.45, 50.00, 41.24, 44.21, 48.42, 50.91,2019-01-12,  4, 60, 20,  2, 43, 47, 27.36, 34.91, 24.73, 29.41, 27.54, 17.44, 41.51, 53.77, 40.86, 40.20, 33.33, 36.05,1,戸　田
 71, 33, 11, 63, 60, 53, 36.25, 42.07, 35.62, 34.84, 36.60, 27.22, 50.63, 58.54, 55.48, 54.84, 54.25, 40.51,2019-01-12, 13, 30, 36, 67, 50, 39, 36.54, 24.81, 38.13, 31.72, 28.48, 43.03, 54.49, 40.60, 53.13, 45.52, 48.34, 58.79,1,江戸川
 25, 33, 29, 20, 43, 61, 41.48, 36.21, 42.19, 36.64, 39.26, 31.93, 60.00, 53.45, 62.50, 49.62, 52.59, 49.58,2019-01-12, 13, 73, 71, 34, 57, 21, 37.60, 18.27, 22.03, 17.00, 47.58, 29.13, 53.60, 29.81, 46.61, 27.00, 62.90, 42.52,1,平和島
180,156,145,155,143,149, 42.27, 30.93, 36.11, 34.94, 39.00, 43.68, 62.89, 53.61, 55.56, 57.83, 59.00, 54.02,2019-01-12, 28, 56, 34, 66, 72, 18, 34.58, 36.17, 41.67, 32.32, 42.99, 41.41, 53.27, 54.26, 62.04, 47.47, 60.75, 58.59,1,多摩川
 62, 21, 67, 18, 37, 46, 25.53, 35.42, 41.94, 23.44, 27.69, 27.27, 53.19, 45.83, 62.90, 39.06, 46.15, 50.91,2019-01-12, 52, 10, 27, 34, 17, 55, 29.71, 32.35, 30.00, 37.57, 31.61, 31.76, 46.86, 52.94, 45.00, 61.27, 43.10, 54.12,1,浜名湖
 18, 26, 54, 51, 70, 66, 34.19, 36.18, 34.21, 31.08, 28.95, 30.13, 56.13, 51.97, 53.95, 47.30, 48.25, 46.79,2019-01-12, 77, 23, 49, 12, 46, 58, 29.45, 27.21, 29.45, 36.64, 35.80, 26.67, 46.63, 43.38, 46.58, 50.38, 56.79, 42.50,1,蒲　郡
 48, 60, 45, 73, 37, 20, 35.09, 31.36, 25.96, 27.93, 19.61, 41.23, 49.12, 44.07, 40.38, 38.74, 41.18, 54.39,2019-01-12,  4, 22, 24, 65, 34, 49, 38.89, 43.75, 37.93, 14.29, 19.05, 33.33, 44.44, 62.50, 58.62, 21.43, 33.33, 44.44,1,常　滑
 19, 13, 59, 24, 23, 57, 34.48, 22.03, 32.91, 26.15, 35.94, 34.72, 56.90, 37.29, 54.43, 35.38, 60.94, 54.17,2019-01-12, 66, 69, 50, 35, 47, 27, 33.33, 28.95, 32.18, 42.47, 20.90, 39.39, 46.15, 46.05, 49.43, 58.90, 43.28, 62.12,1,　津　
 49, 62, 53, 59, 72, 18, 39.20, 28.25, 32.58, 41.24, 34.66, 22.02, 53.98, 45.20, 52.25, 56.50, 46.59, 39.88,2019-01-12, 58, 18, 55, 59, 30, 56, 44.75, 23.93, 25.31, 34.87, 44.51, 21.43, 63.54, 38.65, 40.12, 45.13, 62.09, 33.93,1,三　国
 39, 25, 35, 52, 29, 53, 28.78, 33.58, 33.76, 30.82, 34.72, 44.60, 43.17, 54.48, 50.32, 50.00, 59.03, 62.59,2019-01-12, 21, 15, 48, 62, 46, 61, 33.97, 25.32, 44.08, 36.23, 31.08, 39.29, 51.28, 45.45, 65.13, 49.28, 52.03, 52.98,1,びわこ
 88, 70, 62, 21, 69, 34, 39.55, 36.36, 29.58, 33.78, 46.76, 36.67, 55.97, 51.30, 48.59, 46.62, 66.91, 54.00,2019-01-12, 20, 28, 39, 69, 10, 61, 34.18, 33.54, 40.00, 27.61, 39.89, 35.88, 51.27, 45.34, 51.25, 41.72, 57.87, 55.88,1,住之江
 68, 59, 56, 15, 63, 51, 40.38, 25.23, 32.91, 36.71, 24.31, 46.48, 54.49, 44.14, 51.27, 51.27, 35.42, 64.79,2019-01-12, 36, 18, 34, 25, 27,  4, 34.12, 25.16, 44.85, 35.76, 32.12, 39.16, 52.35, 46.45, 64.24, 54.55, 46.06, 62.05,1,尼　崎
 19, 44, 41, 27, 14,  7, 47.57, 41.57, 26.32, 39.58, 41.84, 25.00, 66.99, 55.06, 42.11, 53.13, 62.24, 43.75,2019-01-12, 32, 57, 31, 64, 62, 26, 31.58,  3.85, 22.22, 26.32, 30.00, 36.84, 47.37, 15.38, 33.33, 52.63, 30.00, 52.63,1,丸　亀
 43, 66, 55, 26, 15, 42, 23.57, 32.97, 34.78, 32.14, 32.28, 33.96, 40.00, 46.70, 52.72, 50.71, 49.74, 52.83,2019-01-12, 29, 27, 53, 25, 15, 44,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,1,児　島
 73, 11, 65, 41, 42, 56, 42.11, 38.71, 36.36, 11.11, 11.11, 40.00, 47.37, 61.29, 50.00, 22.22, 55.56, 66.67,2019-01-12, 38, 22, 60, 57, 39, 19, 25.00, 40.00, 21.24, 41.48, 33.13, 29.30, 40.71, 58.79, 41.59, 56.30, 46.99, 47.13,1,徳　山
 63, 45, 62, 14, 37, 50, 36.36, 39.10, 37.88, 43.08, 28.68, 33.85, 55.30, 55.64, 53.79, 55.38, 54.26, 46.15,2019-01-12, 43, 44, 53, 11,  5, 34, 38.46, 64.10, 32.43, 32.61, 42.11, 27.66, 69.23, 82.05, 51.35, 58.70, 65.79, 42.55,1,若　松
169,155,168,113,165,150, 34.78, 36.04, 26.79, 30.77, 40.71, 36.21, 46.96, 53.15, 44.64, 57.26, 55.75, 56.90,2019-01-12, 57, 49, 36, 34, 74, 73, 29.63, 25.00, 29.46, 34.23, 33.03, 27.47, 35.80, 45.24, 45.74, 51.68, 44.04, 49.45,1,福　岡
 79, 64, 47, 31, 81, 57, 38.89, 29.63, 32.23, 38.60, 34.91, 33.83, 51.67, 50.00, 47.87, 46.51, 49.53, 47.76,2019-01-12, 47, 19, 41, 62, 50, 38, 32.71, 40.21, 30.53, 15.66, 39.76, 35.51, 46.73, 58.76, 52.63, 28.92, 57.83, 49.53,1,唐　津
 77, 14, 49, 68, 70, 56, 33.64, 35.64, 35.40, 35.64, 32.71, 37.84, 51.40, 53.47, 55.75, 48.51, 54.21, 54.05,2019-01-12, 18, 40, 31, 36, 50, 21, 22.97, 29.45, 13.56, 35.56, 20.55, 28.69, 47.30, 47.26, 38.98, 44.44, 36.99, 51.64,2,戸　田
 24, 13, 27, 43, 69, 41, 36.75, 44.79, 32.47, 28.83, 26.92, 21.37, 54.22, 64.42, 41.56, 41.72, 48.08, 42.75,2019-01-12, 70, 68, 57, 46, 65, 51, 33.12, 32.90, 40.25, 35.19, 40.00, 29.22, 54.14, 45.81, 57.23, 53.70, 55.76, 44.81,2,江戸川
 67, 66, 53, 56, 26, 27, 36.15, 35.83, 29.31, 28.70, 37.01, 25.69, 49.23, 50.83, 53.45, 38.89, 55.91, 43.12,2019-01-12, 41, 60, 37, 16, 59, 49, 22.43, 27.87, 30.71, 41.94, 30.40, 29.79, 42.99, 45.08, 50.39, 61.29, 41.60, 47.52,2,平和島
123,125,141,136,177,176, 29.21, 33.00, 42.72, 33.65, 34.65, 30.11, 52.81, 40.00, 54.37, 50.00, 49.50, 55.91,2019-01-12, 15, 21, 31, 52, 45, 41, 37.11, 36.45, 30.77, 27.88, 30.48, 42.57, 53.61, 51.40, 47.12, 44.23, 48.57, 56.44,2,多摩川
 52, 34, 13, 35, 27, 56, 47.46, 27.27, 37.31, 26.67, 23.08, 24.53, 64.41, 43.64, 55.22, 48.33, 36.54, 37.74,2019-01-12, 57,  5, 39, 31, 54, 38, 30.41, 32.20, 35.63, 38.01, 33.91, 35.67, 48.54, 45.20, 52.50, 49.71, 49.43, 49.04,2,浜名湖
 73, 62, 64, 24, 19, 20, 29.91, 38.65, 28.26, 39.86, 33.75, 19.38, 43.59, 60.12, 47.83, 56.08, 50.00, 42.64,2019-01-12, 20, 41, 43, 55, 52, 56, 28.24, 37.82, 23.62, 31.29, 26.61, 31.25, 40.46, 58.97, 42.52, 44.22, 45.16, 45.63,2,蒲　郡
 66, 46, 35, 56, 24, 30, 40.83, 20.62, 36.13, 38.98, 38.84, 30.63, 65.00, 39.18, 49.58, 50.85, 55.37, 56.76,2019-01-12, 44, 59, 12, 47, 40, 37, 23.53, 43.75,  8.33, 33.33, 38.89, 35.29, 47.06, 62.50, 12.50, 48.15, 61.11, 41.18,2,常　滑
 56, 17, 62, 67, 75, 60, 29.41, 43.64, 31.08, 23.46, 30.14, 35.29, 42.65, 60.00, 51.35, 43.21, 47.95, 54.41,2019-01-12, 67, 70, 30, 68, 43, 57, 42.47, 28.13, 19.72, 37.84, 35.71, 41.03, 58.90, 45.31, 38.03, 62.16, 45.71, 60.26,2,　津　
 31, 38, 54, 11, 43, 44, 21.47, 43.26, 31.69, 27.93, 23.12, 44.13, 41.24, 61.80, 50.82, 43.58, 38.15, 60.34,2019-01-12, 53, 22, 61, 23, 28, 36, 26.88, 27.32, 37.77, 29.78, 48.35, 32.98, 42.50, 42.62, 54.79, 45.51, 61.54, 50.53,2,三　国
 65, 63, 44, 41, 60, 43, 35.92, 41.26, 45.52, 34.07, 23.31, 28.28, 52.11, 58.04, 62.76, 51.85, 44.36, 43.45,2019-01-12, 12, 51, 27, 28, 18, 54, 23.85, 35.03, 33.11, 31.76, 24.31, 39.75, 37.69, 52.87, 48.34, 53.38, 38.89, 54.04,2,びわこ
 18, 61, 90, 38, 11, 64, 28.10, 28.08, 32.28, 34.84, 29.53, 23.33, 48.37, 41.78, 46.84, 56.77, 50.34, 35.33,2019-01-12, 32, 29, 26, 79, 81, 33, 34.71, 21.38, 37.72, 42.44, 27.27, 35.63, 48.24, 40.69, 49.10, 62.21, 42.86, 51.88,2,住之江
 54, 60, 55, 38, 75, 49, 43.71, 30.30, 40.76, 42.31, 49.66, 35.06, 62.25, 47.27, 50.32, 52.56, 61.22, 54.55,2019-01-12, 64,  7, 30,  8, 47, 38, 40.00, 49.70, 34.73, 38.41, 35.98, 39.63, 58.79, 62.87, 50.90, 58.54, 46.95, 58.54,2,尼　崎
