boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,date,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,raceNumber,venue
 49, 59, 63, 29, 22, 56, 56.67, 47.37, 28.57, 30.77, 48.15, 31.25, 70.00, 57.89, 42.86, 46.15, 55.56, 50.00,2019-01-04, 41, 62, 61, 70, 59, 55,  0.00,  0.00,  0.00,  0.00,  0.00, 20.00, 28.57,  0.00,  0.00,  0.00,  0.00, 60.00,1,桐　生
 65, 21, 37, 12, 63, 28, 35.14, 38.83, 29.90, 37.04, 31.07, 48.00, 58.56, 49.51, 51.55, 62.96, 45.63, 66.67,2019-01-04, 55,  9, 51, 17,  4, 38, 40.48, 44.57, 28.46, 30.43, 28.87, 48.15, 59.52, 53.26, 46.15, 44.35, 44.33, 65.74,1,戸　田
 13, 57, 17, 34, 10, 23, 43.59, 31.51, 31.61, 37.09, 32.19, 38.56, 63.46, 47.95, 47.74, 49.01, 49.32, 56.86,2019-01-04, 46, 18, 34, 26, 21, 16, 33.55, 56.25, 40.65, 30.20, 38.96, 31.76, 52.26, 70.63, 57.42, 41.61, 58.44, 50.68,1,江戸川
 71, 10, 39, 15, 72, 65, 32.46, 27.20, 33.33, 28.57, 34.92, 25.25, 49.12, 44.00, 50.88, 47.06, 53.17, 39.39,2019-01-04, 46, 37, 33, 26, 49, 14, 40.00, 33.05, 39.32, 45.83, 28.24, 41.94, 54.17, 51.69, 62.39, 58.33, 46.56, 60.48,1,平和島
166,127,128,130,146,158, 28.87, 33.71, 32.18, 31.71, 43.01, 35.29, 49.48, 51.69, 48.28, 48.78, 56.99, 52.94,2019-01-04, 26, 11, 46, 27, 62, 54, 32.22, 36.45, 32.32, 48.86, 36.59, 37.76, 46.67, 54.21, 57.58, 65.91, 43.90, 55.10,1,多摩川
 57, 72, 58, 56, 55, 18, 47.17, 49.09, 36.54, 30.95, 37.93, 27.27, 60.38, 65.45, 51.92, 47.62, 48.28, 43.64,2019-01-04, 40, 45,  7, 24, 49, 53, 26.87, 37.50, 34.25, 38.30, 25.95, 31.10, 41.04, 52.98, 49.32, 57.45, 40.51, 48.17,1,浜名湖
 51, 37, 32, 19, 11, 34, 31.88, 38.13, 37.09, 36.00, 35.53, 32.48, 49.28, 58.27, 56.29, 52.00, 53.95, 45.30,2019-01-04, 18, 34, 61, 55, 51, 60, 33.09, 41.61, 29.30, 33.58, 29.69, 42.11, 47.79, 56.93, 48.41, 45.99, 43.75, 64.66,1,蒲　郡
 15, 31, 45, 54, 44, 72, 37.61, 34.19, 26.26, 35.54, 40.00, 34.75, 49.57, 49.57, 41.41, 49.59, 58.26, 54.24,2019-01-04, 23, 11, 18, 14, 44,  1, 18.75, 21.43, 26.67, 29.41,  0.00, 25.00, 62.50, 42.86, 33.33, 52.94, 16.67, 62.50,1,常　滑
 29, 51, 22, 26, 63, 46, 32.56, 31.74, 44.83, 35.06, 25.79, 37.36, 54.65, 49.10, 61.49, 51.15, 37.74, 50.00,2019-01-04, 40, 60, 35, 17, 11, 34, 30.60, 29.48, 29.44, 34.81, 30.73, 35.33, 43.17, 51.45, 51.11, 51.38, 53.63, 51.09,1,三　国
 11, 14, 48, 38, 24, 33, 26.77, 24.14, 32.56, 36.92, 31.25, 25.00, 40.94, 47.41, 44.96, 51.54, 54.69, 44.35,2019-01-04, 60, 25, 14, 29, 43, 26, 31.97, 29.73, 35.53, 41.45, 45.95, 28.57, 44.90, 37.84, 49.34, 61.84, 62.84, 39.85,1,びわこ
