,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6
0,2019-03-30,戸　田,1,6.74,6.71,6.86,6.92,6.83,6.84,0.01,0.21,0.12,0.01,0.07,0.04,1,2,3,4,5,6.0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,森　岡　　真　希,森　　　　弘　行,庄　司　　孝　輔,一　柳　　和　孝,渡　辺　　　　豊,秋　田　　健太郎,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,47.0,51.7,52.3,52.2,52.8,60.4
1,2019-03-30,江戸川,1,6.71,6.69,6.79,6.78,6.7,6.65,0.15,0.01,0.05,0.05,0.08,0.08,1,2,3,4,5,6.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,吉　田　　宗　弘,玄　馬　　　　徹,川　崎　　誠　志,宮　下　　元　胤,中　林　　秀　人,山　田　　和　佐,0.5,0.0,0.5,0.0,0.5,0.5,49.0,51.0,51.0,52.2,58.9,54.3
2,2019-03-30,平和島,1,6.65,6.71,6.77,6.73,6.79,6.74,0.15,0.09,0.04,0.2,0.04,0.18,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,塚　崎　　　　勝,松　田　　隆　司,北　野　　輝　季,岡　部　　大　輝,倉　田　　茂　将,伊久間　　陽　優,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,52.8,51.7,52.5,51.5,58.0,52.0
3,2019-03-30,浜名湖,1,6.67,6.66,6.71,6.71,6.72,6.69,0.2,0.09,0.03,0.01,0.17,0.09,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,伊　達　　正　利,小　川　　時　光,吉　川　　勇　作,宮　嵜　　隆太郎,山　下　　昂　大,亀　山　　高　雅,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,54.1,55.4,53.7,59.3,54.6,52.0
4,2019-03-30,常　滑,1,6.81,6.83,6.8,6.84,6.8,6.79,0.01,0.01,0.05,0.02,0.03,0.07,1,2,3,5,6,4.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,加　藤　　裕　太,松　下　　　　潤,白　石　　浩　二,田　嶋　　　　塁,橋　口　　真　樹,赤　池　　修　平,-0.5,-0.5,-0.5,0.0,0.0,0.0,52.9,52.7,51.5,52.9,51.0,52.1
5,2019-03-30,尼　崎,1,6.67,6.8,6.71,6.73,6.77,6.9,0.12,0.1,0.14,0.08,0.04,0.11,1,2,3,5,6,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,鈴　木　　賢　一,天　野　　友　和,片　山　　雅　雄,横　川　　光　弥,椎　原　　　　健,三　好　　　　一,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,54.9,53.6,50.5,60.3,52.3,54.1
6,2019-03-30,鳴　門,1,6.85,6.78,6.87,6.75,6.91,6.76,0.1,0.21,0.12,0.05,0.06,0.02,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,藤　原　　啓史朗,船　越　　健　吾,山　川　　雄　大,妻　鳥　　晋　也,宗　行　　治　哉,新　田　　洋　一,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.0,52.2,51.6,55.0,51.9,52.9
7,2019-03-30,丸　亀,1,6.83,6.8,6.89,6.95,6.84,6.88,0.04,0.11,0.31,0.03,0.09,0.09,1,2,3,4,5,6.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,山　本　　浩　輔,林　　　　恵　祐,柳　内　　敬　太,萩　原　　知　哉,長谷川　　親　王,杉　田　　篤　光,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,51.2,57.7,51.2,51.8,56.7,51.7
8,2019-03-30,宮　島,1,6.67,6.72,6.65,6.65,6.66,6.69,0.01,0.12,0.05,0.12,0.21,0.18,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,梶　野　　学　志,谷　　　　勝　幸,中　川　　り　な,瀬　尾　　達　也,三　瀬　　　　譲,中　野　　夢　斗,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,51.2,55.0,49.9,52.6,54.2,51.1
9,2019-03-30,徳　山,1,6.97,6.98,7.02,7.05,7.02,7.03,0.22,0.2,0.18,0.17,0.07,0.07,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,正　木　　聖　賢,上　村　　慎太郎,香　月　　大　介,山　崎　　善　庸,酒　井　　陽　祐,齊　藤　　大　将,0.0,-0.5,-0.5,0.0,-0.5,-0.5,51.6,51.0,51.5,51.1,51.5,56.8
