,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
0,2019-11-03,戸　田,1,6.57,6.7,6.7,6.7,6.7,6.74,0.23,0.05,0.15,0.21,0.15,0.12,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,中　田　　夕　貴,濱　崎　　寿里矢,香　川　　素　子,西　岡　　成　美,宮　本　　紀　美,田　村　　美　和,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,0,曇り,46.0,48.3,47.0,45.0,48.7,52.2,1
1,2019-11-03,江戸川,1,6.54,6.65,6.61,6.69,6.64,6.71,0.01,0.06,0.07,0.0,0.06,0.18,1,2,3,4,5,6.0,1,0,1,0,0,0,0,0,0,0,0,0,浦　田　　信　義,中　島　　昂　章,崎　　　　利　仁,竹　本　　太　樹,倉　田　　茂　将,諏　訪　　忠　宏,18.0,0.0,0.0,0.0,0.5,1.0,0.0,18.0,5,曇り,50.5,51.0,52.1,53.1,54.2,54.7,2
2,2019-11-03,常　滑,1,6.7,6.83,6.82,6.82,6.81,6.78,0.11,0.25,0.23,0.03,0.04,0.07,1,2,3,5,6,4.0,0,0,0,0,1,0,0,0,0,0,0,0,大　場　　広　孝,伏　見　　　　卓,佐　藤　　　　旭,田　中　　博　子,野　中　　義　生,繁野谷　　圭　介,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.0,2,曇り,56.8,51.4,52.5,50.2,52.7,51.1,3
3,2019-11-03,三　国,1,6.75,6.68,6.76,6.81,6.71,6.79,0.13,0.14,0.12,0.17,0.11,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,大　平　　誉史明,谷　口　　健　一,吉　原　　聖　人,森　脇　　　　徹,片　岡　　秀　樹,角　山　　雄　哉,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,15.0,1,曇り,51.6,53.7,51.0,49.0,54.4,53.3,1
4,2019-11-03,びわこ,1,6.74,6.77,6.81,6.78,6.81,6.72,0.11,0.04,0.01,0.05,0.01,0.1,1,2,3,4,5,6.0,0,0,0,1,1,0,0,0,0,0,0,0,山　本　　英　志,山　来　　和　人,落　合　　　　純,中　北　　将　史,藤　原　　孝　斗,石　原　　　　光,17.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,18.0,1,曇り,50.0,52.7,52.6,51.4,54.2,50.0,0
5,2019-11-03,住之江,1,6.73,6.82,6.92,6.89,6.85,6.9,0.07,0.08,0.19,0.26,0.06,0.03,1,2,3,4,5,6.0,1,1,0,0,0,0,0,0,0,0,0,0,山　本　　修　一,金　光　　佑　治,鈴　木　　智　啓,和　合　　俊　介,山　谷　　　　央,山　田　　真　聖,17.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,18.0,1,曇り,52.9,51.1,56.8,57.4,51.5,55.0,2
6,2019-11-03,尼　崎,1,6.73,6.85,6.78,6.89,6.96,6.86,0.24,0.34,0.07,0.13,0.26,0.21,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,西　尾　　亮　輔,古　賀　　智　之,外　崎　　　　悟,井　上　　一　輝,井　町　　　　泰,宮　田　　龍　馬,19.9,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,18.7,0,曇り,51.0,51.0,51.0,49.5,49.5,52.8,3
7,2019-11-03,鳴　門,1,6.66,6.66,6.69,6.81,6.75,6.88,0.04,0.22,0.19,0.07,0.03,0.02,1,2,6,3,4,5.0,0,0,0,1,1,0,0,0,0,0,0,0,村　岡　　賢　人,雑　賀　　勇　貴,松　下　　知　幸,梶　原　　　　正,重　富　　伸　也,中　西　　宏　文,19.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,21.0,3,曇り,51.8,53.3,50.5,54.3,52.7,51.0,3
8,2019-11-03,丸　亀,1,6.79,6.7,6.77,6.74,6.81,6.88,0.05,0.03,0.1,0.03,0.05,0.11,1,2,3,4,5,6.0,0,0,1,1,0,0,0,0,0,0,0,0,近　江　　翔　吾,田　村　　隆　信,江　夏　　　　満,小　坂　　尚　哉,榎　　　　幸　司,中　島　　孝　平,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,1,曇り,51.5,51.9,53.0,51.2,51.6,51.0,1
9,2019-11-03,若　松,1,6.87,6.85,6.89,6.85,6.81,6.82,0.17,0.06,0.06,0.09,0.31,0.06,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,井　川　　真　人,三　瀬　　　　譲,塩　田　　雄　一,幸　田　　智　裕,深　澤　　　　勉,眞　鳥　　章　太,17.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,19.0,1,曇り,55.8,54.2,50.0,52.2,54.8,51.6,1
