,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
0,2019-10-27,江戸川,1,6.57,6.49,6.6,6.57,6.63,6.65,0.03,0.23,0.03,0.21,0.18,0.07,1,2,3,4,5,6.0,1,0,0,0,0,1,0,0,0,0,0,0,高　木　　圭　右,福　嶋　　智　之,酒　井　　陽　祐,大　塚　　雅　治,梶　山　　涼　斗,宮　嵜　　隆太郎,23.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5,晴,55.2,52.8,51.0,51.0,50.5,60.2,2
1,2019-10-27,多摩川,1,6.85,6.81,6.79,6.73,6.84,6.84,0.1,0.05,0.04,0.09,0.06,0.03,1,2,3,4,6,5.0,1,0,0,1,1,0,0,0,0,0,0,0,伯　母　　芳　恒,天　野　　友　和,吉　村　　和　也,黒　柳　　浩　孝,鈴　木　　孝　明,富　永　　修　一,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,晴,54.0,53.3,51.0,54.8,55.4,51.4,1
2,2019-10-27,常　滑,1,6.72,6.71,6.7,6.78,6.7,6.8,0.21,0.3,0.16,0.18,0.14,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,伴　　　　将　典,堀　本　　裕　也,向井田　　佑　紀,増　田　　弘　喜,大　庭　　元　明,高　橋　　直　哉,22.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,1,晴,55.8,49.0,49.5,53.1,54.2,51.9,2
3,2019-10-27,　津　,1,6.79,6.73,6.83,6.74,6.79,6.83,0.14,0.1,0.12,0.02,0.02,0.14,1,2,3,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,谷　野　　錬　志,関　　　　　　道,石　川　　吉　鎬,小　松　　卓　司,畑　　　　竜　生,篠　田　　優　也,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.0,1,晴,53.1,54.5,56.4,49.0,51.2,51.9,2
4,2019-10-27,三　国,1,6.8,6.72,6.72,6.68,6.68,6.74,0.05,0.0,0.09,0.16,0.16,0.22,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,谷　村　　一　哉,渡　邉　　　　健,星　野　　政　彦,吉　村　　茂　樹,田　邉　　亮　蔵,横　井　　健　太,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,18.0,2,晴,54.7,55.0,53.8,58.9,54.5,52.7,3
5,2019-10-27,丸　亀,1,6.85,6.89,6.84,6.86,6.92,6.8,0.02,0.04,0.05,0.03,0.03,0.01,1,2,3,4,5,6.0,1,0,1,0,1,0,0,0,0,0,0,0,芹　澤　　克　彦,永　田　　義　紘,沼　田　　克　彦,藤　川　　利　文,船　越　　健　吾,小　芦　　るり華,19.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,4,曇り,50.5,50.0,51.0,52.0,51.5,49.9,4
6,2019-10-27,児　島,1,6.85,6.79,6.88,6.81,6.93,6.88,0.06,0.02,0.01,0.03,0.02,0.11,1,2,3,4,5,6.0,0,1,0,1,0,1,0,0,0,0,0,0,守　田　　俊　介,小　野　　生　奈,上　野　　真之介,川　北　　浩　貴,田　口　　節　子,上　條　　暢　嵩,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,1,曇り,51.9,46.0,51.0,51.0,45.5,51.0,1
7,2019-10-27,下　関,1,6.65,6.67,6.74,6.67,6.74,6.67,0.1,0.14,0.19,0.33,0.1,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,中　嶋　　誠一郎,水　長　　照　雄,若女井　　　　正,塩　崎　　優　司,井　川　　正　人,阿　波　　勝　哉,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,20.0,2,晴,50.5,51.0,51.0,51.0,51.3,54.5,2
8,2019-10-27,若　松,1,6.84,6.78,6.74,6.78,6.85,6.81,0.08,0.03,0.0,0.04,0.06,0.04,1,2,3,5,6,4.0,0,1,0,0,1,0,0,0,0,0,0,0,西　原　　明　生,宮　地　　博　士,蒲　原　　健　太,篠　原　　飛　翔,柴　田　　友　和,岡　本　　翔太郎,16.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,2,晴,54.1,52.2,51.4,53.7,50.5,51.1,2
9,2019-10-27,芦　屋,1,6.77,6.79,6.82,6.77,6.88,6.76,0.06,0.04,0.1,0.29,0.12,0.11,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,岡　谷　　健　吾,吉　田　　翔　悟,松　尾　　基　成,嶋　田　　貴　支,増　田　　　　進,寺　島　　吉　彦,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,晴,55.2,51.0,55.3,51.8,51.5,49.5,2
10,2019-10-27,福　岡,1,6.84,6.74,6.87,6.87,6.91,6.77,0.09,0.07,0.25,0.09,0.15,0.06,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,高　倉　　和　士,曾　根　　孝　仁,西　澤　　日花里,横　田　　貴　満,島　田　　賢　人,加　藤　　啓　太,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,晴,51.8,51.9,43.5,51.3,54.0,51.0,1
11,2019-10-27,唐　津,1,6.71,6.72,6.67,6.68,6.72,6.72,0.19,0.03,0.28,0.11,0.1,0.13,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,本　多　　宏　和,久保原　　秀　人,栗　山　　繁　洋,大　川　　茂　実,土　井　　祥　伍,田　中　　太一郎,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.0,4,晴,51.0,56.5,52.0,50.5,53.2,51.0,4
12,2019-10-27,大　村,1,6.76,6.75,6.69,6.83,6.67,6.73,0.1,0.19,0.14,0.15,0.11,0.06,1,2,3,5,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,岡　本　　　　大,佐　藤　　　　悠,松　本　　　　峻,平　川　　香　織,金　山　　立　樹,山　崎　　昂　介,18.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,23.0,2,晴,53.9,54.3,52.6,47.0,51.4,51.6,3
13,2019-10-27,江戸川,2,6.66,6.67,6.67,6.55,6.78,6.65,0.32,0.13,0.02,0.12,0.17,0.04,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,行　谷　　吉　範,内　山　　文　典,中　嶋　　達　也,宇佐見　　　　淳,品　田　　直　樹,小　川　　知　行,20.0,0.5,0.5,1.5,-0.5,0.0,1.0,17.0,10,曇り,52.0,53.7,52.6,51.0,51.0,52.4,2
14,2019-10-27,多摩川,2,6.85,6.84,6.81,6.82,6.82,6.85,0.11,0.1,0.31,0.12,0.12,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,椎　名　　政　浩,渡　辺　　史　之,品　川　　賢　次,山　口　　隆　史,立　間　　充　宏,國　分　　将太郎,18.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.5,2,晴,51.0,51.0,53.2,50.5,53.3,52.1,2
15,2019-10-27,常　滑,2,6.74,6.7,6.75,6.78,6.78,6.7,0.06,0.07,0.17,0.01,0.12,0.01,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,三　宅　　健　太,上　田　　健　太,川　合　　理　司,坂　元　　浩　仁,宮　田　　政　勝,松　本　　勝　也,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,1,曇り,51.8,51.0,61.0,53.4,52.2,50.0,2
16,2019-10-27,　津　,2,6.73,6.79,6.78,6.79,6.75,6.77,0.03,0.0,0.05,0.29,0.07,0.11,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,松　本　　庸　平,大　池　　佑　来,一　柳　　和　孝,中　村　　将　隆,山　根　　大　樹,松　本　　弓　雄,20.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,19.0,1,曇り,51.0,51.0,51.5,55.0,54.1,51.1,1
17,2019-10-27,三　国,2,6.67,6.65,6.7,6.7,6.68,6.75,0.14,0.05,0.02,0.06,0.05,0.08,1,2,3,4,5,6.0,1,1,1,0,0,0,0,0,0,0,0,0,富　永　　大　一,繁野谷　　圭　介,池　上　　裕　次,泉　　　　啓　文,森　下　　　　勇,金　田　　智　博,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,17.0,1,雨,52.9,51.1,51.0,59.0,54.7,52.4,1
18,2019-10-27,丸　亀,2,6.81,6.8,6.82,6.81,6.86,6.78,0.01,0.01,0.04,0.02,0.09,0.01,1,2,3,4,5,6.0,1,1,0,1,1,1,0,0,0,0,0,0,福　本　　忠　治,吉　永　　泰　弘,花　本　　夏　樹,安　藤　　裕　貴,矢　橋　　成　介,佐　藤　　謙史朗,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,2,晴,52.6,54.5,52.4,54.0,60.0,54.5,2
19,2019-10-27,児　島,2,6.79,6.76,6.87,6.83,6.84,6.87,0.03,0.21,0.09,0.07,0.06,0.03,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,菊　地　　孝　平,池　永　　　　太,寺　田　　千　恵,吉　川　　元　浩,柳　沢　　　　一,山　口　　　　剛,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,3,晴,53.4,51.0,45.5,49.5,51.0,51.0,3
20,2019-10-27,下　関,2,6.73,6.77,6.77,6.79,6.84,6.83,0.14,0.13,0.11,0.01,0.06,0.18,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,白　井　　弘　文,河　相　　秀　行,加　藤　　知　弘,樫　葉　　次　郎,浅　見　　宗　孝,小　川　　晃　司,20.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,21.0,3,晴,51.7,51.0,56.7,57.3,57.1,50.0,3
21,2019-10-27,若　松,2,6.84,6.78,6.84,6.84,6.82,6.92,0.06,0.06,0.01,0.14,0.14,0.27,1,2,3,4,5,6.0,0,0,1,0,0,0,0,0,0,0,0,0,太　田　　　　潮,宮　西　　真　昭,飯　島　　　　誠,中　村　　裕　将,守　屋　　大　地,原　村　　拓　也,22.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,22.0,2,晴,54.4,50.0,52.2,52.2,51.0,52.4,2
22,2019-10-27,芦　屋,2,6.78,6.78,6.85,6.77,6.83,6.78,0.15,0.01,0.07,0.06,0.03,0.11,1,2,3,4,6,5.0,0,0,0,1,1,0,0,0,0,0,0,0,藤　本　　佳　史,池　田　　剛　規,橋　口　　真　樹,永　嶋　　裕　一,石　田　　貴　洋,岩　井　　　　繁,17.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,1,晴,51.0,51.0,50.5,54.8,51.4,59.7,1
23,2019-10-27,福　岡,2,6.83,6.84,6.86,6.85,6.85,6.84,0.19,0.19,0.09,0.14,0.02,0.06,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,清　埜　　翔　子,若　林　　義　人,広　次　　　　修,江　頭　　賢　太,濱　崎　　直　矢,河　野　　　　大,20.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,20.0,3,晴,49.8,55.3,51.0,52.5,53.6,50.5,2
24,2019-10-27,唐　津,2,6.69,6.71,6.77,6.75,6.71,6.77,0.15,0.22,0.26,0.16,0.05,0.02,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,高　山　　智　至,上　平　　真　二,安河内　　　　健,香　川　　友　尚,末　永　　和　也,前　田　　　　滉,15.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.0,1,晴,52.7,52.6,54.4,51.0,51.9,50.0,1
25,2019-10-27,大　村,2,6.7,6.78,6.63,6.82,6.84,6.75,0.04,0.22,0.08,0.16,0.09,0.1,1,2,3,4,6,5.0,1,1,1,0,0,1,0,0,0,0,0,0,木　場　　悠　介,香　月　　大　介,松　本　　博　昭,後　藤　　孝　義,垣　内　　清　美,宮　武　　英　司,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,23.0,1,晴,51.9,53.3,51.0,51.6,50.0,53.9,2
26,2019-10-27,江戸川,3,6.71,6.68,6.7,6.78,6.8,6.73,0.38,0.13,0.05,0.29,0.23,0.24,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,橋　本　　　　明,後　藤　　盛　也,吉　田　　隆　義,松　田　　憲　幸,森　　　　弘　行,井　上　　忠　政,20.0,0.5,0.0,0.0,0.0,0.0,0.5,18.0,5,曇り,51.6,51.9,53.1,54.0,51.6,51.9,2
27,2019-10-27,多摩川,3,6.77,6.91,6.92,6.84,6.82,6.83,0.05,0.13,0.04,0.08,0.01,0.01,1,2,3,4,6,5.0,0,0,1,1,1,1,0,0,0,0,0,0,山ノ内　　雅　人,板　橋　　侑　我,宮　地　　孝四朗,川　村　　正　輝,中　島　　　　航,向　後　　龍　一,19.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.5,2,晴,53.2,51.6,53.9,50.0,49.5,51.2,2
28,2019-10-27,常　滑,3,6.71,6.7,6.73,6.67,6.78,6.73,0.05,0.05,0.15,0.23,0.01,0.03,1,6,4,2,3,5.0,0,1,0,0,0,1,0,0,0,0,0,0,志　道　　吉　和,鶴　田　　勇　雄,新　井　　英　孝,平　野　　和　明,相　原　　利　章,仲　口　　博　崇,20.0,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,20.0,1,曇り,51.0,52.6,51.0,52.5,52.2,51.2,2
29,2019-10-27,　津　,3,6.81,6.78,6.79,6.75,6.81,6.75,0.04,0.22,0.1,0.06,0.05,0.07,1,2,3,4,5,6.0,1,0,1,0,0,0,0,0,0,0,0,0,岡　　　　悠　平,越　智　　照　浩,村　田　　　　敦,吉　田　　凌太朗,木　村　　浩　士,北　村　　征　嗣,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,19.0,1,曇り,55.9,54.6,56.7,50.0,52.9,52.5,1
30,2019-10-27,三　国,3,6.56,6.6,6.71,6.7,6.74,6.71,0.01,0.19,0.14,0.15,0.04,0.0,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,片　橋　　幸　貴,鹿　島　　敏　弘,杢　野　　誓　良,須　藤　　隆　雄,田　代　　達　也,林　　　　恵　祐,15.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,17.0,1,雨,52.7,52.3,51.2,51.3,53.5,57.8,2
31,2019-10-27,丸　亀,3,6.8,6.72,6.9,6.79,6.86,6.82,0.07,0.05,0.01,0.09,0.2,0.07,1,2,3,4,6,5.0,1,1,0,0,0,0,0,0,0,0,0,0,松　尾　　夏　海,畔　柳　　俊　吾,野　村　　　　誠,西　村　　美智子,渡　邉　　真奈美,乙　津　　康　志,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,21.0,3,晴,46.0,52.2,51.0,49.9,46.0,51.0,3
32,2019-10-27,児　島,3,6.67,6.8,6.7,6.77,6.86,6.92,0.05,0.13,0.07,0.02,0.01,0.01,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,湯　川　　浩　司,江　口　　晃　生,西　村　　拓　也,茅　原　　悠　紀,三　角　　哲　男,中　澤　　和　志,20.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,1,晴,51.0,51.0,51.0,51.0,51.0,51.7,1
33,2019-10-27,下　関,3,6.71,6.65,6.63,6.72,6.7,6.72,0.01,0.14,0.11,0.03,0.15,0.01,1,2,3,4,5,6.0,0,0,0,1,0,1,0,0,0,0,0,0,大　石　　和　彦,桑　原　　　　啓,佐　川　　正　道,富　永　　　　茂,堤　　　　健　一,島　川　　光　男,19.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,20.0,2,晴,52.6,52.8,51.0,51.0,50.5,52.6,2
