date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-07-08,桐　生,1,6.73,6.85,6.90,6.79,6.82,6.76,.06,.02,.06,.01,.06,0.06,1,2,3,4,6,5.0,0,1,1,0,1,1,0,0,0,0,0,0,深　澤　　　　勉,落　合　　　　純,伴　　　　将　典,川　原　　正　明,大　澤　　誠　也,萩　原　　善　行,21.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,2,曇り,52.9,51.9,58.5,51.1,52.9,50.0,3
2019-07-08,平和島,1,6.84,6.86,6.82,6.83,6.70,6.83,.07,.19,.04,.06,.14,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,後　藤　　隼　之,花　本　　夏　樹,國　崎　　良　春,木　場　　雄二郎,宮　迫　　暢　彦,松　浦　　博　人,22.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,3,晴,53.4,53.1,52.5,55.6,51.1,55.7,2
2019-07-08,多摩川,1,6.79,6.85,6.79,6.84,6.89,6.8,.07,.11,.14,.01,.01,0.02,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,川　添　　英　正,汐　崎　　正　則,北　岡　　　　淳,高　橋　　真　吾,鈴　木　　慶　太,原　田　　正　己,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,2,曇り,50.5,54.1,53.1,56.5,51.4,51.1,3
2019-07-08,浜名湖,1,6.77,6.76,6.76,6.77,6.73,6.74,.20,.09,.12,.07,.09,0.11,1,2,3,4,6,5.0,0,1,1,1,1,1,0,0,0,0,0,0,冨　好　　祐　真,竹　村　　祥　司,高　野　　心　吾,荒　井　　輝　年,滝　沢　　　　崚,山　崎　　聖　司,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,1,曇り,53.3,51.5,50.5,56.6,52.0,51.0,2
2019-07-08,　津　,1,6.84,6.84,6.90,6.82,6.79,6.89,.11,.05,.07,.15,.08,0.06,1,2,3,4,5,6.0,0,1,1,0,1,1,0,0,0,0,0,0,吉　田　　裕　平,マイケ　　ル田代,佐　藤　　駿　介,岡　本　　翔太郎,中　村　　将　隆,齊　藤　　大　将,26.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,27.0,2,曇り,50.5,51.2,51.0,50.5,54.1,56.4,3
2019-07-08,三　国,1,6.70,6.68,6.62,6.71,6.69,6.71,.01,.06,.01,.02,.12,0.2,1,2,3,4,5,6.0,1,1,1,0,0,0,0,0,0,0,0,0,北　村　　征　嗣,水　原　　　　慎,新　田　　有　理,橋　口　　真　樹,上　村　　宏　太,佐　藤　　　　旭,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,27.0,2,曇り,53.7,50.0,46.5,50.0,50.0,52.3,4
2019-07-08,尼　崎,1,6.71,6.68,6.74,6.67,6.76,6.79,.01,.06,.10,.13,.06,0.13,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,松　田　　祐　季,佐　藤　　博　亮,杉　田　　篤　光,中　嶋　　健一郎,桂　林　　　　寛,芝　田　　浩　治,27.2,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,27.0,0,曇り,51.0,51.0,52.1,51.1,51.3,52.4,3
2019-07-08,丸　亀,1,6.70,6.81,6.82,6.80,6.84,6.95,.09,.07,.01,.03,.01,0.04,1,2,3,4,6,5.0,0,0,0,1,1,0,0,0,0,0,0,0,藤　山　　翔　大,齋　藤　　　　勇,一　柳　　和　孝,横　井　　健　太,本　村　　　　大,内　田　　　　圭,24.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,22.0,2,曇り,51.0,51.7,52.5,51.7,54.1,53.9,2
2019-07-08,児　島,1,6.73,6.71,6.66,6.83,6.79,6.81,.09,.21,.31,.17,.04,0.03,1,2,3,6,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0,安　田　　政　彦,金　森　　史　吉,坂　野　　泰　章,伊　藤　　玲　奈,金　子　　千　穂,今　出　　晋　二,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,24.0,3,曇り,52.1,53.3,51.0,44.5,45.5,56.8,2
2019-07-08,下　関,1,6.77,6.77,6.79,6.75,6.80,6.77,.04,.08,.08,.23,.23,0.01,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,落　合　　直　子,西　岡　　育　未,中　村　　かなえ,菅　野　　はやか,勝　又　　　　桜,真　子　　奈津実,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,25.0,4,曇り,47.0,46.5,46.0,50.7,46.5,47.0,4
2019-07-08,芦　屋,1,6.83,6.85,6.82,6.86,6.87,6.85,.12,.10,.39,.13,.32,0.15,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,永　井　　彪　也,新　出　　浩　司,深　山　　祐　二,橋　本　　年　光,下　河　　雅　史,武　田　　信　一,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,27.0,4,晴,51.0,51.9,51.1,51.6,55.5,57.5,4
2019-07-08,桐　生,2,6.79,6.82,6.88,6.81,6.88,6.9,.01,.02,.01,.13,.15,0.03,1,2,3,4,5,6.0,1,0,0,1,1,0,0,0,0,0,0,0,高　柳　　成　聡,石　川　　哲　秀,安　藤　　裕　貴,片　山　　雅　雄,森　　　　晋太郎,松　本　　　　峻,23.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,24.0,1,曇り,51.5,55.6,53.3,50.0,54.1,53.1,1
2019-07-08,平和島,2,6.84,6.79,6.78,6.75,6.72,6.82,.01,.08,.07,.25,.08,0.03,1,2,3,4,5,6.0,1,0,0,0,1,0,0,0,0,0,0,0,山　口　　　　亮,前　川　　守　嗣,野　口　　勝　弘,宮　地　　博　士,寳　田　　亮　治,岸　本　　　　隆,22.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,24.0,5,曇り,51.1,55.9,52.9,53.2,52.1,56.0,5
2019-07-08,多摩川,2,6.77,6.80,6.70,6.77,6.75,6.82,.18,.20,.13,.24,.16,0.13,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,樫　葉　　次　郎,大　澤　　大　夢,西　村　　秀　樹,後　藤　　孝　義,宮　本　　夏　樹,福　来　　　　剛,22.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,23.5,2,曇り,56.4,52.7,51.0,51.0,51.9,51.0,1
2019-07-08,浜名湖,2,6.69,6.68,6.78,6.77,6.76,6.71,.03,.10,.08,.00,.14,0.14,1,2,3,4,6,5.0,0,1,1,0,1,1,0,0,0,0,0,0,田　中　　　　堅,江　崎　　一　雄,鈴　木　　茂　高,中　嶋　　達　也,宇留田　　翔　平,加　藤　　高　史,22.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,23.0,1,雨,51.4,53.9,56.6,52.7,52.9,51.0,2
2019-07-08,　津　,2,6.81,6.78,6.82,6.85,6.86,6.8,.12,.13,.21,.02,.09,0.02,1,2,3,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,0,外　崎　　　　悟,秦　　　　直　也,小　川　　日紀太,櫻　井　　　　優,彦　坂　　真太郎,柴　田　　直　哉,25.0,-0.5,-0.5,0.0,-0.5,-0.5,0.0,26.0,1,晴,51.0,51.0,51.1,51.0,52.7,50.5,2
2019-07-08,三　国,2,6.77,6.76,6.73,6.71,6.77,6.75,.09,.08,.08,.03,.12,0.14,1,2,3,4,5,6.0,0,1,1,1,0,1,0,0,0,0,0,0,金　子　　貴　志,菊　池　　峰　晴,戸　塚　　邦　好,上　條　　信　一,川　島　　拓　郎,溝　口　　海義也,24.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,26.0,1,曇り,49.5,50.5,51.9,53.5,52.5,55.9,1
2019-07-08,尼　崎,2,6.71,6.73,6.74,6.62,6.73,6.73,.01,.02,.18,.02,.03,0.08,1,2,3,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,0,古　結　　　　宏,田　中　　信一郎,島　田　　賢　人,向　所　　浩　二,塩　田　　北　斗,岸　蔭　　　　亮,30.2,-0.5,-0.5,0.0,0.0,-0.5,-0.5,26.6,0,晴,51.8,52.5,54.5,52.0,51.2,50.0,3
2019-07-08,丸　亀,2,6.71,6.78,6.76,6.78,6.90,6.81,.13,.14,.04,.06,.01,0.18,1,2,3,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,0,切　田　　潤　二,宮　西　　真　昭,古　賀　　勝　則,矢　橋　　成　介,落　合　　敬　一,中　村　　　　格,25.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,22.0,3,曇り,49.5,49.0,55.8,60.3,55.2,57.0,3
2019-07-08,児　島,2,6.64,6.71,6.77,6.73,6.76,6.7,.12,.02,.01,.09,.06,0.02,1,2,3,4,6,5.0,0,0,1,1,1,1,0,0,0,0,0,0,阪　本　　勇　介,諏　訪　　忠　宏,山　口　　俊　英,山　本　　良　一,重　冨　　勇　哉,桐　村　　翔　太,24.0,-0.5,-0.5,0.0,0.0,-0.5,-0.5,24.0,3,曇り,52.9,54.4,51.0,53.1,56.9,50.0,3
