date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,flying_1,flying_2,flying_3,flying_4,flying_5,flying_6,late_1,late_2,late_3,late_4,late_5,late_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,temperature,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,water_temperature,wave_height,weather,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,wind_speed
2019-08-04,桐　生,1,6.75,6.82,6.78,6.78,6.88,6.8,.34,.11,.03,.07,.14,0.18,1,2,3,4,6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,塩　崎　　優　司,夏　山　　亮　平,向　　　　達　哉,飯　島　　昌　弘,小　川　　晃　司,佐　藤　　　　旭,30.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,31.0,1,曇り,51.2,56.6,51.2,51.4,50.5,52.7,2
2019-08-04,戸　田,1,6.84,6.81,6.83,6.81,6.84,6.83,.13,.02,.05,.11,.06,0.01,1,2,3,5,4,6.0,0,1,1,1,1,0,0,0,0,0,0,0,出　口　　舞有子,今　坂　　晃　広,佐　野　　隆　仁,森　下　　愛　梨,吉　田　　　　稔,高　憧　　四　季,34.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,35.0,2,晴,47.0,51.0,51.6,50.6,52.2,46.0,4
2019-08-04,平和島,1,6.78,6.79,6.81,6.74,6.73,6.81,.13,.04,.23,.05,.10,0.19,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,中　村　　聡　志,酒　井　　陽　祐,野　中　　義　生,郷　原　　章　平,吉　田　　健太郎,若女井　　　　正,31.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,27.0,3,晴,52.7,51.0,52.3,51.1,52.0,51.0,3
2019-08-04,多摩川,1,6.83,6.85,6.83,6.83,6.83,6.9,.18,.07,.16,.14,.19,0.17,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,寺　本　　重　宣,吉　崎　　悠　司,水　長　　照　雄,藤　山　　雅　弘,米　田　　隆　弘,今　泉　　　　徹,34.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,32.5,2,晴,50.0,51.9,51.0,52.1,53.7,51.0,2
2019-08-04,浜名湖,1,6.69,6.71,6.71,6.67,6.73,6.74,.02,.05,.12,.11,.19,0.29,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,川　合　　理　司,出　村　　卓　也,鈴　木　　雅　希,金　子　　建　二,齋　藤　　智　裕,伊　藤　　雄　二,29.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,30.0,2,晴,59.5,51.0,54.2,56.0,56.8,51.0,3
2019-08-04,常　滑,1,6.75,6.78,6.82,6.73,6.83,6.79,.27,.06,.13,.12,.06,0.03,1,2,3,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,0,金　澤　　一　洋,松　尾　　宣　邦,小　林　　　　晋,藤　堂　　里　香,岩　橋　　裕　馬,松　本　　　　峻,31.0,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,32.0,1,晴,50.5,51.0,54.0,44.0,51.0,52.0,2
2019-08-04,　津　,1,6.84,6.82,6.87,6.80,6.81,6.83,.02,.14,.07,.06,.06,0.01,1,2,3,4,5,6.0,1,0,0,1,0,0,0,0,0,0,0,0,明　石　　正　之,森　　　　貴　洋,山　口　　俊　英,倉　持　　莉　々,橋　口　　真　樹,森　岡　　真　希,32.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,33.0,2,晴,51.0,53.7,51.1,50.2,50.5,47.1,3
2019-08-04,びわこ,1,6.83,6.82,6.88,6.87,6.90,6.8,.05,.05,.07,.03,.06,0.15,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,岡　村　　　　仁,森　定　　晃　史,小　坂　　尚　哉,桐　生　　順　平,星　野　　太　郎,豊　田　　健士郎,33.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,32.0,3,晴,51.9,51.0,51.2,51.0,51.8,51.8,3
2019-08-04,住之江,1,6.93,6.87,6.89,6.85,6.81,6.89,.18,.09,.05,.04,.05,0.26,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,岡　田　　憲　行,桑　原　　　　啓,平　池　　仁　志,花　本　　夏　樹,松　田　　大志郎,原　田　　正　己,28.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,32.0,1,晴,51.7,51.4,52.4,52.2,51.0,51.5,1
2019-08-04,鳴　門,1,6.70,6.74,6.82,6.78,6.76,6.81,.04,.12,.16,.18,.18,0.11,1,2,3,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,0,岡　部　　貴　司,谷　口　　　　勝,三　品　　隆　浩,松　下　　　　潤,牧　山　　敦　也,庄　司　　孝　輔,29.0,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,28.0,2,晴,52.5,51.9,54.6,53.1,51.0,54.2,2
2019-08-04,丸　亀,1,6.75,6.80,6.85,6.85,6.91,6.83,.12,.01,.04,.02,.06,0.12,1,5,6,2,4,3.0,0,1,0,0,1,1,0,0,0,0,0,0,里　岡　　右　貴,香　川　　友　尚,荒　田　　泰　明,森　田　　昭　彦,古　川　　　　健,前　川　　竜　次,29.0,-0.5,-0.5,0.0,-0.5,0.0,-0.5,24.0,1,晴,51.9,51.0,53.3,55.0,51.0,51.1,1
2019-08-04,徳　山,1,7.03,7.06,7.02,7.07,7.09,7.07,.12,.26,.05,.11,.15,0.19,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,村　岡　　賢　人,石　川　　　　諒,伏　島　　祐　介,占　部　　一　真,三　浦　　裕　貴,福　田　　翔　吾,32.0,0.0,-0.5,0.0,-0.5,-0.5,-0.5,30.0,3,晴,51.0,50.5,52.3,51.2,55.2,51.3,3
2019-08-04,芦　屋,1,6.78,6.78,6.90,6.77,6.84,6.81,.29,.25,.41,.27,.22,0.02,1,2,3,5,4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,仲　谷　　颯　仁,竹　田　　吉　行,秋　田　　健太郎,東　口　　　　晃,室　田　　泰　史,原　村　　拓　也,34.0,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,30.0,6,晴,50.5,51.0,61.4,51.0,53.7,51.9,6
2019-08-04,福　岡,1,6.89,6.93,6.98,6.96,6.96,6.96,.11,.09,.09,.06,.03,0.01,1,2,3,5,6,4.0,0,0,0,0,0,1,0,0,0,0,0,0,水　摩　　　　敦,上　野　　　　励,宮　地　　博　士,中　尾　　智　博,本　岡　　勝　利,寺　嶋　　　　雄,31.0,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,29.0,2,晴,50.5,54.5,52.6,53.0,53.9,51.0,1
2019-08-04,大　村,1,6.75,6.86,6.85,6.84,6.89,6.82,.08,.07,.11,.01,.02,0.18,1,2,3,4,5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,岩　永　　節　也,大　西　　隆　洋,長谷川　　親　王,三　原　　　　司,尾　崎　　雄　二,篠　原　　飛　翔,30.0,-0.5,0.0,0.0,0.0,-0.5,0.0,33.0,1,晴,50.5,56.6,57.6,50.5,53.3,51.9,2
