,date,venue,raceNumber,exhibitionTime_1,exhibitionTime_2,exhibitionTime_3,exhibitionTime_4,exhibitionTime_5,exhibitionTime_6,exhibition_ST_1,exhibition_ST_2,exhibition_ST_3,exhibition_ST_4,exhibition_ST_5,exhibition_ST_6,exhibition_cource_1,exhibition_cource_2,exhibition_cource_3,exhibition_cource_4,exhibition_cource_5,exhibition_cource_6,exhibition_flying_flag_1,exhibition_flying_flag_2,exhibition_flying_flag_3,exhibition_flying_flag_4,exhibition_flying_flag_5,exhibition_flying_flag_6,exhibition_late_flag_1,exhibition_late_flag_2,exhibition_late_flag_3,exhibition_late_flag_4,exhibition_late_flag_5,exhibition_late_flag_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6
0,2019-05-20,平和島,1,6.86,6.91,6.82,6.78,7.02,6.98,0.01,0.12,0.1,0.09,0.09,0.08,1,2,3,4,6,5.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,松　本　　弓　雄,阪　本　　勇　介,齋　藤　　竜　次,菅　　　　章　哉,中　島　　　　航,中　西　　宏　文,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,51.0,52.8,51.1,51.1,52.5,51.0
1,2019-05-20,浜名湖,1,6.63,6.6,6.63,6.64,6.65,6.67,0.21,0.08,0.08,0.07,0.03,0.08,1,2,3,4,6,5.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,伊　達　　正　利,岡　部　　　　浩,加　藤　　知　弘,新　出　　浩　司,石　原　　　　光,中　村　　守　成,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,54.0,51.0,56.4,51.3,49.5,52.5
2,2019-05-20,蒲　郡,1,6.8,6.72,6.7,6.71,6.82,6.76,0.02,0.05,0.09,0.22,0.13,0.21,1,2,3,6,4,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,谷　口　　健　一,小　川　　時　光,宇田川　　信　一,國　分　　将太郎,一　色　　凌　雅,橋　口　　真　樹,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,54.2,54.2,51.0,51.1,53.8,50.5
3,2019-05-20,常　滑,1,7.0,6.99,7.02,6.95,7.04,7.05,0.06,0.11,0.15,0.16,0.15,0.16,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,久　富　　政　弘,浅　見　　宗　孝,鹿　島　　敏　弘,冨　成　　謙　児,藤　原　　孝　斗,吉　本　　玲　緒,-0.5,0.0,0.0,0.0,-0.5,-0.5,53.8,57.4,53.5,51.0,52.5,56.2
4,2019-05-20,びわこ,1,6.89,6.88,6.96,6.88,6.84,6.9,0.24,0.28,0.14,0.04,0.17,0.07,1,2,3,4,5,6.0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,谷　本　　幸　司,加　藤　　翔　馬,花　本　　夏　樹,彦　坂　　径　冶,柳　内　　敬　太,中　島　　秀　治,0.0,0.0,0.0,0.0,0.0,-0.5,51.0,54.2,52.5,55.4,51.0,54.0
5,2019-05-20,鳴　門,1,6.84,6.79,6.82,6.77,6.7,6.82,0.07,0.16,0.15,0.02,0.13,0.04,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,牧　　　　宏　次,玄　馬　　　　徹,近　藤　　稔　也,酒　見　　峻　介,香　月　　大　介,佐々木　　大　河,-0.5,0.0,-0.5,0.0,0.0,0.0,52.1,51.0,54.2,51.0,51.2,51.8
6,2019-05-20,児　島,1,6.81,6.92,6.96,6.92,6.94,6.9,0.08,0.17,0.02,0.07,0.05,0.04,1,2,3,4,5,6.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,向　所　　浩　二,齋　藤　　真　之,篠　原　　俊　夫,水　原　　　　慎,下　河　　誉　史,永　田　　郁　弥,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,53.5,53.3,52.7,50.0,55.4,52.8
7,2019-05-20,宮　島,1,6.78,6.78,6.77,6.85,6.82,6.86,0.11,0.13,0.21,0.04,0.05,0.03,1,2,3,4,5,6.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,服　部　　達　哉,小　松　　卓　司,大　井　　清　貴,寳　田　　亮　治,福　田　　　　理,高　野　　心　吾,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,53.8,49.0,51.6,53.2,52.4,51.0
8,2019-05-20,徳　山,1,7.04,7.1,7.21,7.1,7.1,7.11,0.08,0.01,0.08,0.04,0.21,0.23,1,2,3,4,5,6.0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,西　山　　昇　一,岸　本　　　　隆,中　村　　聡　志,原　田　　智　和,佐　川　　正　道,柳　瀬　　幹　太,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,51.5,56.1,52.8,51.0,50.5,52.3
9,2019-05-20,下　関,1,6.75,6.72,6.77,6.79,6.8,6.75,0.14,0.13,0.1,0.12,0.33,0.07,1,2,3,4,5,6.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,新　田　　芳　美,西　岡　　育　未,山　本　　宝　姫,橋谷田　　佳　織,清　水　　さくら,栢　場　　優　子,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,47.0,46.0,46.0,43.5,49.3,43.5
